"Student Counts by School and Grade"
"All Districts, All Schools"
"2012-13"

"",,,,"Grade",,,,,,,,,,,,,,
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",0,0,0,0,0,0,0,0,0,0,314,311,311,319,1255
"Manchester School District","=""0770011""","Buckley School","=""0770311""",46,37,50,60,55,46,38,0,0,0,0,0,0,0,332
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",192,0,0,0,0,0,0,0,0,0,0,0,0,0,192
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,81,63,60,60,61,54,0,0,0,0,0,0,0,379
"Manchester School District","=""0770011""","Bowers School","=""0770111""",0,77,52,67,77,64,70,0,0,0,0,0,0,0,407
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",0,41,44,47,47,40,45,0,0,0,0,0,0,0,264
"Manchester School District","=""0770011""","Keeney School","=""0770611""",0,68,39,55,51,69,64,0,0,0,0,0,0,0,346
"Manchester School District","=""0770011""","Martin School","=""0771611""",0,56,50,45,49,52,38,0,0,0,0,0,0,0,290
"Manchester School District","=""0770011""","Robertson School","=""0771011""",0,100,54,70,38,49,44,0,0,0,0,0,0,0,355
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",0,76,67,61,47,43,36,0,0,0,0,0,0,0,330
"Manchester School District","=""0770011""","Waddell School","=""0771311""",0,66,68,53,53,59,53,0,0,0,0,0,0,0,352
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",0,0,0,0,0,0,0,406,0,0,0,0,0,0,406
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",0,0,0,0,0,0,0,0,373,423,0,0,0,0,796
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",0,0,0,0,0,0,0,0,"*","*",12,22,16,18,80
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",0,0,0,0,0,0,0,0,0,0,412,450,451,380,1693
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",32,44,47,53,54,44,0,0,0,0,0,0,0,0,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",30,45,35,39,28,44,0,0,0,0,0,0,0,0,221
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",29,49,48,46,37,43,0,0,0,0,0,0,0,0,252
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",0,0,0,0,0,0,139,142,147,142,0,0,0,0,570
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",21,72,91,92,78,103,91,91,0,0,0,0,0,0,639
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",61,63,67,66,84,75,84,0,0,0,0,0,0,0,500
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","*",0,125,120,"*",125,115,0,0,0,0,0,0,0,594
"Meriden School District","=""0800011""","Hanover School","=""0800311""",6,188,69,70,80,76,80,0,0,0,0,0,0,0,569
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","*",110,99,101,"*",92,87,0,0,0,0,0,0,0,564
"Meriden School District","=""0800011""","John Barry School","=""0800511""","*",75,86,89,71,"*",89,0,0,0,0,0,0,0,479
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","*",102,"*",96,114,103,103,0,0,0,0,0,0,0,610
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",34,87,72,69,82,76,80,0,0,0,0,0,0,0,500
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,111,87,63,61,55,51,0,0,0,0,0,0,0,428
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",0,0,0,0,0,0,0,268,260,227,0,0,0,0,755
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",0,0,0,0,0,0,0,244,261,278,0,0,0,0,783
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",0,0,0,0,0,0,0,0,0,0,396,272,264,285,1217
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",0,0,0,0,0,0,0,0,0,0,374,306,253,241,1174
"Middletown School District","=""0830011""","Snow School","=""0831111""",106,52,56,30,37,45,36,0,0,0,0,0,0,0,362
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",0,56,45,47,56,52,49,0,0,0,0,0,0,0,305
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",0,67,46,53,60,48,53,0,0,0,0,0,0,0,327
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",0,50,60,45,60,65,47,0,0,0,0,0,0,0,327
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,55,46,38,42,46,35,0,0,0,0,0,0,0,262
"Middletown School District","=""0830011""","Moody School","=""0831211""",0,40,45,45,48,64,48,0,0,0,0,0,0,0,290
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,60,57,64,51,55,59,0,0,0,0,0,0,0,346
"Middletown School District","=""0830011""","Wesley School","=""0831411""",0,49,53,46,62,58,61,0,0,0,0,0,0,0,329
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",0,0,0,0,0,0,0,333,0,0,0,0,0,0,333
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",0,0,0,0,0,0,0,0,329,349,0,0,0,0,678
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",0,0,0,0,0,0,0,0,0,0,363,293,332,319,1307
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",0,0,0,0,0,0,0,0,0,0,0,0,"*","*",14
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",140,86,76,93,0,0,0,0,0,0,0,0,0,0,395
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","*",0,0,0,130,"*",139,0,0,0,0,0,0,0,392
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",0,148,119,133,0,0,0,0,0,0,0,0,0,0,400
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",0,106,94,107,0,0,0,0,0,0,0,0,0,0,307
"Milford School District","=""0840011""","Mathewson School","=""0841711""",0,141,131,134,0,0,0,0,0,0,0,0,0,0,406
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,0,0,0,83,85,101,0,0,0,0,0,0,0,269
"Milford School District","=""0840011""","Meadowside School","=""0840711""",0,0,0,0,134,186,127,0,0,0,0,0,0,0,447
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",0,0,0,0,103,131,122,0,0,0,0,0,0,0,356
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",0,0,0,0,0,0,0,156,157,179,0,0,0,0,492
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",0,0,0,0,0,0,0,203,194,217,0,0,0,0,614
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",0,0,0,0,0,0,0,174,182,208,0,0,0,0,564
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",0,0,0,0,0,0,0,0,0,0,263,236,246,256,1001
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",0,0,0,0,0,0,0,0,0,0,245,241,242,272,1000
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",35,49,54,52,69,53,58,0,0,0,0,0,0,0,370
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",0,69,85,78,109,96,86,0,0,0,0,0,0,0,523
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",0,75,73,77,83,97,98,0,0,0,0,0,0,0,503
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",0,0,0,0,0,0,0,252,313,288,0,0,0,0,853
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",0,0,0,0,0,0,0,0,0,0,295,319,299,314,1227
"Montville School District","=""0860011""","Mohegan School","=""0860111""","*",61,"*",60,67,66,66,0,0,0,0,0,0,0,368
"Montville School District","=""0860011""","Oakdale School","=""0860511""",43,46,50,57,64,60,53,0,0,0,0,0,0,0,373
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",0,64,48,64,60,59,69,0,0,0,0,0,0,0,364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",0,0,0,0,0,0,0,197,206,194,0,0,0,0,597
"Montville School District","=""0860011""","Montville High School","=""0866111""",0,0,0,0,0,0,0,0,0,0,199,193,172,157,721
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",0,0,0,0,0,0,0,0,0,0,6,"*","*",8,23
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",119,0,0,0,0,0,0,0,0,0,0,0,0,0,119
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",0,57,44,51,46,49,0,0,0,0,0,0,0,0,247
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",0,62,68,74,71,78,0,0,0,0,0,0,0,0,353
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",0,106,126,85,99,105,0,0,0,0,0,0,0,0,521
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,55,53,46,61,56,0,0,0,0,0,0,0,0,271
"Naugatuck School District","=""0880011""","Western School","=""0880711""",0,48,67,59,58,48,0,0,0,0,0,0,0,0,280
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",0,0,0,0,0,0,117,135,0,0,0,0,0,0,252
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",0,0,0,0,0,0,212,202,0,0,0,0,0,0,414
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",0,0,0,0,0,0,0,0,350,353,0,0,0,0,703
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",0,0,0,0,0,0,0,0,0,0,299,332,334,334,1299
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",46,147,135,123,113,0,0,0,0,0,0,0,0,0,564
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",40,103,103,90,96,98,95,88,94,94,0,0,0,0,901
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",191,76,69,71,64,55,53,0,0,0,0,0,0,0,579
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",65,152,105,106,121,121,84,0,0,0,0,0,0,0,754
"New Britain School District","=""0890011""","Smith School","=""0891311""",98,104,103,106,106,106,109,0,0,0,0,0,0,0,732
"New Britain School District","=""0890011""","Holmes School","=""0890611""",0,56,60,78,95,55,64,0,0,0,0,0,0,0,408
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",0,79,81,77,79,79,87,0,0,0,0,0,0,0,482
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",0,"*","*","*","*",8,6,"*","*","*","*","*","*","*",47
"New Britain School District","=""0890011""","Northend School","=""0890911""",0,25,23,26,26,28,27,0,0,0,0,0,0,0,155
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",0,105,83,56,56,127,129,0,0,0,0,0,0,0,556
"New Britain School District","=""0890011""","Vance School","=""0891511""",0,106,97,109,112,101,98,0,0,0,0,0,0,0,623
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,0,0,0,0,0,0,60,60,49,0,0,0,0,169
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",0,0,0,0,0,0,0,164,169,184,0,0,0,0,517
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",0,0,0,0,0,0,0,164,134,129,0,0,0,0,427
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",0,0,0,0,0,0,0,227,237,262,0,0,0,0,726
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",0,0,0,0,0,0,0,0,"*","*",8,13,11,6,48
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",0,0,0,0,0,0,0,0,0,0,602,611,776,541,2530
"New Britain School District","=""0890011""","CLIMB","=""0899411""",0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
"New Canaan School District","=""0900011""","West School","=""0900311""",36,106,78,106,105,100,0,0,0,0,0,0,0,0,531
"New Canaan School District","=""0900011""","East School","=""0900411""",0,107,106,117,111,124,0,0,0,0,0,0,0,0,565
"New Canaan School District","=""0900011""","South School","=""0900211""",0,99,107,111,94,143,0,0,0,0,0,0,0,0,554
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,0,0,0,0,0,322,313,323,330,0,0,0,0,1288
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,0,0,0,0,0,0,0,0,0,289,316,325,345,1275
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",67,154,163,151,0,0,0,0,0,0,0,0,0,0,535
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",0,0,0,0,203,195,201,0,0,0,0,0,0,0,599
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",0,0,0,0,0,0,0,216,206,232,0,0,0,0,654
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",0,0,0,0,0,0,0,0,0,0,254,278,231,247,1010
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",7,34,34,37,0,0,0,0,0,0,0,0,0,0,112
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",0,37,41,32,0,0,0,0,0,0,0,0,0,0,110
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,0,0,0,79,83,92,89,0,0,0,0,0,0,343
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",70,51,52,48,54,53,54,70,54,51,0,0,0,0,557
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","*",52,52,52,52,"*",62,70,71,54,0,0,0,0,513
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",60,47,69,46,72,55,49,56,45,55,0,0,0,0,554
"New Haven School District","=""0930011""","Beecher School","=""0930311""",78,47,48,54,46,52,39,44,38,40,0,0,0,0,486
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",81,55,58,54,52,55,57,48,54,47,0,0,0,0,561
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",42,51,50,55,51,55,51,53,54,54,0,0,0,0,516
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",35,59,60,67,44,42,30,19,19,30,0,0,0,0,405
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",77,44,45,44,42,41,39,41,37,43,0,0,0,0,453
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","*",68,74,76,73,75,54,"*",50,54,0,0,0,0,567
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",40,63,48,71,39,53,47,38,36,32,0,0,0,0,467
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",41,74,72,70,71,71,62,52,52,60,0,0,0,0,625
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",64,50,49,49,47,65,56,46,40,45,0,0,0,0,511
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",46,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",117,0,0,0,0,0,0,0,0,0,0,0,0,0,117
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","*",52,49,51,50,52,47,"*",53,49,0,0,0,0,449
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",17,67,70,72,88,90,65,88,67,81,0,0,0,0,705
"New Haven School District","=""0930011""","Headstart","=""0938011""",334,0,0,0,0,0,0,0,0,0,0,0,0,0,334
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",281,0,0,0,0,0,0,0,0,0,0,0,0,0,281
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",38,51,49,68,66,51,45,27,29,39,0,0,0,0,463
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",81,51,51,51,49,48,39,40,52,46,0,0,0,0,508
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",40,51,73,51,53,47,63,61,50,48,0,0,0,0,537
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",59,73,51,52,71,70,66,60,37,41,0,0,0,0,580
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",22,68,63,54,48,46,20,26,21,16,0,0,0,0,384
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",59,50,50,45,50,49,47,60,70,66,0,0,0,0,546
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",21,48,49,51,78,63,53,52,51,59,0,0,0,0,525
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",58,69,72,66,47,69,63,51,63,38,0,0,0,0,596
"New Haven School District","=""0930011""","Truman School","=""0932911""",72,52,47,49,47,41,44,44,51,49,0,0,0,0,496
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",16,23,24,24,42,24,19,20,14,20,0,0,0,0,226
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",39,48,48,50,45,50,37,33,26,34,0,0,0,0,410
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",0,52,50,48,47,52,52,41,47,45,0,0,0,0,434
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",0,153,81,31,0,0,0,0,0,0,0,0,0,0,265
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",0,209,179,89,0,0,0,0,0,0,0,0,0,0,477
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",0,52,52,47,45,46,38,40,43,50,0,0,0,0,413
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,0,0,0,0,0,109,132,123,124,0,0,0,0,488
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",0,0,0,0,0,0,0,"*","*",21,0,0,0,0,41
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",0,0,0,0,0,0,0,80,83,84,70,70,0,0,387
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,0,0,0,0,0,0,0,0,"*",33,29,26,"*",113
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,0,0,0,0,0,0,0,0,0,150,162,166,160,638
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",0,0,0,0,0,0,0,0,0,0,64,55,45,33,197
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",0,0,0,0,0,0,0,0,0,0,69,59,68,45,241
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",0,0,0,0,0,0,0,0,0,0,197,193,170,138,698
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",0,0,0,0,0,0,0,0,0,0,281,296,206,193,976
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,0,0,0,0,0,0,0,0,0,124,92,91,77,384
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,0,0,0,0,0,0,0,0,0,83,70,82,52,287
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",0,0,0,0,0,0,0,0,0,0,"*",8,"*",6,25
"New Haven School District","=""0930011""","Sound School","=""0936711""",0,0,0,0,0,0,0,0,0,0,93,81,88,72,334
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",0,0,0,0,0,0,0,0,0,0,486,407,248,217,1358
"New London School District","=""0950011""","Jennings School","=""0950311""",21,81,66,91,86,94,91,0,0,0,0,0,0,0,530
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",13,95,69,82,83,109,77,0,0,0,0,0,0,0,528
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",0,49,104,90,82,68,73,0,0,0,0,0,0,0,466
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",0,0,0,0,"*",0,"*","*","*","*","*","*","*","*",18
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",0,0,0,0,0,0,0,217,192,184,0,0,0,0,593
"New London School District","=""0950011""","New London High School","=""0956111""",0,0,0,0,0,0,0,0,0,0,325,210,195,203,933
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",25,108,103,124,104,0,0,0,0,0,0,0,0,0,464
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",25,95,90,106,103,0,0,0,0,0,0,0,0,0,419
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",26,105,114,114,122,0,0,0,0,0,0,0,0,0,481
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",0,0,0,0,0,351,364,316,0,0,0,0,0,0,1031
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",0,0,0,0,0,0,0,0,361,353,0,0,0,0,714
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",0,0,0,0,0,0,0,0,0,0,367,378,380,355,1480
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",24,93,83,82,90,99,0,0,0,0,0,0,0,0,471
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",12,54,57,58,65,58,0,0,0,0,0,0,0,0,304
"Newington School District","=""0940011""","John Paterson School","=""0940811""",33,64,87,88,84,93,0,0,0,0,0,0,0,0,449
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","*","*",78,78,86,77,0,0,0,0,0,0,0,0,394
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",0,0,0,0,0,0,177,176,171,181,0,0,0,0,705
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",0,0,0,0,0,0,144,141,149,143,0,0,0,0,577
"Newington School District","=""0940011""","Newington High School","=""0946111""",0,0,0,0,0,0,0,0,0,0,344,348,351,379,1422
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",56,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",0,49,73,79,72,88,0,0,0,0,0,0,0,0,361
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",0,60,72,61,58,88,0,0,0,0,0,0,0,0,339
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",0,72,85,103,98,93,0,0,0,0,0,0,0,0,451
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",0,72,78,94,113,97,0,0,0,0,0,0,0,0,454
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",0,0,0,0,0,0,402,417,0,0,0,0,0,0,819
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",0,0,0,0,0,0,0,0,447,445,0,0,0,0,892
"Newtown School District","=""0970011""","STARR","=""0979011""",0,0,0,0,0,0,0,0,"*",0,0,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",0,0,0,0,0,0,0,0,0,0,427,455,423,455,1760
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",8,16,17,10,15,12,14,24,0,0,0,0,0,0,116
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,0,0,"*","*","*",0,0,0,0,0,0,0,0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",31,112,151,147,0,0,0,0,0,0,0,0,0,0,441
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",0,0,0,0,136,178,154,0,0,0,0,0,0,0,468
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",0,0,0,0,0,0,0,156,189,191,0,0,0,0,536
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",0,0,0,0,0,0,0,0,0,0,147,172,151,166,636
"North Branford School District","=""0990011""","School to Work Program","=""0999011""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",16,55,18,27,31,33,26,40,32,37,0,0,0,0,315
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","*",57,64,56,62,"*",83,0,0,0,0,0,0,0,377
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",44,61,53,59,61,58,58,0,0,0,0,0,0,0,394
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","*","*",64,53,59,62,79,0,0,0,0,0,0,0,365
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","*",61,79,"*",79,69,58,0,0,0,0,0,0,0,404
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",0,0,0,0,0,0,0,256,252,265,0,0,0,0,773
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",0,0,0,0,0,0,0,0,0,0,280,300,316,291,1187
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",39,65,49,60,64,62,46,0,0,0,0,0,0,0,385
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",0,0,0,0,0,0,0,52,51,73,0,0,0,0,176
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",0,0,0,0,0,0,0,0,0,0,51,50,50,52,203
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",75,67,87,66,77,74,74,0,0,0,0,0,0,0,520
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",38,90,80,77,87,63,68,0,0,0,0,0,0,0,503
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",19,68,78,83,73,80,55,0,0,0,0,0,0,0,456
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",15,96,94,88,84,87,84,0,0,0,0,0,0,0,548
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",22,67,86,79,76,83,71,0,0,0,0,0,0,0,484
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",29,89,67,68,80,61,68,0,0,0,0,0,0,0,462
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",25,88,86,82,61,66,62,0,0,0,0,0,0,0,470
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",0,69,46,45,57,57,54,0,0,0,0,0,0,0,328
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",0,89,101,102,96,89,102,0,0,0,0,0,0,0,579
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",0,82,81,89,75,74,60,0,0,0,0,0,0,0,461
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",0,70,66,68,67,61,62,0,0,0,0,0,0,0,394
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",0,68,44,43,56,55,36,0,0,0,0,0,0,0,302
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",0,0,0,0,0,0,0,204,203,203,0,0,0,0,610
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",0,0,0,0,0,0,0,198,204,209,0,0,0,0,611
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",0,0,0,0,0,0,0,138,155,152,0,0,0,0,445
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",0,0,0,0,0,0,0,194,235,221,0,0,0,0,650
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",0,0,0,0,0,0,0,0,0,0,444,443,406,365,1658
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",0,0,0,0,0,0,0,0,0,0,425,424,364,326,1539
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,0,0,0,0,0,0,0,0,0,12,15,8,17,52
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",16,0,0,0,0,0,0,0,0,0,0,0,0,0,16
