"Student Counts by School and Gender"
"All Districts, All Schools"
"2013-14"

"",,,,"Gender",,
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",158,213,371
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",387,452,839
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""",8,20,28
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","*","*",8
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",244,211,455
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",254,266,520
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",244,252,496
"West Haven School District","=""1560011""","Washington School","=""1561211""",230,252,482
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",146,219,365
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",420,442,862
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",177,179,356
"West Haven School District","=""1560011""","Forest School","=""1560311""",237,229,466
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",416,450,866
"West Haven School District","=""1560011""","Life Skills","=""1560111""","*","*",6
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",239,260,499
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",233,251,484
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",800,765,1565
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",131,162,293
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",130,147,277
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",134,128,262
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",201,266,467
"Weston School District","=""1570011""","Weston High School","=""1576111""",364,411,775
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",266,285,551
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",299,318,617
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",395,463,858
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",228,223,451
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",269,264,533
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",229,217,446
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",243,255,498
"Westport School District","=""1580011""","Long Lots School","=""1580711""",275,303,578
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",232,291,523
"Westport School District","=""1580011""","Staples High School","=""1586111""",917,917,1834
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",13,28,41
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",175,184,359
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",159,148,307
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",229,210,439
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",225,203,428
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",186,196,382
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",310,289,599
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",562,625,1187
"Willington School District","=""1600011""","Center School","=""1600111""",89,104,193
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",126,138,264
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",538,519,1057
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",497,521,1018
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",434,451,885
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",649,669,1318
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",97,123,220
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",111,121,232
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",76,89,165
"Winchester School District","=""1620011""","WISE Academy","=""1620111""","*","*",9
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""",148,152,300
"Windham School District","=""1630011""","Early Headstart","=""1638011""",12,10,22
"Windham School District","=""1630011""","Natchaug School","=""1630111""",163,181,344
"Windham School District","=""1630011""","North Windham School","=""1630311""",232,234,466
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",143,150,293
"Windham School District","=""1630011""","Windham Center School","=""1630511""",146,157,303
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",98,131,229
"Windham School District","=""1630011""","Windham High School","=""1636111""",284,340,624
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",309,356,665
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",211,198,409
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",179,200,379
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",229,294,523
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",175,180,355
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",128,130,258
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",215,211,426
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",203,248,451
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",129,120,249
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",367,358,725
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",531,609,1140
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",122,158,280
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",166,176,342
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",315,341,656
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",184,175,359
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",422,424,846
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",383,385,768
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",519,514,1033
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",235,238,473
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",222,204,426

