"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2015-16"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",153,94,25,272
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",9,21,0,30
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",253,353,69,675
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",108,179,25,312
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""",8,"*","*",11
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",81,29,8,118
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",147,136,29,312
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",145,150,15,310
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",108,305,37,450
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",438,653,107,1198
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",135,106,25,266
"Naugatuck School District","=""0880011""","Western School","=""0880711""",122,145,14,281
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",335,102,62,499
"New Britain School District","=""0890011""","Behavior Support (Holmes)","=""0891011""","*",0,"*",11
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",48,"*","*",51
"New Britain School District","=""0890011""","CLIMB","=""0899411""",12,6,0,18
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",361,87,19,467
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",579,163,49,791
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",350,192,36,578
"New Britain School District","=""0890011""","Holmes School","=""0890611""",250,177,34,461
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",69,69,11,149
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",317,104,21,442
"New Britain School District","=""0890011""","KEY Elementary (Gaffney)","=""0891611""",33,"*","*",44
"New Britain School District","=""0890011""","KEY Middle (Slade)","=""0891711""","*",0,"*",12
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",514,150,24,688
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1758,571,131,2460
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",33,"*","*",38
"New Britain School District","=""0890011""","Northend School","=""0890911""",228,41,16,285
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",630,96,40,766
"New Britain School District","=""0890011""","Roosevelt Early Learning Center","=""0890111""","*",78,"*",137
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",582,107,44,733
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",556,106,16,678
"New Britain School District","=""0890011""","Smith School","=""0891311""",430,106,44,580
"New Britain School District","=""0890011""","Steps","=""0891811""",31,"*","*",36
"New Britain School District","=""0890011""","Sunrise Intermediate (Holmes)","=""0890411""",12,0,0,12
"New Britain School District","=""0890011""","Sunrise Primary (Chamberlain)","=""0890211""",22,0,0,22
"New Britain School District","=""0890011""","Vance School","=""0891511""",375,128,20,523
"New Canaan School District","=""0900011""","East School","=""0900411""",0,543,0,543
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1251,0,1251
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1327,0,1327
"New Canaan School District","=""0900011""","South School","=""0900211""",0,542,0,542
"New Canaan School District","=""0900011""","West School","=""0900311""",0,547,0,547
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""",0,8,0,8
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*",475,"*",501
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",32,447,11,490
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",38,846,20,904
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",41,532,14,587
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",15,270,11,296
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","*",99,"*",113
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*",50,"*",61
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",151,274,12,437
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",138,371,15,524
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",327,"*","*",482
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",307,249,7,563
"New Haven School District","=""0930011""","Beecher School","=""0930311""",254,240,11,505
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",263,249,18,530
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",205,222,29,456
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",256,"*","*",481
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","*","*",0,16
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",366,112,14,492
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",223,"*","*",368
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",404,"*","*",577
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",286,"*","*",461
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",395,234,8,637
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",284,309,54,647
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",118,68,8,194
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",172,309,16,497
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",20,9,0,29
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",42,81,0,123
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",266,193,17,476
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",118,477,9,604
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",513,"*","*",765
"New Haven School District","=""0930011""","Headstart","=""0938011""",200,167,0,367
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",95,171,0,266
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",153,84,14,251
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",347,"*","*",495
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",347,262,56,665
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",594,329,22,945
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",249,271,8,528
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",344,174,7,525
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",293,252,14,559
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",292,79,7,378
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",235,285,19,539
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",187,188,28,403
"New Haven School District","=""0930011""","NHPS Self Contained Autism","=""0934411""",40,0,0,40
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""","*","*",0,30
"New Haven School District","=""0930011""","NHPS Self Contained Multi-Handicapped","=""0934511""","*","*",0,42
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",134,98,23,255
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",64,"*","*",80
"New Haven School District","=""0930011""","New Light High School","=""0932611""",31,6,0,37
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",0,"*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",240,56,10,306
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",65,"*","*",80
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",405,104,11,520
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",320,342,7,669
"New Haven School District","=""0930011""","Sound School","=""0936711""",97,224,19,340
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",298,87,12,397
"New Haven School District","=""0930011""","Truman School","=""0932911""",329,158,6,493
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",165,58,18,241
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",275,"*","*",425
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",757,661,28,1446
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",48,386,7,441
"New London School District","=""0950011""","Jennings School","=""0950311""",428,121,10,559
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",491,91,20,602
"New London School District","=""0950011""","Harbor","=""0950611""","*",65,"*",115
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",336,148,19,503
"New London School District","=""0950011""","New London High School","=""0956111""",613,282,68,963
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",346,215,19,580
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",61,359,14,434
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*","*",0,17
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",170,1106,69,1345
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","*",385,"*",441
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",162,756,41,959
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",150,831,50,1031
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",87,364,22,473
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",72,204,18,294
"Newington School District","=""0940011""","John Paterson School","=""0940811""",60,306,18,384
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",91,551,32,674
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",129,457,34,620
"Newington School District","=""0940011""","Newington High School","=""0946111""",197,992,77,1266
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",62,245,24,331
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",313,"*",320
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*",283,"*",297
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*",344,"*",368
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",94,1546,39,1679
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",47,747,18,812
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,48,0,48
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",40,643,18,701
"Newtown School District","=""0970011""","STARR","=""0979011""",0,"*",0,"*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*",310,"*",337
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",20,90,6,116
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",58,330,14,402
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",75,469,35,579
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",70,398,24,492
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",50,336,19,405
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",49,196,15,260
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",38,247,17,302
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",34,323,20,377
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",24,257,7,288
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",104,852,44,1000
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",93,650,42,785
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","*","*",0,9
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",35,355,9,399
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",47,310,9,366
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","*",151,"*",189
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","*",141,"*",173
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",677,848,138,1663
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",243,202,48,493
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",107,216,25,348
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",146,314,20,480
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",162,262,20,444
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",345,212,54,611
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",312,180,67,559
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",201,237,48,486
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",170,251,34,455
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",255,360,62,677
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",564,922,84,1570
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",41,"*","*",53
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",363,239,64,666
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",204,229,43,476
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",128,300,15,443
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",268,188,42,498
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",206,141,35,382
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",320,287,63,670
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",132,178,22,332
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",8,"*","*",12
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","*","*","*",12
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","*","*",0,11
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",1048,1074,125,2247
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",0,11
"Norwich School District","=""1040011""","ABA Autism Program","=""1040411""",9,"*","*",16
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",139,67,20,226
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""",44,9,7,60
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""",0,0,"*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","*","*",0,"*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",282,37,38,357
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",495,162,97,754
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",265,101,39,405
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",173,148,20,341
"Norwich School District","=""1040011""","Special Needs Program","=""1040511""",15,"*","*",23
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",226,91,20,337
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",165,73,29,267
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",174,40,16,230
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",259,43,18,320
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",179,41,25,245
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",70,242,16,328
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",62,290,20,372
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",82,421,18,521
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",53,378,13,444
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","*","*",0,163
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*",332,"*",355
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",343,"*",366
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",282,"*",292
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","*","*",0,12
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",31,445,15,491
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",30,430,12,472
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",39,533,20,592
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","*",355,"*",392
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",246,82,32,360
"Path Academy District","=""2930013""","Path Academy","=""2930113""",127,"*","*",143
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",9,"*","*",18
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",135,152,25,312
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",225,251,56,532
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",211,400,84,695
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",138,154,34,326
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",201,202,25,428
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",77,219,13,309
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",144,244,35,423
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",80,262,27,369
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",140,366,39,545
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",172,508,64,744
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",89,224,24,337
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",113,243,21,377
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","*","*",0,"*"
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",65,232,16,313
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",109,325,42,476
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",57,325,18,400
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",32,175,12,219
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",51,148,7,206
"Portland School District","=""1130011""","Portland High School","=""1136111""",61,305,18,384
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","*",182,"*",220
"Portland School District","=""1130011""","Valley View School","=""1130211""","*",254,"*",323
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",24,113,15,152
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",58,218,10,286
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,"*","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","*","*",0,9
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",333,223,61,617
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",119,118,39,276
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",131,114,27,272
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*",458,"*",473
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*",465,"*",480
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",70,335,25,430
"Regional School District 01","=""2010012""","LEAPSS","=""2010412""","*","*","*","*"
"Regional School District 01","=""2010012""","SELC","=""2010312""",0,"*","*","*"
"Regional School District 01","=""2010012""","TOTAL","=""2010212""","*","*",0,"*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","*",277,"*",315
"Regional School District 04","=""2040012""","Region 4 Transition Academy","=""2040112""",0,"*",0,"*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",40,550,10,600
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",11,365,7,383
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",359,"*",375
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",59,1417,10,1486
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""",0,64,0,64
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*",128,"*",149
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*",97,"*",116
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",69,482,25,576
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",71,"*",78
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*",0,9
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*","*","*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""","*",13,"*",17
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",46,658,15,719
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","*",292,"*",315
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",0,21
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",59,943,21,1023
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",23,530,14,567
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",32,957,19,1008
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",48,730,8,786
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",24,367,8,399
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","*",410,"*",442
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",49,720,9,778
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",63,173,9,245
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","*","*",0,77
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","*",405,"*",439
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","*","*",0,53
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",20,139,0,159
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",32,512,12,556
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","*",132,"*",143
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",22,290,6,318
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*",178,"*",196
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",11,220,7,238
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","*",253,"*",266
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""","*","*",0,26
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",15,234,7,256
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,48,0,48
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",25,330,10,365
"Regional School District 14","=""2140012""","Nonnewaug Chiefs Alternative Program","=""2140312""",0,"*",0,"*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",56,679,15,750
"Regional School District 14","=""2140012""","Region 14 Transition Academy","=""2140412""",0,"*",0,"*"
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",28,304,7,339
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",26,340,6,372
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","*",498,"*",517
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","*","*",0,15
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",15,422,9,446
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",23,299,7,329
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",63,1110,12,1185
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*",337,"*",353
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",27,514,8,549
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",50,315,15,380
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",61,485,22,568
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""",61,533,22,616
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","*","*","*",10
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",73,587,25,685
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",21,246,11,278
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","*",205,"*",220
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",44,557,17,618
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",39,677,30,746
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","*",244,"*",256
"Regional School District 18","=""2180012""","Center School","=""2180312""","*",40,"*",46
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","*","*",0,"*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",20,178,6,204
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","*",434,"*",460
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*",336,"*",351
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",17,241,8,266
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",139,977,37,1153
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","*",16,"*",28
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""",13,"*","*",25
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","*","*",0,13
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*",328,"*",331
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",9,375,0,384
"Ridgefield School District","=""1180011""","District Program BMES","=""1180111""",0,"*",0,"*"
"Ridgefield School District","=""1180011""","District Program ERMS","=""1181011""",0,"*",0,"*"
"Ridgefield School District","=""1180011""","District Program RES","=""1180711""",0,9,0,9
"Ridgefield School District","=""1180011""","District Program SES","=""1180911""",0,"*",0,"*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*",741,"*",757
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*",326,"*",331
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*",335,"*",342
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,7,0,7
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",22,1659,12,1693
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","*",353,"*",364
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*",481,"*",496
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*",287,"*",303
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",91,522,23,636
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","*","*",0,"*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",102,402,17,521
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*","*",0,7
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",71,614,20,705
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",28,696,7,731
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*",334,"*",376
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",24,240,10,274
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","*",82,"*",119
"Seymour School District","=""1240011""","Bungay School","=""1240111""",72,351,25,448
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",145,338,47,530
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",124,474,66,664
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",125,389,48,562
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",28,123,9,160
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",21,259,7,287
"Shelton School District","=""1260011""","Alternative Learning Center 1","=""1260211""","*","*","*",10
