"CT School Day SAT, 2015-16"
"All Districts, All Subjects, High Needs (F/R, EL or SWD)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Subject","High Needs (F, R, ELL or SWD)","Total Numberwith Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","AverageScore"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELA","Y",32,"*","*","*","*","*","*",0,0.0,"*","*",405
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELA","N",12,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Math","Y",32,"*","*","*","*","*","*",0,0.0,"*","*",379
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Math","N",12,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELA","Y",96,42,43.8,"*","*",28,29.2,"*","*","*","*",434
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELA","N",47,"*","*",12,25.5,25,53.2,"*","*","*","*",506
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Math","Y",96,44,45.8,43,44.8,"*","*","*","*",9,9.4,420
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Math","N",47,"*","*",24,51.1,14,29.8,"*","*","*","*",485
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELA","Y",24,"*","*","*","*","*","*",0,0.0,"*","*",432
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELA","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Math","Y",24,"*","*","*","*","*","*",0,0.0,"*","*",411
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Math","N",9,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELA","Y",121,73,60.3,31,25.6,"*","*","*","*",17,14.0,409
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELA","N",57,29,50.9,"*","*",13,22.8,"*","*","*","*",429
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Math","Y",121,74,61.2,"*","*","*","*",0,0.0,"*","*",397
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Math","N",57,35,61.4,16,28.1,"*","*","*","*","*","*",400
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELA","Y",55,23,41.8,"*","*",18,32.7,"*","*","*","*",438
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELA","N",31,"*","*",10,32.3,12,38.7,"*","*","*","*",473
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Math","Y",55,27,49.1,"*","*","*","*",0,0.0,"*","*",421
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Math","N",31,"*","*",21,67.7,"*","*",0,0.0,"*","*",457
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELA","Y",39,"*","*","*","*","*","*","*","*","*","*",449
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELA","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Math","Y",39,"*","*","*","*","*","*",0,0.0,"*","*",428
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Math","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELA","Y",35,"*","*",10,28.6,15,42.9,"*","*","*","*",471
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELA","N",37,"*","*",6,16.2,21,56.8,"*","*","*","*",541
"New Haven School District","=""0930011""","Sound School","=""0936711""","Math","Y",35,"*","*",12,34.3,"*","*",0,0.0,"*","*",435
"New Haven School District","=""0930011""","Sound School","=""0936711""","Math","N",37,"*","*",17,45.9,12,32.4,"*","*","*","*",508
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELA","Y",192,117,60.9,38,19.8,"*","*","*","*",37,19.3,415
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELA","N",90,20,22.2,"*","*",39,43.3,"*","*","*","*",503
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Math","Y",192,116,60.4,65,33.9,"*","*","*","*",11,5.7,402
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Math","N",90,27,30.0,44,48.9,"*","*","*","*",19,21.1,467
"New London School District","=""0950011""","New London High School","=""0956111""","ELA","Y",120,"*","*",34,28.3,23,19.2,"*","*","*","*",420
"New London School District","=""0950011""","New London High School","=""0956111""","ELA","N",48,"*","*",10,20.8,23,47.9,"*","*","*","*",538
"New London School District","=""0950011""","New London High School","=""0956111""","Math","Y",120,66,55.0,40,33.3,"*","*","*","*",14,11.7,417
"New London School District","=""0950011""","New London High School","=""0956111""","Math","N",48,"*","*",15,31.3,18,37.5,"*","*","*","*",516
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELA","Y",79,21,26.6,19,24.1,31,39.2,8,10.1,39,49.4,483
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELA","N",222,7,3.2,28,12.6,142,64.0,45,20.3,187,84.2,559
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Math","Y",79,26,32.9,33,41.8,"*","*","*","*",20,25.3,464
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Math","N",222,"*","*",93,41.9,87,39.2,"*","*","*","*",548
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELA","Y",71,"*","*",28,39.4,22,31.0,"*","*","*","*",469
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELA","N",227,"*","*",26,11.5,141,62.1,"*","*","*","*",557
"Newington School District","=""0940011""","Newington High School","=""0946111""","Math","Y",71,24,33.8,32,45.1,15,21.1,0,0.0,15,21.1,456
"Newington School District","=""0940011""","Newington High School","=""0946111""","Math","N",227,10,4.4,93,41.0,96,42.3,28,12.3,124,54.6,544
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELA","Y",53,7,13.2,9,17.0,31,58.5,6,11.3,37,69.8,512
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELA","N",350,7,2.0,23,6.6,205,58.6,115,32.9,320,91.4,587
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Math","Y",53,"*","*",18,34.0,17,32.1,"*","*","*","*",488
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Math","N",350,"*","*",96,27.4,171,48.9,"*","*","*","*",574
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELA","Y",48,"*","*",15,31.3,"*","*",0,0.0,"*","*",436
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELA","N",106,"*","*","*","*",66,62.3,20,18.9,86,81.1,544
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Math","Y",47,28,59.6,13,27.7,"*","*","*","*",6,12.8,424
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Math","N",106,8,7.5,51,48.1,"*","*","*","*",47,44.3,524
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELA","Y",37,"*","*",9,24.3,21,56.8,"*","*","*","*",495
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELA","N",205,"*","*",26,12.7,123,60.0,"*","*","*","*",551
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Math","Y",37,11,29.7,16,43.2,"*","*","*","*",10,27.0,462
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Math","N",205,"*","*",79,38.5,78,38.0,"*","*","*","*",517
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","ELA","N",46,"*","*","*","*","*","*","*","*","*","*",561
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Math","N",46,"*","*","*","*","*","*","*","*","*","*",553
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELA","Y",218,83,38.1,51,23.4,76,34.9,8,3.7,84,38.5,454
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELA","N",189,10,5.3,27,14.3,117,61.9,35,18.5,152,80.4,548
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Math","Y",218,87,39.9,94,43.1,31,14.2,6,2.8,37,17.0,444
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Math","N",189,22,11.6,76,40.2,60,31.7,31,16.4,91,48.1,532
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELA","Y",129,"*","*",39,30.2,46,35.7,"*","*","*","*",451
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELA","N",191,"*","*",35,18.3,121,63.4,"*","*","*","*",545
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Math","Y",129,45,34.9,64,49.6,20,15.5,0,0.0,20,15.5,445
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Math","N",191,17,8.9,103,53.9,60,31.4,11,5.8,71,37.2,513
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELA","Y",273,108,39.6,56,20.5,89,32.6,20,7.3,109,39.9,458
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELA","N",296,16,5.4,34,11.5,169,57.1,77,26.0,246,83.1,561
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Math","Y",272,123,45.2,102,37.5,38,14.0,9,3.3,47,17.3,437
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Math","N",296,30,10.1,122,41.2,106,35.8,38,12.8,144,48.6,529
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELA","N",77,"*","*","*","*","*","*","*","*","*","*",570
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Math","N",77,"*","*","*","*","*","*","*","*","*","*",550
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELA","N",144,"*","*","*","*","*","*","*","*","*","*",567
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Math","N",144,"*","*","*","*","*","*","*","*","*","*",528
"Path Academy District","=""2930013""","Path Academy","=""2930113""","ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELA","Y",67,"*","*",15,22.4,35,52.2,"*","*","*","*",481
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELA","N",79,"*","*",18,22.8,42,53.2,"*","*","*","*",531
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Math","Y",67,25,37.3,28,41.8,14,20.9,0,0.0,14,20.9,449
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Math","N",79,"*","*",47,59.5,19,24.1,"*","*","*","*",502
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELA","Y",64,"*","*",19,29.7,27,42.2,"*","*","*","*",461
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELA","N",117,"*","*",24,20.5,65,55.6,"*","*","*","*",533
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Math","Y",64,28,43.8,20,31.3,"*","*","*","*",16,25.0,454
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Math","N",117,"*","*",53,45.3,41,35.0,"*","*","*","*",518
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELA","Y",37,14,37.8,9,24.3,14,37.8,0,0.0,14,37.8,451
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELA","N",73,6,8.2,17,23.3,43,58.9,7,9.6,50,68.5,519
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Math","Y",37,19,51.4,"*","*","*","*",0,0.0,"*","*",414
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Math","N",73,8,11.0,34,46.6,"*","*","*","*","*","*",511
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELA","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELA","N",74,"*","*","*","*","*","*","*","*","*","*",585
"Portland School District","=""1130011""","Portland High School","=""1136111""","Math","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Math","N",74,"*","*","*","*","*","*","*","*","*","*",565
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELA","Y",31,"*","*","*","*",9,29.0,0,0.0,9,29.0,442
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELA","N",22,"*","*","*","*",14,63.6,"*","*","*","*",528
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Math","Y",31,"*","*",11,35.5,"*","*","*","*","*","*",423
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Math","N",22,"*","*",14,63.6,"*","*","*","*","*","*",488
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","ELA","Y",28,"*","*","*","*",12,42.9,"*","*","*","*",464
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","ELA","N",79,"*","*","*","*",45,57.0,"*","*","*","*",563
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Math","Y",28,"*","*",11,39.3,"*","*",0,0.0,"*","*",434
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Math","N",79,"*","*",35,44.3,"*","*","*","*","*","*",527
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","ELA","Y",22,"*","*","*","*",9,40.9,0,0.0,9,40.9,462
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","ELA","N",122,"*","*","*","*",57,46.7,48,39.3,105,86.1,587
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Math","Y",22,12,54.5,"*","*","*","*",0,0.0,"*","*",412
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Math","N",122,"*","*",44,36.1,"*","*",21,17.2,"*","*",545
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELA","Y",48,14,29.2,9,18.8,19,39.6,6,12.5,25,52.1,488
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELA","N",295,10,3.4,23,7.8,160,54.2,102,34.6,262,88.8,592
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Math","Y",48,17,35.4,18,37.5,"*","*","*","*",13,27.1,461
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Math","N",295,"*","*",75,25.4,126,42.7,"*","*","*","*",580
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELA","Y",27,"*","*",6,22.2,9,33.3,"*","*","*","*",492
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELA","N",86,"*","*",13,15.1,61,70.9,"*","*","*","*",550
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Math","Y",27,12,44.4,"*","*",7,25.9,"*","*","*","*",459
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Math","N",86,"*","*",38,44.2,38,44.2,"*","*","*","*",523
"Regional School District 07","=""2070012""","AIM","=""2079112""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","AIM","=""2079112""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","ELA","Y",23,8,34.8,"*","*",9,39.1,"*","*","*","*",483
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","ELA","N",159,6,3.8,"*","*",99,62.3,"*","*","*","*",572
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Math","Y",23,8,34.8,9,39.1,6,26.1,0,0.0,6,26.1,457
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Math","N",159,9,5.7,50,31.4,77,48.4,23,14.5,100,62.9,554
"Regional School District 07","=""2070012""","STEP","=""2079312""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","ELA","Y",37,"*","*",7,18.9,13,35.1,"*","*","*","*",467
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","ELA","N",204,"*","*",10,4.9,128,62.7,"*","*","*","*",584
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Math","Y",36,"*","*",10,27.8,8,22.2,"*","*","*","*",462
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Math","N",204,"*","*",58,28.4,93,45.6,"*","*","*","*",582
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELA","Y",29,"*","*",11,37.9,9,31.0,"*","*","*","*",519
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELA","N",232,"*","*","*","*",141,60.8,80,34.5,221,95.3,596
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Math","Y",29,"*","*",6,20.7,10,34.5,"*","*","*","*",511
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Math","N",232,"*","*",52,22.4,125,53.9,"*","*","*","*",583
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","ELA","Y",26,"*","*","*","*",15,57.7,"*","*","*","*",495
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","ELA","N",160,"*","*","*","*",105,65.6,"*","*","*","*",577
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Math","Y",26,"*","*",14,53.8,"*","*",0,0.0,"*","*",457
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Math","N",160,"*","*",50,31.3,"*","*",25,15.6,"*","*",565
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","ELA","N",31,"*","*","*","*","*","*","*","*","*","*",535
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Math","N",31,"*","*","*","*","*","*","*","*","*","*",515
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","ELA","N",38,0,0.0,"*","*","*","*","*","*","*","*",593
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Math","N",38,0,0.0,"*","*","*","*","*","*","*","*",575
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","ELA","Y",21,"*","*","*","*",8,38.1,"*","*","*","*",452
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","ELA","N",119,"*","*","*","*",74,62.2,"*","*","*","*",577
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Math","Y",21,"*","*",7,33.3,"*","*",0,0.0,"*","*",417
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Math","N",119,"*","*",46,38.7,"*","*",15,12.6,"*","*",548
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","ELA","Y",34,"*","*",9,26.5,16,47.1,"*","*","*","*",494
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","ELA","N",137,"*","*",14,10.2,86,62.8,"*","*","*","*",549
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Math","Y",34,7,20.6,20,58.8,"*","*","*","*",7,20.6,477
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Math","N",137,"*","*",52,38.0,58,42.3,"*","*","*","*",545
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","ELA","Y",44,"*","*",15,34.1,16,36.4,"*","*","*","*",469
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","ELA","N",257,"*","*",20,7.8,158,61.5,"*","*","*","*",583
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Math","Y",44,"*","*",18,40.9,9,20.5,"*","*","*","*",451
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Math","N",257,"*","*",74,28.8,132,51.4,"*","*","*","*",570
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","ELA","Y",41,"*","*",14,34.1,19,46.3,"*","*","*","*",509
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","ELA","N",116,"*","*",12,10.3,77,66.4,"*","*","*","*",556
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Math","Y",41,15,36.6,15,36.6,"*","*","*","*",11,26.8,464
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Math","N",116,"*","*",50,43.1,42,36.2,"*","*","*","*",518
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","ELA","Y",26,"*","*","*","*",9,34.6,"*","*","*","*",475
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","ELA","N",120,"*","*","*","*",79,65.8,"*","*","*","*",582
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Math","Y",26,"*","*",12,46.2,"*","*","*","*","*","*",438
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Math","N",120,"*","*",41,34.2,"*","*","*","*","*","*",551
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","ELA","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","ELA","N",103,"*","*","*","*","*","*","*","*","*","*",583
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Math","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
