"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2008-09"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",327,74,64,465
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",157,56,31,244
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",521,161,120,802
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",342,43,51,436
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",683,516,107,1306
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",186,358,55,599
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",365,128,103,596
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",894,251,184,1329
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",840,248,138,1226
"Waterbury School District","=""1510011""","Regan School","=""1512811""",181,75,43,299
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",170,347,97,614
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",146,55,23,224
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",344,103,32,479
"Waterbury School District","=""1510011""","State Street School","=""1519011""",63,"*","*",83
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",504,25,29,558
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",130,289,62,481
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",114,168,37,319
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",192,106,54,352
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",787,290,115,1192
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",313,56,28,397
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",46,612,36,694
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",15,247,6,268
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",28,368,19,415
"Waterford School District","=""1520011""","Southwest Elementary School","=""1520511""",55,439,20,514
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",50,911,27,988
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",31,327,8,366
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",59,669,25,753
"Watertown School District","=""1530011""","Polk School","=""1530411""",46,297,30,373
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",96,711,57,864
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",79,848,53,980
"West Hartford School District","=""1550011""","Smith School","=""1551711""",123,219,37,379
"West Hartford School District","=""1550011""","Achieve","=""1559111""",0,"*",0,"*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",15,424,14,453
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",36,407,11,454
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",41,356,23,420
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","*",347,"*",364
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",135,192,34,361
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",243,1148,75,1466
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",32,544,13,589
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",167,1354,50,1571
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",94,763,44,901
"West Hartford School District","=""1550011""","Morley School","=""1550911""",14,336,14,364
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",11,413,9,433
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",134,671,61,866
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",0,13,0,13
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",65,338,35,438
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",59,416,20,495
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",64,425,22,511
"West Haven School District","=""1560011""","Washington School","=""1561211""",170,176,57,403
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",88,230,37,355
"West Haven School District","=""1560011""","Anna V. Molloy School","=""1561311""",100,110,48,258
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",335,286,72,693
"West Haven School District","=""1560011""","Clarence E. Thompson School","=""1561011""",189,98,66,353
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",87,250,46,383
"West Haven School District","=""1560011""","Forest School","=""1560311""",213,168,57,438
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",198,467,74,739
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",237,168,59,464
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",122,335,47,504
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",477,1015,148,1640
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",26,326,21,373
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",9,272,11,292
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",15,281,7,303
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","*",576,"*",579
"Weston School District","=""1570011""","Weston High School","=""1576111""","*",803,"*",807
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","*",604,"*",608
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","*",569,"*",574
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",10,835,6,851
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",0,477,0,477
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","*","*",0,514
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",7,457,11,475
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","*",491,"*",502
"Westport School District","=""1580011""","Long Lots School","=""1580711""",6,596,8,610
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","*",512,"*",519
"Westport School District","=""1580011""","Staples High School","=""1586111""",18,1732,10,1760
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",0,56,0,56
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",31,317,21,369
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",40,252,26,318
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",36,412,21,469
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",28,393,23,444
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",27,390,9,426
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",38,494,30,562
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",75,1099,50,1224
"Willington School District","=""1600011""","Center School","=""1600111""","*",219,"*",245
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",23,287,10,320
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","*",1006,"*",1010
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","*",1041,"*",1050
"Wilton School District","=""1610011""","Ina E. Driscoll School","=""1610611""","*","*",0,512
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""","*","*",0,509
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","*",1281,"*",1297
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",98,184,25,307
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",98,203,51,352
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",105,181,50,336
"Windham School District","=""1630011""","Early Headstart","=""1638011""",16,14,0,30
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""",34,"*","*",43
"Windham School District","=""1630011""","Natchaug School","=""1630111""",213,53,33,299
"Windham School District","=""1630011""","North Windham School","=""1630311""",249,136,63,448
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",233,71,43,347
"Windham School District","=""1630011""","Windham Center School","=""1630511""",180,78,29,287
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",139,46,7,192
"Windham School District","=""1630011""","Windham High School","=""1636111""",438,359,110,907
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",563,234,128,925
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",76,334,31,441
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",101,275,42,418
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",82,437,54,573
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",75,293,45,413
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",84,207,32,323
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",79,234,56,369
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",45,339,36,420
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",36,251,16,303
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",27,201,15,243
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",138,662,111,911
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",268,979,153,1400
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",31,325,25,381
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",37,320,28,385
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",72,607,47,726
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",33,402,32,467
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",79,745,72,896
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""","*",430,"*",447
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""","*",298,"*",308
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",0,1152,32,1184
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",24,453,18,495
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",40,372,19,431

