"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, Gender"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Math","M",185,179,96.8,179,80,44.7,59,33.0,"*","*","*","*",40,22.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","ELA","F",171,171,100.0,171,53,31.0,55,32.2,41,24.0,22,12.9,63,36.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","ELA","M",175,175,100.0,175,83,47.4,40,22.9,36,20.6,16,9.1,52,29.7
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Math","F",171,171,100.0,171,66,38.6,61,35.7,37,21.6,7,4.1,44,25.7
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Math","M",175,175,100.0,175,75,42.9,62,35.4,21,12.0,17,9.7,38,21.7
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","ELA","F",179,173,96.6,173,44,25.4,49,28.3,51,29.5,29,16.8,80,46.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","ELA","M",172,171,99.4,171,61,35.7,44,25.7,45,26.3,21,12.3,66,38.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Math","F",179,173,96.6,173,57,32.9,66,38.2,39,22.5,11,6.4,50,28.9
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Math","M",172,170,98.8,170,57,33.5,56,32.9,41,24.1,16,9.4,57,33.5
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","ELA","F",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","ELA","M",126,122,96.8,121,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Math","F",19,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Math","M",126,117,92.9,117,"*","*","*","*","*","*",0,0.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","ELA","F",351,351,100.0,351,105,29.9,99,28.2,109,31.1,38,10.8,147,41.9
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","ELA","M",373,373,100.0,373,139,37.3,100,26.8,94,25.2,40,10.7,134,35.9
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Math","F",351,351,100.0,351,158,45.0,109,31.1,58,16.5,26,7.4,84,23.9
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Math","M",373,373,100.0,373,163,43.7,110,29.5,65,17.4,35,9.4,100,26.8
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","ELA","F",213,213,100.0,213,52,24.4,55,25.8,65,30.5,41,19.2,106,49.8
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","ELA","M",200,198,99.0,198,74,37.4,47,23.7,53,26.8,24,12.1,77,38.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Math","F",213,213,100.0,213,86,40.4,80,37.6,35,16.4,12,5.6,47,22.1
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Math","M",200,198,99.0,198,106,53.5,56,28.3,27,13.6,9,4.5,36,18.2
"Ashford School District","=""0030011""","Ashford School","=""0030111""","ELA","F",117,117,100.0,117,12,10.3,21,17.9,40,34.2,44,37.6,84,71.8
"Ashford School District","=""0030011""","Ashford School","=""0030111""","ELA","M",114,114,100.0,114,23,20.2,30,26.3,42,36.8,19,16.7,61,53.5
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Math","F",117,117,100.0,117,22,18.8,40,34.2,32,27.4,23,19.7,55,47.0
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Math","M",114,114,100.0,114,26,22.8,30,26.3,41,36.0,17,14.9,58,50.9
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","ELA","F",255,253,99.2,253,10,4.0,29,11.5,103,40.7,111,43.9,214,84.6
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","ELA","M",285,285,100.0,285,12,4.2,46,16.1,109,38.2,118,41.4,227,79.6
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Math","F",255,253,99.2,253,19,7.5,36,14.2,59,23.3,139,54.9,198,78.3
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Math","M",287,286,99.7,286,16,5.6,37,12.9,69,24.1,164,57.3,233,81.5
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","ELA","F",117,117,100.0,117,6,5.1,19,16.2,30,25.6,62,53.0,92,78.6
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","ELA","M",125,125,100.0,125,7,5.6,21,16.8,29,23.2,68,54.4,97,77.6
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Math","F",117,117,100.0,117,7,6.0,29,24.8,41,35.0,40,34.2,81,69.2
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Math","M",126,126,100.0,126,7,5.6,26,20.6,35,27.8,58,46.0,93,73.8
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","ELA","F",107,106,99.1,106,6,5.7,12,11.3,23,21.7,65,61.3,88,83.0
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","ELA","M",106,106,100.0,106,9,8.5,11,10.4,23,21.7,63,59.4,86,81.1
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Math","F",107,106,99.1,106,"*","*","*","*",39,36.8,46,43.4,85,80.2
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Math","M",106,105,99.1,105,"*","*","*","*",37,35.2,52,49.5,89,84.8
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","ELA","F",275,274,99.6,274,13,4.7,30,10.9,83,30.3,148,54.0,231,84.3
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","ELA","M",275,275,100.0,275,22,8.0,39,14.2,101,36.7,113,41.1,214,77.8
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Math","F",275,274,99.6,274,29,10.6,66,24.1,81,29.6,98,35.8,179,65.3
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Math","M",275,274,99.6,274,25,9.1,47,17.2,79,28.8,123,44.9,202,73.7
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","ELA","F",86,84,97.7,84,"*","*","*","*",28,33.3,31,36.9,59,70.2
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","ELA","M",89,84,94.4,84,"*","*","*","*",29,34.5,23,27.4,52,61.9
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Math","F",86,84,97.7,84,23,27.4,29,34.5,22,26.2,10,11.9,32,38.1
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Math","M",89,84,94.4,84,19,22.6,35,41.7,20,23.8,10,11.9,30,35.7
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","ELA","F",301,300,99.7,300,21,7.0,55,18.3,144,48.0,80,26.7,224,74.7
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","ELA","M",374,374,100.0,374,47,12.6,91,24.3,155,41.4,81,21.7,236,63.1
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Math","F",301,300,99.7,299,62,20.7,98,32.8,84,28.1,55,18.4,139,46.5
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Math","M",374,374,100.0,374,86,23.0,115,30.7,82,21.9,91,24.3,173,46.3
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","ELA","F",104,104,100.0,104,6,5.8,23,22.1,34,32.7,41,39.4,75,72.1
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","ELA","M",123,122,99.2,122,18,14.8,29,23.8,33,27.0,42,34.4,75,61.5
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Math","F",104,104,100.0,104,7,6.7,32,30.8,37,35.6,28,26.9,65,62.5
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Math","M",123,122,99.2,122,14,11.5,34,27.9,30,24.6,44,36.1,74,60.7
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","ELA","F",131,131,100.0,131,8,6.1,27,20.6,51,38.9,45,34.4,96,73.3
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","ELA","M",153,152,99.3,151,18,11.9,32,21.2,48,31.8,53,35.1,101,66.9
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Math","F",131,131,100.0,131,20,15.3,40,30.5,43,32.8,28,21.4,71,54.2
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Math","M",153,150,98.0,149,20,13.4,36,24.2,51,34.2,42,28.2,93,62.4
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","ELA","F",64,64,100.0,64,"*","*","*","*",21,32.8,29,45.3,50,78.1
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","ELA","M",66,65,98.5,65,"*","*","*","*",21,32.3,23,35.4,44,67.7
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Math","F",64,64,100.0,64,"*","*",17,26.6,26,40.6,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Math","M",66,64,97.0,64,"*","*","*","*",24,37.5,17,26.6,41,64.1
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","ELA","F",107,103,96.3,103,8,7.8,15,14.6,34,33.0,46,44.7,80,77.7
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","ELA","M",125,121,96.8,121,21,17.4,34,28.1,36,29.8,30,24.8,66,54.5
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Math","F",107,103,96.3,103,6,5.8,23,22.3,35,34.0,39,37.9,74,71.8
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Math","M",125,121,96.8,121,18,14.9,35,28.9,32,26.4,36,29.8,68,56.2
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","ELA","F",63,63,100.0,63,10,15.9,9,14.3,21,33.3,23,36.5,44,69.8
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","ELA","M",63,62,98.4,62,14,22.6,14,22.6,15,24.2,19,30.6,34,54.8
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Math","F",63,63,100.0,63,"*","*","*","*",27,42.9,16,25.4,43,68.3
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Math","M",63,62,98.4,62,"*","*","*","*",20,32.3,21,33.9,41,66.1
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","ELA","F",313,311,99.4,311,18,5.8,36,11.6,134,43.1,123,39.5,257,82.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","ELA","M",337,337,100.0,337,35,10.4,68,20.2,142,42.1,92,27.3,234,69.4
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Math","F",313,311,99.4,311,51,16.4,96,30.9,96,30.9,68,21.9,164,52.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Math","M",337,336,99.7,336,68,20.2,104,31.0,84,25.0,80,23.8,164,48.8
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","ELA","F",65,65,100.0,65,"*","*","*","*",19,29.2,28,43.1,47,72.3
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","ELA","M",62,61,98.4,61,"*","*",16,26.2,"*","*",30,49.2,"*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Math","F",65,65,100.0,65,"*","*","*","*",21,32.3,20,30.8,41,63.1
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Math","M",62,61,98.4,61,"*","*","*","*",24,39.3,25,41.0,49,80.3
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","ELA","F",203,202,99.5,202,25,12.4,34,16.8,67,33.2,76,37.6,143,70.8
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","ELA","M",220,218,99.1,218,38,17.4,34,15.6,79,36.2,67,30.7,146,67.0
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Math","F",203,202,99.5,202,23,11.4,75,37.1,61,30.2,43,21.3,104,51.5
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Math","M",220,217,98.6,217,20,9.2,72,33.2,58,26.7,67,30.9,125,57.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","ELA","F",107,107,100.0,107,18,16.8,22,20.6,48,44.9,19,17.8,67,62.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","ELA","M",115,115,100.0,115,30,26.1,31,27.0,40,34.8,14,12.2,54,47.0
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Math","F",107,107,100.0,107,35,32.7,39,36.4,20,18.7,13,12.1,33,30.8
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Math","M",115,115,100.0,115,41,35.7,43,37.4,22,19.1,9,7.8,31,27.0
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","ELA","F",93,93,100.0,93,"*","*",30,32.3,29,31.2,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","ELA","M",108,108,100.0,108,"*","*",39,36.1,34,31.5,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Math","F",93,93,100.0,93,38,40.9,30,32.3,"*","*","*","*",25,26.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Math","M",108,108,100.0,108,47,43.5,41,38.0,"*","*","*","*",20,18.5
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","ELA","F",59,56,94.9,56,"*","*",9,16.1,30,53.6,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","ELA","M",28,28,100.0,28,9,32.1,"*","*",10,35.7,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Math","F",59,56,94.9,56,23,41.1,20,35.7,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Math","M",28,28,100.0,28,18,64.3,"*","*","*","*",0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","ELA","F",131,131,100.0,131,34,26.0,29,22.1,36,27.5,32,24.4,68,51.9
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","ELA","M",123,123,100.0,123,43,35.0,27,22.0,33,26.8,20,16.3,53,43.1
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Math","F",131,131,100.0,131,45,34.4,47,35.9,28,21.4,11,8.4,39,29.8
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Math","M",123,122,99.2,122,39,32.0,50,41.0,25,20.5,8,6.6,33,27.0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","ELA","F",173,168,97.1,168,15,8.9,15,8.9,58,34.5,80,47.6,138,82.1
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","ELA","M",181,177,97.8,177,22,12.4,23,13.0,70,39.5,62,35.0,132,74.6
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Math","F",173,168,97.1,168,22,13.1,37,22.0,47,28.0,62,36.9,109,64.9
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Math","M",181,177,97.8,177,20,11.3,40,22.6,62,35.0,55,31.1,117,66.1
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","ELA","F",68,68,100.0,68,8,11.8,23,33.8,23,33.8,14,20.6,37,54.4
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","ELA","M",66,65,98.5,64,23,35.9,17,26.6,17,26.6,7,10.9,24,37.5
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Math","F",68,68,100.0,68,"*","*",30,44.1,18,26.5,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Math","M",66,65,98.5,64,19,29.7,23,35.9,"*","*","*","*",22,34.4
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","ELA","F",457,446,97.6,444,37,8.3,101,22.7,179,40.3,127,28.6,306,68.9
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","ELA","M",439,437,99.5,437,91,20.8,103,23.6,151,34.6,92,21.1,243,55.6
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Math","F",456,443,97.1,442,90,20.4,133,30.1,117,26.5,102,23.1,219,49.5
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Math","M",438,436,99.5,436,123,28.2,118,27.1,91,20.9,104,23.9,195,44.7
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","ELA","F",64,63,98.4,62,6,9.7,15,24.2,16,25.8,25,40.3,41,66.1
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","ELA","M",77,77,100.0,77,8,10.4,16,20.8,29,37.7,24,31.2,53,68.8
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Math","F",64,63,98.4,63,"*","*","*","*",28,44.4,14,22.2,42,66.7
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Math","M",77,77,100.0,77,"*","*","*","*",29,37.7,25,32.5,54,70.1
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","ELA","F",76,76,100.0,75,"*","*","*","*",19,25.3,42,56.0,61,81.3
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","ELA","M",74,74,100.0,71,"*","*","*","*",16,22.5,34,47.9,50,70.4
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Math","F",76,76,100.0,75,6,8.0,19,25.3,30,40.0,20,26.7,50,66.7
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Math","M",74,74,100.0,71,7,9.9,11,15.5,20,28.2,33,46.5,53,74.6
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","ELA","F",76,76,100.0,76,15,19.7,15,19.7,16,21.1,30,39.5,46,60.5
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","ELA","M",90,90,100.0,90,17,18.9,26,28.9,22,24.4,25,27.8,47,52.2
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Math","F",76,76,100.0,76,17,22.4,16,21.1,26,34.2,17,22.4,43,56.6
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Math","M",90,90,100.0,90,15,16.7,23,25.6,25,27.8,27,30.0,52,57.8
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","ELA","F",24,24,100.0,24,0,0.0,"*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","ELA","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Math","F",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Math","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","ELA","F",272,272,100.0,272,63,23.2,72,26.5,70,25.7,67,24.6,137,50.4
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","ELA","M",269,268,99.6,268,78,29.1,80,29.9,69,25.7,41,15.3,110,41.0
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Math","F",272,272,100.0,272,84,30.9,76,27.9,51,18.8,61,22.4,112,41.2
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Math","M",269,268,99.6,268,83,31.0,70,26.1,51,19.0,64,23.9,115,42.9
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","ELA","F",152,151,99.3,151,79,52.3,44,29.1,"*","*","*","*",28,18.5
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","ELA","M",160,160,100.0,160,108,67.5,36,22.5,"*","*","*","*",16,10.0
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Math","F",152,151,99.3,151,113,74.8,30,19.9,8,5.3,0,0.0,8,5.3
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Math","M",160,160,100.0,160,119,74.4,32,20.0,9,5.6,0,0.0,9,5.6
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","ELA","F",86,86,100.0,86,43,50.0,"*","*",20,23.3,"*","*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","ELA","M",88,88,100.0,88,55,62.5,"*","*",16,18.2,"*","*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Math","F",86,86,100.0,86,61,70.9,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Math","M",88,88,100.0,88,55,62.5,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","ELA","F",111,111,100.0,111,34,30.6,27,24.3,34,30.6,16,14.4,50,45.0
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","ELA","M",142,142,100.0,142,55,38.7,48,33.8,30,21.1,9,6.3,39,27.5
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Math","F",111,111,100.0,111,60,54.1,34,30.6,13,11.7,"*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Math","M",142,142,100.0,142,69,48.6,52,36.6,17,12.0,"*","*","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","ELA","F",340,339,99.7,339,167,49.3,92,27.1,63,18.6,17,5.0,80,23.6
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","ELA","M",428,425,99.3,425,260,61.2,99,23.3,58,13.6,8,1.9,66,15.5
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Math","F",340,338,99.4,338,235,69.5,86,25.4,"*","*","*","*",17,5.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Math","M",429,426,99.3,426,298,70.0,107,25.1,"*","*","*","*",21,4.9
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","ELA","M","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Math","M","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","ELA","F",83,83,100.0,83,41,49.4,28,33.7,"*","*","*","*",14,16.9
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","ELA","M",109,109,100.0,109,66,60.6,27,24.8,"*","*","*","*",16,14.7
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Math","F",83,83,100.0,83,55,66.3,22,26.5,"*","*","*","*",6,7.2
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Math","M",109,109,100.0,109,74,67.9,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","ELA","F",384,384,100.0,384,267,69.5,62,16.1,46,12.0,9,2.3,55,14.3
