"District","District Code","School","School Code","Gender","Count","%"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Female","N/A","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Male","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Female",12,5.6
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Male",18,8.7
"Bristol School District","=""0170011""","PreK Autism","=""0172911""","Male","N/A","*"
"Bristol School District","=""0170011""","South Side Extended Resource","=""0173011""","Male","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Male","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Female",9,3.5
"Bristol School District","=""0170011""","South Side School","=""0171111""","Male",13,4.7
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Female","N/A","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Male","N/A","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Female","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Male","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Female",24,5.3
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Male",66,13.7
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Female","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Male","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Female",6,4.6
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Male",6,8.3
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Female",7,4.0
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Male",24,13.3
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Female","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Male","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Female","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Male","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Female",245,28.1
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Male",386,44.4
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Female",102,18.5
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Male",170,27.2
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Female","N/A","N/A"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Male",8,4.6
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Female","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Male","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Female","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Male","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Female",8,3.3
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Male",26,10.2
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Female","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Male","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Female",11,26.2
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Male",21,24.4
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Female",9,10.1
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Male",11,20.8
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Female","N/A","N/A"
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Male","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Female","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Male","N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Female","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Male","*","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Female","N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Male","*","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Female","N/A","N/A"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Male","N/A","N/A"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Female","N/A","N/A"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Male","N/A","N/A"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Female",26,6.0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Male",60,13.1
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Female","N/A","N/A"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Male","N/A","N/A"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Female",15,5.8
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Male",64,19.4
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Female","N/A","N/A"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Male","N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Female","N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Male","N/A","N/A"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Female","N/A","N/A"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Male","*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Female","*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Male","N/A","N/A"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Female","N/A","N/A"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Male","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Female","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Male","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",19,3.6
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",33,6.1
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Female","N/A","N/A"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Male","N/A","N/A"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Female","N/A","N/A"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Male","*","*"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","Female","N/A","N/A"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","Male","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Female","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Male","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Female",10,6.3
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Male",26,15.7
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Female","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Male","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Female",8,34.8
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Male",29,50.9
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",52,6.5
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",110,12.5
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Female",44,11.1
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Male",76,18.5
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Female","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Male","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Female","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Male","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Female","N/A","N/A"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Male",12,7.1
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Female","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Male","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Female","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Male","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",14,2.4
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",31,4.9
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Female","N/A","N/A"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Male","N/A","N/A"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Female","N/A","N/A"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Male","*","*"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Female","N/A","N/A"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Male","*","*"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Female","N/A","N/A"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Male","N/A","N/A"
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""","Female","N/A","N/A"
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""","Male","N/A","N/A"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Female","*","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Male","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Female",8,29.6
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Male",20,52.6
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Male","*","*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Female","*","*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Male","*","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Female",9,4.3
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Male",24,11.5
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Male","*","*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Female",41,10.5
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Male",66,15.9
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Female","*","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Male","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",84,10.7
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",127,17.2
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Female",15,71.4
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Male",41,71.9
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","Female","N/A","*"
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","Male","N/A","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Female","*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Male","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Female","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Male","*","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Female","*","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Male","*","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Female","*","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Male","*","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Female","*","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Male","*","*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Female","*","*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Male","*","*"
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","Female","N/A","*"
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","Male","*","*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","Female","N/A","N/A"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","Male","N/A","N/A"
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""","Female","*","*"
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""","Male","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Female","N/A","N/A"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Male",6,2.3
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",14,3.2
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",42,8.5
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Female","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Male","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Female","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Male","*","*"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","Female","N/A","N/A"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","Male","N/A","N/A"
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""","Female","N/A","*"
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""","Male","N/A","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","Female","N/A","N/A"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Female",17,6.8
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Male",27,10.1
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Female",22,8.2
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Male",54,18.9
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Female",11,4.6
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Male",30,11.4
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Female","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Male","*","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Female",16,5.2
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Male",26,17.6
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Female",25,9.5
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Male",58,23.6
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","Female","N/A","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","Male","N/A","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Female",9,5.1
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Male",23,12.4
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Female",26,9.8
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Male",58,20.8
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Female",9,3.1
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Male",24,7.6
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Female","*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Male","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Female",7,2.2
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Male",17,5.3
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",22,5.3
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",6,3.1
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Female","*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Male","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Female","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Male","*","*"
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""","Male","N/A","N/A"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Female",23,8.7
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Male",36,14.1
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Female",14,6.5
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Male",51,22.5
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Female",9,5.4
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Male",32,8.2
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Female",18,4.3
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Male",35,8.8
"New Haven School District","=""0930011""","Headstart","=""0938011""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Headstart","=""0938011""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","Male","N/A","N/A"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",22,13.8
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",18,17.8
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Female",17,7.5
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Male",35,13.3
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",12,3.2
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",18,6.4
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",34,7.1
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male",53,9.6
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Female","*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Male","*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Female","*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Male","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Female",13,5.8
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Male",36,13.3
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Female",31,11.4
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Male",64,22.8
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Female",6,3.0
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Male",40,18.9
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Female",17,7.2
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Male",43,14.6
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Female",7,2.6
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Male",26,8.8
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Female",13,39.4
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Male",41,61.2
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Female","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Female","N/A","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Female","*","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Male","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Female",9,20.0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Male",12,20.7
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Female",52,14.3
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Male",78,25.2
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female",12,8.0
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male",13,7.3
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Female","*","*"
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Male","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Female","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Male","*","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Female",10,8.1
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Male",25,18.1
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Female",36,18.3
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Male",91,39.1
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Female",41,6.2
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Male",83,12.4
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Female","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Male","*","*"
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""","Female","N/A","N/A"
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""","Male","N/A","N/A"
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""","Female","N/A","N/A"
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""","Male","N/A","N/A"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Female","N/A","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Male","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Female","N/A","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Male","*","*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Female",26,8.0
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Male",37,10.8
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Female","*","*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Male","*","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Female","*","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Male","*","*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Female",25,10.6
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Male",61,24.4
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Female","N/A","N/A"
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Male",7,4.8
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Female","*","*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Male","*","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Female","*","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Male","*","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Female","N/A","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Male","N/A","*"
