"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2011-12"

"",,,,"English Learner Status",,
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","*","*",290
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",515,10,525
"Weston School District","=""1570011""","Weston High School","=""1576111""",755,0,755
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","*","*",570
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",628,0,628
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","*","*",851
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",474,6,480
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",494,7,501
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",443,10,453
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","*","*",468
"Westport School District","=""1580011""","Long Lots School","=""1580711""",588,10,598
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",510,12,522
"Westport School District","=""1580011""","Staples High School","=""1586111""",1815,9,1824
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",39,0,39
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",375,31,406
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",269,23,292
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",401,25,426
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",415,11,426
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",378,16,394
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",594,25,619
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1100,21,1121
"Willington School District","=""1600011""","Center School","=""1600111""","*","*",207
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","*","*",285
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",1051,7,1058
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",1029,10,1039
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",916,13,929
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1284,7,1291
"Winchester School District","=""1620011""","Batcheller - Bridges 1","=""1629211""","*",0,"*"
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",191,6,197
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","*","*",273
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",207,7,214
"Windham School District","=""1630011""","Early Headstart","=""1638011""",31,0,31
"Windham School District","=""1630011""","Natchaug School","=""1630111""",199,36,235
"Windham School District","=""1630011""","North Windham School","=""1630311""",309,116,425
"Windham School District","=""1630011""","Partial Day Program","=""1638411""","*","*",6
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",214,129,343
"Windham School District","=""1630011""","Windham Center School","=""1630511""",179,110,289
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",198,0,198
"Windham School District","=""1630011""","Windham High School","=""1636111""",558,171,729
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",754,232,986
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",387,27,414
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",370,11,381
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",550,8,558
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",385,9,394
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",213,14,227
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",273,15,288
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",380,19,399
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",299,14,313
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",230,23,253
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",764,23,787
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1212,16,1228
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",340,6,346
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",363,16,379
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","*","*",667
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",388,8,396
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","*","*",861
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""",418,10,428
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""",302,7,309
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","*","*",1098
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","*","*",501
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","*","*",389

