"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Gender"

"",,,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"F",52,52,100.0,52,"*","*","*","*",12,23.1,30,57.7,7,13.5,37,71.2,266
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"M",57,57,100.0,57,0,0.0,"*","*","*","*",29,50.9,12,21.1,41,71.9,267
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"F",87,87,100.0,87,"*","*","*","*",11,12.6,47,54.0,20,23.0,67,77.0,267
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"M",128,128,100.0,128,"*","*","*","*",16,12.5,64,50.0,35,27.3,99,77.3,272
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",10,"F",103,101,98.1,101,"*","*","*","*",33,32.7,22,21.8,34,33.7,56,55.4,269
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",10,"M",111,110,99.1,110,"*","*","*","*",34,30.9,28,25.5,36,32.7,64,58.2,272
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"F",25,22,88.0,22,0,0.0,"*","*","*","*",11,50.0,9,40.9,20,90.9,292
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"M",35,35,100.0,35,0,0.0,"*","*","*","*",19,54.3,10,28.6,29,82.9,283
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"F",96,96,100.0,96,"*","*","*","*",18,18.8,37,38.5,38,39.6,75,78.1,283
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"M",117,116,99.1,116,"*","*","*","*",11,9.5,54,46.6,41,35.3,95,81.9,283
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"F",105,105,100.0,105,"*","*","*","*",23,21.9,59,56.2,18,17.1,77,73.3,267
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"M",109,109,100.0,109,"*","*","*","*",18,16.5,57,52.3,22,20.2,79,72.5,266
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",10,"F",94,93,98.9,93,"*","*","*","*",23,24.7,24,25.8,37,39.8,61,65.6,279
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",10,"M",101,100,99.0,100,"*","*","*","*",29,29.0,23,23.0,39,39.0,62,62.0,279
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"F",61,61,100.0,61,"*","*",11,18.0,21,34.4,19,31.1,"*","*","*","*",231
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"M",63,63,100.0,63,"*","*",14,22.2,23,36.5,18,28.6,"*","*","*","*",228
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"F",41,41,100.0,41,10,24.4,"*","*",8,19.5,15,36.6,"*","*","*","*",239
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"M",55,55,100.0,55,11,20.0,"*","*",15,27.3,18,32.7,"*","*","*","*",239
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",10,"F",50,49,98.0,49,"*","*",8,16.3,20,40.8,10,20.4,"*","*","*","*",240
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",10,"M",62,62,100.0,61,"*","*",18,29.5,14,23.0,13,21.3,"*","*","*","*",228
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"F",26,26,100.0,26,"*","*",0,0.0,"*","*","*","*","*","*","*","*",254
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",10,"F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",10,"M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",10,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",05,"F",38,37,97.4,37,"*","*","*","*","*","*",18,48.6,11,29.7,29,78.4,275
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",05,"M",30,29,96.7,29,"*","*",0,0.0,"*","*",12,41.4,12,41.4,24,82.8,280
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",08,"F",23,23,100.0,23,"*","*","*","*","*","*",13,56.5,"*","*","*","*",266
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",08,"M",26,26,100.0,26,"*","*","*","*","*","*",11,42.3,"*","*","*","*",263
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",10,"F",43,43,100.0,43,"*","*","*","*",15,34.9,16,37.2,9,20.9,25,58.1,271
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",10,"M",35,35,100.0,35,"*","*","*","*",12,34.3,13,37.1,8,22.9,21,60.0,272
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",05,"F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",05,"M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",08,"F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",08,"M",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",10,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",05,"F",111,111,100.0,111,"*","*","*","*",18,16.2,53,47.7,25,22.5,78,70.3,264
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",05,"M",112,111,99.1,111,"*","*","*","*",31,27.9,53,47.7,13,11.7,66,59.5,258
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",08,"F",128,127,99.2,127,"*","*","*","*",21,16.5,72,56.7,23,18.1,95,74.8,267
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",08,"M",112,111,99.1,111,"*","*","*","*",13,11.7,57,51.4,20,18.0,77,69.4,262
"Branford School District","=""0140011""","Branford High School","=""0146111""",10,"F",113,111,98.2,111,"*","*","*","*",44,39.6,20,18.0,37,33.3,57,51.4,272
"Branford School District","=""0140011""","Branford High School","=""0146111""",10,"M",91,88,96.7,88,"*","*","*","*",25,28.4,28,31.8,23,26.1,51,58.0,265
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",05,"F",49,49,100.0,49,12,24.5,12,24.5,12,24.5,"*","*","*","*",13,26.5,214
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",05,"M",42,41,97.6,41,7,17.1,17,41.5,11,26.8,"*","*","*","*",6,14.6,214
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",08,"F",47,46,97.9,46,9,19.6,"*","*",15,32.6,13,28.3,"*","*","*","*",232
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",08,"M",44,44,100.0,44,11,25.0,11,25.0,"*","*",11,25.0,"*","*","*","*",229
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",10,"F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",10,"M",24,24,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",198
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",05,"F",32,32,100.0,32,13,40.6,7,21.9,"*","*","*","*",0,0.0,"*","*",200
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",05,"M",31,30,96.8,30,14,46.7,8,26.7,"*","*","*","*","*","*","*","*",201
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",08,"F",23,23,100.0,23,13,56.5,"*","*","*","*","*","*",0,0.0,"*","*",202
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",08,"M",27,27,100.0,27,15,55.6,"*","*","*","*","*","*",0,0.0,"*","*",201
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",05,"F",25,25,100.0,25,"*","*","*","*","*","*","*","*",0,0.0,"*","*",209
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",05,"M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",05,"F",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",230
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",05,"M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",08,"F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",08,"M",31,31,100.0,31,"*","*","*","*","*","*","*","*",0,0.0,"*","*",222
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",05,"F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",05,"M",30,30,100.0,30,"*","*","*","*","*","*","*","*",0,0.0,"*","*",205
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",05,"F",39,39,100.0,39,15,38.5,15,38.5,7,17.9,"*","*","*","*","*","*",195
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",05,"M",41,41,100.0,41,19,46.3,"*","*",11,26.8,"*","*",0,0.0,"*","*",194
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",08,"F",25,25,100.0,25,11,44.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,203
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",08,"M",24,24,100.0,24,11,45.8,"*","*",6,25.0,"*","*",0,0.0,"*","*",211
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",10,"F",87,87,100.0,82,15,18.3,16,19.5,40,48.8,"*","*","*","*",11,13.4,226
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",10,"M",42,41,97.6,39,9,23.1,10,25.6,14,35.9,"*","*","*","*",6,15.4,221
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",05,"F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",05,"M",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",10,"F",39,38,97.4,38,"*","*",8,21.1,14,36.8,7,18.4,"*","*","*","*",248
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",10,"M",94,89,94.7,88,"*","*",9,10.2,24,27.3,19,21.6,"*","*","*","*",270
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",05,"F",52,51,98.1,51,33,64.7,"*","*","*","*","*","*",0,0.0,"*","*",176
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",05,"M",37,37,100.0,37,26,70.3,"*","*","*","*","*","*",0,0.0,"*","*",178
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",08,"F",61,58,95.1,58,47,81.0,"*","*","*","*","*","*",0,0.0,"*","*",184
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",08,"M",57,56,98.2,56,44,78.6,"*","*","*","*","*","*",0,0.0,"*","*",181
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",05,"F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",05,"M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",05,"F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",05,"M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",05,"F",20,20,100.0,20,"*","*","*","*","*","*",7,35.0,0,0.0,7,35.0,229
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",05,"M",20,20,100.0,20,"*","*","*","*","*","*",6,30.0,"*","*","*","*",228
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",08,"F",23,20,87.0,20,"*","*","*","*","*","*","*","*",0,0.0,"*","*",211
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",08,"M",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",05,"F",68,68,100.0,68,33,48.5,13,19.1,15,22.1,7,10.3,0,0.0,7,10.3,191
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",05,"M",61,61,100.0,61,27,44.3,14,23.0,10,16.4,"*","*","*","*",10,16.4,198
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",08,"F",70,70,100.0,70,39,55.7,11,15.7,"*","*","*","*","*","*","*","*",202
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",08,"M",64,64,100.0,64,49,76.6,9,14.1,"*","*","*","*","*","*","*","*",185
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""",10,"F",51,51,100.0,51,"*","*",14,27.5,21,41.2,7,13.7,"*","*","*","*",229
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""",10,"M",79,79,100.0,79,"*","*",15,19.0,27,34.2,16,20.3,"*","*","*","*",247
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""",10,"F",39,38,97.4,36,21,58.3,"*","*","*","*",0,0.0,0,0.0,0,0.0,190
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""",10,"M",58,57,98.3,54,24,44.4,17,31.5,"*","*","*","*","*","*","*","*",197
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",05,"F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",05,"M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",08,"F",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*",261
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",08,"M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",05,"F",36,36,100.0,36,7,19.4,11,30.6,10,27.8,8,22.2,0,0.0,8,22.2,221
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",05,"M",38,37,97.4,37,7,18.9,13,35.1,10,27.0,7,18.9,0,0.0,7,18.9,213
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",05,"F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",228
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",05,"M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",08,"F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",08,"M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",05,"F",24,24,100.0,24,10,41.7,"*","*",6,25.0,"*","*",0,0.0,"*","*",196
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",05,"M",26,26,100.0,26,8,30.8,9,34.6,6,23.1,"*","*","*","*","*","*",208
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",08,"F",36,36,100.0,36,20,55.6,"*","*",6,16.7,"*","*",0,0.0,"*","*",202
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",08,"M",44,42,95.5,42,23,54.8,7,16.7,"*","*","*","*",0,0.0,"*","*",201
"Bridgeport School District","=""0150011""","Read School","=""0152511""",05,"F",32,31,96.9,31,9,29.0,"*","*",13,41.9,"*","*",0,0.0,"*","*",212
"Bridgeport School District","=""0150011""","Read School","=""0152511""",05,"M",46,46,100.0,46,18,39.1,"*","*",7,15.2,"*","*","*","*","*","*",198
"Bridgeport School District","=""0150011""","Read School","=""0152511""",08,"F",44,42,95.5,42,25,59.5,7,16.7,"*","*","*","*",0,0.0,"*","*",200
"Bridgeport School District","=""0150011""","Read School","=""0152511""",08,"M",46,45,97.8,45,25,55.6,9,20.0,"*","*","*","*",0,0.0,"*","*",203
