"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2011-12"

"",,,,"Free/Reduced Lunch Eligibility",,,
"District","District Code","School","School Code","Free","Non-Subsidized","Reduced","Total"
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",487,33,24,544
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",319,46,16,381
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",149,20,7,176
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",400,79,36,515
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",286,81,33,400
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",547,122,87,756
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",387,28,30,445
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",890,408,116,1414
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",241,328,34,603
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",404,84,45,533
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",901,204,118,1223
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",917,182,96,1195
"Waterbury School District","=""1510011""","Regan School","=""1512811""",209,66,17,292
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",219,331,65,615
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",142,60,11,213
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",304,46,20,370
"Waterbury School District","=""1510011""","State Street School","=""1519011""",61,"*","*",71
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",460,20,19,499
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",178,245,44,467
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",138,153,39,330
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",247,85,45,377
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",973,230,118,1321
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",365,44,14,423
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",82,576,25,683
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",43,290,18,351
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",49,339,11,399
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",38,297,22,357
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",76,785,34,895
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",31,275,18,324
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",65,611,25,701
"Watertown School District","=""1530011""","Polk School","=""1530411""",56,267,22,345
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",103,622,46,771
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",100,810,46,956
"West Hartford School District","=""1550011""","Smith School","=""1551711""",113,188,36,337
"West Hartford School District","=""1550011""","Achieve","=""1559111""",0,"*","*",6
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",19,429,23,471
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",36,373,8,417
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",66,341,16,423
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",26,429,0,455
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",113,154,32,299
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",270,1098,83,1451
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",23,494,7,524
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",180,1282,69,1531
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",118,727,39,884
"West Hartford School District","=""1550011""","Morley School","=""1550911""",22,325,9,356
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","*",409,"*",425
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",178,712,52,942
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""",15,"*","*",26
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","*","*",0,12
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",111,342,19,472
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",103,435,15,553
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",86,390,37,513
"West Haven School District","=""1560011""","Washington School","=""1561211""",262,154,45,461
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",124,201,34,359
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",487,315,120,922
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",144,218,34,396
"West Haven School District","=""1560011""","Forest School","=""1560311""",294,130,52,476
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",377,511,60,948
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",329,124,57,510
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",170,246,56,472
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",523,882,110,1515
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",47,282,7,336
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",19,265,12,296
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","*",244,"*",290
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","*",518,"*",525
"Weston School District","=""1570011""","Weston High School","=""1576111""",8,741,6,755
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","*",562,"*",570
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",6,614,8,628
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","*",821,"*",851
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","*",471,"*",480
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","*",486,"*",501
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","*",439,"*",453
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","*",457,"*",468
"Westport School District","=""1580011""","Long Lots School","=""1580711""","*",581,"*",598
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","*",510,"*",522
"Westport School District","=""1580011""","Staples High School","=""1586111""","*",1766,"*",1824
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""","*","*",0,39
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",62,325,19,406
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",61,211,20,292
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",44,357,25,426
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",48,370,8,426
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",38,343,13,394
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",75,509,35,619
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",135,925,61,1121
"Willington School District","=""1600011""","Center School","=""1600111""","*",178,"*",207
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",38,236,11,285
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","*",1040,"*",1058
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",11,1022,6,1039
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""","*",922,"*",929
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",21,1262,8,1291
"Winchester School District","=""1620011""","Batcheller - Bridges 1","=""1629211""",0,"*",0,"*"
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","*",153,"*",197
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",92,162,19,273
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",65,131,18,214
"Windham School District","=""1630011""","Early Headstart","=""1638011""","*","*",0,31
"Windham School District","=""1630011""","Natchaug School","=""1630111""",179,37,19,235
"Windham School District","=""1630011""","North Windham School","=""1630311""",289,94,42,425
"Windham School District","=""1630011""","Partial Day Program","=""1638411""","*","*",0,6
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",260,46,37,343
"Windham School District","=""1630011""","Windham Center School","=""1630511""",192,80,17,289
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",164,20,14,198
"Windham School District","=""1630011""","Windham High School","=""1636111""",448,214,67,729
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",694,186,106,986
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",100,290,24,414
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",113,236,32,381
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",117,392,49,558
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",101,252,41,394
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",61,147,19,227
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",81,180,27,288
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",93,264,42,399
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",72,228,13,313
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",44,200,9,253
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",219,499,69,787
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",233,895,100,1228
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",33,295,18,346
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",52,294,33,379
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",97,516,54,667
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",65,309,22,396
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",105,689,67,861
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""","*",415,"*",428
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""","*",296,"*",309
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","*",1056,"*",1098
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",44,451,6,501
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",41,339,9,389

