"Student Counts by School and Gender"
"All Districts, All Schools"
"2015-16"

"",,,,"Gender",,
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",163,201,364
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",534,531,1065
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","*","*",6
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",100,122,222
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",0,"*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",209,203,412
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",199,218,417
"Explorations District","=""2720013""","Explorations","=""2726113""",58,34,92
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",200,218,418
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",155,180,335
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",40,72,112
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",775,733,1508
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",761,757,1518
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",421,465,886
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",209,196,405
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",125,195,320
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",218,208,426
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",192,190,382
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",201,214,415
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",231,258,489
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",200,208,408
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",404,398,802
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",247,232,479
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",205,235,440
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",342,343,685
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",10,16,26
"Farmington School District","=""0520011""","East Farms School","=""0520411""",218,225,443
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","*","*",12
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",54,69,123
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",551,669,1220
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",325,298,623
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",185,178,363
"Farmington School District","=""0520011""","Union School","=""0520111""",160,162,322
"Farmington School District","=""0520011""","West District School","=""0520311""",146,154,300
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",329,334,663
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",75,92,167
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",229,230,459
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",132,124,256
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",232,247,479
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",1062,975,2037
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",197,203,400
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",190,196,386
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",7,12,19
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""","*","*",15
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",178,183,361
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",286,267,553
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""",10,20,30
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",7,12,19
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",538,498,1036
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",208,200,408
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",328,366,694
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",148,164,312
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",142,129,271
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",128,133,261
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",112,114,226
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",266,301,567
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",212,225,437
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",398,424,822
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",229,222,451
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",13,19,32
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",1263,1271,2534
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",179,185,364
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",187,181,368
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",176,185,361
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",121,144,265
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",224,258,482
"Greenwich School District","=""0570011""","North Street School","=""0570811""",180,212,392
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",221,228,449
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",119,142,261
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",217,266,483
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",253,282,535
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*",14
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",356,401,757
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",292,273,565
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",279,266,545
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",234,261,495
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",182,214,396
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",180,203,383
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",176,155,331
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",195,181,376
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",9,13,22
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",173,206,379
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",149,147,296
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",507,563,1070
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",133,149,282
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""",0,"*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",231,224,455
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",268,291,559
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",141,161,302
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",101,153,254
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",277,275,552
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",533,550,1083
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",153,169,322
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",163,158,321
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",46,104,150
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",217,239,456
"Hamden School District","=""0620011""","Church Street School","=""0620211""",161,172,333
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",121,153,274
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",19,54,73
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",767,831,1598
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",405,411,816
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",147,169,316
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",153,164,317
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",138,166,304
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",223,222,445
"Hamden School District","=""0620011""","West Woods School","=""0621411""",202,206,408
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",40,61,101
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",296,353,649
"Hartford School District","=""0640011""","Autism Program - Burr School","=""0648611""","*","*",9
"Hartford School District","=""0640011""","Autism Program - Hooker School","=""0644311""","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""","*","*",8
"Hartford School District","=""0640011""","Autism Program - Rawson School","=""0644411""","*","*",45
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly School","=""0649311""","*","*",14
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",211,267,478
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",141,138,279
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",118,191,309
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",141,139,280
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",191,164,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",173,206,379
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",179,233,412
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",242,278,520
"Hartford School District","=""0640011""","Burr School","=""0642311""",270,320,590
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",42,14,56
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",308,321,629
"Hartford School District","=""0640011""","Clark School","=""0642411""",132,114,246
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",361,302,663
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",133,152,285
"Hartford School District","=""0640011""","DDP - Simpson-Waverly School","=""0649411""",0,"*","*"
"Hartford School District","=""0640011""","EDP - Betances School","=""0645811""","*","*",17
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","*","*",15
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""","*","*",29
"Hartford School District","=""0640011""","EDP - M.D. Fox School","=""0645911""",6,28,34
"Hartford School District","=""0640011""","EDP - McDonough Middle School","=""0648111""","*","*",9
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""",7,21,28
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",272,341,613
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",260,272,532
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",348,313,661
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",162,106,268
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",58,246,304
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",157,210,367
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",261,101,362
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",562,460,1022
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",74,69,143
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",105,128,233
"Hartford School District","=""0640011""","High Step Transition","=""0648411""",7,9,16
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",133,74,207
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",274,297,571
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",586,324,910
"Hartford School District","=""0640011""","LC - Breakthrough II School","=""0649511""","*",0,"*"
"Hartford School District","=""0640011""","LC - Burns School","=""0649611""","*","*",8
"Hartford School District","=""0640011""","LC - Moylan School","=""0649811""","*","*","*"
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",312,309,621
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",157,199,356
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""",9,8,17
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","*","*",17
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""",11,16,27
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""","*","*",11
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",116,123,239
"Hartford School District","=""0640011""","Milner School","=""0641911""",178,156,334
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",178,162,340
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",140,119,259
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",325,335,660
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",254,283,537
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",124,295,419
"Hartford School District","=""0640011""","Rawson School","=""0641711""",176,197,373
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",55,44,99
"Hartford School District","=""0640011""","SAND School","=""0640111""",184,210,394
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",150,217,367
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",255,225,480
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",155,138,293
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",307,400,707
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",140,291,431
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",323,337,660
"Hartford School District","=""0640011""","West Middle School","=""0642111""",171,188,359
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",154,150,304
"Hartland School District","=""0650011""","Hartland School","=""0650111""",81,106,187
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",137,157,294
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",204,232,436
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",240,222,462
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",163,168,331
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",136,135,271
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",397,337,734
"Kent School District","=""0680011""","Kent Center School","=""0680111""",108,129,237
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",57,73,130
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",9,7,16
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",171,206,377
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",412,413,825
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",344,344,688
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",259,225,484
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",244,190,434
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",77,68,145
"Learn","=""2450014""","Learn ABA Program at Center School","=""2451214""","*","*","*"
"Learn","=""2450014""","Learn Haynes Elementary Intensive Program","=""2451114""","*","*",12
"Learn","=""2450014""","Learn High School ABA","=""2450614""","*","*","*"
"Learn","=""2450014""","Learn Kelly Middle School Intensive Program","=""2450914""","*","*","*"
"Learn","=""2450014""","Learn Ledyard RICHES Program","=""2450714""","*","*","*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""",0,"*","*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""",0,"*","*"
"Learn","=""2450014""","Learn SAILS Program at Salem","=""2451014""","*","*",8
"Learn","=""2450014""","Learn STS 18-21 Year Old Program","=""2450414""","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",146,125,271
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",267,268,535
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",185,185,370
"Learn","=""2450014""","The Friendship School","=""2450214""",262,243,505
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",45,22,67
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",165,203,368
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",150,150,300
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",203,174,377
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",117,107,224
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",163,174,337
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",141,153,294
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",179,228,407
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",453,380,833
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",145,178,323
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",197,191,388
"Litchfield School District","=""0740011""","Center School","=""0740211""",125,145,270
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",132,164,296
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",103,117,220
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""",91,84,175
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",567,597,1164
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",178,238,416
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",130,138,268
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",156,182,338
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",106,123,229
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",15,28,43
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",277,279,556
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",24,29,53
"Manchester School District","=""0770011""","Bowers School","=""0770111""",175,217,392
"Manchester School District","=""0770011""","Buckley School","=""0770311""",163,202,365
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",211,209,420
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",138,124,262
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",388,392,780
"Manchester School District","=""0770011""","Keeney School","=""0770611""",185,169,354
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",783,751,1534
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""","*","*",16
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",86,100,186
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",20,47,67
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*","*",13
"Manchester School District","=""0770011""","Martin School","=""0771611""",139,129,268
"Manchester School District","=""0770011""","New Horizons","=""0770711""","*","*",22
"Manchester School District","=""0770011""","Robertson School","=""0771011""",180,176,356
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",186,200,386
"Manchester School District","=""0770011""","Waddell School","=""0771311""",184,193,377
"Manchester School District","=""0770011""","Washington School","=""0771411""",176,181,357
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",126,142,268
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",96,111,207
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",244,286,530
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",136,106,242
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",255,301,556
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",302,328,630
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",172,174,346
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",279,278,557
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""","*","*",11
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",568,609,1177
"Meriden School District","=""0800011""","Hanover School","=""0800311""",297,319,616
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",313,275,588
"Meriden School District","=""0800011""","John Barry School","=""0800511""",230,246,476
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",390,353,743
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",495,518,1013
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",249,310,559
"Meriden School District","=""0800011""","STARS-Meriden School District","=""0800611""",7,32,39
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""","*","*",19
"Meriden School District","=""0800011""","Steps-Meriden School District","=""0801211""","*","*",16
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",199,222,421
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",8,34,42
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",325,349,674
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",148,141,289
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","*","*",11
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",186,151,337
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""",0,"*","*"
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""",0,"*","*"
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""","*","*",7
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""","*","*","*"
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""","*","*",6
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",139,173,312
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",139,141,280
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","*","*",8
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",0,7,7
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","*","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",102,106,208
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",589,613,1202
"Middletown School District","=""0830011""","Moody School","=""0831211""",122,139,261
"Middletown School District","=""0830011""","OASIS","=""0830311""",0,"*","*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""",13,7,20
"Middletown School District","=""0830011""","Snow School","=""0831111""",178,215,393
"Middletown School District","=""0830011""","Spencer School","=""0830111""",134,159,293
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",6,19,25
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","*","*",11
"Middletown School District","=""0830011""","Wesley School","=""0831411""",125,142,267
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",353,317,670
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",146,147,293
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",235,221,456
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",231,305,536
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",180,198,378
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",469,471,940
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",442,478,920
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",158,157,315
"Milford School District","=""0840011""","Mathewson School","=""0841711""",191,223,414
"Milford School District","=""0840011""","Meadowside School","=""0840711""",161,154,315
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",173,236,409
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",171,199,370
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",131,149,280
"Milford School District","=""0840011""","The Academy","=""0840311""",17,30,47
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",217,233,450
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",239,258,497
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",379,401,780
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","*","*",13
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",533,559,1092
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",182,172,354
"Monroe School District","=""0850011""","REAL","=""0850411""",0,"*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",226,204,430
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",161,181,342
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",266,285,551
"Montville School District","=""0860011""","Mohegan School","=""0860111""",166,167,333
"Montville School District","=""0860011""","Montville High School","=""0866111""",341,313,654
"Montville School District","=""0860011""","Oakdale School","=""0860511""",132,165,297
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",8,20,28
"Montville School District","=""0860011""","Pre School Program","=""0860311""",17,23,40
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",133,139,272
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",7,23,30
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",296,379,675
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",146,166,312
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","*","*",11
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",69,49,118
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",143,169,312
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",134,176,310
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",211,239,450
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",554,644,1198
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",123,143,266
"Naugatuck School District","=""0880011""","Western School","=""0880711""",137,144,281
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",248,251,499
"New Britain School District","=""0890011""","Behavior Support (Holmes)","=""0891011""","*","*",11
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",19,32,51
"New Britain School District","=""0890011""","CLIMB","=""0899411""",6,12,18
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",231,236,467
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",419,372,791
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",249,329,578
"New Britain School District","=""0890011""","Holmes School","=""0890611""",220,241,461
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",72,77,149
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",220,222,442
"New Britain School District","=""0890011""","KEY Elementary (Gaffney)","=""0891611""",12,32,44
"New Britain School District","=""0890011""","KEY Middle (Slade)","=""0891711""",0,12,12
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",326,362,688
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1177,1283,2460
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",13,25,38
"New Britain School District","=""0890011""","Northend School","=""0890911""",144,141,285
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",337,429,766
"New Britain School District","=""0890011""","Roosevelt Early Learning Center","=""0890111""",61,76,137
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",333,400,733
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",327,351,678
"New Britain School District","=""0890011""","Smith School","=""0891311""",280,300,580
"New Britain School District","=""0890011""","Steps","=""0891811""","*","*",36
"New Britain School District","=""0890011""","Sunrise Intermediate (Holmes)","=""0890411""",0,12,12
"New Britain School District","=""0890011""","Sunrise Primary (Chamberlain)","=""0890211""","*","*",22
"New Britain School District","=""0890011""","Vance School","=""0891511""",261,262,523
"New Canaan School District","=""0900011""","East School","=""0900411""",253,290,543
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",628,623,1251
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",652,675,1327
"New Canaan School District","=""0900011""","South School","=""0900211""",268,274,542
