"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2009-10"

"",,,,"Free/Reduced Lunch Eligibility",,,
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",24,287,16,327
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",56,598,32,686
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",50,524,35,609
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",15,230,6,251
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",33,416,16,465
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",40,278,10,328
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",22,361,13,396
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",20,363,10,393
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",30,354,31,415
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",51,1104,26,1181
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",41,806,25,872
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",20,396,12,428
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",43,309,31,383
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",17,194,15,226
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",23,141,18,182
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",468,1092,134,1694
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",207,218,58,483
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",70,266,12,348
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",129,324,28,481
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",119,312,29,460
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",218,250,71,539
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",229,171,83,483
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",157,266,34,457
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",92,323,22,437
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",159,392,37,588
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",373,1033,97,1503
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",52,41,6,99
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",246,367,73,686
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",135,229,36,400
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",118,335,15,468
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",149,149,39,337
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",161,188,52,401
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",192,403,68,663
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",121,196,12,329
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",364,1989,68,2421
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",120,29,24,173
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",30,11,6,47
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",249,42,37,328
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",15,"*","*",19
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",182,132,39,353
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",321,232,78,631
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",184,149,33,366
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",152,212,47,411
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",269,186,65,520
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",44,32,9,85
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",128,131,41,300
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",115,39,15,169
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",136,60,37,233
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",165,54,17,236
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",56,108,16,180
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",55,386,24,465
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",48,527,23,598
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",21,493,14,528
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",0,186,0,186
"Orange School District","=""1070011""","Peck Place School","=""1070511""",7,395,9,411
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",383,"*",400
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",286,"*",300
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",27,463,15,505
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",22,494,20,536
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",36,512,17,565
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",16,524,10,550
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",105,105,32,242
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""","*",205,"*",274
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",90,186,19,295
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",148,355,70,573
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",126,657,69,852
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",120,254,45,419
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",101,176,32,309
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",66,204,13,283
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",108,295,10,413
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","*",273,"*",350
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",142,406,26,574
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",172,667,23,862
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",0,54,0,54
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",71,351,33,455
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",73,291,29,393
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",51,342,19,412
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",80,410,31,521
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",42,477,13,532
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","*",221,"*",237
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",21,220,7,248
"Portland School District","=""1130011""","Portland High School","=""1136111""",36,319,7,362
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","*",223,"*",240
"Portland School District","=""1130011""","Valley View School","=""1130211""","*",308,"*",349
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",8,132,8,148
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",30,242,12,284
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*","*",0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",313,268,63,644
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",103,183,41,327
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",103,123,28,254
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*",585,"*",595
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*",661,"*",670
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",42,436,32,510
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",14,333,7,354
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",39,561,18,618
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",417,"*",423
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",426,"*",430
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",7,1616,7,1630
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",16,190,12,218
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*",187,"*",207
"Regional School District 06","=""2060012""","Stepping Stones Preschool Program","=""2068012""",0,14,0,14
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",23,499,14,536
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",86,"*",96
"Regional School District 07","=""2070012""","AIM","=""2079112""",6,"*","*",13
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*","*",0,"*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","*","*","*",6
"Regional School District 07","=""2070012""","Links","=""2079212""","*","*",0,23
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",28,717,12,757
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",18,312,12,342
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",0,21
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",42,1015,28,1085
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",21,606,17,644
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*",951,"*",958
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",19,880,7,906
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*",461,"*",477
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",22,589,10,621
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",20,784,9,813
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",34,243,14,291
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",0,112,0,112
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",0,29,0,29
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",13,301,9,323
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*",234,"*",248
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",0,87,0,87
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",11,158,0,169
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","*",564,"*",577
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",6,181,6,193
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",7,327,12,346
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*",271,"*",284
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*",308,"*",323
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",15,338,7,360
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",21,318,11,350
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,29,0,29
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",30,372,13,415
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",26,800,16,842
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",32,433,8,473
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",15,422,9,446
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",7,601,0,608
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",15,506,11,532
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","*",434,"*",453
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",28,1374,16,1418
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*",525,"*",531
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",8,540,6,554
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",32,431,10,473
"Regional School District 16","=""2160012""","Community School","=""2160212""",15,202,9,226
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",31,422,22,475
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",41,547,34,622
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",61,690,38,789
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",8,289,7,304
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",16,242,10,268
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",27,642,20,689
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",33,748,19,800
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","*",418,"*",440
"Regional School District 18","=""2180012""","Center School","=""2180312""","*",244,"*",264
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",8,131,6,145
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",16,416,11,443
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",19,297,9,325
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*",281,"*",304
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",105,1049,39,1193
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*",402,"*",406
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*",417,"*",425
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",13,719,9,741
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*","*",0,368
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*","*",0,422
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",30,1708,14,1752
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","*",385,"*",392
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*",600,"*",610
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*",317,"*",325
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",66,562,21,649
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",6,77,0,83
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",37,435,29,501
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",36,727,18,781
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","*",607,"*",626
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",11,467,12,490
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",17,283,11,311
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",18,130,13,161
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",71,177,49,297
"Seymour School District","=""1240011""","Bungay School","=""1240111""",52,468,43,563
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""",25,250,16,291
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",102,552,50,704
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",77,438,56,571
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",19,171,15,205
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",22,614,9,645
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",14,452,15,481
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",30,547,13,590
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",93,723,57,873
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",147,136,37,320
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",61,505,34,600
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",176,1374,81,1631
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",48,258,12,318
"Sherman School District","=""1270011""","Sherman School","=""1270111""",13,431,0,444
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",89,120,23,232
"Simsbury School District","=""1280011""","Central School","=""1280111""",20,364,7,391
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",38,769,20,827
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","*",462,"*",490
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",63,1477,41,1581
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",20,748,13,781
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",23,242,18,283
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","*",491,"*",512
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",12,387,15,414
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",16,626,22,664
"Somers School District","=""1290011""","Somers High School","=""1296111""",16,541,15,572
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",38,385,13,436
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",22,397,16,435
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",30,424,12,466
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",12,337,11,360
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",73,1455,47,1575
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",63,981,29,1073
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",29,274,6,309
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",47,735,19,801
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",78,587,26,691
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",41,249,17,307
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",27,399,13,439
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",71,681,31,783
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","*",208,"*",216
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","*",211,"*",222
"Southington School District","=""1310011""","Southington High School","=""1316211""",122,1867,44,2033
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",37,433,7,477
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",38,372,12,422
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","*",397,"*",407
"Sprague School District","=""1330011""","Sayles School","=""1330111""",88,224,39,351
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",100,360,63,523
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",65,426,46,537
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",51,322,34,407
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",26,143,12,181
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",54,119,18,191
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",80,20,31,131
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",180,347,54,581
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",170,320,43,533
"Stamford School District","=""1350011""","Dolan School","=""1355311""",245,307,63,615
"Stamford School District","=""1350011""","Hart School","=""1352211""",183,252,46,481
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",201,286,71,558
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",192,273,59,524
"Stamford School District","=""1350011""","Newfield School","=""1350611""",163,436,38,637
"Stamford School District","=""1350011""","Northeast School","=""1351811""",213,498,41,752
"Stamford School District","=""1350011""","Preschool Team","=""1358011""","*","*",0,41
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",260,355,75,690
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",189,395,66,650
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",194,446,57,697
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",193,349,75,617
"Stamford School District","=""1350011""","Springdale School","=""1351111""",219,301,36,556
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",561,1027,145,1733
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",193,371,48,612
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",120,506,53,679
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",159,371,52,582
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",177,319,43,539
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",660,1432,189,2281
"Stamford School District","=""1350011""","Westover School","=""1351411""",202,406,70,678
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",112,347,48,507
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*",488,"*",505
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",16,383,13,412
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",66,287,20,373
"Stonington School District","=""1370011""","Special Needs Preschool Program","=""1378011""",0,22,0,22
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",57,720,16,793
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",17,159,8,184
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","*",208,"*",231
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",101,357,67,525
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",142,1029,75,1246
"Stratford School District","=""1380011""","Chapel School","=""1380311""",118,384,61,563
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",111,380,82,573
"Stratford School District","=""1380011""","Franklin School","=""1380411""",165,118,59,342
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",132,403,69,604
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",37,185,17,239
"Stratford School District","=""1380011""","Lordship School","=""1380811""",15,195,7,217
"Stratford School District","=""1380011""","Nichols School","=""1380911""",113,278,46,437
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",170,459,94,723
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",90,329,34,453
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",162,742,77,981
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,17,0,17
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",79,283,44,406
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",24,484,7,515
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",27,524,9,560
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",41,789,22,852
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",31,587,13,631
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",156,58,49,263
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",85,259,37,381
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",38,287,23,348
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",37,204,21,262
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",57,465,36,558
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",131,334,42,507
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",79,316,44,439
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",61,292,25,378
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",15,687,6,708
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",23,906,12,941
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",18,704,9,731
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",21,737,14,772
"Torrington School District","=""1430011""","East School","=""1430111""",71,365,43,479
"Torrington School District","=""1430011""","Forbes School","=""1430211""",157,188,38,383
"Torrington School District","=""1430011""","Southwest School","=""1430811""",129,166,36,331
"Torrington School District","=""1430011""","Torringford School","=""1430911""",102,480,78,660
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",292,798,94,1184
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",303,705,128,1136
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",244,158,56,458
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",114,23,28,165
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",22,493,9,524
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","*",506,"*",524
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",48,589,20,657
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",31,683,6,720
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",12,391,10,413
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",29,850,20,899
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",21,440,20,481
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",8,397,6,411
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",0,236,0,236
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",87,2024,38,2149
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",32,0,0,32
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",8,0,0,8
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",7,0,0,7
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",27,0,0,27
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",56,0,0,56
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",19,0,0,19
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",20,0,0,20
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",17,0,0,17
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",60,0,0,60
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",77,0,0,77
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",498,0,0,498
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",16,0,0,16
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",13,0,0,13
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",29,0,0,29
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",32,0,0,32
"Unified School District #1","=""3360015""","Webster Correctional Institution","=""3361415""",6,0,0,6
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",12,0,0,12
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",61,0,0,61
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",35,0,0,35
"Unified School District #2","=""3470015""","High Meadows","=""3476515""",12,0,0,12
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",63,0,0,63
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",97,0,0,97
"Union School District","=""1450011""","Union Elementary School","=""1450111""","*","*",0,78
"Vernon School District","=""1460011""","Northeast School","=""1460311""",100,161,20,281
"Vernon School District","=""1460011""","Center Road School","=""1461411""",55,422,13,490
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",18,283,11,312
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",111,184,29,324
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","*",10,"*",12
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",225,812,71,1108
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",95,226,31,352
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",205,557,40,802
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",50,240,10,300
"Wallingford School District","=""1480011""","Highland School","=""1480211""",18,283,7,308
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,11,0,11
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",16,363,17,396
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",65,609,26,700
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",54,362,14,430
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",64,758,17,839
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",89,1028,39,1156
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",51,913,15,979
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",53,284,19,356
