"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2009-10"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",44,444,9,497
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",55,365,15,435
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",216,339,74,629
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",101,141,52,294
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",134,137,43,314
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",94,141,19,254
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",95,145,24,264
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",76,79,27,182
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",28,51,9,88
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",19,223,12,254
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",36,527,20,583
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",15,276,6,297
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",23,214,19,256
"Branford School District","=""0140011""","Branford High School","=""0146111""",107,949,53,1109
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",148,886,79,1113
"Branford School District","=""0140011""","Indian Neck School","=""0148011""","*",51,"*",58
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",59,269,33,361
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",31,373,24,428
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",78,313,42,433
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",122,79,37,238
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",625,0,6,631
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",1115,12,26,1153
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",368,"*","*",375
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",250,"*","*",257
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",1017,26,26,1069
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","*",0,"*",53
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",401,0,0,401
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",2001,80,136,2217
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",1048,"*","*",1061
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",314,6,8,328
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",675,"*","*",682
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",370,"*","*",380
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",559,"*","*",579
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",318,0,6,324
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","*",0,"*",266
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",820,"*","*",839
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",269,"*","*",277
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",328,6,6,340
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",1471,13,61,1545
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",376,50,6,432
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",426,23,12,461
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",602,"*","*",620
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""",416,0,6,422
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",861,"*","*",867
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",550,"*","*",562
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""",54,0,0,54
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",424,9,18,451
"Bridgeport School District","=""0150011""","New Start Program","=""0159411""","*",0,"*",46
"Bridgeport School District","=""0150011""","Parent-Children Program","=""0158011""","*",0,0,"*"
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""","*",0,"*",17
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",463,27,22,512
"Bridgeport School District","=""0150011""","Read School","=""0152511""",858,"*","*",863
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",520,0,6,526
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""","*",0,"*",243
"Bridgeport School District","=""0150011""","The University School","=""0159111""","*",0,"*",28
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",496,8,18,522
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",641,32,51,724
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","*","*",0,19
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",389,861,114,1364
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",272,916,117,1305
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",337,489,84,910
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""",249,84,42,375
"Bristol School District","=""0170011""","Clarence A. Bingham School","=""0170111""",83,134,19,236
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""","*",7,"*",13
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",115,222,18,355
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",167,294,50,511
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",115,220,27,362
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",91,244,24,359
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""",56,264,21,341
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""",170,312,62,544
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",77,254,36,367
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",123,392,70,585
"Bristol School District","=""0170011""","South Side School","=""0171111""",169,348,49,566
"Bristol School District","=""0170011""","Stafford School","=""0171211""",144,306,30,480
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",26,975,15,1016
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",16,396,7,419
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",23,511,12,546
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",18,882,17,917
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",97,460,19,576
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",65,298,23,386
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",11,84,0,95
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",41,267,21,329
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",25,184,13,222
"Canton School District","=""0230011""","Canton High School","=""0236111""",19,483,12,514
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","*",369,"*",388
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","*",278,"*",291
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","*",552,"*",569
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",57,92,19,168
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","*",17,"*",25
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",42,199,20,261
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",90,119,25,234
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",89,159,26,274
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*","*",0,9
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",49,114,19,182
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",41,"*","*",53
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*","*",0,"*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",193,427,93,713
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",77,226,33,336
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",91,98,27,216
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",54,105,12,171
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",0,52,0,52
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",0,152,0,152
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","*","*",0,89
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",200,333,59,592
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",140,226,52,418
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","*",148,"*",173
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""",55,112,18,185
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","*",309,"*",325
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",57,1462,30,1549
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",0,395,0,395
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",26,774,15,815
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",25,483,8,516
"Cheshire School District","=""0250011""","Highland School","=""0250411""",33,790,17,840
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","*","*",0,17
"Cheshire School District","=""0250011""","Norton School","=""0250511""",20,455,17,492
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",20,272,7,299
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",28,258,14,300
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",43,432,20,495
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",55,584,32,671
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",48,494,16,558
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",42,922,39,1003
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",24,704,6,734
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",62,615,29,706
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",53,671,37,761
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","*",102,"*",119
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",32,515,7,554
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",81,65,14,160
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",323,296,64,683
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",377,384,125,886
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",219,271,54,544
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",293,170,48,511
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",170,369,52,591
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",78,403,33,514
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",155,551,75,781
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",96,415,55,566
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",155,446,70,671
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",100,480,43,623
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",94,422,41,557
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",66,664,31,761
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",152,642,86,880
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",79,489,39,607
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",207,447,83,737
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",119,394,44,557
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","*",49,"*",76
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",8,44,6,58
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",0,10,0,10
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",14,28,11,53
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",75,334,30,439
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",49,75,18,142
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",7,115,0,122
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",47,413,21,481
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""",0,"*","*",11
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",46,352,16,414
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",51,489,23,563
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",73,341,26,440
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",53,540,12,605
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",42,405,18,465
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",48,413,16,477
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",61,415,25,501
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",26,54,8,88
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",216,828,64,1108
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",521,2184,149,2854
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",162,172,61,395
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",73,214,20,307
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",133,262,44,439
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",60,233,14,307
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",63,218,19,300
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""",97,229,26,352
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",83,194,19,296
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",170,141,58,369
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",203,147,58,408
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",71,234,20,325
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",329,621,86,1036
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",115,235,46,396
"Danbury School District","=""0340011""","South Street School","=""0341011""",166,132,46,344
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",112,320,35,467
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",27,345,11,383
"Darien School District","=""0350011""","Darien High School","=""0356111""",9,1244,11,1264
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",0,546,0,546
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","*",475,"*",484
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",9,1140,7,1156
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",0,478,0,478
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","*",437,"*",443
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",0,409,0,409
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",34,306,9,349
"Department of Mental Health and Addiction Services","=""3370015""","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","=""3370315""",0,"*",0,"*"
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""",0,"*",0,"*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",78,275,33,386
"Derby School District","=""0370011""","Derby High School","=""0376111""",245,299,80,624
"Derby School District","=""0370011""","Irving School","=""0370411""",245,143,51,439
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","*","*",0,281
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","*","*",0,256
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",6,224,0,230
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",7,130,0,137
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",18,389,14,421
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",23,368,15,406
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",46,486,27,559
"East Hampton School District","=""0420011""","Center School","=""0420311""",24,265,12,301
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",26,520,24,570
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",38,449,12,499
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",33,601,14,648
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","*","*",0,8
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",216,67,36,319
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",29,112,26,167
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",257,97,54,408
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",200,109,36,345
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",88,190,53,331
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",849,768,286,1903
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",471,295,139,905
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",109,216,51,376
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",202,99,39,340
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",134,168,53,355
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",249,110,52,411
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",242,52,40,334
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",63,39,15,117
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",245,147,70,462
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",99,169,17,285
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",107,51,26,184
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",27,200,10,237
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",96,107,23,226
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",91,216,37,344
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",46,127,24,197
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",180,684,104,968
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",70,127,36,233
"East Haven School District","=""0440011""","Hays School","=""0441911""","*",129,"*",154
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",110,290,74,474
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",86,95,31,212
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",43,125,14,182
"East Haven School District","=""0440011""","Pathways","=""0449011""",20,12,0,32
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",88,139,34,261
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",27,1185,9,1221
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",65,757,21,843
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","*",356,"*",379
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""","*","*",0,47
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",43,310,14,367
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",20,204,13,237
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",140,428,33,601
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",71,282,23,376
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",107,269,26,402
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","*",74,"*",88
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","*",23,"*",50
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","*",52,"*",70
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",12,158,0,170
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","*","*",0,384
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","*",717,"*",730
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",173,0,0,173
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",0,27,0,27
"Ellington School District","=""0480011""","Center School","=""0480111""",26,370,7,403
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","*",205,"*",221
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",29,730,18,777
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",26,370,9,405
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",23,379,12,414
"Ellington School District","=""0480011""","Windermere School","=""0480611""","*",410,"*",447
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",294,169,84,547
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",28,309,6,343
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",80,322,22,424
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",174,601,48,823
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",128,196,32,356
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,"*",0,"*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",158,900,100,1158
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",45,190,23,258
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",49,299,23,371
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",129,259,40,428
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",180,609,83,872
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",27,221,11,259
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",62,309,32,403
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",185,78,30,293
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",22,555,16,593
"Explorations District","=""2720013""","Explorations","=""2726113""",20,60,0,80
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","*",410,"*",419
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","*",309,"*",316
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",6,129,0,135
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",66,1348,38,1452
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",98,1152,48,1298
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",18,647,7,672
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",38,278,19,335
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",16,326,10,352
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",121,281,49,451
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",14,456,8,478
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",10,460,8,478
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","*",538,"*",551
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",8,449,9,466
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",89,832,45,966
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","*",457,"*",474
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","*",479,"*",492
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",47,705,21,773
"Farmington School District","=""0520011""","East Farms School","=""0520411""","*",422,"*",438
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","*","*",0,67
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",59,1222,43,1324
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",42,625,19,686
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","*",312,"*",335
"Farmington School District","=""0520011""","Union School","=""0520111""",22,260,12,294
"Farmington School District","=""0520011""","West District School","=""0520311""",15,327,8,350
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",43,595,20,658
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*",200,"*",224
