"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, All Students"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Grade","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",06,"Math",51,51,100.0,51,35,68.6,13,25.5,"*","*","*","*","*","*",2428
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",07,"ELA",51,44,86.3,44,37,84.1,"*","*","*","*",0,0.0,"*","*",2409
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",07,"Math",51,50,98.0,50,45,90.0,"*","*","*","*",0,0.0,"*","*",2385
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",08,"ELA",34,34,100.0,33,28,84.8,"*","*","*","*",0,0.0,"*","*",2432
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",08,"Math",36,35,97.2,33,"*","*","*","*",0,0.0,0,0.0,0,0.0,2401
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",03,"ELA",39,35,89.7,35,17,48.6,14,40.0,"*","*","*","*","*","*",2371
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",03,"Math",39,39,100.0,39,20,51.3,12,30.8,"*","*","*","*",7,17.9,2375
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",04,"ELA",43,43,100.0,43,30,69.8,"*","*","*","*",0,0.0,"*","*",2371
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",04,"Math",43,43,100.0,43,31,72.1,12,27.9,0,0.0,0,0.0,0,0.0,2371
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",05,"ELA",31,29,93.5,29,16,55.2,"*","*","*","*",0,0.0,"*","*",2422
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",05,"Math",31,31,100.0,31,"*","*","*","*",0,0.0,0,0.0,0,0.0,2377
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",06,"ELA",28,28,100.0,28,15,53.6,"*","*","*","*",0,0.0,"*","*",2438
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",06,"Math",28,28,100.0,27,"*","*","*","*",0,0.0,0,0.0,0,0.0,2374
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",07,"ELA",30,29,96.7,29,13,44.8,"*","*",7,24.1,"*","*","*","*",2510
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",07,"Math",30,29,96.7,29,"*","*","*","*",0,0.0,0,0.0,0,0.0,2431
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",08,"ELA",23,23,100.0,23,7,30.4,6,26.1,10,43.5,0,0.0,10,43.5,2536
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",08,"Math",22,22,100.0,22,"*","*","*","*",0,0.0,0,0.0,0,0.0,2404
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""",11,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""",11,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",06,"ELA",85,83,97.6,82,45,54.9,29,35.4,"*","*","*","*",8,9.8,2432
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",06,"Math",85,85,100.0,85,68,80.0,11,12.9,6,7.1,0,0.0,6,7.1,2404
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",07,"ELA",68,60,88.2,59,39,66.1,11,18.6,9,15.3,0,0.0,9,15.3,2444
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",07,"Math",68,67,98.5,67,56,83.6,11,16.4,0,0.0,0,0.0,0,0.0,2398
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",08,"ELA",100,88,88.0,88,51,58.0,24,27.3,13,14.8,0,0.0,13,14.8,2481
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",08,"Math",100,100,100.0,100,87,87.0,"*","*","*","*",0,0.0,"*","*",2427
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",03,"ELA",30,30,100.0,30,23,76.7,"*","*","*","*","*","*","*","*",2315
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",03,"Math",30,30,100.0,30,26,86.7,"*","*","*","*",0,0.0,"*","*",2325
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",04,"ELA",43,42,97.7,42,31,73.8,9,21.4,"*","*","*","*","*","*",2358
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",04,"Math",42,42,100.0,42,38,90.5,"*","*","*","*",0,0.0,"*","*",2345
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",05,"ELA",36,34,94.4,34,24,70.6,"*","*","*","*",0,0.0,"*","*",2396
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",05,"Math",36,36,100.0,36,28,77.8,8,22.2,0,0.0,0,0.0,0,0.0,2379
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",06,"ELA",25,24,96.0,24,16,66.7,"*","*","*","*",0,0.0,"*","*",2430
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",06,"Math",25,24,96.0,24,20,83.3,"*","*",0,0.0,"*","*","*","*",2402
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",07,"ELA",39,39,100.0,39,24,61.5,11,28.2,"*","*","*","*","*","*",2456
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",07,"Math",39,38,97.4,37,27,73.0,"*","*","*","*",0,0.0,"*","*",2431
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",08,"ELA",31,30,96.8,29,14,48.3,"*","*","*","*",0,0.0,"*","*",2489
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",08,"Math",31,29,93.5,29,"*","*","*","*",0,0.0,0,0.0,0,0.0,2410
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",03,"ELA",27,27,100.0,27,"*","*",8,29.6,10,37.0,"*","*","*","*",2421
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",03,"Math",27,27,100.0,27,"*","*",13,48.1,6,22.2,"*","*","*","*",2418
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",04,"ELA",27,27,100.0,27,"*","*",11,40.7,"*","*",9,33.3,"*","*",2482
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",04,"Math",27,25,92.6,25,6,24.0,11,44.0,"*","*","*","*",8,32.0,2464
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",05,"ELA",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",05,"Math",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",06,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",06,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",07,"ELA",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",07,"Math",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",03,"ELA",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",03,"Math",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",04,"ELA",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",04,"Math",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",06,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",06,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",07,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",07,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",08,"ELA",15,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",08,"Math",15,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",11,"ELA",7,0,"*",0,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",11,"Math",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",03,"ELA",80,79,98.8,78,29,37.2,16,20.5,11,14.1,22,28.2,33,42.3,2418
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",03,"Math",80,79,98.8,79,28,35.4,22,27.8,20,25.3,9,11.4,29,36.7,2408
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",04,"ELA",68,68,100.0,68,23,33.8,13,19.1,19,27.9,13,19.1,32,47.1,2457
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",04,"Math",68,68,100.0,68,14,20.6,29,42.6,17,25.0,8,11.8,25,36.8,2462
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",05,"ELA",62,61,98.4,61,21,34.4,15,24.6,15,24.6,10,16.4,25,41.0,2485
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",05,"Math",61,61,100.0,61,28,45.9,18,29.5,"*","*","*","*",15,24.6,2476
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",06,"ELA",55,55,100.0,54,"*","*",14,25.9,26,48.1,"*","*","*","*",2536
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",06,"Math",55,54,98.2,54,14,25.9,26,48.1,8,14.8,6,11.1,14,25.9,2507
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",07,"ELA",48,48,100.0,48,"*","*",16,33.3,17,35.4,"*","*","*","*",2550
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",07,"Math",48,48,100.0,48,17,35.4,13,27.1,7,14.6,11,22.9,18,37.5,2536
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",08,"ELA",35,35,100.0,35,"*","*",11,31.4,14,40.0,"*","*","*","*",2550
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",08,"Math",35,35,100.0,35,9,25.7,17,48.6,"*","*","*","*",9,25.7,2546
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",11,"ELA",25,"*","*",0,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",11,"Math",25,"*","*",0,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",03,"ELA",90,86,95.6,86,45,52.3,22,25.6,"*","*","*","*",19,22.1,2367
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",03,"Math",90,89,98.9,89,55,61.8,23,25.8,"*","*","*","*",11,12.4,2370
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",04,"ELA",63,60,95.2,59,38,64.4,16,27.1,"*","*","*","*","*","*",2376
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",04,"Math",63,63,100.0,63,44,69.8,19,30.2,0,0.0,0,0.0,0,0.0,2384
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",05,"ELA",55,52,94.5,52,37,71.2,"*","*",7,13.5,"*","*","*","*",2405
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",05,"Math",54,54,100.0,54,44,81.5,"*","*","*","*","*","*","*","*",2403
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",11,"ELA",91,83,91.2,82,27,32.9,22,26.8,24,29.3,9,11.0,33,40.2,2545
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",11,"Math",91,82,90.1,82,54,65.9,18,22.0,"*","*","*","*",10,12.2,2493
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",03,"ELA",75,75,100.0,75,31,41.3,21,28.0,11,14.7,12,16.0,23,30.7,2387
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",03,"Math",75,75,100.0,75,33,44.0,21,28.0,"*","*","*","*",21,28.0,2389
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",04,"ELA",75,75,100.0,75,28,37.3,20,26.7,12,16.0,15,20.0,27,36.0,2439
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",04,"Math",75,75,100.0,75,22,29.3,37,49.3,"*","*","*","*",16,21.3,2437
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",05,"ELA",74,74,100.0,74,28,37.8,18,24.3,15,20.3,13,17.6,28,37.8,2481
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",05,"Math",74,74,100.0,74,33,44.6,28,37.8,"*","*","*","*",13,17.6,2453
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",06,"ELA",74,74,100.0,74,14,18.9,33,44.6,21,28.4,6,8.1,27,36.5,2512
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",06,"Math",74,74,100.0,74,28,37.8,35,47.3,"*","*","*","*",11,14.9,2486
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",07,"ELA",75,75,100.0,75,7,9.3,19,25.3,31,41.3,18,24.0,49,65.3,2585
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",07,"Math",75,75,100.0,75,25,33.3,32,42.7,12,16.0,6,8.0,18,24.0,2509
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",08,"ELA",69,69,100.0,69,6,8.7,22,31.9,34,49.3,7,10.1,41,59.4,2583
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",08,"Math",69,69,100.0,69,27,39.1,27,39.1,"*","*","*","*",15,21.7,2524
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",11,"ELA",34,34,100.0,34,"*","*",11,32.4,11,32.4,"*","*","*","*",2606
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",11,"Math",34,34,100.0,34,22,64.7,6,17.6,6,17.6,0,0.0,6,17.6,2507
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",04,"ELA",14,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",04,"Math",14,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",05,"ELA",24,21,87.5,21,"*","*","*","*",10,47.6,"*","*","*","*",2525
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",05,"Math",24,21,87.5,21,"*","*",9,42.9,6,28.6,"*","*","*","*",2527
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",06,"ELA",16,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",06,"Math",16,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",07,"ELA",20,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",07,"Math",20,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",08,"ELA",18,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",08,"Math",18,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","SAND School","=""0640111""",03,"ELA",43,42,97.7,41,25,61.0,12,29.3,"*","*","*","*","*","*",2346
"Hartford School District","=""0640011""","SAND School","=""0640111""",03,"Math",43,43,100.0,42,33,78.6,"*","*","*","*",0,0.0,"*","*",2329
"Hartford School District","=""0640011""","SAND School","=""0640111""",04,"ELA",44,41,93.2,41,32,78.0,"*","*","*","*",0,0.0,"*","*",2370
"Hartford School District","=""0640011""","SAND School","=""0640111""",04,"Math",44,43,97.7,43,35,81.4,8,18.6,0,0.0,0,0.0,0,0.0,2364
"Hartford School District","=""0640011""","SAND School","=""0640111""",05,"ELA",36,35,97.2,35,24,68.6,6,17.1,"*","*","*","*","*","*",2399
"Hartford School District","=""0640011""","SAND School","=""0640111""",05,"Math",36,36,100.0,36,32,88.9,"*","*","*","*",0,0.0,"*","*",2383
"Hartford School District","=""0640011""","SAND School","=""0640111""",06,"ELA",37,36,97.3,35,27,77.1,8,22.9,0,0.0,0,0.0,0,0.0,2412
"Hartford School District","=""0640011""","SAND School","=""0640111""",06,"Math",37,36,97.3,36,"*","*","*","*",0,0.0,0,0.0,0,0.0,2361
"Hartford School District","=""0640011""","SAND School","=""0640111""",07,"ELA",36,34,94.4,33,23,69.7,"*","*","*","*",0,0.0,"*","*",2445
"Hartford School District","=""0640011""","SAND School","=""0640111""",07,"Math",36,36,100.0,36,"*","*","*","*",0,0.0,0,0.0,0,0.0,2375
"Hartford School District","=""0640011""","SAND School","=""0640111""",08,"ELA",29,28,96.6,28,21,75.0,"*","*","*","*",0,0.0,"*","*",2443
"Hartford School District","=""0640011""","SAND School","=""0640111""",08,"Math",29,29,100.0,29,"*","*","*","*",0,0.0,0,0.0,0,0.0,2380
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",03,"ELA",42,42,100.0,42,7,16.7,6,14.3,16,38.1,13,31.0,29,69.0,2461
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",03,"Math",42,42,100.0,42,"*","*",15,35.7,"*","*",12,28.6,"*","*",2457
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",04,"ELA",39,39,100.0,39,8,20.5,10,25.6,11,28.2,10,25.6,21,53.8,2469
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",04,"Math",39,39,100.0,39,10,25.6,16,41.0,7,17.9,6,15.4,13,33.3,2462
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",05,"ELA",40,39,97.5,39,7,17.9,8,20.5,10,25.6,14,35.9,24,61.5,2529
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",05,"Math",40,39,97.5,38,11,28.9,7,18.4,9,23.7,11,28.9,20,52.6,2512
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",06,"ELA",39,39,100.0,39,7,17.9,9,23.1,12,30.8,11,28.2,23,59.0,2554
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",06,"Math",39,39,100.0,39,12,30.8,9,23.1,7,17.9,11,28.2,18,46.2,2537
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",07,"ELA",41,41,100.0,41,8,19.5,11,26.8,16,39.0,6,14.6,22,53.7,2558
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",07,"Math",41,41,100.0,41,12,29.3,"*","*","*","*",13,31.7,"*","*",2558
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",08,"ELA",40,39,97.5,39,7,17.9,16,41.0,9,23.1,7,17.9,16,41.0,2560
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",08,"Math",40,39,97.5,39,17,43.6,"*","*","*","*",9,23.1,"*","*",2537
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",04,"ELA",65,65,100.0,65,32,49.2,13,20.0,10,15.4,10,15.4,20,30.8,2432
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",04,"Math",65,65,100.0,65,28,43.1,24,36.9,"*","*","*","*",13,20.0,2424
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",05,"ELA",92,92,100.0,92,30,32.6,17,18.5,31,33.7,14,15.2,45,48.9,2490
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",05,"Math",92,92,100.0,92,43,46.7,25,27.2,9,9.8,15,16.3,24,26.1,2463
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",06,"ELA",80,80,100.0,80,"*","*",29,36.3,24,30.0,"*","*","*","*",2496
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",06,"Math",80,80,100.0,80,43,53.8,21,26.3,10,12.5,6,7.5,16,20.0,2461
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",03,"ELA",80,79,98.8,78,36,46.2,27,34.6,"*","*","*","*",15,19.2,2365
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",03,"Math",80,80,100.0,80,44,55.0,22,27.5,"*","*","*","*",14,17.5,2368
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",04,"ELA",61,60,98.4,60,29,48.3,"*","*",15,25.0,"*","*","*","*",2420
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",04,"Math",61,61,100.0,61,32,52.5,22,36.1,"*","*","*","*",7,11.5,2408
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",05,"ELA",44,43,97.7,43,20,46.5,15,34.9,8,18.6,0,0.0,8,18.6,2437
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",05,"Math",44,44,100.0,44,28,63.6,12,27.3,"*","*","*","*","*","*",2424
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",03,"ELA",57,56,98.2,56,27,48.2,"*","*",13,23.2,"*","*","*","*",2373
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",03,"Math",57,56,98.2,56,28,50.0,17,30.4,11,19.6,0,0.0,11,19.6,2374
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",04,"ELA",62,61,98.4,61,46,75.4,10,16.4,"*","*","*","*","*","*",2382
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",04,"Math",63,62,98.4,62,33,53.2,22,35.5,7,11.3,0,0.0,7,11.3,2403
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",05,"ELA",51,50,98.0,49,33,67.3,"*","*","*","*",0,0.0,"*","*",2401
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",05,"Math",51,49,96.1,48,"*","*","*","*",0,0.0,0,0.0,0,0.0,2387
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",06,"ELA",41,40,97.6,40,21,52.5,13,32.5,"*","*","*","*",6,15.0,2458
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",06,"Math",41,40,97.6,40,31,77.5,9,22.5,0,0.0,0,0.0,0,0.0,2399
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",07,"ELA",35,35,100.0,35,22,62.9,"*","*","*","*",0,0.0,"*","*",2463
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",07,"Math",35,35,100.0,35,27,77.1,8,22.9,0,0.0,0,0.0,0,0.0,2435
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",08,"ELA",39,39,100.0,38,17,44.7,"*","*",10,26.3,"*","*","*","*",2501
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",08,"Math",39,39,100.0,39,29,74.4,10,25.6,0,0.0,0,0.0,0,0.0,2437
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",03,"ELA",44,43,97.7,43,27,62.8,"*","*","*","*",0,0.0,"*","*",2339
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",03,"Math",44,44,100.0,43,30,69.8,"*","*","*","*",0,0.0,"*","*",2355
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",04,"ELA",27,25,92.6,25,18,72.0,"*","*","*","*","*","*","*","*",2389
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",04,"Math",28,27,96.4,27,20,74.1,"*","*","*","*",0,0.0,"*","*",2380
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",05,"ELA",27,27,100.0,27,14,51.9,"*","*",6,22.2,"*","*","*","*",2450
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",05,"Math",27,27,100.0,27,21,77.8,"*","*","*","*",0,0.0,"*","*",2426
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",06,"ELA",22,21,95.5,21,"*","*",12,57.1,"*","*",0,0.0,"*","*",2460
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",06,"Math",22,22,100.0,22,17,77.3,"*","*",0,0.0,"*","*","*","*",2412
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",07,"ELA",27,25,92.6,25,23,92.0,"*","*","*","*",0,0.0,"*","*",2404
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",07,"Math",27,27,100.0,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,2387
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",08,"ELA",25,25,100.0,25,"*","*",12,48.0,"*","*",0,0.0,"*","*",2497
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",08,"Math",25,25,100.0,25,"*","*","*","*",0,0.0,0,0.0,0,0.0,2431
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",06,"ELA",87,87,100.0,87,38,43.7,22,25.3,20,23.0,7,8.0,27,31.0,2485
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",06,"Math",87,87,100.0,87,41,47.1,30,34.5,6,6.9,10,11.5,16,18.4,2475
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",07,"ELA",88,88,100.0,88,26,29.5,"*","*",33,37.5,"*","*","*","*",2525
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",07,"Math",88,88,100.0,88,41,46.6,20,22.7,21,23.9,6,6.8,27,30.7,2489
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",08,"ELA",89,87,97.8,87,25,28.7,37,42.5,"*","*","*","*",25,28.7,2529
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",08,"Math",89,87,97.8,87,48,55.2,23,26.4,"*","*","*","*",16,18.4,2492
