"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, All Students"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Grade","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""",07,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""",08,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""",08,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",06,"ELA",152,149,98.0,149,25,16.8,43,28.9,68,45.6,13,8.7,81,54.4,2531
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",06,"Math",152,150,98.7,150,42,28.0,66,44.0,18,12.0,24,16.0,42,28.0,2511
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",07,"ELA",128,127,99.2,127,21,16.5,24,18.9,57,44.9,25,19.7,82,64.6,2571
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",07,"Math",128,128,100.0,128,27,21.1,43,33.6,41,32.0,17,13.3,58,45.3,2547
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",08,"ELA",137,131,95.6,131,14,10.7,40,30.5,61,46.6,16,12.2,77,58.8,2579
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",08,"Math",137,131,95.6,131,42,32.1,42,32.1,32,24.4,15,11.5,47,35.9,2550
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",03,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",03,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",04,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",04,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",05,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",05,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""",03,"ELA",66,66,100.0,66,20,30.3,13,19.7,16,24.2,17,25.8,33,50.0,2428
"Bristol School District","=""0170011""","South Side School","=""0171111""",03,"Math",66,66,100.0,66,18,27.3,21,31.8,17,25.8,10,15.2,27,40.9,2419
"Bristol School District","=""0170011""","South Side School","=""0171111""",04,"ELA",83,83,100.0,83,26,31.3,10,12.0,24,28.9,23,27.7,47,56.6,2470
"Bristol School District","=""0170011""","South Side School","=""0171111""",04,"Math",83,83,100.0,83,22,26.5,29,34.9,25,30.1,7,8.4,32,38.6,2457
"Bristol School District","=""0170011""","South Side School","=""0171111""",05,"ELA",89,88,98.9,88,18,20.5,15,17.0,30,34.1,25,28.4,55,62.5,2525
"Bristol School District","=""0170011""","South Side School","=""0171111""",05,"Math",89,88,98.9,88,32,36.4,22,25.0,24,27.3,10,11.4,34,38.6,2487
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""",03,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""",03,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""",03,"ELA",77,77,100.0,77,11,14.3,17,22.1,28,36.4,21,27.3,49,63.6,2446
"Bristol School District","=""0170011""","Stafford School","=""0171211""",03,"Math",77,77,100.0,77,16,20.8,20,26.0,26,33.8,15,19.5,41,53.2,2436
"Bristol School District","=""0170011""","Stafford School","=""0171211""",04,"ELA",70,69,98.6,69,15,21.7,22,31.9,22,31.9,10,14.5,32,46.4,2463
"Bristol School District","=""0170011""","Stafford School","=""0171211""",04,"Math",70,70,100.0,70,"*","*",31,44.3,22,31.4,"*","*","*","*",2450
"Bristol School District","=""0170011""","Stafford School","=""0171211""",05,"ELA",62,62,100.0,62,16,25.8,15,24.2,17,27.4,14,22.6,31,50.0,2502
"Bristol School District","=""0170011""","Stafford School","=""0171211""",05,"Math",62,62,100.0,62,21,33.9,21,33.9,12,19.4,8,12.9,20,32.3,2487
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",03,"ELA",97,95,97.9,95,26,27.4,28,29.5,27,28.4,14,14.7,41,43.2,2420
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",03,"Math",97,95,97.9,95,29,30.5,34,35.8,24,25.3,8,8.4,32,33.7,2411
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",04,"ELA",118,115,97.5,115,33,28.7,29,25.2,38,33.0,15,13.0,53,46.1,2460
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",04,"Math",118,118,100.0,118,26,22.0,50,42.4,26,22.0,16,13.6,42,35.6,2466
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",05,"ELA",104,103,99.0,103,26,25.2,25,24.3,41,39.8,11,10.7,52,50.5,2496
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",05,"Math",105,105,100.0,105,39,37.1,38,36.2,21,20.0,7,6.7,28,26.7,2474
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",06,"ELA",88,87,98.9,87,21,24.1,25,28.7,30,34.5,11,12.6,41,47.1,2518
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",06,"Math",88,87,98.9,87,31,35.6,30,34.5,"*","*","*","*",26,29.9,2493
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",07,"ELA",103,101,98.1,101,18,17.8,17,16.8,57,56.4,9,8.9,66,65.3,2562
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",07,"Math",103,102,99.0,102,34,33.3,40,39.2,20,19.6,8,7.8,28,27.5,2512
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",08,"ELA",92,91,98.9,91,13,14.3,43,47.3,27,29.7,8,8.8,35,38.5,2558
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",08,"Math",92,91,98.9,91,35,38.5,36,39.6,"*","*","*","*",20,22.0,2520
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",11,"ELA",216,186,86.1,181,67,37.0,40,22.1,47,26.0,27,14.9,74,40.9,2547
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",11,"Math",216,202,93.5,201,68,33.8,52,25.9,57,28.4,24,11.9,81,40.3,2589
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",03,"ELA",220,214,97.3,214,19,8.9,34,15.9,64,29.9,97,45.3,161,75.2,2473
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",03,"Math",220,213,96.8,213,20,9.4,38,17.8,87,40.8,68,31.9,155,72.8,2468
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",04,"ELA",184,182,98.9,182,12,6.6,35,19.2,61,33.5,74,40.7,135,74.2,2516
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",04,"Math",184,182,98.9,182,11,6.0,47,25.8,78,42.9,46,25.3,124,68.1,2509
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",05,"ELA",222,207,93.2,207,25,12.1,35,16.9,68,32.9,79,38.2,147,71.0,2544
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",05,"Math",222,209,94.1,208,39,18.8,73,35.1,59,28.4,37,17.8,96,46.2,2517
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",06,"ELA",240,227,94.6,227,18,7.9,55,24.2,88,38.8,66,29.1,154,67.8,2568
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",06,"Math",240,226,94.2,226,31,13.7,72,31.9,57,25.2,66,29.2,123,54.4,2560
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",07,"ELA",198,195,98.5,193,10,5.2,29,15.0,97,50.3,57,29.5,154,79.8,2610
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",07,"Math",198,197,99.5,197,24,12.2,54,27.4,64,32.5,55,27.9,119,60.4,2582
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",08,"ELA",228,226,99.1,225,11,4.9,34,15.1,115,51.1,65,28.9,180,80.0,2625
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",08,"Math",228,226,99.1,226,37,16.4,63,27.9,56,24.8,70,31.0,126,55.8,2594
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",03,"ELA",77,75,97.4,75,9,12.0,17,22.7,23,30.7,26,34.7,49,65.3,2457
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",03,"Math",77,76,98.7,76,17,22.4,26,34.2,26,34.2,7,9.2,33,43.4,2426
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",04,"ELA",99,99,100.0,99,9,9.1,16,16.2,27,27.3,47,47.5,74,74.7,2520
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",04,"Math",99,99,100.0,99,12,12.1,34,34.3,28,28.3,25,25.3,53,53.5,2497
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",05,"ELA",78,77,98.7,77,10,13.0,19,24.7,28,36.4,20,26.0,48,62.3,2533
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",05,"Math",78,77,98.7,77,27,35.1,30,39.0,13,16.9,7,9.1,20,26.0,2488
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",06,"ELA",81,81,100.0,81,"*","*","*","*",39,48.1,29,35.8,68,84.0,2591
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",06,"Math",81,81,100.0,81,16,19.8,28,34.6,25,30.9,12,14.8,37,45.7,2539
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",07,"ELA",107,106,99.1,106,10,9.4,25,23.6,49,46.2,22,20.8,71,67.0,2582
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",07,"Math",107,106,99.1,106,34,32.1,45,42.5,17,16.0,10,9.4,27,25.5,2516
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",08,"ELA",99,97,98.0,97,14,14.4,31,32.0,38,39.2,14,14.4,52,53.6,2578
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",08,"Math",99,97,98.0,97,40,41.2,42,43.3,"*","*","*","*",15,15.5,2509
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",03,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",03,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",04,"ELA",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",04,"Math",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",05,"ELA",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",05,"Math",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",06,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",06,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",07,"ELA",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",07,"Math",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",08,"ELA",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",08,"Math",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",03,"ELA",36,36,100.0,36,"*","*",13,36.1,"*","*",12,33.3,"*","*",2453
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",03,"Math",36,36,100.0,36,"*","*",17,47.2,11,30.6,"*","*","*","*",2433
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",04,"ELA",51,50,98.0,50,13,26.0,10,20.0,12,24.0,15,30.0,27,54.0,2474
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",04,"Math",51,50,98.0,50,"*","*",13,26.0,20,40.0,"*","*","*","*",2467
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",05,"ELA",38,37,97.4,37,"*","*",10,27.0,15,40.5,"*","*","*","*",2496
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",05,"Math",38,37,97.4,37,14,37.8,13,35.1,"*","*","*","*",10,27.0,2485
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",06,"ELA",71,70,98.6,70,"*","*",29,41.4,20,28.6,"*","*","*","*",2516
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",06,"Math",71,70,98.6,70,33,47.1,21,30.0,"*","*","*","*",16,22.9,2485
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",07,"ELA",56,56,100.0,56,7,12.5,10,17.9,32,57.1,7,12.5,39,69.6,2580
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",07,"Math",56,56,100.0,56,"*","*",22,39.3,17,30.4,"*","*","*","*",2551
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",08,"ELA",60,60,100.0,60,"*","*",22,36.7,26,43.3,"*","*","*","*",2585
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",08,"Math",60,60,100.0,60,14,23.3,18,30.0,15,25.0,13,21.7,28,46.7,2578
"Canton School District","=""0230011""","Canton Academy","=""0230411""",11,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Academy","=""0230411""",11,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""",11,"ELA",98,98,100.0,98,"*","*","*","*",38,38.8,45,45.9,83,84.7,2666
"Canton School District","=""0230011""","Canton High School","=""0236111""",11,"Math",98,98,100.0,98,19,19.4,29,29.6,22,22.4,28,28.6,50,51.0,2641
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",04,"ELA",134,134,100.0,134,21,15.7,23,17.2,30,22.4,60,44.8,90,67.2,2512
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",04,"Math",134,134,100.0,134,19,14.2,46,34.3,38,28.4,31,23.1,69,51.5,2490
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",05,"ELA",132,132,100.0,132,13,9.8,18,13.6,54,40.9,47,35.6,101,76.5,2552
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",05,"Math",132,132,100.0,132,19,14.4,46,34.8,33,25.0,34,25.8,67,50.8,2528
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",06,"ELA",146,145,99.3,145,10,6.9,25,17.2,66,45.5,44,30.3,110,75.9,2578
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",06,"Math",145,143,98.6,143,24,16.8,47,32.9,38,26.6,34,23.8,72,50.3,2548
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",07,"ELA",146,145,99.3,145,16,11.0,24,16.6,62,42.8,43,29.7,105,72.4,2601
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",07,"Math",146,145,99.3,145,28,19.3,43,29.7,45,31.0,29,20.0,74,51.0,2562
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",08,"ELA",127,126,99.2,126,9,7.1,26,20.6,50,39.7,41,32.5,91,72.2,2618
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",08,"Math",127,123,96.9,123,12,9.8,30,24.4,36,29.3,45,36.6,81,65.9,2616
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",03,"ELA",117,116,99.1,116,"*","*","*","*",34,29.3,59,50.9,93,80.2,2489
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",03,"Math",117,116,99.1,116,8,6.9,13,11.2,51,44.0,44,37.9,95,81.9,2481
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",06,"ELA",108,106,98.1,105,20,19.0,32,30.5,35,33.3,18,17.1,53,50.5,2533
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",06,"Math",108,105,97.2,104,31,29.8,41,39.4,16,15.4,16,15.4,32,30.8,2512
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",07,"ELA",105,105,100.0,105,20,19.0,24,22.9,30,28.6,31,29.5,61,58.1,2575
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",07,"Math",105,103,98.1,103,26,25.2,30,29.1,15,14.6,32,31.1,47,45.6,2562
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",08,"ELA",111,111,100.0,111,19,17.1,35,31.5,40,36.0,17,15.3,57,51.4,2572
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",08,"Math",111,111,100.0,110,36,32.7,31,28.2,18,16.4,25,22.7,43,39.1,2552
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",11,"ELA",51,49,96.1,49,"*","*","*","*",15,30.6,27,55.1,42,85.7,2675
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",11,"Math",51,49,96.1,49,12,24.5,8,16.3,6,12.2,23,46.9,29,59.2,2658
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",03,"ELA",43,43,100.0,43,7,16.3,6,14.0,9,20.9,21,48.8,30,69.8,2466
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",03,"Math",43,43,100.0,43,9,20.9,8,18.6,16,37.2,10,23.3,26,60.5,2444
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",07,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",07,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",08,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",08,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
