"Student Counts by School and Gender"
"All Districts, All Schools"
"2011-12"

"",,,,"Gender",,
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",1114,1067,2181
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",558,588,1146
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",144,146,290
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",262,261,523
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",212,219,431
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",269,346,615
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",176,168,344
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",125,126,251
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",427,430,857
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",152,158,310
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",148,187,335
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",649,660,1309
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",232,197,429
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",191,225,416
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""",149,163,312
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",326,344,670
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""",216,238,454
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",436,461,897
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",225,285,510
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""",13,26,39
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",273,211,484
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""",0,"*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",281,242,523
"Bridgeport School District","=""0150011""","Read School","=""0152511""",404,446,850
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",263,271,534
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""",81,148,229
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",227,256,483
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",372,357,729
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","*","*",17
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",633,684,1317
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",625,683,1308
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",413,404,817
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""",153,195,348
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""",6,9,15
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",197,195,392
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",268,292,560
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",174,163,337
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",199,224,423
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""",182,205,387
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""",261,251,512
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",188,182,370
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",261,299,560
"Bristol School District","=""0170011""","South Side School","=""0171111""",267,326,593
"Bristol School District","=""0170011""","Stafford School","=""0171211""",238,255,493
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",509,457,966
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",204,205,409
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",272,319,591
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",443,428,871
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",264,270,534
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",177,219,396
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",47,39,86
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",128,170,298
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",95,122,217
"Canton School District","=""0230011""","Canton High School","=""0236111""",253,269,522
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",222,186,408
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",125,133,258
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",273,277,550
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",124,266,390
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",211,67,278
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",61,89,150
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",8,16,24
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",118,141,259
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",152,94,246
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",278,122,400
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",154,157,311
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",10,37,47
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*","*",8
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",368,351,719
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",182,168,350
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",150,121,271
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",134,255,389
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",136,148,284
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",15,43,58
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",22,125,147
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",50,47,97
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",320,364,684
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",220,221,441
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",90,92,182
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",154,140,294
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",772,777,1549
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",164,172,336
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",356,418,774
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",271,266,537
"Cheshire School District","=""0250011""","Highland School","=""0250411""",387,408,795
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",8,17,25
"Cheshire School District","=""0250011""","Norton School","=""0250511""",254,226,480
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",141,119,260
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",157,157,314
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",243,223,466
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",302,356,658
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",270,295,565
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",525,458,983
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",311,369,680
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",307,347,654
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",357,343,700
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",51,48,99
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",270,254,524
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",72,93,165
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",417,338,755
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",456,418,874
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",241,377,618
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",246,275,521
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",226,343,569
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",148,398,546
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",301,471,772
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",114,426,540
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",215,423,638
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",167,506,673
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",240,416,656
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",229,440,669
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",315,570,885
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",175,432,607
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",338,423,761
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",204,368,572
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",22,68,90
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",14,37,51
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","*","*",11
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",31,20,51
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",226,237,463
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",23,124,147
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",50,56,106
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",212,240,452
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""",6,17,23
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",203,177,380
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",265,259,524
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",211,190,401
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",275,271,546
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",236,264,500
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",224,256,480
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",208,248,456
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",41,50,91
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",528,594,1122
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",1423,1466,2889
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",174,204,378
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",161,153,314
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",204,192,396
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",190,182,372
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",206,209,415
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""",46,102,148
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",211,215,426
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",198,208,406
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",202,224,426
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",182,184,366
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",546,564,1110
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",201,218,419
"Danbury School District","=""0340011""","South Street School","=""0341011""",164,179,343
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",245,222,467
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",188,201,389
"Darien School District","=""0350011""","Darien High School","=""0356111""",682,633,1315
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",268,302,570
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",211,208,419
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",534,620,1154
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",214,251,465
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",191,218,409
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",235,248,483
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",183,174,357
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",172,179,351
"Derby School District","=""0370011""","Derby High School","=""0376111""",164,195,359
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",156,178,334
"Derby School District","=""0370011""","Irving School","=""0370411""",196,206,402
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",98,140,238
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",122,141,263
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",112,104,216
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",69,60,129
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",181,190,371
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",208,198,406
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",246,251,497
"East Hampton School District","=""0420011""","Center School","=""0420311""",138,165,303
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",282,268,550
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",247,222,469
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",300,321,621
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",141,133,274
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",126,62,188
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",194,207,401
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",169,212,381
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",134,179,313
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",842,890,1732
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",524,527,1051
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",166,195,361
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",152,145,297
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",174,174,348
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",240,307,547
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",149,138,287
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",47,104,151
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",232,172,404
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",104,129,233
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",32,154,186
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",170,115,285
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",131,135,266
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",143,162,305
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",117,134,251
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",437,448,885
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",81,115,196
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",306,341,647
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",73,93,166
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",125,111,236
"East Haven School District","=""0440011""","Pathways","=""0449011""","*","*",36
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",591,571,1162
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",433,421,854
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",174,188,362
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",16,35,51
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",169,169,338
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",107,104,211
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",258,274,532
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",188,186,374
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",184,194,378
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",84,42,126
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",9,50,59
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",55,55,110
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",79,97,176
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",179,212,391
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",301,365,666
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",94,103,197
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",7,17,24
"Ellington School District","=""0480011""","Center School","=""0480111""",215,233,448
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",102,115,217
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",401,399,800
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",222,199,421
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",205,214,419
"Ellington School District","=""0480011""","Windermere School","=""0480611""",217,225,442
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",315,285,600
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",187,214,401
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",187,229,416
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",353,391,744
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",165,135,300
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","*","*",10
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",527,531,1058
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",163,203,366
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",53,51,104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",175,187,362
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",588,613,1201
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",128,130,258
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",203,230,433
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",271,287,558
"Explorations District","=""2720013""","Explorations","=""2726113""",39,35,74
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",212,231,443
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",151,140,291
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",44,86,130
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",838,699,1537
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",673,680,1353
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",375,394,769
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",178,174,352
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",154,207,361
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",223,230,453
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",219,240,459
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",242,243,485
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",250,292,542
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",200,219,419
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",496,501,997
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",229,227,456
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",241,270,511
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",359,397,756
"Farmington School District","=""0520011""","East Farms School","=""0520411""",227,237,464
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",31,38,69
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",624,669,1293
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",304,348,652
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",163,178,341
"Farmington School District","=""0520011""","Union School","=""0520111""",160,147,307
"Farmington School District","=""0520011""","West District School","=""0520311""",167,180,347
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",263,312,575
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",95,109,204
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",277,268,545
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",136,184,320
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",254,252,506
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",1105,1099,2204
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",236,230,466
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",227,254,481
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",243,208,451
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",339,307,646
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",545,531,1076
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",193,199,392
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",386,370,756
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",160,196,356
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",154,173,327
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",163,164,327
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",292,312,604
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",207,195,402
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",379,395,774
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",188,197,385
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",1299,1357,2656
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",205,208,413
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",191,175,366
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",162,181,343
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",115,146,261
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",233,228,461
"Greenwich School District","=""0570011""","North Street School","=""0570811""",204,234,438
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",218,210,428
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",115,153,268
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",222,300,522
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",221,253,474
