"District","District Code","School","School Code","Gender","Count","%"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Female","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Male","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Female","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Male","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Female","N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Male","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Female","N/A","N/A"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Male","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Female",42,8.5
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Male",66,14.1
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Female",18,5.4
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Male",48,13.5
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Female","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Male","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Female","N/A","N/A"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Male","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","Female","N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","Male","*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","Female","*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","Male","*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","Female","*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","Male","*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""","Female","N/A","N/A"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""","Male","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Female",31,11.2
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Male",61,21.8
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Female",38,7.1
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Male",61,13.3
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","Female","N/A","N/A"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","Male",7,1.7
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Female","N/A","N/A"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Male",8,2.3
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Female","*","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Male","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Female","N/A","N/A"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Male","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Female","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Male","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","Female","N/A","N/A"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","Male","N/A","N/A"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","Female","*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","Male","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Female",62,16.7
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Male",98,22.5
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""","Female","*","*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""","Male","*","*"
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","Female","N/A","*"
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","Male","N/A","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Female",42,7.8
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Male",123,22.1
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""","Female",7,6.1
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""","Male",13,10.9
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","Female","N/A","N/A"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","Male","*","*"
"Enfield School District","=""0490011""","Head Start Program","=""0498011""","Female","N/A","N/A"
"Enfield School District","=""0490011""","Head Start Program","=""0498011""","Male","N/A","N/A"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","Female","*","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","Male","*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","Female",38,9.0
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","Male",63,14.5
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","Female","N/A","N/A"
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","Male","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","Female","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","Male","*","*"
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""","Female","*","*"
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""","Male","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","Male","N/A","N/A"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","Male","*","*"
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""","Male","N/A","N/A"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Female",15,1.9
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Male",61,8.9
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Female",11,1.7
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Male",39,6.0
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","Male",19,5.4
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","Male","*","*"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","Male","N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","Male","N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","Male","N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","Male","*","*"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","Male","N/A","N/A"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","Male","N/A","N/A"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","Female",12,2.5
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","Male",69,13.8
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","Male","N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","Male","N/A","N/A"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Female","N/A","N/A"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Male",9,2.3
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Female",11,6.1
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Male",41,19.0
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Female",16,6.1
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Male",29,9.3
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Female","N/A","N/A"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Male","N/A","N/A"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Female","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Male","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","Female",36,14.1
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","Male",70,19.3
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",78,33.9
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",129,48.9
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Female",71,21.5
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Male",78,23.6
"Hartford School District","=""0640011""","Burr School","=""0642311""","Female",38,11.9
"Hartford School District","=""0640011""","Burr School","=""0642311""","Male",84,24.1
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",14,7.4
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",19,12.8
"Hartford School District","=""0640011""","Clark School","=""0642411""","Female",11,5.5
"Hartford School District","=""0640011""","Clark School","=""0642411""","Male",24,11.2
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",69,17.0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",81,27.8
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",28,20.7
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",45,31.7
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Female","*","*"
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Male","*","*"
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","Female",64,40.5
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","Male",97,54.5
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Female","*","*"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Male","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Female","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Male","*","*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","Female",29,8.7
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","Male",38,11.3
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","Female",25,11.4
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","Male",44,19.9
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",55,48.7
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",164,58.6
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",65,24.2
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",38,38.0
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""","Female",20,12.0
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""","Male",50,23.4
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",43,20.7
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",34,20.5
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Female",25,7.8
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Male",56,19.6
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Female","*","*"
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Male","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Female",36,30.3
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Male",36,32.1
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""","Female",15,8.2
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""","Male",31,17.6
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Female",64,50.8
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Male",90,65.2
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","Female",38,9.6
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","Male",56,14.5
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","Female",23,5.6
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","Male",58,13.4
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","Female",64,26.7
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","Male",109,38.9
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","Female",22,10.8
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","Male",45,20.0
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","Female",41,20.1
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","Male",75,35.4
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","Female","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","Male","*","*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","Female",24,9.0
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","Male",38,12.1
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Female",13,21.0
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Male",8,16.7
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","Female",12,4.8
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","Male",24,8.3
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",38,27.5
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",42,20.1
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Female",26,6.9
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Male",53,19.0
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","Female","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","Male","*","*"
"Hartford School District","=""0640011""","SAND School","=""0640111""","Female",12,5.4
"Hartford School District","=""0640011""","SAND School","=""0640111""","Male",40,19.0
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","Female",15,12.3
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","Male",30,14.9
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","Female",24,9.5
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","Male",64,22.9
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""","Female",16,18.6
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""","Male",29,24.2
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","Female",16,7.5
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","Male",51,18.1
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","Female",16,9.5
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","Male",52,25.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",115,34.2
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",127,38.7
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",17,12.2
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",51,19.7
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Female","*","*"
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Male","N/A","N/A"
"Hartford School District","=""0640011""","West Middle School","=""0642111""","Female",31,10.0
"Hartford School District","=""0640011""","West Middle School","=""0642111""","Male",66,19.2
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Female","*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Male","*","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","Female","*","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","Male","*","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Female","*","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Male","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Female","N/A","N/A"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Male","N/A","N/A"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",19,3.9
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",68,13.6
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",20,3.9
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",38,7.9
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Female","N/A","N/A"
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Male","*","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Female","N/A","N/A"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Male","N/A","N/A"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Female","N/A","N/A"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Male","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Female","N/A","N/A"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Male","N/A","N/A"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Female","N/A","N/A"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Male","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Female","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Male","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Female","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Male","*","*"
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""","Female","N/A","N/A"
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""","Male","*","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Female","*","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Male","N/A","N/A"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Female","N/A","N/A"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Male",16,4.8
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",10,1.5
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",55,8.5
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Female","N/A","N/A"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Male","N/A","N/A"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Female","N/A","N/A"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Male","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Female","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Male","*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Female",23,7.2
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Male",35,10.3
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Female","N/A","N/A"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Male",7,3.5
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",42,11.7
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",90,21.8
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Female","N/A","N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Male","N/A","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Female","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Male","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Female","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Male","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Female","N/A","N/A"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Male","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Female",17,9.6
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Male",35,16.4
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Female","N/A","N/A"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Male","N/A","N/A"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Female","N/A","N/A"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Male","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Female","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Male","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Female","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Male","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Female","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Male","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Female","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Male","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Female","N/A","N/A"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Male","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Female","N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Male","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",23,3.2
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",58,7.3
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","Female","N/A","N/A"
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","Male","N/A","N/A"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Female","*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Male","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Female","N/A","N/A"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Male","N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","Female","N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","Male","*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","Female","*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","Male","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","Female","N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","Male","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Female","N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Male","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","Female","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","Male","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Female","N/A","N/A"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Male","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Female",41,10.1
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Male",58,15.2
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Female","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Male","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Female",7,3.4
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Male",21,9.0
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Female","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Male","*","*"
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","Female","*","*"
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","Male","N/A","N/A"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Female","N/A","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Male","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Female",76,12.0
