"Student Counts by School and Gender"
"All Districts, All Schools"
"2010-11"

"",,,,"Gender",,
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",136,170,306
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",141,175,316
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",681,713,1394
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",239,192,431
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",202,261,463
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""",59,71,130
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",330,324,654
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""",205,221,426
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",425,429,854
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",235,308,543
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""",9,18,27
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",249,208,457
"Bridgeport School District","=""0150011""","Parent-Children Program","=""0158011""","*",0,"*"
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""","*","*",10
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",255,256,511
"Bridgeport School District","=""0150011""","Read School","=""0152511""",390,432,822
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",223,239,462
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""",102,144,246
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",264,273,537
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",353,366,719
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","*","*",27
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",628,682,1310
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",667,685,1352
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",431,450,881
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""",154,189,343
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""",7,9,16
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",196,200,396
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",241,279,520
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",175,179,354
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",199,221,420
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""",177,189,366
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""",275,240,515
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",177,203,380
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",260,303,563
"Bristol School District","=""0170011""","South Side School","=""0171111""",282,328,610
"Bristol School District","=""0170011""","Stafford School","=""0171211""",265,279,544
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",498,498,996
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",183,217,400
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",281,302,583
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",456,434,890
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",281,281,562
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",175,210,385
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",45,41,86
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",148,170,318
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",92,114,206
"Canton School District","=""0230011""","Canton High School","=""0236111""",255,260,515
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",209,196,405
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",123,143,266
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",294,297,591
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",90,124,214
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",128,51,179
"Capitol Region Education Council","=""2410014""","CREC Early Learning Center at Asylum Hill","=""2418014""",8,12,20
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",7,14,21
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",121,141,262
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",166,118,284
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",254,118,372
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",126,118,244
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",11,35,46
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*","*",9
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",365,346,711
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",172,165,337
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",99,194,293
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",122,133,255
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",13,39,52
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",24,127,151
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",58,45,103
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",308,350,658
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",206,224,430
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",94,93,187
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""",118,107,225
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",155,145,300
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",729,787,1516
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",174,169,343
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",384,402,786
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",250,267,517
"Cheshire School District","=""0250011""","Highland School","=""0250411""",399,428,827
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",6,16,22
"Cheshire School District","=""0250011""","Norton School","=""0250511""",261,226,487
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",147,128,275
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",150,154,304
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",248,244,492
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",326,357,683
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",278,279,557
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",533,454,987
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",312,386,698
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",332,356,688
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",355,350,705
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",58,54,112
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",268,271,539
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",80,83,163
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",401,325,726
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",443,429,872
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",222,374,596
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",253,286,539
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",247,336,583
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",150,385,535
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",291,503,794
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",141,417,558
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",198,442,640
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",148,510,658
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",237,409,646
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",238,471,709
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",289,580,869
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",178,421,599
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",300,445,745
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",204,370,574
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",25,57,82
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",13,40,53
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","*","*",12
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",29,24,53
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",222,230,452
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",14,121,135
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",56,59,115
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",233,229,462
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""",6,7,13
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",202,189,391
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",280,278,558
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",194,217,411
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",309,279,588
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",221,254,475
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",220,269,489
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",222,243,465
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",39,41,80
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",547,567,1114
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",1413,1485,2898
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",187,209,396
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",144,155,299
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",199,189,388
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",186,188,374
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",201,214,415
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""",54,80,134
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",199,203,402
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",177,165,342
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",215,210,425
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",164,179,343
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",522,572,1094
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",198,211,409
"Danbury School District","=""0340011""","South Street School","=""0341011""",195,193,388
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",222,230,452
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",183,203,386
"Darien School District","=""0350011""","Darien High School","=""0356111""",663,652,1315
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",287,307,594
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",207,232,439
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",557,602,1159
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",221,251,472
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",188,231,419
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",201,243,444
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",180,171,351
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",186,181,367
"Derby School District","=""0370011""","Derby High School","=""0376111""",176,209,385
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",146,173,319
"Derby School District","=""0370011""","Irving School","=""0370411""",198,198,396
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",120,135,255
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",130,145,275
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",100,111,211
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",78,72,150
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",191,221,412
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",209,178,387
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",269,271,540
"East Hampton School District","=""0420011""","Center School","=""0420311""",134,154,288
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",276,276,552
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",270,238,508
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",290,325,615
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","*","*",7
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",136,155,291
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",117,63,180
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",188,220,408
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",162,207,369
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",152,186,338
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",859,875,1734
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",506,515,1021
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",175,207,382
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",156,161,317
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",184,206,390
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",193,195,388
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",160,148,308
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",57,95,152
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",203,143,346
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",147,140,287
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",25,163,188
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",166,124,290
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",132,141,273
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",168,180,348
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",111,135,246
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",467,476,943
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",92,112,204
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",331,349,680
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",81,100,181
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",114,112,226
"East Haven School District","=""0440011""","Pathways","=""0449011""",6,28,34
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",621,587,1208
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",423,427,850
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",180,185,365
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",15,29,44
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",172,193,365
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",118,111,229
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",270,288,558
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",184,194,378
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",186,207,393
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",79,33,112
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",8,59,67
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",50,55,105
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",84,96,180
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",185,211,396
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",318,387,705
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",94,89,183
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",16,18,34
"Ellington School District","=""0480011""","Center School","=""0480111""",211,221,432
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",100,117,217
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",409,382,791
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",221,189,410
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",205,231,436
"Ellington School District","=""0480011""","Windermere School","=""0480611""",209,230,439
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",310,275,585
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",162,163,325
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",191,227,418
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",370,439,809
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",175,172,347
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","*","*",10
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",539,563,1102
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",117,117,234
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",158,208,366
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",49,55,104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",171,226,397
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",421,427,848
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",116,131,247
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",202,177,379
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",148,153,301
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",301,292,593
"Explorations District","=""2720013""","Explorations","=""2726113""",47,33,80
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",198,222,420
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",169,145,314
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",47,71,118
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",801,702,1503
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",676,652,1328
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",318,350,668
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",167,166,333
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",160,187,347
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",236,254,490
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",223,251,474
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",233,250,483
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",250,288,538
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",218,233,451
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",485,500,985
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",218,224,442
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",252,252,504
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",395,389,784
"Farmington School District","=""0520011""","East Farms School","=""0520411""",217,252,469
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",36,40,76
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",634,675,1309
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",334,354,688
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",161,185,346
"Farmington School District","=""0520011""","Union School","=""0520111""",149,151,300
"Farmington School District","=""0520011""","West District School","=""0520311""",163,175,338
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",273,330,603
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",104,118,222
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",260,258,518
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",131,172,303
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",259,247,506
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",1121,1080,2201
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",255,250,505
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",249,253,502
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",252,245,497
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",345,318,663
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",556,557,1113
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",202,221,423
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",393,392,785
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",168,187,355
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",148,182,330
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",179,168,347
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",295,326,621
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",200,218,418
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",401,392,793
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",165,182,347
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",1268,1405,2673
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",213,203,416
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",192,180,372
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",175,178,353
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",111,132,243
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",232,220,452
