"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2007-08"

"",,,,"English Learner Status",,
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",35,0,35
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",484
"Plymouth School District","=""1110011""","Main Street School","=""1110111""",181,0,181
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","*","*",506
"Plymouth School District","=""1110011""","Prospect Street School","=""1110311""","*","*",173
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","*","*",553
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","*","*",540
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",240,0,240
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",240,0,240
"Portland School District","=""1130011""","Portland High School","=""1136111""",364,0,364
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","*","*",215
"Portland School District","=""1130011""","Valley View School","=""1130211""",370,0,370
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",191,0,191
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",302,10,312
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",606,23,629
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",388,6,394
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","*","*",284
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*","*",574
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",734,0,734
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",562,0,562
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","*","*",338
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*","*",616
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*","*",404
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*","*",415
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1638,11,1649
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*","*",218
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*","*",211
"Regional School District 06","=""2060012""","Stepping Stones Preschool Program","=""2068012""",14,0,14
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*",573
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*","*",108
"Regional School District 07","=""2070012""","AIM","=""2079112""",7,0,7
"Regional School District 07","=""2070012""","FLEX","=""2079012""",6,0,6
"Regional School District 07","=""2070012""","Links","=""2079212""",23,0,23
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",748,0,748
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","*","*",351
"Regional School District 07","=""2070012""","STEP","=""2079312""",15,0,15
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",1019,0,1019
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",644,0,644
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*","*",963
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",922,7,929
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*","*",532
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",593,12,605
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",778,0,778
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",291,0,291
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","*","*",129
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",21,0,21
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","*","*",393
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*","*",232
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",106,0,106
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","*","*",177
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","*","*",587
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","*","*",213
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*","*",360
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",302,0,302
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*","*",333
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","*","*",350
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","*","*",380
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",16,0,16
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","*","*",444
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",860,6,866
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",491,7,498
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","*","*",467
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",607,8,615
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","*","*",521
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",448,8,456
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","*","*",1415
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*","*",541
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","*","*",555
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""","*","*",497
"Regional School District 16","=""2160012""","Community School","=""2160212""","*","*",247
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",481,13,494
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","*","*",631
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","*","*",816
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",279,0,279
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","*","*",266
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",716,0,716
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","*","*",843
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",452,0,452
"Regional School District 18","=""2180012""","Center School","=""2180312""",233,0,233
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",162,0,162
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",471,0,471
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",371,0,371
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*","*",295
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1176,8,1184
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*","*",446
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*","*",438
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*","*",743
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*","*",384
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*","*",465
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1744,7,1751
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","*","*",390
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*","*",577
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",335,9,344
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",601,10,611
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",66,23,89
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",501,19,520
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",745,10,755
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",605,26,631
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",506,0,506
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",307,0,307
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",190,0,190
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",324,15,339
"Seymour School District","=""1240011""","Bungay School","=""1240111""",551,11,562
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""","*","*",284
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",856,6,862
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",550,8,558
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","*","*",219
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",611,18,629
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",483,11,494
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","*","*",553
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",894,13,907
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",355,31,386
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",590,19,609
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1667,20,1687
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","*","*",379
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*","*",456
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",215,15,230
"Simsbury School District","=""1280011""","Central School","=""1280111""",428,12,440
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","*","*",816
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",519,13,532
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1525,10,1535
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",786,16,802
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",252,6,258
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",557,9,566
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","*","*",427
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",720,9,729
"Somers School District","=""1290011""","Somers High School","=""1296111""","*","*",567
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",432,16,448
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",420,13,433
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",488,19,507
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","*","*",436
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1629,22,1651
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",1128,21,1149
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",304,6,310
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","*","*",797
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",683,19,702
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",324,10,334
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",421,9,430
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",725,10,735
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","*","*",215
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","*","*",207
"Southington School District","=""1310011""","Southington High School","=""1316211""",2151,13,2164
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",453,13,466
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",409,21,430
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",408,6,414
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*",351
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","*","*",526
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",521,0,521
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","*","*",477
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",178,0,178
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",196,9,205
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",131,0,131
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",557,37,594
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",432,83,515
"Stamford School District","=""1350011""","Dolan School","=""1355311""",565,60,625
"Stamford School District","=""1350011""","Hart School","=""1352211""",355,65,420
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",466,135,601
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",332,216,548
"Stamford School District","=""1350011""","Newfield School","=""1350611""",541,91,632
"Stamford School District","=""1350011""","Northeast School","=""1351811""",617,197,814
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",83,0,83
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",725,82,807
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",367,158,525
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",558,96,654
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",557,47,604
"Stamford School District","=""1350011""","Springdale School","=""1351111""",425,140,565
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1610,187,1797
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",519,82,601
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",462,16,478
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",399,54,453
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",487,122,609
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",2092,239,2331
"Stamford School District","=""1350011""","Westover School","=""1351411""",586,52,638
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",503,0,503
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",529,0,529
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",435,0,435
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",332,0,332
"Stonington School District","=""1370011""","Special Needs Preschool Program","=""1378011""",18,0,18
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",803,8,811
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","*","*",175
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","*","*",236
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",488,28,516
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1379,8,1387
"Stratford School District","=""1380011""","Chapel School","=""1380311""",493,12,505
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","*","*",570
"Stratford School District","=""1380011""","Franklin School","=""1380411""",382,14,396
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",538,31,569
"Stratford School District","=""1380011""","Lordship School","=""1380811""","*","*",225
"Stratford School District","=""1380011""","Nichols School","=""1380911""",412,18,430
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",598,90,688
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",697,23,720
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",925,46,971
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",8,0,8
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",377,21,398
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","*","*",541
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",572,0,572
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","*","*",845
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","*","*",636
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",260,0,260
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",401,7,408
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",381,6,387
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",294,0,294
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","*","*",585
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","*","*",574
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","*","*",503
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",399,0,399
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","*","*",760
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",849,0,849
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",500,7,507
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","*","*",1013
"Torrington School District","=""1430011""","East School","=""1430111""",474,7,481
"Torrington School District","=""1430011""","Forbes School","=""1430211""",333,50,383
"Torrington School District","=""1430011""","Southwest School","=""1430811""",281,24,305
"Torrington School District","=""1430011""","Torringford School","=""1430911""",651,32,683
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",1250,45,1295
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",1114,48,1162
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",364,84,448
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",150,0,150
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",500,14,514
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",501,12,513
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",572,29,601
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","*","*",743
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",416,7,423
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",880,0,880
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",449,24,473
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","*","*",461
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""","*","*",200
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","*","*",2095
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",38,0,38
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",32,0,32
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",13,0,13
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",29,0,29
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",70,0,70
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",22,0,22
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",28,0,28
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",38,0,38
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",69,0,69
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",78,0,78
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",551,0,551
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",25,0,25
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",28,0,28
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",36,0,36
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",29,0,29
"Unified School District #1","=""3360015""","Webster Correctional Institution","=""3361415""",12,0,12
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",38,0,38
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",59,0,59
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",39,0,39
"Unified School District #2","=""3470015""","High Meadows","=""3476515""",30,0,30
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",67,0,67
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",90,0,90
"Union School District","=""1450011""","Union Elementary School","=""1450111""",72,0,72
"Vernon School District","=""1460011""","Northeast School","=""1460311""",313,0,313
"Vernon School District","=""1460011""","Center Road School","=""1461411""",440,9,449
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",236,0,236
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",339,0,339
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",1192,22,1214
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",314,13,327
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",806,13,819
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",309,0,309
"Wallingford School District","=""1480011""","Highland School","=""1480211""",327,8,335
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",21,0,21
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","*","*",400
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",715,30,745
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",380,25,405
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",832,15,847
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",1121,54,1175
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","*","*",991
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",281,50,331
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",301,51,352
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",315,13,328
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","*","*",347
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",516,18,534
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",205,24,229
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",1042,155,1197
"Waterbury School District","=""1510011""","Washington School","=""1512311""",259,54,313
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",528,46,574
"Waterbury School District","=""1510011""","Barnard School","=""1510311""",240,30,270
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",519,66,585
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",471,48,519
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",341,174,515
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1176,192,1368
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",483,67,550
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",148,18,166
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",458,37,495
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",218,21,239
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",602,196,798
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",300,165,465
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1189,124,1313
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",586,7,593
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",493,70,563
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1200,143,1343
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",1114,145,1259
"Waterbury School District","=""1510011""","Regan School","=""1512811""",284,29,313
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",606,8,614
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",199,0,199
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",423,65,488
"Waterbury School District","=""1510011""","State Street School","=""1519011""",70,7,77
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",469,82,551
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",476,9,485
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",304,9,313
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",319,30,349
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1053,151,1204
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",332,25,357
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","*","*",730
"Waterford School District","=""1520011""","Cohanzie Elementary School","=""1520111""",381,6,387
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",274,6,280
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",280,6,286
"Waterford School District","=""1520011""","Southwest Elementary School","=""1520511""",236,0,236
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","*","*",1013
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","*","*",380
"Watertown School District","=""1530011""","Heminway Park School","=""1530611""","*","*",272
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",757,41,798
"Watertown School District","=""1530011""","Polk School","=""1530411""",345,11,356
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","*","*",602
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",981,9,990
"West Hartford School District","=""1550011""","Smith School","=""1551711""",293,87,380
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",407,50,457
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",418,22,440
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",403,6,409
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",374,10,384
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",266,75,341
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1411,50,1461
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",538,19,557
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1522,46,1568
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",865,42,907
"West Hartford School District","=""1550011""","Morley School","=""1550911""",351,16,367
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",418,26,444
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",827,38,865
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",361,75,436
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",464,40,504
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",422,48,470
"West Haven School District","=""1560011""","Washington School","=""1561211""",370,30,400
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",336,22,358
"West Haven School District","=""1560011""","Anna V. Molloy School","=""1561311""",231,35,266
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",703,41,744
"West Haven School District","=""1560011""","Clarence E. Thompson School","=""1561011""",300,53,353
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",356,28,384
"West Haven School District","=""1560011""","Forest School","=""1560311""",368,76,444
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",697,13,710
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",384,68,452
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",491,37,528
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1690,68,1758
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",346,10,356
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",310,0,310
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","*","*",314
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",579,16,595
"Weston School District","=""1570011""","Weston High School","=""1576111""",804,0,804
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","*","*",579
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","*","*",587
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","*","*",840
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","*","*",460
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","*","*",504
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",476,19,495
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",483,13,496
"Westport School District","=""1580011""","Long Lots School","=""1580711""",576,18,594
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",496,13,509
"Westport School District","=""1580011""","Staples High School","=""1586111""",1713,11,1724
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",56,0,56
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",350,27,377
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",272,34,306
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",426,35,461
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",430,12,442
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",430,19,449
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",544,20,564
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1181,31,1212
