"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Math","N",163,163,100.0,163,50,30.7,59,36.2,"*","*","*","*",54,33.1
"Ashford School District","=""0030011""","Ashford School","=""0030111""","ELA","Y",88,88,100.0,88,26,29.5,27,30.7,26,29.5,9,10.2,35,39.8
"Ashford School District","=""0030011""","Ashford School","=""0030111""","ELA","N",143,143,100.0,143,9,6.3,24,16.8,56,39.2,54,37.8,110,76.9
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Math","Y",88,88,100.0,88,31,35.2,25,28.4,24,27.3,8,9.1,32,36.4
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Math","N",143,143,100.0,143,17,11.9,45,31.5,49,34.3,32,22.4,81,56.6
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","ELA","Y",79,78,98.7,78,"*","*",35,44.9,21,26.9,"*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","ELA","N",461,460,99.8,460,"*","*",40,8.7,191,41.5,"*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Math","Y",79,78,98.7,78,27,34.6,23,29.5,20,25.6,8,10.3,28,35.9
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Math","N",463,461,99.6,461,8,1.7,50,10.8,108,23.4,295,64.0,403,87.4
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","ELA","Y",40,40,100.0,40,"*","*",15,37.5,"*","*",7,17.5,"*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","ELA","N",202,202,100.0,202,"*","*","*","*",52,25.7,123,60.9,175,86.6
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Math","Y",40,40,100.0,40,"*","*",17,42.5,9,22.5,"*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Math","N",203,203,100.0,203,"*","*",38,18.7,67,33.0,"*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","ELA","Y",21,21,100.0,21,7,33.3,8,38.1,"*","*","*","*",6,28.6
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","ELA","N",192,191,99.5,191,8,4.2,15,7.9,"*","*","*","*",168,88.0
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Math","Y",21,20,95.2,20,"*","*","*","*",8,40.0,"*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Math","N",192,191,99.5,191,"*","*","*","*",68,35.6,"*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","ELA","Y",68,67,98.5,67,22,32.8,23,34.3,16,23.9,6,9.0,22,32.8
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","ELA","N",482,482,100.0,482,13,2.7,46,9.5,168,34.9,255,52.9,423,87.8
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Math","Y",68,67,98.5,67,33,49.3,21,31.3,"*","*","*","*",13,19.4
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Math","N",482,481,99.8,481,"*","*",92,19.1,150,31.2,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","ELA","Y",38,37,97.4,37,"*","*",12,32.4,9,24.3,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","ELA","N",137,131,95.6,131,"*","*",27,20.6,48,36.6,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Math","Y",38,37,97.4,37,20,54.1,"*","*","*","*",0,0.0,"*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Math","N",137,131,95.6,131,22,16.8,50,38.2,"*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","ELA","Y",144,144,100.0,144,47,32.6,51,35.4,35,24.3,11,7.6,46,31.9
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","ELA","N",531,530,99.8,530,21,4.0,95,17.9,264,49.8,150,28.3,414,78.1
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Math","Y",144,144,100.0,143,78,54.5,44,30.8,"*","*","*","*",21,14.7
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Math","N",531,530,99.8,530,"*","*",169,31.9,148,27.9,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","ELA","Y",57,56,98.2,56,18,32.1,17,30.4,13,23.2,8,14.3,21,37.5
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","ELA","N",170,170,100.0,170,6,3.5,35,20.6,54,31.8,75,44.1,129,75.9
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Math","Y",57,56,98.2,56,15,26.8,23,41.1,"*","*","*","*",18,32.1
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Math","N",170,170,100.0,170,"*","*",43,25.3,54,31.8,"*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","ELA","Y",51,51,100.0,51,"*","*",20,39.2,14,27.5,"*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","ELA","N",233,232,99.6,231,"*","*",39,16.9,85,36.8,"*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Math","Y",51,51,100.0,50,20,40.0,19,38.0,"*","*","*","*",11,22.0
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Math","N",233,230,98.7,230,"*","*",57,24.8,87,37.8,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","ELA","Y",31,30,96.8,30,"*","*",9,30.0,6,20.0,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","ELA","N",99,99,100.0,99,"*","*",10,10.1,36,36.4,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Math","Y",31,29,93.5,29,"*","*",8,27.6,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Math","N",99,99,100.0,99,"*","*",22,22.2,"*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","ELA","Y",45,45,100.0,45,17,37.8,14,31.1,"*","*","*","*",14,31.1
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","ELA","N",187,179,95.7,179,"*","*",35,19.6,61,34.1,"*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Math","Y",45,45,100.0,45,"*","*",17,37.8,13,28.9,"*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Math","N",187,179,95.7,179,"*","*",41,22.9,54,30.2,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","ELA","Y",45,45,100.0,45,"*","*",12,26.7,8,17.8,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","ELA","N",81,80,98.8,80,"*","*",11,13.8,28,35.0,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Math","Y",45,45,100.0,45,"*","*",17,37.8,12,26.7,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Math","N",81,80,98.8,80,"*","*","*","*",35,43.8,31,38.8,66,82.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","ELA","Y",200,200,100.0,200,37,18.5,54,27.0,75,37.5,34,17.0,109,54.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","ELA","N",450,448,99.6,448,16,3.6,50,11.2,201,44.9,181,40.4,382,85.3
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Math","Y",200,200,100.0,200,73,36.5,70,35.0,40,20.0,17,8.5,57,28.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Math","N",450,447,99.3,447,46,10.3,130,29.1,140,31.3,131,29.3,271,60.6
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","ELA","Y",31,31,100.0,31,"*","*","*","*",9,29.0,9,29.0,18,58.1
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","ELA","N",96,95,99.0,95,"*","*","*","*",21,22.1,49,51.6,70,73.7
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Math","Y",31,31,100.0,31,"*","*",7,22.6,13,41.9,"*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Math","N",96,95,99.0,95,"*","*","*","*",32,33.7,39,41.1,71,74.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","ELA","Y",127,126,99.2,126,43,34.1,20,15.9,42,33.3,21,16.7,63,50.0
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","ELA","N",296,294,99.3,294,20,6.8,48,16.3,104,35.4,122,41.5,226,76.9
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Math","Y",127,125,98.4,125,33,26.4,53,42.4,24,19.2,15,12.0,39,31.2
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Math","N",296,294,99.3,294,10,3.4,94,32.0,95,32.3,95,32.3,190,64.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","ELA","Y",135,135,100.0,135,36,26.7,28,20.7,54,40.0,17,12.6,71,52.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","ELA","N",87,87,100.0,87,12,13.8,25,28.7,34,39.1,16,18.4,50,57.5
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Math","Y",135,135,100.0,135,53,39.3,49,36.3,20,14.8,13,9.6,33,24.4
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Math","N",87,87,100.0,87,23,26.4,33,37.9,22,25.3,9,10.3,31,35.6
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","ELA","Y",111,111,100.0,111,36,32.4,40,36.0,28,25.2,7,6.3,35,31.5
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","ELA","N",90,90,100.0,90,19,21.1,29,32.2,35,38.9,7,7.8,42,46.7
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Math","Y",111,111,100.0,111,57,51.4,36,32.4,"*","*","*","*",18,16.2
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Math","N",90,90,100.0,90,28,31.1,35,38.9,"*","*","*","*",27,30.0
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","ELA","Y",45,43,95.6,43,"*","*",8,18.6,18,41.9,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","ELA","N",42,41,97.6,41,"*","*",8,19.5,22,53.7,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Math","Y",45,43,95.6,43,28,65.1,"*","*","*","*",0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Math","N",42,41,97.6,41,13,31.7,17,41.5,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","ELA","Y",162,162,100.0,162,57,35.2,37,22.8,44,27.2,24,14.8,68,42.0
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","ELA","N",92,92,100.0,92,20,21.7,19,20.7,25,27.2,28,30.4,53,57.6
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Math","Y",162,161,99.4,161,64,39.8,59,36.6,"*","*","*","*",38,23.6
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Math","N",92,92,100.0,92,20,21.7,38,41.3,"*","*","*","*",34,37.0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","ELA","Y",87,86,98.9,86,25,29.1,16,18.6,31,36.0,14,16.3,45,52.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","ELA","N",267,259,97.0,259,12,4.6,22,8.5,97,37.5,128,49.4,225,86.9
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Math","Y",87,86,98.9,86,31,36.0,24,27.9,22,25.6,9,10.5,31,36.0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Math","N",267,259,97.0,259,11,4.2,53,20.5,87,33.6,108,41.7,195,75.3
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","ELA","Y",46,45,97.8,44,22,50.0,12,27.3,"*","*","*","*",10,22.7
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","ELA","N",88,88,100.0,88,"*","*",28,31.8,33,37.5,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Math","Y",46,45,97.8,44,23,52.3,12,27.3,"*","*","*","*",9,20.5
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Math","N",88,88,100.0,88,"*","*",41,46.6,29,33.0,"*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","ELA","Y",309,306,99.0,306,95,31.0,92,30.1,86,28.1,33,10.8,119,38.9
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","ELA","N",587,577,98.3,575,33,5.7,112,19.5,244,42.4,186,32.3,430,74.8
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Math","Y",308,305,99.0,305,141,46.2,92,30.2,42,13.8,30,9.8,72,23.6
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Math","N",586,574,98.0,573,72,12.6,159,27.7,166,29.0,176,30.7,342,59.7
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","ELA","Y",53,52,98.1,51,"*","*",15,29.4,19,37.3,"*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","ELA","N",88,88,100.0,88,"*","*","*","*",26,29.5,42,47.7,68,77.3
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Math","Y",53,52,98.1,52,10,19.2,15,28.8,20,38.5,7,13.5,27,51.9
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Math","N",88,88,100.0,88,6,6.8,13,14.8,37,42.0,32,36.4,69,78.4
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","ELA","Y",30,30,100.0,26,"*","*",10,38.5,"*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","ELA","N",120,120,100.0,120,"*","*",16,13.3,"*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Math","Y",30,30,100.0,26,"*","*","*","*",8,30.8,"*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Math","N",120,120,100.0,120,"*","*","*","*",42,35.0,"*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","ELA","Y",75,75,100.0,75,18,24.0,23,30.7,15,20.0,19,25.3,34,45.3
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","ELA","N",91,91,100.0,91,14,15.4,18,19.8,23,25.3,36,39.6,59,64.8
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Math","Y",75,75,100.0,75,19,25.3,19,25.3,21,28.0,16,21.3,37,49.3
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Math","N",91,91,100.0,91,13,14.3,20,22.0,30,33.0,28,30.8,58,63.7
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","ELA","Y",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","ELA","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Math","Y",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Math","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","ELA","Y",454,453,99.8,453,129,28.5,126,27.8,116,25.6,82,18.1,198,43.7
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","ELA","N",87,87,100.0,87,12,13.8,26,29.9,23,26.4,26,29.9,49,56.3
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Math","Y",454,453,99.8,453,148,32.7,122,26.9,87,19.2,96,21.2,183,40.4
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Math","N",87,87,100.0,87,19,21.8,24,27.6,15,17.2,29,33.3,44,50.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","ELA","Y",312,311,99.7,311,187,60.1,80,25.7,38,12.2,6,1.9,44,14.1
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Math","Y",312,311,99.7,311,232,74.6,62,19.9,17,5.5,0,0.0,17,5.5
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","ELA","Y",174,174,100.0,174,98,56.3,32,18.4,36,20.7,8,4.6,44,25.3
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Math","Y",174,174,100.0,174,116,66.7,43,24.7,15,8.6,0,0.0,15,8.6
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","ELA","Y",253,253,100.0,253,89,35.2,75,29.6,64,25.3,25,9.9,89,35.2
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Math","Y",253,253,100.0,253,129,51.0,86,34.0,30,11.9,8,3.2,38,15.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","ELA","Y",768,764,99.5,764,427,55.9,191,25.0,121,15.8,25,3.3,146,19.1
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Math","Y",769,764,99.3,764,533,69.8,193,25.3,"*","*","*","*",38,5.0
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","ELA","Y",41,40,97.6,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Math","Y",41,39,95.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","ELA","Y",192,192,100.0,192,107,55.7,55,28.6,21,10.9,9,4.7,30,15.6
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Math","Y",192,192,100.0,192,129,67.2,49,25.5,"*","*","*","*",14,7.3
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","ELA","Y",800,799,99.9,799,581,72.7,130,16.3,73,9.1,15,1.9,88,11.0
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Math","Y",800,799,99.9,799,643,80.5,124,15.5,"*","*","*","*",32,4.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","ELA","Y",239,236,98.7,236,68,28.8,74,31.4,68,28.8,26,11.0,94,39.8
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Math","Y",237,234,98.7,234,108,46.2,83,35.5,33,14.1,10,4.3,43,18.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","ELA","Y",475,474,99.8,474,306,64.6,109,23.0,46,9.7,13,2.7,59,12.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Math","Y",474,473,99.8,473,351,74.2,94,19.9,22,4.7,6,1.3,28,5.9
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","ELA","Y",222,222,100.0,222,146,65.8,50,22.5,"*","*","*","*",26,11.7
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Math","Y",222,221,99.5,221,175,79.2,37,16.7,"*","*","*","*",9,4.1
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","ELA","Y",496,495,99.8,495,322,65.1,108,21.8,54,10.9,11,2.2,65,13.1
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Math","Y",494,492,99.6,492,394,80.1,80,16.3,"*","*","*","*",18,3.7
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","ELA","Y",220,220,100.0,220,148,67.3,51,23.2,"*","*","*","*",21,9.5
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Math","Y",220,220,100.0,220,178,80.9,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","ELA","Y",148,148,100.0,148,74,50.0,46,31.1,20,13.5,8,5.4,28,18.9
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Math","Y",149,149,100.0,149,102,68.5,40,26.8,"*","*","*","*",7,4.7
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","ELA","Y",475,475,100.0,475,231,48.6,138,29.1,86,18.1,20,4.2,106,22.3
