"Student Counts by School and Gender"
"All Districts, All Schools"
"2014-15"

"",,,,"Gender",,
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",477,492,969
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","*","*",17
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",166,204,370
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",237,254,491
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",268,233,501
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",411,411,822
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",294,280,574
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",142,133,275
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",224,328,552
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",142,123,265
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",127,119,246
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",187,205,392
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",185,230,415
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",166,171,337
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",117,134,251
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",275,285,560
"Tolland School District","=""1420011""","TALC","=""1420311""",7,6,13
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",423,405,828
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",270,307,577
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",344,335,679
"Torrington School District","=""1430011""","East School","=""1430111""",166,195,361
"Torrington School District","=""1430011""","Forbes School","=""1430211""",167,206,373
"Torrington School District","=""1430011""","Pre-K SpEd","=""1431611""","*","*",20
"Torrington School District","=""1430011""","Southwest School","=""1430811""",154,175,329
"Torrington School District","=""1430011""","Torringford School","=""1430911""",296,319,615
"Torrington School District","=""1430011""","Torrington Expulsion Program","=""1431411""","*","*",12
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",464,539,1003
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",465,547,1012
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",239,239,478
"Torrington School District","=""1430011""","Vogel-Wetmore/Outreach PreK","=""1431911""",0,7,7
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",51,68,119
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",238,244,482
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",238,234,472
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",266,298,564
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",371,389,760
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",195,198,393
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",375,405,780
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",228,271,499
"Trumbull School District","=""1440011""","REACH","=""1440511""","*","*",11
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",187,197,384
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","*","*",8
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",99,125,224
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",1140,983,2123
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",0,8,8
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",0,"*","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",0,18,18
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",0,13,13
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",0,"*","*"
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",0,18,18
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",0,12,12
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",0,9,9
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",0,270,270
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",0,7,7
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",0,11,11
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",0,6,6
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",0,7,7
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",0,"*","*"
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",22,0,22
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",0,28,28
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",43,18,61
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","*","*",101
"Union School District","=""1450011""","Union Elementary School","=""1450111""",41,39,80
"Vernon School District","=""1460011""","Northeast School","=""1460311""",160,159,319
"Vernon School District","=""1460011""","Center Road School","=""1461411""",255,239,494
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",110,128,238
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","*","*",10
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",144,173,317
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","*","*",11
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",451,421,872
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",165,181,346
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",307,345,652
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",155,158,313
"Wallingford School District","=""1480011""","Highland School","=""1480211""",136,152,288
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*","*",15
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",189,166,355
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",347,348,695
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""",10,11,21
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",180,190,370
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","*","*",6
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",353,349,702
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",611,479,1090
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",439,417,856
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",155,176,331
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","*","*",9
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",132,155,287
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",164,206,370
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",174,160,334
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",165,175,340
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",471,550,1021
"Waterbury School District","=""1510011""","Washington School","=""1512311""",170,170,340
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",270,302,572
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",276,285,561
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",245,266,511
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",257,230,487
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",595,692,1287
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",262,266,528
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",240,224,464
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",72,107,179
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",257,256,513
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",240,266,506
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",385,432,817
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",244,232,476
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",623,681,1304
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",276,316,592
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",271,332,603
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",568,591,1159
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",460,556,1016
"Waterbury School District","=""1510011""","Reed School","=""1513411""",206,223,429
"Waterbury School District","=""1510011""","Regan School","=""1512811""",139,140,279
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",317,295,612
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",88,113,201
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",233,228,461
"Waterbury School District","=""1510011""","State Street School","=""1519011""",17,59,76
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",228,227,455
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",323,167,490
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",217,113,330
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""",268,201,469
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",183,183,366
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",564,672,1236
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",197,249,446
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",318,338,656
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",183,157,340
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",178,174,352
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",152,196,348
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",413,414,827
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",129,165,294
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",289,359,648
"Watertown School District","=""1530011""","Polk School","=""1530411""",167,181,348
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",328,352,680
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",427,434,861
"West Hartford School District","=""1550011""","Smith School","=""1551711""",162,199,361
"West Hartford School District","=""1550011""","Achieve","=""1559111""","*","*",9
"West Hartford School District","=""1550011""","REACH","=""1557311""",17,14,31
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",204,226,430
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""",0,"*","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",174,195,369
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",200,221,421
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",236,219,455
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",172,144,316
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",730,763,1493
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",249,256,505
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",728,709,1437
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",455,476,931
"West Hartford School District","=""1550011""","Morley School","=""1550911""",169,166,335
"West Hartford School District","=""1550011""","Norfeldt Learning Center","=""1559411""","*","*","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",156,201,357
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",411,437,848
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""",7,26,33
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","*","*",10
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",235,210,445
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""",0,7,7
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",240,242,482
"West Hartford School District","=""1550011""","Wolcott Learning Center","=""1559611""","*","*",8
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",227,227,454
"West Haven School District","=""1560011""","Washington School","=""1561211""",214,266,480
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",134,209,343
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",411,449,860
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",155,171,326
"West Haven School District","=""1560011""","Forest School","=""1560311""",253,225,478
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",439,433,872
"West Haven School District","=""1560011""","Life Skills","=""1560111""","*","*","*"
"West Haven School District","=""1560011""","PACE","=""1560211""",18,17,35
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",239,239,478
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",221,230,451
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",771,756,1527
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",129,142,271
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",142,152,294
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",113,123,236
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",202,267,469
"Weston School District","=""1570011""","Weston High School","=""1576111""",366,415,781
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",264,284,548
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",288,315,603
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",412,441,853
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",199,211,410
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",266,282,548
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",231,224,455
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",257,241,498
"Westport School District","=""1580011""","Long Lots School","=""1580711""",274,286,560
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",231,287,518
"Westport School District","=""1580011""","Staples High School","=""1586111""",932,922,1854
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",23,31,54
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",177,176,353
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",159,153,312
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",210,209,419
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",219,209,428
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",186,188,374
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",277,277,554
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",586,592,1178
"Willington School District","=""1600011""","Center School","=""1600111""",103,126,229
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",96,104,200
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",513,534,1047
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",499,479,978
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",411,452,863
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",678,674,1352
"Wilton School District","=""1610011""","Wilton-Westport Evening School","=""1610111""","*","*",8
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",80,106,186
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",112,129,241
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",71,78,149
"Winchester School District","=""1620011""","WISE Academy","=""1620111""","*","*",12
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""",218,210,428
"Windham School District","=""1630011""","Early Headstart","=""1638011""",10,14,24
"Windham School District","=""1630011""","Natchaug School","=""1630111""",147,193,340
"Windham School District","=""1630011""","North Windham School","=""1630311""",241,210,451
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",144,136,280
"Windham School District","=""1630011""","Windham Center School","=""1630511""",129,153,282
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",116,133,249
"Windham School District","=""1630011""","Windham High School","=""1636111""",228,299,527
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",278,301,579
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",208,229,437
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""",11,18,29
"Windsor Locks School District","=""1650011""","RISE Transition Academy","=""1650211""","*","*","*"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",188,187,375
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",208,249,457
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",177,178,355
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",115,138,253
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",187,230,417
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",196,235,431
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",127,124,251
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",331,340,671
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",548,568,1116
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""","*","*","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",131,156,287
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",159,162,321
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""",0,"*","*"
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",296,342,638
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",163,166,329
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",388,385,773
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",404,392,796
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",526,486,1012
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",231,228,459
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",210,200,410

