"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2007-08"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",87,203,18,308
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",244,1916,289,2449
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",96,53,23,172
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",25,"*","*",44
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",213,80,49,342
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",7,"*","*",15
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",122,132,28,282
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",277,400,69,746
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",127,209,33,369
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",127,230,41,398
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",227,251,62,540
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",41,31,7,79
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",82,159,38,279
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",107,62,24,193
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",148,88,42,278
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",155,78,22,255
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",24,140,13,177
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",29,425,24,478
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",28,597,27,652
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",16,457,10,483
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","*",192,"*",197
"Orange School District","=""1070011""","Peck Place School","=""1070511""",11,421,7,439
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",404,"*",417
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*","*",0,319
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",25,481,14,520
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",19,467,13,499
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","*",248,"*",266
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",21,534,10,565
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",79,95,32,206
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""",39,220,7,266
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",71,196,34,301
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",101,406,65,572
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",129,709,78,916
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",99,240,47,386
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",90,203,28,321
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",40,267,21,328
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",60,301,27,388
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",23,293,14,330
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",88,482,52,622
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",57,802,39,898
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""","*","*",0,35
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",56,397,31,484
"Plymouth School District","=""1110011""","Main Street School","=""1110111""",29,136,16,181
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",32,456,18,506
"Plymouth School District","=""1110011""","Prospect Street School","=""1110311""",33,129,11,173
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",55,468,30,553
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",35,496,9,540
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","*",215,"*",240
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","*",218,"*",240
"Portland School District","=""1130011""","Portland High School","=""1136111""",31,327,6,364
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","*",184,"*",215
"Portland School District","=""1130011""","Valley View School","=""1130211""",32,338,0,370
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",15,168,8,191
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",17,278,17,312
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",234,320,75,629
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",102,257,35,394
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",88,159,37,284
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*",566,"*",574
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*",728,"*",734
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",44,496,22,562
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",12,315,11,338
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",34,565,17,616
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",393,"*",404
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",411,"*",415
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",17,1618,14,1649
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*",210,"*",218
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",14,191,6,211
"Regional School District 06","=""2060012""","Stepping Stones Preschool Program","=""2068012""",0,14,0,14
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",18,528,27,573
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",100,"*",108
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*","*",7
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*","*",0,6
"Regional School District 07","=""2070012""","Links","=""2079212""","*","*",0,23
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",14,720,14,748
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","*",336,"*",351
"Regional School District 07","=""2070012""","STEP","=""2079312""",0,15,0,15
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",21,989,9,1019
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",10,623,11,644
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*","*",0,963
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",14,906,9,929
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",14,512,6,532
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",12,582,11,605
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","*",760,"*",778
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",30,243,18,291
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","*","*",0,129
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",0,21,0,21
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","*",385,"*",393
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*",217,"*",232
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",0,106,0,106
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",11,166,0,177
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",10,570,7,587
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",12,190,11,213
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*",344,"*",360
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*",288,"*",302
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",6,320,7,333
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",10,329,11,350
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",15,358,7,380
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,16,0,16
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",27,407,10,444
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",24,828,14,866
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","*",475,"*",498
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","*",457,"*",467
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","*",605,"*",615
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",8,503,10,521
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","*",440,"*",456
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",20,1385,10,1415
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*",532,"*",541
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","*",548,"*",555
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",22,465,10,497
"Regional School District 16","=""2160012""","Community School","=""2160212""",11,230,6,247
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",17,466,11,494
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",39,567,25,631
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",45,745,26,816
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","*",270,"*",279
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","*",251,"*",266
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",711,"*",716
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",26,802,15,843
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",12,440,0,452
"Regional School District 18","=""2180012""","Center School","=""2180312""",8,225,0,233
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","*",157,"*",162
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","*",461,"*",471
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*",357,"*",371
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*",283,"*",295
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",51,1106,27,1184
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*","*",0,446
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*",433,"*",438
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*",732,"*",743
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*","*",0,384
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",0,465,0,465
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",15,1730,6,1751
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","*",385,"*",390
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*",573,"*",577
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*",337,"*",344
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",25,565,21,611
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""","*",74,"*",89
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",48,446,26,520
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",30,705,20,755
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",16,615,0,631
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",18,477,11,506
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",12,282,13,307
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",22,146,22,190
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",72,244,23,339
"Seymour School District","=""1240011""","Bungay School","=""1240111""",34,507,21,562
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""",21,255,8,284
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",73,748,41,862
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",42,478,38,558
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",16,189,14,219
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","*",615,"*",629
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",7,466,21,494
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",19,527,7,553
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",79,786,42,907
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",134,216,36,386
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",43,551,15,609
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",108,1528,51,1687
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",44,319,16,379
"Sherman School District","=""1270011""","Sherman School","=""1270111""",10,446,0,456
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",61,138,31,230
"Simsbury School District","=""1280011""","Central School","=""1280111""","*",428,"*",440
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",22,782,12,816
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",10,512,10,532
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",42,1473,20,1535
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",20,771,11,802
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","*",239,"*",258
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","*",561,"*",566
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",8,406,13,427
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",12,689,28,729
"Somers School District","=""1290011""","Somers High School","=""1296111""",7,553,7,567
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",22,410,16,448
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",13,413,7,433
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",15,484,8,507
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","*",423,"*",436
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",53,1555,43,1651
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",33,1089,27,1149
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",8,292,10,310
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",50,733,14,797
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",62,624,16,702
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",46,275,13,334
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",23,399,8,430
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",59,661,15,735
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","*",202,"*",215
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","*",200,"*",207
"Southington School District","=""1310011""","Southington High School","=""1316211""",98,2019,47,2164
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",26,429,11,466
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",29,388,13,430
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","*",405,"*",414
"Sprague School District","=""1330011""","Sayles School","=""1330111""",59,251,41,351
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",78,403,45,526
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",52,430,39,521
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",57,360,60,477
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",17,147,14,178
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",37,149,19,205
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",103,13,15,131
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",189,345,60,594
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",191,270,54,515
"Stamford School District","=""1350011""","Dolan School","=""1355311""",217,341,67,625
"Stamford School District","=""1350011""","Hart School","=""1352211""",199,169,52,420
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",242,280,79,601
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",254,219,75,548
"Stamford School District","=""1350011""","Newfield School","=""1350611""",129,458,45,632
"Stamford School District","=""1350011""","Northeast School","=""1351811""",250,511,53,814
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",17,66,0,83
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",271,440,96,807
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",228,211,86,525
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",185,416,53,654
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",136,413,55,604
"Stamford School District","=""1350011""","Springdale School","=""1351111""",218,304,43,565
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",528,1127,142,1797
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",178,363,60,601
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",96,331,51,478
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",114,303,36,453
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",200,349,60,609
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",664,1453,214,2331
"Stamford School District","=""1350011""","Westover School","=""1351411""",139,439,60,638
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",82,370,51,503
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",16,506,7,529
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",18,407,10,435
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",47,272,13,332
"Stonington School District","=""1370011""","Special Needs Preschool Program","=""1378011""",0,18,0,18
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",55,734,22,811
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","*",150,"*",175
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",15,215,6,236
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",83,379,54,516
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",145,1145,97,1387
"Stratford School District","=""1380011""","Chapel School","=""1380311""",99,356,50,505
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",134,361,75,570
"Stratford School District","=""1380011""","Franklin School","=""1380411""",177,145,74,396
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",130,377,62,569
"Stratford School District","=""1380011""","Lordship School","=""1380811""",64,127,34,225
"Stratford School District","=""1380011""","Nichols School","=""1380911""",93,275,62,430
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",131,451,106,688
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",144,484,92,720
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",201,694,76,971
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,8,0,8
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",78,288,32,398
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","*",531,"*",541
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",27,531,14,572
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",22,816,7,845
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",26,593,17,636
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",145,61,54,260
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",54,315,39,408
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",45,325,17,387
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",24,257,13,294
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",38,510,37,585
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",98,422,54,574
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",85,355,63,503
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",39,340,20,399
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",11,742,7,760
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",19,822,8,849
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","*",490,"*",507
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",33,968,12,1013
"Torrington School District","=""1430011""","East School","=""1430111""",52,397,32,481
"Torrington School District","=""1430011""","Forbes School","=""1430211""",109,244,30,383
"Torrington School District","=""1430011""","Southwest School","=""1430811""",90,185,30,305
"Torrington School District","=""1430011""","Torringford School","=""1430911""",90,527,66,683
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",225,984,86,1295
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",286,773,103,1162
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",204,181,63,448
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",67,57,26,150
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",9,498,7,514
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","*",508,"*",513
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",16,576,9,601
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",16,714,13,743
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","*",412,"*",423
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",18,845,17,880
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",13,448,12,473
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","*",457,"*",461
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",0,200,0,200
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",48,2011,36,2095
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",38,0,0,38
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",32,0,0,32
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",13,0,0,13
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",29,0,0,29
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",70,0,0,70
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",22,0,0,22
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",28,0,0,28
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",38,0,0,38
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",69,0,0,69
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",78,0,0,78
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","*",0,"*",551
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",25,0,0,25
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",28,0,0,28
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",36,0,0,36
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",29,0,0,29
"Unified School District #1","=""3360015""","Webster Correctional Institution","=""3361415""",12,0,0,12
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",38,0,0,38
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",59,0,0,59
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",39,0,0,39
"Unified School District #2","=""3470015""","High Meadows","=""3476515""",30,0,0,30
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",67,0,0,67
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",90,0,0,90
"Union School District","=""1450011""","Union Elementary School","=""1450111""","*","*",0,72
"Vernon School District","=""1460011""","Northeast School","=""1460311""",105,181,27,313
"Vernon School District","=""1460011""","Center Road School","=""1461411""",51,378,20,449
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","*",225,"*",236
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",158,139,42,339
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",181,973,60,1214
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",107,192,28,327
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",183,587,49,819
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",47,255,7,309
"Wallingford School District","=""1480011""","Highland School","=""1480211""","*",324,"*",335
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*","*",0,21
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",9,391,0,400
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",46,680,19,745
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",57,332,16,405
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",50,775,22,847
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",50,1097,28,1175
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",32,948,11,991
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",41,272,18,331
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",34,310,8,352
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",11,311,6,328
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","*",331,"*",347
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",18,509,7,534
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",174,33,22,229
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",798,250,149,1197
"Waterbury School District","=""1510011""","Washington School","=""1512311""",230,37,46,313
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",315,185,74,574
"Waterbury School District","=""1510011""","Barnard School","=""1510311""",197,39,34,270
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",437,80,68,585
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",365,88,66,519
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",325,132,58,515
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",778,461,129,1368
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",466,40,44,550
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",123,30,13,166
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",345,92,58,495
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",152,61,26,239
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",525,177,96,798
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",362,55,48,465
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",622,564,127,1313
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",174,371,48,593
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",339,153,71,563
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",852,335,156,1343
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",802,340,117,1259
"Waterbury School District","=""1510011""","Regan School","=""1512811""",190,71,52,313
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",156,378,80,614
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",78,108,13,199
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",365,77,46,488
"Waterbury School District","=""1510011""","State Street School","=""1519011""",55,15,7,77
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",490,28,33,551
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",127,304,54,485
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",93,188,32,313
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",218,96,35,349
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",750,321,133,1204
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",286,40,31,357
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",44,655,31,730
