"Student Counts by School and Gender"
"All Districts, All Schools"
"2012-13"

"",,,,"Gender",,
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",17,30,47
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",175,196,371
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",188,185,373
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",203,226,429
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",347,355,702
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",293,332,625
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",529,648,1177
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",195,182,377
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",154,194,348
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",542,588,1130
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",9,43,52
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",197,215,412
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",1087,1050,2137
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",527,588,1115
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",161,149,310
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",400,477,877
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",203,217,420
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",345,428,773
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",153,160,313
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",120,124,244
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",396,422,818
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",151,157,308
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",160,176,336
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",630,667,1297
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",233,200,433
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",174,207,381
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""",214,243,457
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",309,320,629
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",408,463,871
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",229,277,506
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",264,192,456
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""","*","*",6
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",290,236,526
"Bridgeport School District","=""0150011""","Read School","=""0152511""",392,465,857
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",256,268,524
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""",78,153,231
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",254,260,514
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",355,331,686
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","*","*",19
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",610,652,1262
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",617,688,1305
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",370,388,758
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""","*","*",10
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",184,181,365
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",209,227,436
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",426,467,893
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",196,227,423
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",228,203,431
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",240,260,500
"Bristol School District","=""0170011""","South Side School","=""0171111""",227,262,489
"Bristol School District","=""0170011""","Stafford School","=""0171211""",243,260,503
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",430,471,901
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",481,437,918
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",198,218,416
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",290,315,605
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",417,434,851
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",272,271,543
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",174,220,394
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",39,36,75
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",118,141,259
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",105,126,231
"Canton School District","=""0230011""","Canton High School","=""0236111""",236,275,511
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",230,200,430
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",140,130,270
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",268,269,537
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",144,347,491
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",259,76,335
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""",88,76,164
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",91,130,221
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",9,12,21
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",183,204,387
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",307,116,423
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",112,72,184
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*","*",6
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",177,180,357
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",20,38,58
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*","*",11
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",376,340,716
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",166,174,340
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",164,147,311
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",133,244,377
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",172,184,356
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",17,47,64
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",22,129,151
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",42,44,86
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",48,48,96
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",319,344,663
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",208,232,440
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",91,94,185
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",153,130,283
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",746,768,1514
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",145,161,306
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",353,404,757
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",276,263,539
"Cheshire School District","=""0250011""","Highland School","=""0250411""",377,399,776
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",7,18,25
"Cheshire School District","=""0250011""","Norton School","=""0250511""",242,213,455
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",135,116,251
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",163,148,311
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",230,216,446
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",291,354,645
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",277,302,579
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",494,443,937
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",292,320,612
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",299,331,630
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",343,358,701
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",51,53,104
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",260,243,503
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",80,89,169
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",417,361,778
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",437,391,828
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",256,379,635
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",225,275,500
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",231,342,573
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",168,389,557
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",328,440,768
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",115,416,531
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",218,423,641
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",150,535,685
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",251,425,676
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",238,421,659
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",298,554,852
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",190,450,640
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",347,411,758
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",196,374,570
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",26,65,91
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",14,40,54
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","*","*",14
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",32,22,54
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",236,237,473
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",26,126,152
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",46,57,103
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",204,204,408
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""","*","*",16
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",205,175,380
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",262,249,511
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",208,200,408
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",270,265,535
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",245,264,509
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",227,259,486
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",205,236,441
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",33,45,78
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",506,588,1094
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",1407,1480,2887
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",183,222,405
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",169,158,327
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",206,205,411
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",185,178,363
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",199,205,404
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""",57,108,165
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",199,202,401
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",194,226,420
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",212,219,431
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",177,185,362
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",597,603,1200
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",192,224,416
"Danbury School District","=""0340011""","South Street School","=""0341011""",181,187,368
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",240,209,449
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",220,211,431
"Darien School District","=""0350011""","Darien High School","=""0356111""",671,658,1329
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",273,306,579
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",220,213,433
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",538,597,1135
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",217,257,474
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",198,215,413
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",238,258,496
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",176,171,347
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",180,165,345
"Derby School District","=""0370011""","Derby High School","=""0376111""",175,186,361
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",185,181,366
"Derby School District","=""0370011""","Irving School","=""0370411""",200,220,420
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",100,141,241
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",121,150,271
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",104,109,213
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",76,61,137
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",172,165,337
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",197,202,399
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",250,258,508
"East Hampton School District","=""0420011""","Center School","=""0420311""",132,153,285
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",282,241,523
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",224,225,449
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",300,331,631
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","*","*",6
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",138,142,280
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",121,67,188
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",186,185,371
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",169,218,387
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",241,263,504
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",815,827,1642
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",503,541,1044
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",151,172,323
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",149,144,293
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",160,154,314
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",222,284,506
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",142,133,275
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",52,121,173
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",174,134,308
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",105,132,237
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",29,162,191
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",152,127,279
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",130,139,269
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",160,169,329
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",107,121,228
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",459,464,923
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",90,97,187
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",272,322,594
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",79,101,180
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",93,97,190
"East Haven School District","=""0440011""","Pathways","=""0449011""",7,32,39
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",579,550,1129
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",449,422,871
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",163,198,361
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",16,24,40
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",164,171,335
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",94,104,198
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",265,249,514
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",170,192,362
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",192,186,378
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",95,41,136
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",17,66,83
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",57,54,111
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",82,86,168
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",166,224,390
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",300,329,629
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",112,104,216
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",9,24,33
"Ellington School District","=""0480011""","Center School","=""0480111""",217,215,432
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",91,119,210
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",419,370,789
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",200,228,428
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",195,227,422
"Ellington School District","=""0480011""","Windermere School","=""0480611""",219,214,433
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",322,282,604
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",179,180,359
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",184,212,396
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",348,379,727
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",159,143,302
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",11,10,21
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",489,499,988
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",177,204,381
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",51,53,104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",182,203,385
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",549,599,1148
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",120,102,222
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",207,219,426
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",246,282,528
"Explorations District","=""2720013""","Explorations","=""2726113""",34,39,73
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",217,228,445
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",136,142,278
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",46,86,132
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",815,737,1552
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",691,727,1418
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",397,454,851
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",201,179,380
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",145,189,334
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",220,220,440
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",219,226,445
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",211,243,454
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",247,271,518
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",200,209,409
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",455,485,940
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",233,216,449
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",230,275,505
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",364,380,744
"Farmington School District","=""0520011""","East Farms School","=""0520411""",211,224,435
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",28,33,61
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",629,693,1322
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",280,330,610
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",174,184,358
"Farmington School District","=""0520011""","Union School","=""0520111""",158,162,320
"Farmington School District","=""0520011""","West District School","=""0520311""",178,187,365
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",273,305,578
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",99,101,200
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",254,232,486
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",149,170,319
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",246,279,525
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",1153,1086,2239
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",228,243,471
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",217,239,456
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",238,204,442
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",335,288,623
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",512,513,1025
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",186,200,386
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",370,389,759
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",162,167,329
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",161,166,327
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",147,156,303
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",289,310,599
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",217,217,434
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",392,390,782
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",208,199,407
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",1306,1371,2677
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",206,203,409
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",202,167,369
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",173,171,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",114,147,261
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",222,243,465
"Greenwich School District","=""0570011""","North Street School","=""0570811""",195,219,414
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",205,220,425
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",115,157,272
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",212,270,482
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",242,262,504
