"Student Counts by School and Grade"
"All Districts, All Schools"
"2011-12"

"",,,,"Grade",,,,,,,,,,,,,,
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",0,28,49,33,43,41,47,0,0,0,0,0,0,0,241
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",0,0,0,0,0,0,0,235,237,258,0,0,0,0,730
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",0,0,0,0,0,0,0,0,0,0,211,234,263,268,976
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",11,47,55,66,75,80,89,68,0,0,0,0,0,0,491
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",111,99,86,85,112,0,0,0,0,0,0,0,0,0,493
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",0,101,88,89,111,0,0,0,0,0,0,0,0,0,389
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",0,0,0,0,0,210,237,0,0,0,0,0,0,0,447
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",0,0,0,0,0,0,0,221,224,248,0,0,0,0,693
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",0,0,0,0,0,0,0,0,0,0,234,242,241,232,949
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",216,105,0,0,0,0,0,0,0,0,0,0,0,0,321
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",0,81,119,122,0,0,0,0,0,0,0,0,0,0,322
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",0,0,0,0,122,129,0,0,0,0,0,0,0,0,251
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",0,0,0,0,0,0,133,130,0,0,0,0,0,0,263
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",0,0,0,0,0,0,0,0,157,129,0,0,0,0,286
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",0,0,0,0,0,0,0,0,0,0,153,157,147,146,603
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",0,0,0,0,0,0,0,0,0,0,32,28,31,14,105
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",12,43,67,62,54,54,60,62,60,75,0,0,0,0,549
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",0,0,0,0,0,0,0,0,0,0,83,102,85,73,343
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",21,20,31,24,19,22,21,29,29,18,0,0,0,0,234
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",46,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",31,88,77,84,74,85,0,0,0,0,0,0,0,0,439
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",0,64,71,70,85,75,0,0,0,0,0,0,0,0,365
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",0,57,81,87,73,86,0,0,0,0,0,0,0,0,384
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",0,0,0,0,0,0,243,244,276,257,0,0,0,0,1020
"Branford School District","=""0140011""","Branford High School","=""0146111""",0,0,0,0,0,0,0,0,0,0,238,300,271,255,1064
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",34,85,86,77,68,73,52,55,71,58,0,0,0,0,659
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",39,52,63,50,47,54,43,40,0,0,0,0,0,0,388
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",36,113,112,108,116,85,80,105,155,156,0,0,0,0,1066
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","*",6,6,"*","*",6,6,"*","*","*","*","*","*","*",51
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",51,62,62,64,50,53,30,41,0,0,0,0,0,0,413
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",47,127,121,125,127,121,119,123,111,125,0,0,0,0,1146
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",32,87,65,61,49,53,50,47,42,37,0,0,0,0,523
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",18,106,110,88,93,85,95,91,91,80,0,0,0,0,857
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",18,55,47,49,47,43,47,29,0,0,0,0,0,0,335
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""",94,45,46,44,44,0,0,39,0,0,0,0,0,0,312
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",45,75,71,81,71,57,49,48,76,97,0,0,0,0,670
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""",18,56,57,58,51,49,40,38,37,50,0,0,0,0,454
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",17,92,85,99,89,97,89,83,116,130,0,0,0,0,897
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",31,54,59,60,59,56,54,51,54,45,0,0,0,0,523
"Bridgeport School District","=""0150011""","Read School","=""0152511""",18,102,92,97,82,81,91,88,103,96,0,0,0,0,850
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",56,74,76,54,59,54,40,37,41,43,0,0,0,0,534
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""",214,15,0,0,0,0,0,0,0,0,0,0,0,0,229
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",18,51,48,65,59,58,42,43,46,53,0,0,0,0,483
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",0,65,47,37,45,54,34,23,0,0,0,0,0,0,305
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",0,32,41,43,46,51,47,30,0,0,0,0,0,0,290
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",0,65,53,37,37,38,38,43,53,67,0,0,0,0,431
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",0,86,71,66,69,62,54,56,78,73,0,0,0,0,615
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",0,49,40,32,39,36,28,33,46,41,0,0,0,0,344
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",0,47,45,31,27,41,32,28,0,0,0,0,0,0,251
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",0,49,44,43,55,43,39,37,0,0,0,0,0,0,310
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",0,41,43,48,49,49,50,51,47,51,0,0,0,0,429
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",0,38,50,39,38,47,47,54,44,59,0,0,0,0,416
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",0,78,83,71,63,84,61,70,0,0,0,0,0,0,510
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",0,45,50,54,53,54,61,59,56,52,0,0,0,0,484
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",0,71,76,74,66,82,82,81,93,104,0,0,0,0,729
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""",0,0,0,0,0,0,0,0,24,15,0,0,0,0,39
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""",0,0,0,0,0,0,0,0,0,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",0,0,0,0,0,0,0,0,0,0,434,209,228,202,1073
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",0,0,0,0,0,0,0,0,0,0,662,577,501,441,2181
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",0,0,0,0,0,0,0,0,0,0,388,236,320,365,1309
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""",21,49,62,53,52,57,54,0,0,0,0,0,0,0,348
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",57,96,83,68,90,72,94,0,0,0,0,0,0,0,560
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",30,48,61,50,50,40,58,0,0,0,0,0,0,0,337
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",25,66,71,67,71,61,62,0,0,0,0,0,0,0,423
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",60,58,53,54,52,48,45,0,0,0,0,0,0,0,370
"Bristol School District","=""0170011""","South Side School","=""0171111""",29,68,92,101,97,93,113,0,0,0,0,0,0,0,593
"Bristol School District","=""0170011""","Stafford School","=""0171211""",54,69,80,80,70,67,73,0,0,0,0,0,0,0,493
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",0,58,75,62,82,61,54,0,0,0,0,0,0,0,392
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""",0,56,77,59,69,58,68,0,0,0,0,0,0,0,387
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""",0,0,0,0,0,"*","*","*","*","*","*","*","*",0,17
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",0,0,0,0,0,0,0,242,290,285,0,0,0,0,817
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""",0,0,0,0,0,0,0,168,165,179,0,0,0,0,512
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",0,0,0,0,0,0,0,179,184,197,0,0,0,0,560
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",0,0,0,0,0,0,0,0,0,0,360,331,319,307,1317
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",0,0,0,0,0,0,0,0,0,0,370,342,291,305,1308
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""",0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",46,185,178,0,0,0,0,0,0,0,0,0,0,0,409
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",0,0,0,208,208,175,0,0,0,0,0,0,0,0,591
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",0,0,0,0,0,0,213,208,238,212,0,0,0,0,871
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",0,0,0,0,0,0,0,0,0,0,229,238,244,255,966
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",112,73,97,71,86,95,0,0,0,0,0,0,0,0,534
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",0,0,0,0,0,0,106,90,105,95,0,0,0,0,396
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",30,43,50,41,67,67,0,0,0,0,0,0,0,0,298
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",0,0,0,0,0,0,62,47,56,52,0,0,0,0,217
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",27,107,138,129,149,0,0,0,0,0,0,0,0,0,550
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",0,0,0,0,0,141,133,134,0,0,0,0,0,0,408
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",0,0,0,0,0,0,0,0,136,122,0,0,0,0,258
"Canton School District","=""0230011""","Canton High School","=""0236111""",0,0,0,0,0,0,0,0,0,0,133,141,129,119,522
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",33,0,0,0,0,0,0,40,43,40,68,54,0,0,278
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",111,39,0,0,0,0,0,0,0,0,0,0,0,0,150
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",101,63,62,63,22,0,0,0,0,0,0,0,0,0,311
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",85,45,50,47,33,41,33,16,0,0,0,0,0,0,350
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",99,46,40,41,45,0,0,0,0,0,0,0,0,0,271
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",101,60,62,45,16,0,0,0,0,0,0,0,0,0,284
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",12,"*",9,6,"*","*",7,9,"*","*","*","*",0,0,58
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",67,"*","*",0,"*",0,"*","*",0,0,"*","*","*","*",97
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",77,69,66,64,60,55,50,0,0,0,0,0,0,0,441
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",0,43,43,45,43,45,40,0,0,0,0,0,0,0,259
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""",0,0,"*",0,0,0,0,0,"*",0,0,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",0,0,"*","*","*",10,9,12,"*",7,13,14,11,55,147
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",0,0,0,0,0,0,0,95,62,54,74,44,41,20,390
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",0,0,0,0,0,0,0,104,120,121,110,103,88,73,719
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",0,0,0,0,0,0,0,66,95,73,65,51,24,15,389
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",0,0,0,0,0,0,0,237,227,220,0,0,0,0,684
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",0,0,0,0,0,0,0,0,"*","*",16,11,7,9,47
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,0,0,0,0,0,0,0,"*",7,"*","*",9,24
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",0,0,0,0,0,0,0,0,0,0,121,97,92,90,400
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",0,0,0,0,0,0,0,0,0,0,0,77,99,70,246
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",0,0,0,0,0,0,0,0,0,0,0,"*","*","*",8
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",28,26,22,19,19,22,22,24,0,0,0,0,0,0,182
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",73,263,0,0,0,0,0,0,0,0,0,0,0,0,336
"Cheshire School District","=""0250011""","Highland School","=""0250411""",0,0,113,127,132,130,146,147,0,0,0,0,0,0,795
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",0,0,48,56,47,47,54,42,0,0,0,0,0,0,294
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",0,0,91,96,98,106,71,75,0,0,0,0,0,0,537
"Cheshire School District","=""0250011""","Norton School","=""0250511""",0,0,74,87,71,77,90,81,0,0,0,0,0,0,480
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",0,0,0,0,0,0,0,0,386,388,0,0,0,0,774
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",0,0,0,0,0,0,0,0,0,0,395,384,365,405,1549
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",0,0,0,0,0,0,0,0,0,0,"*","*",13,7,25
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","*","*",37,36,37,41,43,34,0,0,0,0,0,0,260
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",41,150,181,141,145,0,0,0,0,0,0,0,0,0,658
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",0,0,0,0,0,165,149,0,0,0,0,0,0,0,314
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",0,0,0,0,0,"*",0,150,"*",166,0,0,0,0,466
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",0,0,0,0,0,0,0,0,0,0,159,134,147,125,565
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",80,180,197,223,0,0,0,0,0,0,0,0,0,0,680
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",0,0,0,0,204,214,236,0,0,0,0,0,0,0,654
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",0,0,0,0,0,0,0,234,224,242,0,0,0,0,700
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",0,0,0,0,0,0,0,0,0,0,228,247,249,259,983
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",20,46,59,41,51,58,57,69,65,58,0,0,0,0,524
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","*",0,"*","*",8,8,10,7,"*","*","*",0,0,0,51
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",51,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",80,56,48,46,35,44,48,33,35,38,0,0,0,0,463
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",0,0,0,7,7,15,15,21,16,10,13,19,15,9,147
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",0,0,0,0,0,0,0,"*","*",10,15,9,12,40,90
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""",23,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",0,123,125,132,0,0,0,0,0,0,0,0,0,0,380
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",0,0,0,0,136,145,120,0,0,0,0,0,0,0,401
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",0,0,0,0,0,0,0,140,161,151,0,0,0,0,452
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",0,0,0,0,0,0,0,0,0,0,111,126,135,152,524
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",27,142,166,145,0,0,0,0,0,0,0,0,0,0,480
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",0,0,0,0,152,138,166,0,0,0,0,0,0,0,456
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",0,0,0,0,0,0,0,163,173,164,0,0,0,0,500
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",0,0,0,0,0,0,0,0,0,0,133,133,141,139,546
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","*","*",59,65,66,75,60,0,0,0,0,0,0,0,378
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","*","*",117,101,103,0,0,0,0,0,0,0,0,0,415
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""",148,0,0,0,0,0,0,0,0,0,0,0,0,0,148
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","*",116,102,"*",108,0,0,0,0,0,0,0,0,0,426
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","*","*",88,73,70,64,67,0,0,0,0,0,0,0,426
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","*",75,86,"*",78,85,78,0,0,0,0,0,0,0,467
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",0,66,60,49,55,35,49,0,0,0,0,0,0,0,314
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",0,70,67,64,73,70,52,0,0,0,0,0,0,0,396
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",0,72,67,58,88,49,72,0,0,0,0,0,0,0,406
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",0,58,69,54,68,64,53,0,0,0,0,0,0,0,366
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",0,77,62,70,71,67,72,0,0,0,0,0,0,0,419
"Danbury School District","=""0340011""","South Street School","=""0341011""",0,60,56,54,62,65,46,0,0,0,0,0,0,0,343
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,65,68,64,65,63,64,0,0,0,0,0,0,0,389
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",0,0,0,0,0,181,191,0,0,0,0,0,0,0,372
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",0,0,0,0,0,0,0,381,359,382,0,0,0,0,1122
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",0,0,0,0,0,0,0,366,396,348,0,0,0,0,1110
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,0,0,0,0,0,0,0,0,0,20,24,29,18,91
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",0,0,0,0,0,0,0,0,0,0,818,704,706,661,2889
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",34,86,93,105,92,69,91,0,0,0,0,0,0,0,570
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",48,82,70,76,70,65,72,0,0,0,0,0,0,0,483
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",0,82,67,74,64,66,66,0,0,0,0,0,0,0,419
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",0,66,79,94,73,84,69,0,0,0,0,0,0,0,465
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",0,71,60,74,59,82,63,0,0,0,0,0,0,0,409
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",0,0,0,0,0,0,0,393,370,391,0,0,0,0,1154
"Darien School District","=""0350011""","Darien High School","=""0356111""",0,0,0,0,0,0,0,0,0,0,347,344,313,311,1315
"Derby School District","=""0370011""","Bradley School","=""0370611""","*",60,68,62,62,"*",49,0,0,0,0,0,0,0,351
"Derby School District","=""0370011""","Irving School","=""0370411""",38,65,57,64,60,52,66,0,0,0,0,0,0,0,402
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",0,0,0,0,0,0,0,127,104,103,0,0,0,0,334
"Derby School District","=""0370011""","Derby High School","=""0376111""",0,0,0,0,0,0,0,0,0,0,108,96,65,90,359
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",10,34,64,59,71,0,0,0,0,0,0,0,0,0,238
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",0,0,0,0,0,53,76,0,0,0,0,0,0,0,129
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",0,0,0,0,0,0,0,73,62,81,0,0,0,0,216
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",0,0,0,0,0,0,0,0,0,0,67,67,67,62,263
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",30,75,73,87,106,0,0,0,0,0,0,0,0,0,371
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",0,0,0,0,0,102,88,99,104,104,0,0,0,0,497
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",0,0,0,0,0,0,0,0,0,"*",112,97,102,"*",406
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",33,158,139,150,141,0,0,0,0,0,0,0,0,0,621
"East Hampton School District","=""0420011""","Center School","=""0420311""",0,0,0,0,0,145,158,0,0,0,0,0,0,0,303
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",0,0,0,0,0,0,0,133,165,171,0,0,0,0,469
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",0,0,0,0,0,0,0,0,0,0,131,129,134,156,550
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,0,0,0,0,0,"*",0,"*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",34,50,56,43,44,38,32,0,0,0,0,0,0,0,297
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",31,57,59,57,33,23,27,0,0,0,0,0,0,0,287
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",233,0,0,0,0,0,0,0,0,0,0,0,0,0,233
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,49,37,48,59,25,25,31,0,0,0,0,0,0,274
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,61,70,74,77,49,40,30,0,0,0,0,0,0,401
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",0,77,63,56,69,42,52,22,0,0,0,0,0,0,381
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",0,61,58,52,63,34,29,16,0,0,0,0,0,0,313
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,66,76,60,55,47,33,24,0,0,0,0,0,0,361
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,48,59,54,68,35,57,27,0,0,0,0,0,0,348
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,82,70,57,79,108,95,56,0,0,0,0,0,0,547
