"District","District Code","School","School Code","English Learner Status","Count","%"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","English Learner Status","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","English Learner Status","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","English Learner Status",17,14.8
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","English Learner Status","*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","English Learner Status","N/A","*"
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""","English Learner Status","N/A","*"
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","English Learner Status","N/A","*"
"Norwich School District","=""1040011""","Greeneville School","=""1040611""","English Learner Status","N/A","N/A"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","English Learner Status","N/A","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","English Learner Status","*","*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","English Learner Status",15,23.1
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","English Learner Status","*","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","English Learner Status","*","*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","English Learner Status",20,30.8
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","English Learner Status","N/A","*"
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","English Learner Status","N/A","N/A"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","English Learner Status","*","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","English Learner Status","N/A","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","English Learner Status","N/A","*"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","English Learner Status","N/A","N/A"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","English Learner Status","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","English Learner Status","*","*"
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","English Learner Status","N/A","*"
"Orange School District","=""1070011""","Peck Place School","=""1070511""","English Learner Status","N/A","*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""","English Learner Status","N/A","*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","English Learner Status","N/A","*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","English Learner Status","N/A","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","English Learner Status","*","*"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","English Learner Status","N/A","*"
"Stafford School District","=""1340011""","Staffordville School","=""1340311""","English Learner Status","N/A","*"
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","English Learner Status","N/A","*"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","English Learner Status","*","*"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","English Learner Status","*","*"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","English Learner Status",7,15.2
"Stamford School District","=""1350011""","Hart School","=""1352211""","English Learner Status","N/A","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","English Learner Status","N/A","N/A"
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","English Learner Status","N/A","N/A"
"Stamford School District","=""1350011""","Newfield School","=""1350611""","English Learner Status","*","*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","English Learner Status","N/A","N/A"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","English Learner Status","*","*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","English Learner Status","N/A","N/A"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","English Learner Status","N/A","N/A"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","English Learner Status","*","*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","English Learner Status","N/A","N/A"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","English Learner Status",10,5.6
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","English Learner Status","N/A","N/A"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","English Learner Status","N/A","*"
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","English Learner Status","N/A","N/A"
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","English Learner Status","*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","English Learner Status",39,15.6
"Stamford School District","=""1350011""","Westover School","=""1351411""","English Learner Status","N/A","N/A"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","English Learner Status","*","*"
"Waterbury School District","=""1510011""","Barnard School","=""1510311""","English Learner Status","N/A","*"
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""","English Learner Status","*","*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","English Learner Status",6,9.1
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","English Learner Status","N/A","N/A"
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","English Learner Status","*","*"
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","English Learner Status",76,51.7
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","English Learner Status",7,18.9
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","English Learner Status",23,74.2
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","English Learner Status",6,12.8
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","English Learner Status",7,25.0
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","English Learner Status",11,6.5
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","English Learner Status","N/A","N/A"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","English Learner Status",86,57.3
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","English Learner Status","N/A","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","English Learner Status",13,18.3
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","English Learner Status",72,47.1
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","English Learner Status",51,33.6
"Waterbury School District","=""1510011""","Regan School","=""1512811""","English Learner Status","*","*"
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","English Learner Status","N/A","*"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","English Learner Status",9,17.0
"Waterbury School District","=""1510011""","State Street School","=""1519011""","English Learner Status",12,"*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","English Learner Status",13,20.6
"Waterbury School District","=""1510011""","Washington School","=""1512311""","English Learner Status","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","English Learner Status","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","English Learner Status","*","*"
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","English Learner Status","*","*"
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","English Learner Status",72,44.7
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","English Learner Status",60,39.0
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","English Learner Status","*","*"
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""","English Learner Status","*","*"
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""","English Learner Status","N/A","*"
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","English Learner Status","N/A","*"
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","English Learner Status","N/A","*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","English Learner Status","N/A","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","English Learner Status","*","*"
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","English Learner Status","N/A","*"
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","English Learner Status","N/A","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","English Learner Status","N/A","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","English Learner Status","N/A","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","English Learner Status",16,12.6
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","English Learner Status","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","English Learner Status","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","English Learner Status","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","English Learner Status","N/A","N/A"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","English Learner Status","*","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","English Learner Status","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","English Learner Status","*","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","English Learner Status","N/A","N/A"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","English Learner Status","N/A","N/A"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","English Learner Status",28,27.2
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","English Learner Status","N/A","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","English Learner Status",14,21.2
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","English Learner Status","*","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","English Learner Status","N/A","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","English Learner Status","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","English Learner Status","*","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","English Learner Status",16,20.8
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","English Learner Status","*","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","English Learner Status","N/A","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","English Learner Status","N/A","N/A"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","English Learner Status","N/A","*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","English Learner Status","N/A","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","English Learner Status","*","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","English Learner Status","*","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","English Learner Status","*","*"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","English Learner Status","N/A","*"
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","English Learner Status","*","*"
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","English Learner Status","*","*"
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""","English Learner Status","*","*"
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""","English Learner Status","N/A","N/A"
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""","English Learner Status","N/A","*"
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""","English Learner Status",6,20.0
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","English Learner Status","*","*"
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""","English Learner Status","N/A","N/A"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","English Learner Status","N/A","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","English Learner Status","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""","English Learner Status","*","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","English Learner Status","N/A","*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","English Learner Status","N/A","*"
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","English Learner Status","*","*"
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","English Learner Status","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","English Learner Status",6,28.6
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","English Learner Status",9,10.5
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","English Learner Status","N/A","*"
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""","English Learner Status","N/A","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","English Learner Status",7,14.6
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","English Learner Status","N/A","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","English Learner Status","N/A","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","English Learner Status","N/A","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","English Learner Status","N/A","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","English Learner Status","*","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","English Learner Status","*","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","English Learner Status","N/A","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","English Learner Status","N/A","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","English Learner Status","*","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","English Learner Status","N/A","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","English Learner Status","N/A","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","English Learner Status","N/A","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","English Learner Status","N/A","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","English Learner Status","N/A","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","English Learner Status","*","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","English Learner Status","N/A","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","English Learner Status","*","*"
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","English Learner Status","N/A","N/A"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","English Learner Status","N/A","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","English Learner Status","N/A","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","English Learner Status",8,25.0
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","English Learner Status","*","*"
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","English Learner Status","N/A","N/A"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","English Learner Status","N/A","N/A"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","English Learner Status","N/A","N/A"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","English Learner Status","N/A","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","English Learner Status","N/A","N/A"
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","English Learner Status","N/A","*"
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","English Learner Status","N/A","*"
"Winchester School District","=""1620011""","Pearson Academy","=""1620511""","English Learner Status","*","*"
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","English Learner Status","N/A","*"
"Windham School District","=""1630011""","Comm Based PreK","=""1638741""","English Learner Status","N/A","*"
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""","English Learner Status","*","*"
"Windham School District","=""1630011""","Natchaug School","=""1630111""","English Learner Status",7,11.5
"Windham School District","=""1630011""","North Windham School","=""1630311""","English Learner Status","*","*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","English Learner Status","*","*"
"Windham School District","=""1630011""","Windham Center School","=""1630511""","English Learner Status","N/A","N/A"
"Windham School District","=""1630011""","Windham High School","=""1636111""","English Learner Status",75,44.6
"Windham School District","=""1630011""","Windham Middle School","=""1635111""","English Learner Status",77,33.0
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","English Learner Status",14,33.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","English Learner Status","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","English Learner Status","N/A","*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","English Learner Status","*","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","English Learner Status","*","*"
"Learn","=""2450014""","The Friendship School","=""2450214""","English Learner Status","N/A","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","English Learner Status","N/A","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","English Learner Status","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","English Learner Status","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","English Learner Status","*","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","English Learner Status","N/A","*"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","English Learner Status",6,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","English Learner Status","N/A","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","English Learner Status","*","*"
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","English Learner Status","N/A","*"
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""","English Learner Status","N/A","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","English Learner Status","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","English Learner Status","N/A","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","English Learner Status","N/A","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","English Learner Status","N/A","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","English Learner Status","N/A","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","English Learner Status","N/A","*"
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","English Learner Status","N/A","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","English Learner Status","N/A","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","English Learner Status","N/A","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","English Learner Status","N/A","*"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","English Learner Status","N/A","*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","English Learner Status","*","*"
"Shelton School District","=""1260011""","Lafayette School","=""1260411""","English Learner Status","N/A","N/A"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","English Learner Status","N/A","N/A"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","English Learner Status","N/A","N/A"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","English Learner Status","*","*"
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","English Learner Status","N/A","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","English Learner Status","N/A","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","English Learner Status","N/A","*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","English Learner Status","N/A","*"
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","English Learner Status","N/A","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","English Learner Status","*","*"
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","English Learner Status","N/A","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","English Learner Status","N/A","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","English Learner Status","N/A","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","English Learner Status","N/A","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","English Learner Status","N/A","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","English Learner Status","*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","English Learner Status","N/A","*"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","English Learner Status","N/A","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","English Learner Status","N/A","N/A"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","English Learner Status","N/A","*"
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""","English Learner Status","N/A","N/A"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","English Learner Status","*","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","English Learner Status","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","English Learner Status","N/A","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","English Learner Status","*","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","English Learner Status","N/A","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","English Learner Status","*","*"
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","English Learner Status","N/A","N/A"
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","English Learner Status","N/A","N/A"
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","English Learner Status","N/A","N/A"
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","English Learner Status","N/A","*"
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","English Learner Status","N/A","N/A"
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","English Learner Status",6,28.6
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","English Learner Status","*","*"
"Willington School District","=""1600011""","Center School","=""1600111""","English Learner Status","N/A","*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","English Learner Status","N/A","*"
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","English Learner Status","N/A","*"
"Wilton School District","=""1610011""","Ina E. Driscoll School","=""1610611""","English Learner Status","N/A","*"
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","English Learner Status","N/A","*"
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""","English Learner Status","N/A","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","English Learner Status","N/A","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","English Learner Status","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","English Learner Status","N/A","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","English Learner Status","N/A","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","English Learner Status","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","English Learner Status","N/A","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","English Learner Status","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","English Learner Status","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","English Learner Status","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","English Learner Status","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","English Learner Status","N/A","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","English Learner Status",9,30.0
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","English Learner Status","N/A","*"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","English Learner Status","N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960511""","English Learner Status","N/A","N/A"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","English Learner Status","*","*"
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","English Learner Status","N/A","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","English Learner Status","N/A","N/A"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","English Learner Status","*","*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","English Learner Status","N/A","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","English Learner Status","N/A","*"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","English Learner Status","N/A","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","English Learner Status","N/A","*"
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","English Learner Status","N/A","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","English Learner Status","N/A","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","English Learner Status","*","*"
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""","English Learner Status","N/A","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","English Learner Status","N/A","N/A"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","English Learner Status","*","*"
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","English Learner Status","*","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","English Learner Status","N/A","*"
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""","English Learner Status","*","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","English Learner Status","N/A","N/A"
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""","English Learner Status","N/A","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","English Learner Status","*","*"
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","English Learner Status","*","*"
"Torrington School District","=""1430011""","East School","=""1430111""","English Learner Status","N/A","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","English Learner Status","*","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","English Learner Status","*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","English Learner Status","N/A","N/A"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","English Learner Status",6,12.0
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","English Learner Status",13,27.7
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","English Learner Status","N/A","N/A"
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","English Learner Status","N/A","*"
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","English Learner Status","N/A","*"
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","English Learner Status","N/A","*"
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","English Learner Status","N/A","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","English Learner Status","N/A","*"
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","English Learner Status","N/A","*"
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","English Learner Status","N/A","*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","English Learner Status","N/A","*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","English Learner Status","N/A","*"
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","English Learner Status","N/A","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","English Learner Status","N/A","*"
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""","English Learner Status","N/A","*"
"Regional School District 16","=""2160012""","Community School","=""2160212""","English Learner Status","N/A","*"
