"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2016-17"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","*",302,"*",318
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","*",546,"*",563
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",202,"*","*",213
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""","*","*",0,6
"Ellington School District","=""0480011""","Center School","=""0480111""","*",385,"*",430
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",22,215,0,237
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",60,705,13,778
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",31,397,10,438
"Ellington School District","=""0480011""","Windermere School","=""0480611""",84,670,7,761
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",466,175,85,726
"Elm City Montessori School District","=""2910013""","Elm City Montessori School","=""2910113""",18,122,0,140
"Enfield School District","=""0490011""","EPS Integrated Pre-Kindergarten","=""0492211""","*",55,"*",76
"Enfield School District","=""0490011""","EPS PK STEAM Academy","=""0491011""",21,29,0,50
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","*","*",0,"*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",103,203,19,325
"Enfield School District","=""0490011""","Eli Whitney - Intermediate Adaptive Learning (IAL)","=""0491411""",0,"*",0,"*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",170,205,22,397
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",408,1037,85,1530
"Enfield School District","=""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","*","*","*",8
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",111,166,11,288
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,"*","*",10
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",114,143,21,278
"Enfield School District","=""0490011""","Head Start Program","=""0498011""","*","*",0,104
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","*",0,0,"*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",140,211,30,381
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",342,688,96,1126
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","*","*",0,6
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",54,164,13,231
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","*","*",0,8
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",155,207,37,399
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",20,327,21,368
"Explorations District","=""2720013""","Explorations","=""2726113""",31,54,7,92
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",32,373,8,413
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",8,323,6,337
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""","*",112,"*",127
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",80,1388,27,1495
"Fairfield School District","=""0510011""","Fairfield School/Community Partnership","=""0510511""","*","*",0,18
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",163,1270,65,1498
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",54,818,22,894
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",63,324,17,404
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",20,289,8,317
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",123,300,26,449
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","*",370,"*",384
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",13,377,7,397
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","*",431,"*",445
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","*",413,"*",425
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",26,741,6,773
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","*",472,"*",484
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","*",402,"*",419
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",94,562,28,684
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",9,19,0,28
"Farmington School District","=""0520011""","East Farms School","=""0520411""","*",411,"*",449
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","*","*",0,"*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",6,106,0,112
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",110,1056,18,1184
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",59,606,9,674
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","*",330,"*",369
"Farmington School District","=""0520011""","Union School","=""0520111""","*",266,"*",310
"Farmington School District","=""0520011""","West District School","=""0520311""",35,267,7,309
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","*",589,"*",651
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",19,135,8,162
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",31,418,7,456
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","*",254,"*",266
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",46,420,11,477
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",170,1788,33,1991
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","*",371,"*",392
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","*",364,"*",384
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""","*",13,"*",24
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""","*","*",0,16
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",75,258,18,351
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",34,514,8,556
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""",0,30,0,30
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",0,20,0,20
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",71,920,19,1010
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",49,593,16,658
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",37,389,9,435
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*",364,"*",392
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",29,349,11,389
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",228,61,35,324
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",63,476,19,558
"Greenwich School District","=""0570011""","Community Connections","=""0571211""",0,7,0,7
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",34,393,19,446
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","*",815,"*",846
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","*",423,"*",444
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","*",12,"*",22
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",272,2244,109,2625
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",190,163,44,397
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","*",364,"*",383
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",94,224,12,330
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",121,105,31,257
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",482,"*",496
"Greenwich School District","=""0570011""","North Street School","=""0570811""","*",409,"*",423
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",10,425,0,435
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*","*",0,260
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",0,468
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",153,357,48,558
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",8,"*","*",13
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",257,413,49,719
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",143,399,26,568
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",172,326,40,538
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",121,326,50,497
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",215,128,34,377
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",70,232,73,375
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",200,74,24,298
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",99,182,82,363
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",16,"*","*",24
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",66,293,31,390
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",88,179,34,301
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",320,618,115,1053
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",64,202,20,286
"Groton School District","=""0590011""","Transition Academy","=""0591011""","*","*","*",9
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","*","*",0,"*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",197,183,76,456
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",41,525,11,577
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",24,259,6,289
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*",226,"*",240
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",40,485,10,535
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",66,1031,26,1123
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",22,276,9,307
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",19,284,13,316
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",49,79,9,137
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",49,372,24,445
"Hamden School District","=""0620011""","Church Street School","=""0620211""",216,66,37,319
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",108,155,36,299
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",30,"*","*",41
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",501,927,129,1557
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",284,455,73,812
"Hamden School District","=""0620011""","Hamden Transition Academy @ SCSU (AACPB)","=""0620611""","*","*",0,11
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",199,110,38,347
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",159,155,22,336
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",161,129,31,321
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",74,346,12,432
"Hamden School District","=""0620011""","West Woods School","=""0621411""",41,317,14,372
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*",85,"*",105
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",501,133,0,634
"Hartford School District","=""0640011""","Autism Program - Burr School","=""0648611""",9,0,0,9
"Hartford School District","=""0640011""","Autism Program - Hooker School","=""0644311""",6,0,0,6
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",15,11,0,26
"Hartford School District","=""0640011""","Autism Program - Rawson School","=""0644411""","*","*",0,45
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly School","=""0649311""",11,0,0,11
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",350,83,0,433
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""","*",161,"*",299
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",234,134,7,375
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",130,128,8,266
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",152,184,24,360
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",521,"*","*",688
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",424,72,0,496
"Hartford School District","=""0640011""","Burr School","=""0642311""",514,102,0,616
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",33,"*","*",57
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",318,198,40,556
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",257,270,33,560
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",147,21,0,168
"Hartford School District","=""0640011""","DDP - Simpson-Waverly School","=""0649411""","*","*",0,10
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",13,0,0,13
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""","*","*",0,31
"Hartford School District","=""0640011""","EDP - M.D. Fox School","=""0645911""","*","*",0,35
"Hartford School District","=""0640011""","EDP - West Middle School","=""0644611""","*","*",0,15
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""",0,16,0,16
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",454,"*","*",610
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",393,108,0,501
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",551,66,0,617
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",145,115,12,272
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",280,"*","*",346
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",256,58,0,314
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",323,"*","*",383
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",581,397,46,1024
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",21,136,0,157
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",185,"*","*",236
"Hartford School District","=""0640011""","High Step Transition","=""0648411""","*","*",0,17
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",136,"*","*",190
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",430,127,0,557
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",672,241,0,913
"Hartford School District","=""0640011""","LC - Breakthrough II School","=""0649511""","*","*",0,8
"Hartford School District","=""0640011""","LC - Burns School","=""0649611""","*",0,0,"*"
"Hartford School District","=""0640011""","LC - Moylan School","=""0649811""","*","*",0,6
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",524,123,0,647
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",219,75,0,294
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""",19,0,0,19
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","*","*",0,24
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","*","*",0,48
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""","*","*",0,9
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",230,31,0,261
"Hartford School District","=""0640011""","Milner School","=""0641911""",245,47,0,292
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",97,229,10,336
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",124,170,10,304
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",495,"*","*",636
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",392,142,0,534
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",243,162,16,421
"Hartford School District","=""0640011""","Rawson School","=""0641711""",289,94,0,383
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",92,"*","*",131
"Hartford School District","=""0640011""","SAND School","=""0640111""",315,47,0,362
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",138,219,9,366
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",321,75,0,396
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",267,47,0,314
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",528,"*","*",709
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",179,234,18,431
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",292,310,31,633
"Hartford School District","=""0640011""","West Middle School","=""0642111""",359,90,0,449
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",358,71,0,429
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*",165,"*",189
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",26,272,8,306
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",30,355,14,399
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",254,167,81,502
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",89,200,41,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",163,75,32,270
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",274,432,47,753
"Kent School District","=""0680011""","Kent Center School","=""0680111""","*",201,"*",235
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",58,69,6,133
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","*","*",0,17
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",154,200,15,369
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",217,536,70,823
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",250,374,59,683
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",200,261,32,493
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",246,164,44,454
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",78,56,13,147
"Learn","=""2450014""","Learn ABA Program at Center School","=""2451214""","*","*",0,8
"Learn","=""2450014""","Learn Haynes Elementary Intensive Program","=""2451114""",6,10,0,16
"Learn","=""2450014""","Learn High School ABA","=""2450614""","*","*",0,"*"
"Learn","=""2450014""","Learn Ledyard RICHES Program","=""2450714""",0,"*",0,"*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""",0,"*","*","*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""","*","*",0,"*"
"Learn","=""2450014""","Learn SAILS Program at Salem","=""2451014""",6,0,0,6
"Learn","=""2450014""","Learn STS 18-21 Year Old Program","=""2450414""",0,"*",0,"*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",43,213,15,271
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",234,268,33,535
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",211,156,27,394
"Learn","=""2450014""","The Friendship School","=""2450214""",204,274,27,505
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","*",38,"*",67
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",56,280,16,352
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",49,229,17,295
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",45,308,11,364
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",175,"*",215
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",90,230,15,335
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",46,226,12,284
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",54,341,7,402
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",160,594,43,797
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",52,263,17,332
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",83,286,24,393
"Litchfield School District","=""0740011""","Center School","=""0740211""",38,248,10,296
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*",258,"*",292
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","*",160,"*",188
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""","*",131,"*",160
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",33,1098,22,1153
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",12,393,9,414
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*",254,"*",269
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",318,"*",327
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",9,218,8,235
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""","*","*",0,46
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*",472,"*",487
"Manchester School District","=""3480015""","Hartford Detention Center","=""3480315""","*","*",0,9
"Manchester School District","=""3480015""","BRAVE","=""3481115""","*","*",0,"*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",30,"*","*",43
"Manchester School District","=""0770011""","Bowers School","=""0770111""",159,230,25,414
"Manchester School District","=""0770011""","Buckley School","=""0770311""",95,257,23,375
"Manchester School District","=""0770011""","Elementary Site 2","=""0771111""","*",0,0,"*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",200,188,19,407
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",94,169,9,272
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",364,380,67,811
"Manchester School District","=""0770011""","Keeney School","=""0770611""",89,253,19,361
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",635,799,121,1555
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""","*","*",0,12
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",155,24,0,179
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",51,"*","*",70
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*","*",0,18
"Manchester School District","=""0770011""","Martin School","=""0771611""",132,126,8,266
"Manchester School District","=""0770011""","New Horizons","=""0770711""",13,"*","*",18
"Manchester School District","=""0770011""","Robertson School","=""0771011""",146,195,22,363
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",266,93,31,390
"Manchester School District","=""0770011""","Waddell School","=""0771311""",174,148,25,347
"Manchester School District","=""0770011""","Washington School","=""0771411""",229,88,27,344
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","*",209,"*",254
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","*",155,"*",200
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",123,389,21,533
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",54,162,11,227
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",41,487,7,535
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",357,205,51,613
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",210,109,26,345
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",416,71,45,532
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""","*","*","*",10
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",685,407,99,1191
"Meriden School District","=""0800011""","Hanover School","=""0800311""",328,205,53,586
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",369,150,48,567
"Meriden School District","=""0800011""","John Barry School","=""0800511""",386,59,31,476
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",463,194,68,725
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",607,276,88,971
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",423,131,30,584
"Meriden School District","=""0800011""","STARS-MS","=""0801511""",6,0,0,6
"Meriden School District","=""0800011""","STARS-Meriden School District","=""0800611""",27,"*","*",42
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""","*","*",0,19
"Meriden School District","=""0800011""","Steps-Meriden School District","=""0801211""",14,"*","*",20
"Meriden School District","=""0800011""","Success Academy","=""0801411""",23,"*","*",35
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",173,219,25,417
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",36,"*","*",40
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",415,217,77,709
"Middletown School District","=""3480015""","Hartford Detention Center","=""3480315""","*","*",0,9
"Middletown School District","=""3480015""","SAGE","=""3480415""","*","*","*","*"
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",164,107,17,288
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","*","*",0,10
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",140,185,8,333
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""","*","*",0,"*"
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","*","*",0,6
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""","*","*",0,7
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""","*","*","*",6
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""","*","*",0,"*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",165,113,18,296
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",69,203,6,278
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","*","*",0,7
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",7,0,0,7
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",137,"*","*",219
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",469,700,69,1238
"Middletown School District","=""0830011""","Moody School","=""0831211""",44,187,19,250
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""","*",17,"*",24
"Middletown School District","=""0830011""","Snow School","=""0831111""",162,211,31,404
"Middletown School District","=""0830011""","Spencer School","=""0830111""",125,110,27,262
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",12,14,0,26
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""",6,"*","*",8
"Middletown School District","=""0830011""","Wesley School","=""0831411""",79,166,6,251
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",265,383,47,695
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",40,224,8,272
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",65,346,24,435
"Milford School District","=""0840011""","Fifth Year Vocational Experience","=""0840411""","*",6,"*",8
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",46,466,18,530
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",69,271,14,354
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",154,665,46,865
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",102,767,34,903
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",44,244,14,302
"Milford School District","=""0840011""","Mathewson School","=""0841711""","*",351,"*",410
"Milford School District","=""0840011""","Meadowside School","=""0840711""",55,228,14,297
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",50,352,7,409
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",44,293,12,349
"Milford School District","=""0840011""","Post Grad Transitional Academy","=""0840611""","*","*",0,"*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",82,167,11,260
"Milford School District","=""0840011""","The Academy","=""0840311""",19,"*","*",35
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",101,326,23,450
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",14,488,13,515
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",48,712,22,782
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","*","*",0,9
