"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2010-11"

"",,,,"English Learner Status",,
"District","District Code","School","School Code","No","Yes","Total"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","*","*",87
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",290,27,317
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",268,31,299
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",293,35,328
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",247,13,260
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",181,0,181
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",426,25,451
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","*","*",582
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",527,8,535
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",178,0,178
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*","*",395
"Orange School District","=""1070011""","Race Brook School","=""1070311""",405,6,411
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",287,10,297
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",494,6,500
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","*","*",525
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",623,6,629
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",529,14,543
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","*","*",250
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",16,0,16
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","*","*",403
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","*","*",585
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",783,9,792
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","*","*",408
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*","*",422
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",251,16,267
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",379,33,412
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",355,10,365
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",562,13,575
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",788,8,796
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""","*","*",48
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",441
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","*","*",362
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","*","*",400
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","*","*",527
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",504,9,513
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","*","*",233
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",242,0,242
"Portland School District","=""1130011""","Portland High School","=""1136111""","*","*",367
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",226,0,226
"Portland School District","=""1130011""","Valley View School","=""1130211""","*","*",336
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*",135
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",289,6,295
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",674,25,699
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",307,7,314
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","*","*",275
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",582,0,582
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*","*",661
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",502,0,502
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","*","*",364
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*","*",609
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",414,0,414
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*","*",412
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","*","*",1649
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*","*",213
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*","*",196
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*",545
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*","*",93
"Regional School District 07","=""2070012""","AIM","=""2079112""",16,0,16
"Regional School District 07","=""2070012""","FLEX","=""2079012""",6,0,6
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",11,0,11
"Regional School District 07","=""2070012""","Links","=""2079212""",15,0,15
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*",762
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","*","*",330
"Regional School District 07","=""2070012""","STEP","=""2079312""",28,0,28
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*","*",1156
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",609,0,609
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*","*",968
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","*","*",889
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*","*",476
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",559,15,574
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","*","*",822
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",274,0,274
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",113,0,113
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",19,0,19
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",326,0,326
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*","*",226
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",84,0,84
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",162,0,162
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",569,0,569
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","*","*",200
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*","*",350
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*","*",269
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*","*",319
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","*","*",334
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",336,13,349
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""","*","*",43
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","*","*",387
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","*","*",854
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","*","*",447
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","*","*",424
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","*","*",603
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","*","*",508
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",454,7,461
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","*","*",1381
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*","*",498
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",550,0,550
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",471,9,480
"Regional School District 16","=""2160012""","Community School","=""2160212""","*","*",211
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",465,6,471
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","*","*",595
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","*","*",779
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",301,0,301
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","*","*",252
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*","*",680
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",798,0,798
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","*","*",446
"Regional School District 18","=""2180012""","Center School","=""2180312""","*","*",269
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",134,0,134
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","*","*",447
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",331,0,331
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*","*",312
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1175,10,1185
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*","*",412
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*","*",443
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",735,7,742
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*","*",346
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*","*",409
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""","*",0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","*","*",1754
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",377,8,385
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*","*",582
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",336,8,344
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",638,6,644
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",76,9,85
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",445,24,469
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",743,9,752
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",605,25,630
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*","*",461
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",310,0,310
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",143,0,143
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",299,15,314
"Seymour School District","=""1240011""","Bungay School","=""1240111""",537,41,578
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""",285,6,291
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",632,10,642
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","*","*",587
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",197,0,197
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",404,17,421
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",346,13,359
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",457,22,479
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",911,14,925
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",413,28,441
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",839,18,857
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1523,23,1546
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",252,11,263
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*","*",408
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",215,18,233
"Simsbury School District","=""1280011""","Central School","=""1280111""",394,14,408
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","*","*",804
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",495,11,506
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1575,7,1582
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",758,9,767
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",261,6,267
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",418,8,426
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","*","*",387
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",674,7,681
"Somers School District","=""1290011""","Somers High School","=""1296111""","*","*",562
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",422,10,432
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",423,12,435
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",411,17,428
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",335,7,342
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","*","*",1539
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",1077,11,1088
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",279,14,293
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",830,6,836
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",668,15,683
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",278,12,290
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",421,6,427
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",725,9,734
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","*","*",280
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","*","*",245
"Southington School District","=""1310011""","Southington High School","=""1316211""",2033,18,2051
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",385,11,396
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",426,23,449
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",398,9,407
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*",371
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",494,8,502
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","*","*",558
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","*","*",416
"Stafford School District","=""1340011""","Staffordville School","=""1340311""","*","*",190
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","*","*",188
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",137,0,137
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",559,39,598
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",438,116,554
"Stamford School District","=""1350011""","Dolan School","=""1355311""",504,49,553
"Stamford School District","=""1350011""","Hart School","=""1352211""",419,85,504
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",446,86,532
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",378,162,540
"Stamford School District","=""1350011""","Newfield School","=""1350611""",517,127,644
"Stamford School District","=""1350011""","Northeast School","=""1351811""",544,185,729
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",25,0,25
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",580,64,644
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",629,118,747
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",543,113,656
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",577,54,631
"Stamford School District","=""1350011""","Springdale School","=""1351111""",444,141,585
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1649,162,1811
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",538,110,648
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",673,7,680
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",525,98,623
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",477,95,572
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",2057,253,2310
"Stamford School District","=""1350011""","Westover School","=""1351411""",645,73,718
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",482,0,482
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",515,0,515
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","*","*",441
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","*","*",349
"Stonington School District","=""1370011""","Special Needs Preschool Program","=""1378011""",24,0,24
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","*","*",781
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","*","*",163
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","*","*",219
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",502,30,532
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1225,8,1233
"Stratford School District","=""1380011""","Chapel School","=""1380311""",529,18,547
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","*","*",564
"Stratford School District","=""1380011""","Franklin School","=""1380411""",280,28,308
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",577,20,597
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",236,11,247
"Stratford School District","=""1380011""","Lordship School","=""1380811""",202,11,213
"Stratford School District","=""1380011""","Nichols School","=""1380911""",401,21,422
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",607,91,698
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""",14,0,14
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",442,18,460
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",1012,32,1044
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",14,0,14
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",363,28,391
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",487,7,494
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","*","*",554
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",858,0,858
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",600,0,600
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","*","*",271
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",319,6,325
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","*","*",340
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",256,0,256
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","*","*",522
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","*","*",481
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","*","*",420
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",362,0,362
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",651,6,657
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","*","*",939
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","*","*",707
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","*","*",749
"Torrington School District","=""1430011""","East School","=""1430111""",436,10,446
"Torrington School District","=""1430011""","Forbes School","=""1430211""",348,50,398
"Torrington School District","=""1430011""","Southwest School","=""1430811""",294,29,323
"Torrington School District","=""1430011""","Torringford School","=""1430911""",627,42,669
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",1042,46,1088
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",1094,40,1134
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",351,100,451
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",162,0,162
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",525,10,535
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",491,7,498
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",615,29,644
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","*","*",747
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",394,8,402
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","*","*",873
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",455,31,486
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","*","*",409
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",231,0,231
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",2138,12,2150
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",19,0,19
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",11,0,11
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*",0,"*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",38,0,38
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",43,0,43
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",15,0,15
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",18,0,18
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",11,0,11
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",41,0,41
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",53,0,53
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",445,0,445
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",17,0,17
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",16,0,16
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",14,0,14
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",24,0,24
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",13,0,13
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",36,0,36
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",23,0,23
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","*","*",64
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",117,0,117
"Union School District","=""1450011""","Union Elementary School","=""1450111""",81,0,81
"Vernon School District","=""1460011""","Northeast School","=""1460311""","*","*",299
"Vernon School District","=""1460011""","Center Road School","=""1461411""",480,24,504
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",287,0,287
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",309,0,309
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",15,0,15
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",1036,24,1060
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",333,17,350
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",756,16,772
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",312,0,312
"Wallingford School District","=""1480011""","Highland School","=""1480211""",338,14,352
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",7,0,7
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",352,39,391
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",696,17,713
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",344,37,381
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","*",0,"*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",800,14,814
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",1109,31,1140
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",949,0,949
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",344,32,376
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""",7,0,7
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",321,21,342
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",324,13,337
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",339,18,357
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",376,7,383
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",158,31,189
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",1013,134,1147
"Waterbury School District","=""1510011""","Washington School","=""1512311""",257,61,318
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",458,51,509
"Waterbury School District","=""1510011""","Barnard School","=""1510311""",246,18,264
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",495,65,560
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",453,33,486
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",330,158,488
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1238,150,1388
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",495,35,530
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",128,22,150
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",430,43,473
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",298,32,330
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",570,146,716
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",320,99,419
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1220,148,1368
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",597,10,607
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",495,62,557
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1186,162,1348
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",1053,153,1206
"Waterbury School District","=""1510011""","Regan School","=""1512811""",258,22,280
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","*","*",616
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",208,0,208
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",325,51,376
"Waterbury School District","=""1510011""","State Street School","=""1519011""",63,14,77
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",502,65,567
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",472,9,481
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",312,7,319
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",352,22,374
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1135,171,1306
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",371,47,418
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",682,7,689
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",378,6,384
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",398,6,404
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","*","*",366
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",948,11,959
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",342,7,349
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",669,28,697
"Watertown School District","=""1530011""","Polk School","=""1530411""",354,14,368
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",750,10,760
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","*","*",1001
"West Hartford School District","=""1550011""","Smith School","=""1551711""",283,80,363
"West Hartford School District","=""1550011""","Achieve","=""1559111""","*",0,"*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",412,32,444
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",414,18,432
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",411,12,423
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",413,6,419
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",250,64,314
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1505,47,1552
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",544,15,559
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1533,39,1572
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",848,31,879
"West Hartford School District","=""1550011""","Morley School","=""1550911""",361,16,377
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",392,21,413
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",876,48,924
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",12,0,12
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",427,43,470
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",507,44,551
