"Student Counts by School and Grade"
"All Districts, All Schools"
"2008-09"

"",,,,"Grade",,,,,,,,,,,,,,
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",0,66,63,62,75,44,51,64,71,66,0,0,0,0,562
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",0,45,43,37,47,38,37,30,63,57,0,0,0,0,397
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",0,34,52,39,35,42,42,29,0,0,0,0,0,0,273
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",0,50,49,52,49,49,50,49,47,46,0,0,0,0,441
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",0,50,48,50,48,45,46,67,55,61,0,0,0,0,470
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",0,77,96,70,88,83,71,46,0,0,0,0,0,0,531
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",0,48,47,46,49,51,50,48,51,55,0,0,0,0,445
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",0,75,78,78,71,76,91,87,86,87,0,0,0,0,729
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""",0,0,0,0,0,0,0,0,"*",26,"*",0,0,0,42
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""",0,0,0,0,0,0,0,0,"*",8,13,8,"*",0,34
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",0,0,0,0,0,0,0,0,0,0,444,357,239,217,1257
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",0,0,0,0,0,0,0,0,0,0,714,543,548,482,2287
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",0,0,0,0,0,0,0,0,0,0,410,443,438,361,1652
"Bridgeport School District","=""0150011""","New Start Program","=""0159411""",0,0,0,0,0,0,0,0,0,0,"*",19,13,"*",38
"Bridgeport School District","=""0150011""","The University School","=""0159111""",0,0,0,0,0,0,0,0,0,0,"*","*",7,8,24
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""",30,61,56,63,49,53,60,0,0,0,0,0,0,0,372
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",81,74,59,80,68,66,64,0,0,0,0,0,0,0,492
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",28,58,40,57,61,60,63,0,0,0,0,0,0,0,367
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",78,54,40,45,64,50,60,0,0,0,0,0,0,0,391
"Bristol School District","=""0170011""","South Side School","=""0171111""",29,80,102,105,76,87,96,0,0,0,0,0,0,0,575
"Bristol School District","=""0170011""","Stafford School","=""0171211""",93,74,61,64,69,75,81,0,0,0,0,0,0,0,517
"Bristol School District","=""0170011""","Clarence A. Bingham School","=""0170111""",0,36,42,45,30,47,42,0,0,0,0,0,0,0,242
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",0,62,50,66,58,65,58,0,0,0,0,0,0,0,359
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",0,66,55,54,64,72,71,0,0,0,0,0,0,0,382
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""",0,61,50,66,51,60,78,0,0,0,0,0,0,0,366
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""",0,0,0,0,0,"*","*","*","*","*",6,"*",0,0,23
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",0,0,0,0,0,0,0,293,319,269,0,0,0,0,881
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""",0,0,0,0,0,0,0,170,195,178,0,0,0,0,543
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",0,0,0,0,0,0,0,183,198,185,0,0,0,0,566
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",0,0,0,0,0,0,0,0,0,0,443,293,345,336,1417
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",0,0,0,0,0,0,0,0,0,0,358,361,303,296,1318
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",41,191,174,0,0,0,0,0,0,0,0,0,0,0,406
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",0,0,0,192,190,227,0,0,0,0,0,0,0,0,609
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",0,0,0,0,0,0,205,218,246,246,0,0,0,0,915
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",0,0,0,0,0,0,0,0,0,0,247,262,268,239,1016
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",102,80,101,105,90,103,0,0,0,0,0,0,0,0,581
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",0,0,0,0,0,0,97,93,95,115,0,0,0,0,400
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",44,61,83,63,48,58,0,0,0,0,0,0,0,0,357
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",0,0,0,0,0,0,50,63,58,71,0,0,0,0,242
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",26,135,137,124,131,0,0,0,0,0,0,0,0,0,553
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",0,0,0,0,0,133,119,142,0,0,0,0,0,0,394
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",0,0,0,0,0,0,0,0,152,127,0,0,0,0,279
"Canton School District","=""0230011""","Canton High School","=""0236111""",0,0,0,0,0,0,0,0,0,0,134,130,141,117,522
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",95,29,0,0,0,0,0,0,0,0,0,0,0,0,124
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",82,39,49,39,44,35,33,11,0,0,0,0,0,0,332
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",120,29,0,0,0,0,0,0,0,0,0,0,0,0,149
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",16,7,7,"*","*","*",6,"*","*",0,0,0,0,0,53
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",52,8,0,"*","*",0,"*","*","*","*","*","*","*","*",98
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",71,59,51,58,59,61,53,0,0,0,0,0,0,0,412
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",0,36,43,44,44,42,42,0,0,0,0,0,0,0,251
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""",0,"*","*",0,"*",0,"*",0,"*","*","*","*","*","*",18
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",0,"*","*","*",8,"*","*",8,10,12,16,16,16,45,149
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",0,0,0,0,0,0,0,"*","*",8,9,19,18,12,68
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",0,0,0,0,0,0,0,103,108,109,99,98,88,78,683
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",0,0,0,0,0,0,0,29,47,0,29,0,0,0,105
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",0,0,0,0,0,0,0,213,186,190,0,0,0,0,589
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,0,0,0,0,0,0,"*","*","*","*","*","*",16
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",0,0,0,0,0,0,0,0,0,39,39,0,0,0,78
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",0,0,0,0,0,0,0,0,0,0,96,51,0,0,147
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",0,0,0,0,0,0,0,0,0,0,0,39,65,60,164
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",21,22,22,19,18,29,16,31,0,0,0,0,0,0,178
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""",105,31,0,0,0,0,0,0,0,0,0,0,0,0,136
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",85,300,0,0,0,0,0,0,0,0,0,0,0,0,385
"Cheshire School District","=""0250011""","Highland School","=""0250411""",0,0,126,136,146,150,148,163,0,0,0,0,0,0,869
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",0,0,47,54,40,62,68,58,0,0,0,0,0,0,329
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",0,0,106,75,73,83,93,102,0,0,0,0,0,0,532
"Cheshire School District","=""0250011""","Norton School","=""0250511""",0,0,67,87,79,88,77,72,0,0,0,0,0,0,470
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",0,0,0,0,0,0,0,0,417,401,0,0,0,0,818
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",0,0,0,0,0,0,0,0,0,0,416,372,407,384,1579
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",0,0,0,0,0,0,0,0,0,0,"*",7,"*",11,24
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",56,153,168,159,153,0,0,0,0,0,0,0,0,0,689
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",0,0,0,0,0,152,161,0,0,0,0,0,0,0,313
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",0,0,0,0,0,0,0,172,161,159,0,0,0,0,492
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",0,0,0,0,0,0,0,0,0,0,126,145,155,164,590
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",76,202,225,236,0,0,0,0,0,0,0,0,0,0,739
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",0,0,0,0,244,220,246,0,0,0,0,0,0,0,710
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",0,0,0,0,0,0,0,232,267,264,0,0,0,0,763
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",0,0,0,0,0,0,0,0,0,0,241,241,245,241,968
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",17,50,61,60,64,70,58,54,69,70,0,0,0,0,573
"Cooperative Educational Services","=""2430014""","C. E. S. Special Education","=""2439014""","*","*",8,11,14,20,28,24,21,31,24,21,17,44,270
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",54,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",77,41,44,51,39,38,37,40,31,32,0,0,0,0,430
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""",14,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",0,135,147,128,0,0,0,0,0,0,0,0,0,0,410
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",0,0,0,0,148,158,155,0,0,0,0,0,0,0,461
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",0,0,0,0,0,0,0,158,174,182,0,0,0,0,514
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",0,0,0,0,0,0,0,0,0,0,139,158,126,130,553
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",31,152,145,160,0,0,0,0,0,0,0,0,0,0,488
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",0,0,0,0,163,164,167,0,0,0,0,0,0,0,494
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",0,0,0,0,0,0,0,151,145,166,0,0,0,0,462
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",0,0,0,0,0,0,0,0,0,0,141,159,141,132,573
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","*",65,56,51,50,40,"*",0,0,0,0,0,0,0,301
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",65,66,73,52,54,48,48,0,0,0,0,0,0,0,406
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",8,113,106,107,0,0,0,0,0,0,0,0,0,0,334
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""",79,0,0,0,89,97,87,0,0,0,0,0,0,0,352
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","*",109,100,"*",0,0,0,0,0,0,0,0,0,0,296
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",39,64,52,52,48,45,46,0,0,0,0,0,0,0,346
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","*",62,55,57,51,60,"*",0,0,0,0,0,0,0,336
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","*",67,69,62,69,55,"*",0,0,0,0,0,0,0,375
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",0,62,65,73,53,49,49,0,0,0,0,0,0,0,351
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",0,77,70,71,61,69,52,0,0,0,0,0,0,0,400
"Danbury School District","=""0340011""","South Street School","=""0341011""",0,65,66,56,61,39,48,0,0,0,0,0,0,0,335
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",0,86,85,77,69,78,75,0,0,0,0,0,0,0,470
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,62,58,65,62,64,60,0,0,0,0,0,0,0,371
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",0,0,0,0,102,112,103,0,0,0,0,0,0,0,317
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",0,0,0,0,0,0,0,361,375,369,0,0,0,0,1105
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",0,0,0,0,0,0,0,332,338,350,0,0,0,0,1020
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,0,0,0,0,0,0,0,0,0,16,24,23,23,86
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",0,0,0,0,0,0,0,0,0,0,827,705,657,650,2839
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",34,77,77,86,94,68,82,0,0,0,0,0,0,0,518
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",25,66,55,70,61,74,74,0,0,0,0,0,0,0,425
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",0,74,90,79,84,64,84,0,0,0,0,0,0,0,475
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",0,78,84,69,92,86,86,0,0,0,0,0,0,0,495
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",0,68,93,66,76,73,64,0,0,0,0,0,0,0,440
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",0,0,0,0,0,0,0,391,386,355,0,0,0,0,1132
"Darien School District","=""0350011""","Darien High School","=""0356111""",0,0,0,0,0,0,0,0,0,0,341,322,273,300,1236
"Derby School District","=""0370011""","Bradley School","=""0370611""","*",61,"*",48,68,49,52,54,0,0,0,0,0,0,383
"Derby School District","=""0370011""","Irving School","=""0370411""",14,72,55,63,66,57,44,67,0,0,0,0,0,0,438
"Derby School District","=""0370011""","Derby High School","=""0376111""",0,0,0,0,0,0,0,0,115,104,125,100,103,94,641
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",11,63,66,78,70,0,0,0,0,0,0,0,0,0,288
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",0,0,0,0,0,62,80,0,0,0,0,0,0,0,142
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",0,0,0,0,0,0,0,66,74,76,0,0,0,0,216
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",0,0,0,0,0,0,0,0,0,0,57,90,47,58,252
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",16,101,111,92,113,0,0,0,0,0,0,0,0,0,433
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",0,0,0,0,0,100,105,136,117,114,0,0,0,0,572
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",0,0,0,0,0,0,0,0,0,0,103,95,113,107,418
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",40,147,157,151,134,0,0,0,0,0,0,0,0,0,629
"East Hampton School District","=""0420011""","Center School","=""0420311""",0,0,0,0,0,171,179,0,0,0,0,0,0,0,350
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",0,0,0,0,0,0,0,166,156,152,0,0,0,0,474
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",0,0,0,0,0,0,0,0,0,0,164,134,143,154,595
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",16,51,66,55,34,61,50,0,0,0,0,0,0,0,333
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",278,0,0,0,0,0,0,0,0,0,0,0,0,0,278
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,66,59,38,46,54,59,0,0,0,0,0,0,0,322
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,60,63,83,79,57,68,0,0,0,0,0,0,0,410
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",0,53,53,69,46,64,47,0,0,0,0,0,0,0,332
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",0,45,48,56,63,55,55,0,0,0,0,0,0,0,322
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,59,66,65,57,44,62,0,0,0,0,0,0,0,353
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,43,48,47,61,69,63,0,0,0,0,0,0,0,331
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,66,70,78,72,72,56,0,0,0,0,0,0,0,414
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",0,53,51,49,45,55,44,0,0,0,0,0,0,0,297
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,0,"*","*",11,10,11,17,15,16,26,17,18,16,169
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",0,0,0,0,0,0,0,492,0,0,0,0,0,0,492
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,0,0,0,0,0,0,0,454,513,0,0,0,0,967
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,0,52,50,32,35,169
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,0,0,0,0,0,0,0,0,0,520,460,507,411,1898
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",0,0,0,0,0,0,0,0,0,0,21,43,49,35,148
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",14,0,45,38,36,42,30,28,0,0,0,0,0,0,233
