"Student Counts by School and Gender"
"All Districts, All Schools"
"2009-10"

"",,,,"Gender",,
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",220,285,505
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",254,243,497
"West Haven School District","=""1560011""","Washington School","=""1561211""",200,231,431
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",174,193,367
"West Haven School District","=""1560011""","Anna V. Molloy School","=""1561311""",154,132,286
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",332,369,701
"West Haven School District","=""1560011""","Clarence E. Thompson School","=""1561011""",193,190,383
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",187,179,366
"West Haven School District","=""1560011""","Forest School","=""1560311""",212,249,461
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",381,348,729
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",202,236,438
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",246,257,503
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",800,769,1569
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",178,190,368
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",134,166,300
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",144,160,304
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",255,273,528
"Weston School District","=""1570011""","Weston High School","=""1576111""",420,378,798
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",285,341,626
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",292,308,600
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",412,433,845
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",239,228,467
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",273,219,492
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",223,244,467
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",232,251,483
"Westport School District","=""1580011""","Long Lots School","=""1580711""",278,318,596
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",239,286,525
"Westport School District","=""1580011""","Staples High School","=""1586111""",885,900,1785
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",17,39,56
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",182,212,394
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",166,145,311
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",222,250,472
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",204,226,430
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",208,236,444
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",264,314,578
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",587,594,1181
"Willington School District","=""1600011""","Center School","=""1600111""",104,123,227
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",158,157,315
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",479,555,1034
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",534,490,1024
"Wilton School District","=""1610011""","Ina E. Driscoll School","=""1610611""",236,264,500
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",234,258,492
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",630,661,1291
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",45,58,103
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",181,227,408
"Winchester School District","=""1620011""","Pearson Academy","=""1620511""",95,132,227
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",102,122,224
"Windham School District","=""1630011""","Early Headstart","=""1638011""",12,18,30
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""",6,28,34
"Windham School District","=""1630011""","Natchaug School","=""1630111""",130,139,269
"Windham School District","=""1630011""","North Windham School","=""1630311""",212,228,440
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",158,200,358
"Windham School District","=""1630011""","Windham Center School","=""1630511""",164,151,315
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",82,122,204
"Windham School District","=""1630011""","Windham High School","=""1636111""",396,469,865
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",480,471,951
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",204,238,442
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",184,203,387
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",271,280,551
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",201,221,422
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",157,129,286
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",157,176,333
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",198,212,410
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",153,145,298
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",102,121,223
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",401,439,840
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",661,707,1368
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",171,195,366
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",186,197,383
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",358,369,727
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",211,221,432
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",416,427,843
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""",210,224,434
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""",151,148,299
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",609,544,1153
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",238,262,500
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",193,224,417

