"Student Counts by School and Grade"
"All Districts, All Schools"
"2013-14"

"",,,,"Grade",,,,,,,,,,,,,,
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",0,0,0,0,0,182,235,0,0,0,0,0,0,0,417
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",0,0,0,0,0,0,0,213,239,220,0,0,0,0,672
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",0,0,0,0,0,0,0,0,0,0,220,250,227,236,933
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",230,91,0,0,0,0,0,0,0,0,0,0,0,0,321
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",0,74,133,111,0,0,0,0,0,0,0,0,0,0,318
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",0,0,0,0,121,110,0,0,0,0,0,0,0,0,231
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",0,0,0,0,0,0,117,99,0,0,0,0,0,0,216
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",0,0,0,0,0,0,0,34,33,33,33,31,29,27,220
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",0,0,0,0,0,0,0,0,107,106,0,0,0,0,213
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",0,0,0,0,0,0,0,0,0,0,162,128,137,128,555
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",0,0,0,0,0,0,0,0,0,0,"*","*",6,"*",13
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",12,48,52,57,68,61,65,48,54,63,0,0,0,0,528
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",0,0,0,0,0,0,0,0,0,0,72,84,79,99,334
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",19,23,23,20,33,24,17,26,23,35,0,0,0,0,243
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",36,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",32,66,78,65,67,66,0,0,0,0,0,0,0,0,374
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",16,69,74,74,82,85,0,0,0,0,0,0,0,0,400
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",32,68,76,94,71,79,0,0,0,0,0,0,0,0,420
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",0,0,0,0,0,0,220,251,226,245,0,0,0,0,942
"Branford School District","=""0140011""","Branford High School","=""0146111""",0,0,0,0,0,0,0,0,0,0,260,251,241,298,1050
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""",38,39,38,0,0,0,0,0,0,0,0,0,0,0,115
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",32,84,82,79,75,58,51,61,54,50,0,0,0,0,626
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",53,48,52,55,41,49,46,32,0,0,0,0,0,0,376
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",36,116,110,115,119,114,111,90,129,187,0,0,0,0,1127
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","*","*",7,6,6,8,"*",7,"*","*","*","*","*",0,57
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",38,55,49,62,61,55,54,39,0,0,0,0,0,0,413
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",52,120,120,116,142,125,112,126,140,120,0,0,0,0,1173
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",54,145,165,109,97,89,72,58,59,38,0,0,0,0,886
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",18,100,100,93,91,84,90,83,97,87,0,0,0,0,843
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",18,62,50,57,32,43,44,26,0,0,0,0,0,0,332
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""",95,47,46,46,46,46,48,47,44,46,0,0,0,0,511
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",45,63,64,60,58,84,68,71,79,63,0,0,0,0,655
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",18,89,85,98,93,99,88,74,128,132,0,0,0,0,904
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",18,56,52,51,62,56,51,46,49,50,0,0,0,0,491
"Bridgeport School District","=""0150011""","Read School","=""0152511""",36,102,110,90,80,94,88,73,78,88,0,0,0,0,839
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",36,77,88,65,46,45,60,43,51,53,0,0,0,0,564
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""",304,0,0,0,0,0,0,0,0,0,0,0,0,0,304
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",18,61,79,51,58,61,45,54,40,47,0,0,0,0,514
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",0,56,63,59,49,33,46,51,31,18,0,0,0,0,406
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",0,41,49,45,43,55,46,40,21,0,0,0,0,0,340
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",0,54,53,37,43,34,33,40,61,58,0,0,0,0,413
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",0,79,74,77,66,73,69,73,110,116,0,0,0,0,737
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",0,45,40,41,33,24,21,23,34,42,0,0,0,0,303
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",0,38,41,41,51,32,25,23,0,0,0,0,0,0,251
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",0,43,43,45,40,42,32,30,0,0,0,0,0,0,275
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",0,46,48,47,44,44,48,46,45,54,0,0,0,0,422
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",0,31,49,48,40,41,37,36,48,57,0,0,0,0,387
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",0,81,72,82,89,79,60,76,0,0,0,0,0,0,539
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",0,47,44,51,50,50,48,49,54,56,0,0,0,0,449
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",0,70,78,73,73,74,79,69,85,84,0,0,0,0,685
"Bridgeport School District","=""0150011""","Pride Academy","=""0151811""",0,0,0,0,0,0,0,0,11,12,25,"*","*",0,57
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",0,0,0,0,0,0,0,0,0,0,163,72,0,0,235
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",0,0,0,0,0,0,0,0,0,0,387,282,239,212,1120
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",0,0,0,0,0,0,0,0,0,0,154,75,0,0,229
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""",0,0,0,0,0,0,0,0,0,0,116,0,0,0,116
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",0,0,0,0,0,0,0,0,0,0,322,560,491,465,1838
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",0,0,0,0,0,0,0,0,0,0,344,351,214,196,1105
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""",0,0,0,0,0,0,0,0,0,0,163,73,0,0,236
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",44,52,75,70,63,54,66,0,0,0,0,0,0,0,424
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",31,92,99,81,106,93,100,85,98,105,0,0,0,0,890
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",15,46,66,66,69,65,70,0,0,0,0,0,0,0,397
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",93,49,54,66,63,54,58,0,0,0,0,0,0,0,437
"Bristol School District","=""0170011""","South Side School","=""0171111""",42,63,76,72,79,92,79,0,0,0,0,0,0,0,503
"Bristol School District","=""0170011""","Stafford School","=""0171211""",35,85,81,86,68,72,77,0,0,0,0,0,0,0,504
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",29,104,99,102,120,106,93,102,95,95,0,0,0,0,945
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",0,46,63,56,66,47,77,0,0,0,0,0,0,0,355
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""",0,0,0,0,"*",0,"*","*","*","*","*","*",0,"*",14
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",0,0,0,0,0,0,0,231,279,208,0,0,0,0,718
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",0,0,0,0,0,0,0,127,140,186,0,0,0,0,453
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",0,0,0,0,0,0,0,0,0,0,344,297,298,303,1242
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",0,0,0,0,0,0,0,0,0,0,344,317,305,333,1299
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""",0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",36,155,189,0,0,0,0,0,0,0,0,0,0,0,380
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",0,0,0,215,190,219,0,0,0,0,0,0,0,0,624
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",0,0,0,0,0,0,226,194,226,213,0,0,0,0,859
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",0,0,0,0,0,0,0,0,0,0,225,214,232,230,901
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",105,104,81,76,100,79,0,0,0,0,0,0,0,0,545
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",0,0,0,0,0,0,84,101,103,86,0,0,0,0,374
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",33,33,40,34,47,38,0,0,0,0,0,0,0,0,225
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",0,0,0,0,0,0,67,60,59,47,0,0,0,0,233
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",26,99,114,115,136,0,0,0,0,0,0,0,0,0,490
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",0,0,0,0,0,131,160,143,0,0,0,0,0,0,434
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",0,0,0,0,0,0,0,0,130,135,0,0,0,0,265
"Canton School District","=""0230011""","Canton High School","=""0236111""",0,0,0,0,0,0,0,0,0,0,121,108,134,136,499
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering Elementary","=""2410714""",145,77,0,0,0,0,0,0,0,0,0,0,0,0,222
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",18,0,0,0,0,0,0,48,44,43,58,58,48,44,361
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""",101,57,59,0,0,0,0,0,0,0,0,0,0,0,217
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",117,61,60,44,0,0,0,0,0,0,0,0,0,0,282
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",63,63,63,67,65,48,41,0,0,0,0,0,0,0,410
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",102,59,64,61,57,50,22,0,0,0,0,0,0,0,415
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",80,46,46,44,46,44,28,8,0,0,0,0,0,0,342
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",100,59,61,44,45,46,50,0,0,0,0,0,0,0,405
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",115,65,52,53,55,40,12,0,0,0,0,0,0,0,392
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",11,"*",9,"*",7,8,"*","*",7,7,0,"*",0,0,64
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",52,"*","*","*","*",0,"*",0,"*",0,0,"*",6,"*",83
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",76,64,64,65,64,54,54,0,0,0,0,0,0,0,441
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",0,"*","*","*","*",10,16,10,14,17,"*",7,13,49,145
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""",0,0,0,0,"*",0,0,0,0,0,"*","*",0,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",0,0,0,0,0,0,0,109,110,106,98,62,47,30,562
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",0,0,0,0,0,0,0,117,115,95,0,0,0,0,327
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",0,0,0,0,0,0,0,97,103,116,120,115,80,91,722
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",0,0,0,0,0,0,0,52,68,46,106,59,35,38,404
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",0,0,0,0,0,0,0,230,232,198,0,0,0,0,660
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",0,0,0,0,0,0,0,0,"*","*",10,12,15,12,53
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",0,0,0,0,0,0,0,0,0,"*","*","*","*","*",8
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,0,0,0,0,0,0,0,0,"*",7,"*",7,22
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",0,0,0,0,0,0,0,0,0,0,114,125,116,83,438
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",0,0,0,0,0,0,0,0,0,0,102,87,0,0,189
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""",0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",33,23,24,22,22,21,17,21,0,0,0,0,0,0,183
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",76,217,0,0,0,0,0,0,0,0,0,0,0,0,293
"Cheshire School District","=""0250011""","Highland School","=""0250411""",0,0,107,112,122,140,133,126,0,0,0,0,0,0,740
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",0,0,49,41,53,57,55,43,0,0,0,0,0,0,298
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",0,0,63,77,90,99,97,103,0,0,0,0,0,0,529
"Cheshire School District","=""0250011""","Norton School","=""0250511""",0,0,60,53,76,89,75,76,0,0,0,0,0,0,429
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",0,0,0,0,0,0,0,0,390,357,0,0,0,0,747
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",0,0,0,0,0,0,0,0,0,0,394,375,393,376,1538
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",0,0,0,0,0,0,0,0,0,0,"*","*",7,7,20
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",38,147,136,143,174,0,0,0,0,0,0,0,0,0,638
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",0,0,0,0,0,146,150,0,0,0,0,0,0,0,296
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",0,0,0,0,0,0,0,161,154,147,0,0,0,0,462
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",0,0,0,0,0,0,0,0,0,0,139,138,146,135,558
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",59,158,164,170,0,0,0,0,0,0,0,0,0,0,551
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",0,0,0,0,196,220,198,0,0,0,0,0,0,0,614
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",0,0,0,0,0,0,0,197,230,241,0,0,0,0,668
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",0,0,0,0,0,0,0,0,0,0,205,208,224,263,900
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","*","*",14,12,13,15,17,15,0,0,0,0,0,0,99
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",28,43,39,37,55,42,49,56,54,64,0,0,0,0,467
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","*","*","*","*","*",6,8,8,10,"*","*",0,0,0,51
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",54,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",80,40,60,60,42,44,35,35,44,31,0,0,0,0,471
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",0,0,"*","*",10,12,11,19,16,20,13,9,14,9,140
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",0,0,0,0,0,0,0,"*","*",8,7,20,17,39,94
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",0,128,127,122,0,0,0,0,0,0,0,0,0,0,377
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",0,0,0,0,124,123,130,0,0,0,0,0,0,0,377
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",0,0,0,0,0,0,0,139,115,139,0,0,0,0,393
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",0,0,0,0,0,0,0,0,0,0,134,126,118,140,518
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",26,144,149,149,0,0,0,0,0,0,0,0,0,0,468
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",0,0,0,0,174,155,148,0,0,0,0,0,0,0,477
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",0,0,0,0,0,0,0,138,166,150,0,0,0,0,454
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",0,0,0,0,0,0,0,0,0,0,150,137,130,132,549
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""",139,0,0,0,0,0,0,0,0,0,0,0,0,0,139
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",19,64,65,55,42,48,63,0,0,0,0,0,0,0,356
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",39,83,73,64,63,69,78,0,0,0,0,0,0,0,469
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","*",107,101,"*",109,0,0,0,0,0,0,0,0,0,412
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",21,86,94,68,63,66,70,0,0,0,0,0,0,0,468
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","*","*",60,58,70,60,73,0,0,0,0,0,0,0,376
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","*","*",69,80,66,72,69,0,0,0,0,0,0,0,416
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",0,82,74,80,60,70,69,0,0,0,0,0,0,0,435
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",0,97,104,103,113,0,0,0,0,0,0,0,0,0,417
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",0,67,95,77,63,68,63,0,0,0,0,0,0,0,433
"Danbury School District","=""0340011""","South Street School","=""0341011""",0,65,58,69,54,65,64,0,0,0,0,0,0,0,375
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",0,52,80,72,80,65,83,0,0,0,0,0,0,0,432
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,66,66,72,75,73,71,0,0,0,0,0,0,0,423
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",0,0,0,0,0,173,197,0,0,0,0,0,0,0,370
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",0,0,0,0,0,0,0,356,354,382,0,0,0,0,1092
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",0,0,0,0,0,0,0,417,414,369,0,0,0,0,1200
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,0,0,0,0,0,0,0,0,0,14,26,19,24,83
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",0,0,0,0,0,0,0,0,0,0,853,685,658,682,2878
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",31,80,69,72,65,67,68,0,0,0,0,0,0,0,452
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",48,73,74,82,65,79,71,0,0,0,0,0,0,0,492
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",0,82,90,88,96,114,95,0,0,0,0,0,0,0,565
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",0,91,80,75,69,78,61,0,0,0,0,0,0,0,454
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",0,72,70,71,76,92,77,0,0,0,0,0,0,0,458
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",0,0,0,0,0,0,0,364,381,383,0,0,0,0,1128
"Darien School District","=""0350011""","Darien High School","=""0356111""",0,0,0,0,0,0,0,0,0,0,346,345,328,335,1354
"Derby School District","=""0370011""","Bradley School","=""0370611""","*",69,61,65,67,58,"*",0,0,0,0,0,0,0,376
"Derby School District","=""0370011""","Irving School","=""0370411""",20,53,70,62,52,66,55,0,0,0,0,0,0,0,378
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",0,0,0,0,0,0,0,108,123,133,0,0,0,0,364
"Derby School District","=""0370011""","Derby High School","=""0376111""",0,0,0,0,0,0,0,0,0,0,97,98,87,99,381
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",18,58,71,47,0,0,0,0,0,0,0,0,0,0,194
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",0,0,0,0,73,58,76,0,0,0,0,0,0,0,207
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",0,0,0,0,0,0,0,61,77,70,0,0,0,0,208
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",0,0,0,0,0,0,0,0,0,0,58,75,63,63,259
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",26,80,77,73,70,0,0,0,0,0,0,0,0,0,326
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",0,0,0,0,0,84,107,103,93,101,0,0,0,0,488
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",0,0,0,0,0,0,0,0,0,0,78,86,113,95,372
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",29,139,159,163,136,0,0,0,0,0,0,0,0,0,626
"East Hampton School District","=""0420011""","Center School","=""0420311""",0,0,0,0,0,153,142,0,0,0,0,0,0,0,295
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",0,0,0,0,0,0,0,140,155,128,0,0,0,0,423
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",0,0,0,0,0,0,0,0,0,0,132,146,123,119,520
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,0,0,0,0,"*","*","*","*",7
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",62,65,39,43,42,42,29,0,0,0,0,0,0,0,322
