"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2013-14"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",89,261,24,374
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",41,346,13,400
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",94,291,35,420
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""",60,42,13,115
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",552,176,107,835
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","*",0,"*",235
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",626,0,0,626
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",1092,"*","*",1120
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",376,0,0,376
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",224,"*","*",229
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",406,0,0,406
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",1124,"*","*",1127
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",53,"*","*",57
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","*",0,"*",116
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",413,0,0,413
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",1790,"*","*",1838
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","*",0,"*",1173
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","*",0,"*",340
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",886,0,0,886
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",413,0,0,413
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","*",0,"*",737
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","*","*",0,303
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",251,0,0,251
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",838,"*","*",843
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","*","*",0,275
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",332,0,0,332
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",1077,"*","*",1105
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","*",0,"*",422
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",387,0,0,387
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""",228,"*","*",236
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""",511,0,0,511
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",652,"*","*",655
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",900,"*","*",904
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",539,0,0,539
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","*",0,"*",449
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","*",0,"*",491
"Bridgeport School District","=""0150011""","Pride Academy","=""0151811""","*",0,"*",57
"Bridgeport School District","=""0150011""","Read School","=""0152511""","*","*",0,839
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","*","*",0,564
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""",304,0,0,304
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","*",0,"*",514
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","*",0,"*",685
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","*","*",0,14
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",443,704,95,1242
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",359,838,102,1299
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",275,388,55,718
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""",9,"*","*",13
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",133,210,12,355
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",186,212,26,424
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",384,427,79,890
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",126,250,21,397
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",112,281,44,437
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",143,274,36,453
"Bristol School District","=""0170011""","South Side School","=""0171111""",194,281,28,503
"Bristol School District","=""0170011""","Stafford School","=""0171211""",227,245,32,504
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",478,391,76,945
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",51,836,14,901
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",31,342,7,380
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",44,569,11,624
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",61,779,19,859
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",136,398,11,545
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",82,279,13,374
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",7,70,0,77
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",41,175,9,225
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",40,173,20,233
"Canton School District","=""0230011""","Canton High School","=""0236111""",35,456,8,499
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","*",394,"*",434
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","*",243,"*",265
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",49,431,10,490
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",207,312,43,562
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering Elementary","=""2410714""",73,139,10,222
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",160,151,50,361
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""",64,121,32,217
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",79,188,15,282
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","*",16,"*",22
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",131,267,12,410
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",177,218,43,438
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",161,129,37,327
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*","*",0,"*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",164,227,24,415
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",45,"*","*",53
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*","*",0,8
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",174,473,75,722
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",107,204,31,342
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",139,225,41,405
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",229,130,45,404
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",152,209,31,392
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",6,58,0,64
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",10,135,0,145
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","*",67,"*",83
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""",0,8,0,8
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",98,70,21,189
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",215,399,46,660
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",174,201,66,441
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",53,115,15,183
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",10,280,8,298
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",91,1427,20,1538
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",0,293,0,293
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",55,674,18,747
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",40,478,11,529
"Cheshire School District","=""0250011""","Highland School","=""0250411""",40,692,8,740
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","*",15,"*",20
"Cheshire School District","=""0250011""","Norton School","=""0250511""",15,405,9,429
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","*",199,"*",228
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",56,223,17,296
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",86,362,14,462
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",117,503,18,638
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",80,454,24,558
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",94,781,25,900
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",83,455,13,551
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",81,512,21,614
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",82,564,22,668
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","*",79,"*",99
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","*",435,"*",467
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",90,77,13,180
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",521,216,64,801
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",396,342,67,805
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",323,260,63,646
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",390,106,46,542
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",259,222,54,535
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",157,361,49,567
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",257,491,53,801
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",184,353,48,585
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",164,421,52,637
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",226,388,53,667
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",170,470,40,680
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",125,509,13,647
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",234,526,76,836
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",170,440,46,656
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",291,388,64,743
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",175,328,47,550
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",28,58,8,94
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","*",29,"*",51
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",0,12,0,12
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",16,27,11,54
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",55,378,38,471
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",45,80,15,140
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",22,83,0,105
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",63,320,10,393
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""","*","*",0,20
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",57,311,9,377
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",71,430,17,518
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",58,306,13,377
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",58,470,21,549
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",65,373,16,454
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",56,386,26,468
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",53,403,21,477
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",55,10,18,83
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",394,546,152,1092
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""",39,91,9,139
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",971,1596,311,2878
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",229,102,104,435
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",139,181,36,356
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",215,184,70,469
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",123,205,42,370
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",157,224,36,417
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",127,250,35,412
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",283,94,91,468
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",281,84,68,433
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",156,182,38,376
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",572,467,161,1200
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",170,192,54,416
"Danbury School District","=""0340011""","South Street School","=""0341011""",254,66,55,375
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",180,199,53,432
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",53,331,39,423
"Darien School District","=""0350011""","Darien High School","=""0356111""","*",1344,"*",1354
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",0,565,0,565
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","*",448,"*",454
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",11,1106,11,1128
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",0,458,0,458
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",0,452,0,452
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",0,492,0,492
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",38,281,11,330
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","*",0,0,"*"
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""","*",0,0,"*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",141,223,12,376
"Derby School District","=""0370011""","Derby High School","=""0376111""",151,189,41,381
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",170,154,40,364
"Derby School District","=""0370011""","Irving School","=""0370411""",243,110,25,378
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",13,181,0,194
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",21,238,0,259
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",8,200,0,208
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",19,188,0,207
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",30,286,10,326
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",32,324,16,372
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",48,419,21,488
"East Hampton School District","=""0420011""","Center School","=""0420311""","*",268,"*",295
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",45,466,9,520
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",41,371,11,423
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",56,560,10,626
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","*","*",0,7
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",221,53,22,296
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",42,135,20,197
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",247,97,20,364
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",270,110,22,402
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",216,266,51,533
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",846,710,126,1682
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",641,366,94,1101
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",142,175,26,343
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",191,120,11,322
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",149,123,29,301
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",315,149,34,498
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",252,33,19,304
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",68,"*","*",105
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",160,76,17,253
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",166,"*","*",231
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",112,77,10,199
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",61,178,30,269
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",82,117,16,215
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",104,199,26,329
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",73,107,22,202
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",304,484,119,907
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",80,68,25,173
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",278,220,73,571
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",69,67,16,152
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",99,76,18,193
"East Haven School District","=""0440011""","Pathways","=""0449011""",26,"*","*",40
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",69,975,19,1063
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",86,766,23,875
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",38,307,9,354
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",0,41,0,41
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",50,278,11,339
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",27,156,7,190
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",163,298,45,506
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",112,204,32,348
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",115,211,19,345
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",38,98,8,144
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",37,48,10,95
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","*",65,"*",127
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",24,128,0,152
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","*",344,"*",351
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",15,589,6,610
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",189,0,0,189
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",30,10,0,40
"Ellington School District","=""0480011""","Center School","=""0480111""",33,354,6,393
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","*",181,"*",203
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",58,719,20,797
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",36,362,11,409
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",36,368,12,416
"Ellington School District","=""0480011""","Windermere School","=""0480611""",31,398,10,439
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",411,139,74,624
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",101,207,28,336
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",125,233,26,384
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",204,440,63,707
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",109,165,14,288
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","*","*",0,15
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",150,691,77,918
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",146,198,10,354
"Enfield School District","=""0490011""","Head Start Program","=""0498011""","*","*",0,104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",121,198,21,340
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",288,746,87,1121
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",40,174,7,221
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",118,257,43,418
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",36,449,23,508
"Explorations District","=""2720013""","Explorations","=""2726113""",27,56,0,83
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",27,418,8,453
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","*",297,"*",306
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""","*","*",0,110
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",82,1409,18,1509
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",159,1259,41,1459
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",67,842,17,926
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",43,338,17,398
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",21,300,6,327
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",105,321,32,458
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","*",408,"*",429
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","*",426,"*",444
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","*",508,"*",526
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","*",380,"*",399
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",32,815,13,860
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","*",434,"*",457
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","*",482,"*",497
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",94,577,27,698
"Farmington School District","=""0520011""","East Farms School","=""0520411""","*",415,"*",433
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","*","*",0,76
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",116,1179,19,1314
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",40,521,10,571
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","*",314,"*",338
