"Student Counts by School and Year"
"All Districts, All Schools"
"2008-09"

"District","District Code","School","School Code","Count"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",474
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",629
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",7
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",322
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",169
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",410
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",332
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",322
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",1898
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",967
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",353
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",333
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",331
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",414
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",297
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",148
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",492
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",278
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",169
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",228
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",233
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",337
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",189
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",1014
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",212
"East Haven School District","=""0440011""","Hays School","=""0441911""",163
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",499
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",204
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",159
"East Haven School District","=""0440011""","Pathways","=""0449011""",46
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",292
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",1247
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",870
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",368
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",50
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",366
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",247
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",600
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",411
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",424
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",65
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",48
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",34
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",185
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",387
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",769
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",167
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",27
"Ellington School District","=""0480011""","Center School","=""0480111""",429
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",221
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",778
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",390
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",406
"Ellington School District","=""0480011""","Windermere School","=""0480611""",410
"Elm City College Preparatory School","=""2810013""","Elm City College Preparatory School","=""2810113""",509
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",339
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",404
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",893
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",348
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",8
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",1174
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",283
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",405
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",418
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",923
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",263
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",435
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",299
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",594
"Explorations District","=""2720013""","Explorations","=""2726113""",85
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",469
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",322
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",126
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",1392
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",1273
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",605
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",350
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",356
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",436
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",470
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",502
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",527
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",478
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",889
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",446
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",542
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",770
"Farmington School District","=""0520011""","East Farms School","=""0520411""",428
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",72
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",1360
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",671
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",345
"Farmington School District","=""0520011""","Union School","=""0520111""",295
"Farmington School District","=""0520011""","West District School","=""0520311""",345
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",676
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",225
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",575
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",342
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",530
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",2066
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",525
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",530
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",488
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",664
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",1128
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",473
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",737
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",379
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",350
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",330
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",690
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",415
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",747
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",283
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",2677
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",381
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",375
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",338
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",227
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",457
"Greenwich School District","=""0570011""","North Street School","=""0570811""",497
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",441
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",328
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",517
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",494
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",931
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",766
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",418
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",374
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",468
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",434
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",369
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",432
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",326
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",412
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",322
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1388
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",344
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",265
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",574
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",319
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",335
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",604
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",1138
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",438
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",357
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",91
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",464
"Hamden School District","=""0620011""","Church Street School","=""0620211""",408
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",332
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",2113
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",866
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",306
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",323
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",347
"Hamden School District","=""0620011""","West Woods School","=""0621411""",501
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",149
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",355
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",546
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",439
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",102
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",342
