district_code,district_name,school_code,school,subject,school_level,mean,n,state_mean,state_n,year
2120012,Regional School District 12,2120412,Washington Primary School,1,Elementary,22,1,20,5150.0,2014-15
2120012,Regional School District 12,2120412,Washington Primary School,2,Elementary,19,1,21,5089.0,2014-15
2120012,Regional School District 12,2120412,Washington Primary School,3,Elementary,12,2,21,4804.0,2014-15
2120012,Regional School District 12,2120412,Washington Primary School,4,Elementary,18,1,21,5070.0,2014-15
2120012,Regional School District 12,2120412,Washington Primary School,5,Elementary,22,1,21,5597.0,2014-15
2120012,Regional School District 12,2120412,Washington Primary School,KG,Elementary,19,1,19,4651.0,2014-15
2120012,Regional School District 12,2120412,Washington Primary School,PK,Elementary,13,2,16,1262.0,2014-15
2130012,Regional School District 13,2130112,Frederick Brewster School,1,Elementary,15,4,20,5150.0,2014-15
2130012,Regional School District 13,2130112,Frederick Brewster School,2,Elementary,16,5,21,5089.0,2014-15
2130012,Regional School District 13,2130112,Frederick Brewster School,KG,Elementary,16,4,19,4651.0,2014-15
2130012,Regional School District 13,2130112,Frederick Brewster School,PK,Elementary,14,2,16,1262.0,2014-15
2130012,Regional School District 13,2130212,Francis E. Korn School,3,Elementary,17,4,21,4804.0,2014-15
2130012,Regional School District 13,2130212,Francis E. Korn School,4,Elementary,19,4,21,5070.0,2014-15
2130012,Regional School District 13,2130412,Middlefield Memorial School,5,Elementary,18,35,21,5597.0,2014-15
2130012,Regional School District 13,2130412,Middlefield Memorial School,6,Elementary,21,40,21,7941.0,2014-15
2130012,Regional School District 13,2130512,John Lyman School,1,Elementary,7,5,20,5150.0,2014-15
2130012,Regional School District 13,2130512,John Lyman School,2,Elementary,11,5,21,5089.0,2014-15
2130012,Regional School District 13,2130512,John Lyman School,3,Elementary,8,6,21,4804.0,2014-15
2130012,Regional School District 13,2130512,John Lyman School,4,Elementary,11,6,21,5070.0,2014-15
2130012,Regional School District 13,2130512,John Lyman School,KG,Elementary,14,3,19,4651.0,2014-15
2130012,Regional School District 13,2135112,Frank Ward Strong School,7,Elementary,21,31,20,7910.0,2014-15
2130012,Regional School District 13,2135112,Frank Ward Strong School,8,Elementary,24,30,20,7959.0,2014-15
2140012,Regional School District 14,2140112,Bethlehem Elementary School,1,Elementary,21,8,20,5150.0,2014-15
2140012,Regional School District 14,2140112,Bethlehem Elementary School,2,Elementary,18,8,21,5089.0,2014-15
2140012,Regional School District 14,2140112,Bethlehem Elementary School,3,Elementary,16,12,21,4804.0,2014-15
2140012,Regional School District 14,2140112,Bethlehem Elementary School,4,Elementary,20,8,21,5070.0,2014-15
2140012,Regional School District 14,2140112,Bethlehem Elementary School,5,Elementary,17,12,21,5597.0,2014-15
2140012,Regional School District 14,2140112,Bethlehem Elementary School,KG,Elementary,17,8,19,4651.0,2014-15
2140012,Regional School District 14,2140212,Mitchell Elementary School,1,Elementary,17,16,20,5150.0,2014-15
2140012,Regional School District 14,2140212,Mitchell Elementary School,2,Elementary,19,12,21,5089.0,2014-15
2140012,Regional School District 14,2140212,Mitchell Elementary School,3,Elementary,20,12,21,4804.0,2014-15
2140012,Regional School District 14,2140212,Mitchell Elementary School,4,Elementary,20,12,21,5070.0,2014-15
2140012,Regional School District 14,2140212,Mitchell Elementary School,5,Elementary,19,12,21,5597.0,2014-15
2140012,Regional School District 14,2140212,Mitchell Elementary School,KG,Elementary,14,12,19,4651.0,2014-15
2140012,Regional School District 14,2145112,Woodbury Middle School,6,Elementary,20,24,21,7941.0,2014-15
2140012,Regional School District 14,2145112,Woodbury Middle School,7,Elementary,23,19,20,7910.0,2014-15
2140012,Regional School District 14,2145112,Woodbury Middle School,8,Elementary,23,25,20,7959.0,2014-15
2140012,Regional School District 14,2148012,Integrated Star Preschool Program,PK,Elementary,47,1,16,1262.0,2014-15
2150012,Regional School District 15,2155112,Rochambeau Middle School,6,Elementary,23,30,21,7941.0,2014-15
2150012,Regional School District 15,2155112,Rochambeau Middle School,7,Elementary,21,35,20,7910.0,2014-15
2150012,Regional School District 15,2155112,Rochambeau Middle School,8,Elementary,19,41,20,7959.0,2014-15
2150012,Regional School District 15,2155212,Memorial Middle School,6,Elementary,23,29,21,7941.0,2014-15
2150012,Regional School District 15,2155212,Memorial Middle School,7,Elementary,20,31,20,7910.0,2014-15
2150012,Regional School District 15,2155212,Memorial Middle School,8,Elementary,21,29,20,7959.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,1,Elementary,17,15,20,5150.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,2,Elementary,21,15,21,5089.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,3,Elementary,17,20,21,4804.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,4,Elementary,21,15,21,5070.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,5,Elementary,20,20,21,5597.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,KG,Elementary,14,20,19,4651.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,PK,Elementary,14,2,16,1262.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,4,Elementary,21,25,21,5070.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,5,Elementary,23,25,21,5597.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,1,Elementary,16,25,20,5150.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,2,Elementary,22,25,21,5089.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,3,Elementary,18,25,21,4804.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,KG,Elementary,20,16,19,4651.0,2014-15
2160012,Regional School District 16,2160112,Laurel Ledge School,PK,Elementary,25,2,16,1262.0,2014-15
2160012,Regional School District 16,2165112,Long River Middle School,6,Elementary,22,40,21,7941.0,2014-15
2160012,Regional School District 16,2165112,Long River Middle School,7,Elementary,23,41,20,7910.0,2014-15
2160012,Regional School District 16,2165112,Long River Middle School,8,Elementary,22,37,20,7959.0,2014-15
2170012,Regional School District 17,2170112,Haddam Elementary School,1,Elementary,21,8,20,5150.0,2014-15
2170012,Regional School District 17,2170112,Haddam Elementary School,2,Elementary,19,8,21,5089.0,2014-15
2170012,Regional School District 17,2170112,Haddam Elementary School,3,Elementary,17,16,21,4804.0,2014-15
2170012,Regional School District 17,2170112,Haddam Elementary School,4,Elementary,19,12,21,5070.0,2014-15
2170012,Regional School District 17,2170112,Haddam Elementary School,KG,Elementary,15,12,19,4651.0,2014-15
2170012,Regional School District 17,2170212,Burr District Elementary School,1,Elementary,19,12,20,5150.0,2014-15
2170012,Regional School District 17,2170212,Burr District Elementary School,2,Elementary,17,12,21,5089.0,2014-15
2170012,Regional School District 17,2170212,Burr District Elementary School,3,Elementary,16,12,21,4804.0,2014-15
2170012,Regional School District 17,2170212,Burr District Elementary School,4,Elementary,20,12,21,5070.0,2014-15
2170012,Regional School District 17,2170212,Burr District Elementary School,KG,Elementary,16,12,19,4651.0,2014-15
2170012,Regional School District 17,2170212,Burr District Elementary School,PK,Elementary,17,3,16,1262.0,2014-15
2170012,Regional School District 17,2170312,Killingworth Elementary School,1,Elementary,18,12,20,5150.0,2014-15
2170012,Regional School District 17,2170312,Killingworth Elementary School,2,Elementary,17,12,21,5089.0,2014-15
2170012,Regional School District 17,2170312,Killingworth Elementary School,3,Elementary,18,12,21,4804.0,2014-15
2170012,Regional School District 17,2170312,Killingworth Elementary School,4,Elementary,18,16,21,5070.0,2014-15
2170012,Regional School District 17,2170312,Killingworth Elementary School,KG,Elementary,14,12,19,4651.0,2014-15
2170012,Regional School District 17,2175112,Haddam-Killingworth Middle School,5,Elementary,20,32,21,5597.0,2014-15
2170012,Regional School District 17,2175112,Haddam-Killingworth Middle School,6,Elementary,21,50,21,7941.0,2014-15
2170012,Regional School District 17,2175112,Haddam-Killingworth Middle School,7,Elementary,19,51,20,7910.0,2014-15
2170012,Regional School District 17,2175112,Haddam-Killingworth Middle School,8,Elementary,19,42,20,7959.0,2014-15
2180012,Regional School District 18,2180112,Lyme Consolidated School,1,Elementary,12,2,20,5150.0,2014-15
2180012,Regional School District 18,2180112,Lyme Consolidated School,2,Elementary,18,2,21,5089.0,2014-15
2180012,Regional School District 18,2180112,Lyme Consolidated School,3,Elementary,19,2,21,4804.0,2014-15
2180012,Regional School District 18,2180112,Lyme Consolidated School,4,Elementary,20,2,21,5070.0,2014-15
2180012,Regional School District 18,2180112,Lyme Consolidated School,5,Elementary,19,2,21,5597.0,2014-15
2180012,Regional School District 18,2180112,Lyme Consolidated School,KG,Elementary,18,2,19,4651.0,2014-15
2180012,Regional School District 18,2180212,Mile Creek School,1,Elementary,16,3,20,5150.0,2014-15
2180012,Regional School District 18,2180212,Mile Creek School,2,Elementary,13,3,21,5089.0,2014-15
2180012,Regional School District 18,2180212,Mile Creek School,3,Elementary,15,3,21,4804.0,2014-15
2180012,Regional School District 18,2180212,Mile Creek School,4,Elementary,19,3,21,5070.0,2014-15
2180012,Regional School District 18,2180212,Mile Creek School,KG,Elementary,13,2,19,4651.0,2014-15
2180012,Regional School District 18,2180312,Center School,5,Elementary,20,4,21,5597.0,2014-15
2180012,Regional School District 18,2180312,Center School,PK,Elementary,11,5,16,1262.0,2014-15
2180012,Regional School District 18,2185112,Lyme-Old Lyme Middle School,6,Elementary,17,37,21,7941.0,2014-15
2180012,Regional School District 18,2185112,Lyme-Old Lyme Middle School,7,Elementary,21,36,20,7910.0,2014-15
2180012,Regional School District 18,2185112,Lyme-Old Lyme Middle School,8,Elementary,20,36,20,7959.0,2014-15
2410014,Capitol Region Education Council,2410114,Glastonbury/East Hartford Magnet School,1,Elementary,22,12,20,5150.0,2014-15
2410014,Capitol Region Education Council,2410114,Glastonbury/East Hartford Magnet School,2,Elementary,22,12,21,5089.0,2014-15
2410014,Capitol Region Education Council,2410114,Glastonbury/East Hartford Magnet School,3,Elementary,23,9,21,4804.0,2014-15
2410014,Capitol Region Education Council,2410114,Glastonbury/East Hartford Magnet School,4,Elementary,22,15,21,5070.0,2014-15
2410014,Capitol Region Education Council,2410114,Glastonbury/East Hartford Magnet School,5,Elementary,21,8,21,5597.0,2014-15
2410014,Capitol Region Education Council,2410114,Glastonbury/East Hartford Magnet School,KG,Elementary,22,12,19,4651.0,2014-15
2410014,Capitol Region Education Council,2410114,Glastonbury/East Hartford Magnet School,PK,Elementary,20,3,16,1262.0,2014-15
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,1,Elementary,21,12,20,5150.0,2014-15
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,2,Elementary,21,12,21,5089.0,2014-15
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,3,Elementary,21,9,21,4804.0,2014-15
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,4,Elementary,20,15,21,5070.0,2014-15
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,5,Elementary,18,12,21,5597.0,2014-15
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,KG,Elementary,21,12,19,4651.0,2014-15
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,PK,Elementary,19,5,16,1262.0,2014-15
2410014,Capitol Region Education Council,2410314,Reggio Magnet School of the Arts,1,Elementary,21,12,20,5150.0,2014-15
2410014,Capitol Region Education Council,2410314,Reggio Magnet School of the Arts,2,Elementary,20,12,21,5089.0,2014-15
2410014,Capitol Region Education Council,2410314,Reggio Magnet School of the Arts,3,Elementary,19,9,21,4804.0,2014-15
2410014,Capitol Region Education Council,2410314,Reggio Magnet School of the Arts,4,Elementary,18,15,21,5070.0,2014-15
2410014,Capitol Region Education Council,2410314,Reggio Magnet School of the Arts,5,Elementary,12,12,21,5597.0,2014-15
2410014,Capitol Region Education Council,2410314,Reggio Magnet School of the Arts,KG,Elementary,21,12,19,4651.0,2014-15
2410014,Capitol Region Education Council,2410314,Reggio Magnet School of the Arts,PK,Elementary,20,6,16,1262.0,2014-15
2410014,Capitol Region Education Council,2410414,International Magnet School for Global Citizenship,1,Elementary,20,12,20,5150.0,2014-15
2410014,Capitol Region Education Council,2410414,International Magnet School for Global Citizenship,2,Elementary,22,12,21,5089.0,2014-15
2410014,Capitol Region Education Council,2410414,International Magnet School for Global Citizenship,3,Elementary,21,9,21,4804.0,2014-15
2410014,Capitol Region Education Council,2410414,International Magnet School for Global Citizenship,4,Elementary,19,15,21,5070.0,2014-15
2410014,Capitol Region Education Council,2410414,International Magnet School for Global Citizenship,5,Elementary,17,12,21,5597.0,2014-15
2410014,Capitol Region Education Council,2410414,International Magnet School for Global Citizenship,KG,Elementary,21,12,19,4651.0,2014-15
2410014,Capitol Region Education Council,2410414,International Magnet School for Global Citizenship,PK,Elementary,20,5,16,1262.0,2014-15
2410014,Capitol Region Education Council,2410614,Ana Grace Academy of the Arts Elementary School,1,Elementary,21,12,20,5150.0,2014-15
2410014,Capitol Region Education Council,2410614,Ana Grace Academy of the Arts Elementary School,2,Elementary,21,12,21,5089.0,2014-15
2410014,Capitol Region Education Council,2410614,Ana Grace Academy of the Arts Elementary School,KG,Elementary,21,12,19,4651.0,2014-15
2410014,Capitol Region Education Council,2410614,Ana Grace Academy of the Arts Elementary School,PK,Elementary,20,6,16,1262.0,2014-15
2410014,Capitol Region Education Council,2410714,Academy of Aerospace and Engineering Elementary,1,Elementary,21,16,20,5150.0,2014-15
2410014,Capitol Region Education Council,2410714,Academy of Aerospace and Engineering Elementary,KG,Elementary,16,16,19,4651.0,2014-15
2410014,Capitol Region Education Council,2410714,Academy of Aerospace and Engineering Elementary,PK,Elementary,19,7,16,1262.0,2014-15
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,1,Elementary,10,20,20,5150.0,2014-15
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,2,Elementary,8,20,21,5089.0,2014-15
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,3,Elementary,9,20,21,4804.0,2014-15
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,4,Elementary,12,16,21,5070.0,2014-15
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,5,Elementary,10,16,21,5597.0,2014-15
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,KG,Elementary,8,16,19,4651.0,2014-15
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,PK,Elementary,11,36,16,1262.0,2014-15
2410014,Capitol Region Education Council,2415014,Two Rivers Magnet Middle School,6,Elementary,24,22,21,7941.0,2014-15
2410014,Capitol Region Education Council,2415014,Two Rivers Magnet Middle School,7,Elementary,23,29,20,7910.0,2014-15
2410014,Capitol Region Education Council,2415014,Two Rivers Magnet Middle School,8,Elementary,22,35,20,7959.0,2014-15
2410014,Capitol Region Education Council,2415114,Academy of Aerospace and Engineering,6,Elementary,20,24,21,7941.0,2014-15
2410014,Capitol Region Education Council,2415114,Academy of Aerospace and Engineering,7,Elementary,20,21,20,7910.0,2014-15
2410014,Capitol Region Education Council,2415114,Academy of Aerospace and Engineering,8,Elementary,22,22,20,7959.0,2014-15
2410014,Capitol Region Education Council,2415214,Public Safety Academy,6,Elementary,17,10,21,7941.0,2014-15
2410014,Capitol Region Education Council,2415214,Public Safety Academy,7,Elementary,21,4,20,7910.0,2014-15
2410014,Capitol Region Education Council,2415314,Greater Hartford Academy of the Arts Magnet Middle,6,Elementary,19,24,21,7941.0,2014-15
2410014,Capitol Region Education Council,2415314,Greater Hartford Academy of the Arts Magnet Middle,7,Elementary,18,21,20,7910.0,2014-15
2410014,Capitol Region Education Council,2415314,Greater Hartford Academy of the Arts Magnet Middle,8,Elementary,13,29,20,7959.0,2014-15
2410014,Capitol Region Education Council,2416114,Metropolitan Learning Center for Global and International Studies,6,Elementary,19,24,21,7941.0,2014-15
2410014,Capitol Region Education Council,2416114,Metropolitan Learning Center for Global and International Studies,7,Elementary,17,30,20,7910.0,2014-15
2410014,Capitol Region Education Council,2416114,Metropolitan Learning Center for Global and International Studies,8,Elementary,18,18,20,7959.0,2014-15
2410014,Capitol Region Education Council,2416514,Medical Professions and Teacher Preparation Academy,6,Elementary,24,16,21,7941.0,2014-15
2410014,Capitol Region Education Council,2416514,Medical Professions and Teacher Preparation Academy,7,Elementary,21,12,20,7910.0,2014-15
2410014,Capitol Region Education Council,2416514,Medical Professions and Teacher Preparation Academy,8,Elementary,21,14,20,7959.0,2014-15
2410014,Capitol Region Education Council,2416514,Medical Professions and Teacher Preparation Academy,PK,Elementary,17,2,16,1262.0,2014-15
2410014,Capitol Region Education Council,2418114,Discovery Academy,1,Elementary,21,12,20,5150.0,2014-15
2410014,Capitol Region Education Council,2418114,Discovery Academy,2,Elementary,22,8,21,5089.0,2014-15
2410014,Capitol Region Education Council,2418114,Discovery Academy,3,Elementary,22,6,21,4804.0,2014-15
2410014,Capitol Region Education Council,2418114,Discovery Academy,4,Elementary,22,2,21,5070.0,2014-15
2410014,Capitol Region Education Council,2418114,Discovery Academy,KG,Elementary,22,8,19,4651.0,2014-15
2410014,Capitol Region Education Council,2418114,Discovery Academy,PK,Elementary,20,5,16,1262.0,2014-15
2410014,Capitol Region Education Council,2419014,John J. Allison Polaris Center,8,Elementary,10,2,20,7959.0,2014-15
2410014,Capitol Region Education Council,2419114,Soundbridge,PK,Elementary,7,1,16,1262.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,1,Elementary,20,2,20,5150.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,2,Elementary,19,3,21,5089.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,3,Elementary,20,3,21,4804.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,4,Elementary,20,2,21,5070.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,5,Elementary,23,2,21,5597.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,6,Elementary,17,2,21,7941.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,7,Elementary,14,8,20,7910.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,8,Elementary,21,8,20,7959.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,KG,Elementary,18,2,19,4651.0,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,PK,Elementary,20,4,16,1262.0,2014-15
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,7,Elementary,6,1,20,7910.0,2014-15
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,1,Elementary,21,18,20,5150.0,2014-15
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,2,Elementary,20,18,21,5089.0,2014-15
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,3,Elementary,23,18,21,4804.0,2014-15
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,4,Elementary,24,24,21,5070.0,2014-15
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,5,Elementary,23,10,21,5597.0,2014-15
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,6,Elementary,23,20,21,7941.0,2014-15
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,7,Elementary,22,22,20,7910.0,2014-15
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,8,Elementary,20,19,20,7959.0,2014-15
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,KG,Elementary,19,24,19,4651.0,2014-15
2440014,Area Cooperative Educational Services,2445114,Thomas Edison Magnet Middle School,6,Elementary,15,97,21,7941.0,2014-15
2440014,Area Cooperative Educational Services,2445114,Thomas Edison Magnet Middle School,7,Elementary,16,70,20,7910.0,2014-15
2440014,Area Cooperative Educational Services,2445114,Thomas Edison Magnet Middle School,8,Elementary,17,75,20,7959.0,2014-15
2440014,Area Cooperative Educational Services,2449414,Mill Road School,2,Elementary,6,4,21,5089.0,2014-15
2440014,Area Cooperative Educational Services,2449414,Mill Road School,3,Elementary,7,4,21,4804.0,2014-15
2440014,Area Cooperative Educational Services,2449414,Mill Road School,5,Elementary,10,4,21,5597.0,2014-15
2440014,Area Cooperative Educational Services,2449414,Mill Road School,6,Elementary,14,2,21,7941.0,2014-15
2440014,Area Cooperative Educational Services,2449414,Mill Road School,7,Elementary,13,2,20,7910.0,2014-15
2440014,Area Cooperative Educational Services,2449414,Mill Road School,8,Elementary,6,2,20,7959.0,2014-15
2450014,Learn,2450114,Multicultural Magnet School,1,Elementary,20,8,20,5150.0,2014-15
2450014,Learn,2450114,Multicultural Magnet School,2,Elementary,21,7,21,5089.0,2014-15
2450014,Learn,2450114,Multicultural Magnet School,3,Elementary,21,6,21,4804.0,2014-15
2450014,Learn,2450114,Multicultural Magnet School,4,Elementary,18,7,21,5070.0,2014-15
2450014,Learn,2450114,Multicultural Magnet School,5,Elementary,18,4,21,5597.0,2014-15
2450014,Learn,2450114,Multicultural Magnet School,KG,Elementary,26,3,19,4651.0,2014-15
2450014,Learn,2450214,The Friendship School,KG,Elementary,16,35,19,4651.0,2014-15
2450014,Learn,2450214,The Friendship School,PK,Elementary,19,21,16,1262.0,2014-15
2450014,Learn,2450314,Goodwin College Early Childhood Interdistrict Magnet School,1,Elementary,19,3,20,5150.0,2014-15
2450014,Learn,2450314,Goodwin College Early Childhood Interdistrict Magnet School,KG,Elementary,17,4,19,4651.0,2014-15
2450014,Learn,2450314,Goodwin College Early Childhood Interdistrict Magnet School,PK,Elementary,16,12,16,1262.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,1,Elementary,25,15,20,5150.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,2,Elementary,21,15,21,5089.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,3,Elementary,25,10,21,4804.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,4,Elementary,22,15,21,5070.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,5,Elementary,20,16,21,5597.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,6,Elementary,19,16,21,7941.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,7,Elementary,21,14,20,7910.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,8,Elementary,21,14,20,7959.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,KG,Elementary,23,6,19,4651.0,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,PK,Elementary,23,9,16,1262.0,2014-15
2630013,Odyssey Community School District,2635113,Odyssey Community School,1,Elementary,20,10,20,5150.0,2014-15
2630013,Odyssey Community School District,2635113,Odyssey Community School,2,Elementary,19,10,21,5089.0,2014-15
2630013,Odyssey Community School District,2635113,Odyssey Community School,3,Elementary,19,10,21,4804.0,2014-15
2630013,Odyssey Community School District,2635113,Odyssey Community School,4,Elementary,19,10,21,5070.0,2014-15
2630013,Odyssey Community School District,2635113,Odyssey Community School,5,Elementary,19,6,21,5597.0,2014-15
2630013,Odyssey Community School District,2635113,Odyssey Community School,6,Elementary,16,8,21,7941.0,2014-15
2630013,Odyssey Community School District,2635113,Odyssey Community School,7,Elementary,17,10,20,7910.0,2014-15
2630013,Odyssey Community School District,2635113,Odyssey Community School,8,Elementary,17,10,20,7959.0,2014-15
2630013,Odyssey Community School District,2635113,Odyssey Community School,KG,Elementary,19,10,19,4651.0,2014-15
2640013,Integrated Day Charter School District,2640113,Integrated Day Charter School,6,Elementary,17,2,21,7941.0,2014-15
2640013,Integrated Day Charter School District,2640113,Integrated Day Charter School,PK,Elementary,17,2,16,1262.0,2014-15
2650013,Interdistrict School for Arts and Comm District,2655113,Interdistrict School For Arts And Communication,6,Elementary,20,18,21,7941.0,2014-15
2650013,Interdistrict School for Arts and Comm District,2655113,Interdistrict School For Arts And Communication,7,Elementary,20,13,20,7910.0,2014-15
2650013,Interdistrict School for Arts and Comm District,2655113,Interdistrict School For Arts And Communication,8,Elementary,19,13,20,7959.0,2014-15
2690013,The Bridge Academy District,2696113,The Bridge Academy,7,Elementary,31,8,20,7910.0,2014-15
2690013,The Bridge Academy District,2696113,The Bridge Academy,8,Elementary,29,8,20,7959.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,1,Elementary,22,4,20,5150.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,2,Elementary,22,4,21,5089.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,3,Elementary,23,4,21,4804.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,4,Elementary,24,4,21,5070.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,5,Elementary,21,2,21,5597.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,6,Elementary,22,2,21,7941.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,7,Elementary,21,4,20,7910.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,8,Elementary,18,4,20,7959.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,KG,Elementary,21,4,19,4651.0,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,PK,Elementary,14,8,16,1262.0,2014-15
2780013,Trailblazers Academy District,2785113,Trailblazers Academy,6,Elementary,28,6,21,7941.0,2014-15
2780013,Trailblazers Academy District,2785113,Trailblazers Academy,7,Elementary,29,7,20,7910.0,2014-15
2780013,Trailblazers Academy District,2785113,Trailblazers Academy,8,Elementary,36,8,20,7959.0,2014-15
2790013,Amistad Academy District,2795113,Amistad Academy,1,Elementary,30,7,20,5150.0,2014-15
2790013,Amistad Academy District,2795113,Amistad Academy,2,Elementary,20,9,21,5089.0,2014-15
2790013,Amistad Academy District,2795113,Amistad Academy,3,Elementary,16,1,21,4804.0,2014-15
2790013,Amistad Academy District,2795113,Amistad Academy,4,Elementary,17,6,21,5070.0,2014-15
2790013,Amistad Academy District,2795113,Amistad Academy,5,Elementary,27,8,21,5597.0,2014-15
2790013,Amistad Academy District,2795113,Amistad Academy,6,Elementary,24,13,21,7941.0,2014-15
2790013,Amistad Academy District,2795113,Amistad Academy,7,Elementary,25,8,20,7910.0,2014-15
2790013,Amistad Academy District,2795113,Amistad Academy,8,Elementary,27,15,20,7959.0,2014-15
2790013,Amistad Academy District,2795113,Amistad Academy,KG,Elementary,24,9,19,4651.0,2014-15
2800013,"New Beginnings Inc., Family Academy District",2800113,"New Beginnings Inc., Family Academy",1,Elementary,22,3,20,5150.0,2014-15
2800013,"New Beginnings Inc., Family Academy District",2800113,"New Beginnings Inc., Family Academy",2,Elementary,21,5,21,5089.0,2014-15
2800013,"New Beginnings Inc., Family Academy District",2800113,"New Beginnings Inc., Family Academy",3,Elementary,23,2,21,4804.0,2014-15
2800013,"New Beginnings Inc., Family Academy District",2800113,"New Beginnings Inc., Family Academy",4,Elementary,23,2,21,5070.0,2014-15
2800013,"New Beginnings Inc., Family Academy District",2800113,"New Beginnings Inc., Family Academy",5,Elementary,20,2,21,5597.0,2014-15
2800013,"New Beginnings Inc., Family Academy District",2800113,"New Beginnings Inc., Family Academy",6,Elementary,15,4,21,7941.0,2014-15
2800013,"New Beginnings Inc., Family Academy District",2800113,"New Beginnings Inc., Family Academy",7,Elementary,19,17,20,7910.0,2014-15
2800013,"New Beginnings Inc., Family Academy District",2800113,"New Beginnings Inc., Family Academy",8,Elementary,17,12,20,7959.0,2014-15
2800013,"New Beginnings Inc., Family Academy District",2800113,"New Beginnings Inc., Family Academy",KG,Elementary,20,7,19,4651.0,2014-15
