district_code,district_name,school_code,school,subject,school_level,mean,n,state_mean,state_n,year
2890013,Elm City College Preparatory School District,2890113,Elm City College Preparatory School,Mathematics - Other,Secondary,7,1,16,140.0,2014-15
2890013,Elm City College Preparatory School District,2890113,Elm City College Preparatory School,World History - Overview,Secondary,8,4,20,1125.0,2014-15
2930013,Path Academy District,2930113,Path Academy,Algebra I,Secondary,34,1,19,1386.0,2014-15
2930013,Path Academy District,2930113,Path Academy,Biology,Secondary,20,2,20,1889.0,2014-15
2930013,Path Academy District,2930113,Path Academy,Consumer Math,Secondary,22,1,14,85.0,2014-15
2930013,Path Academy District,2930113,Path Academy,Early U.S. History,Secondary,26,1,20,75.0,2014-15
2930013,Path Academy District,2930113,Path Academy,English/Language Arts I (9th grade),Secondary,11,3,19,1684.0,2014-15
2930013,Path Academy District,2930113,Path Academy,English/Language Arts II (10th grade),Secondary,10,6,20,1457.0,2014-15
2930013,Path Academy District,2930113,Path Academy,English/Language Arts III (11th grade),Secondary,7,2,20,902.0,2014-15
2930013,Path Academy District,2930113,Path Academy,Environmental Science,Secondary,21,3,18,289.0,2014-15
2930013,Path Academy District,2930113,Path Academy,Geometry,Secondary,27,1,20,1660.0,2014-15
2930013,Path Academy District,2930113,Path Academy,Modern U.S. History,Secondary,16,1,21,582.0,2014-15
2930013,Path Academy District,2930113,Path Academy,Modern World History,Secondary,43,1,21,512.0,2014-15
2930013,Path Academy District,2930113,Path Academy,Physical Science,Secondary,36,3,20,475.0,2014-15
3470015,Unified School District #2,3470115,Children's Place School,Biology,Secondary,15,1,20,1889.0,2014-15
3470015,Unified School District #2,3470115,Children's Place School,Civics,Secondary,14,2,20,822.0,2014-15
3470015,Unified School District #2,3470115,Children's Place School,Integrated Math - multi-year equivalent,Secondary,16,4,14,112.0,2014-15
3470015,Unified School District #2,3470115,Children's Place School,Literature,Secondary,16,4,15,128.0,2014-15
3470015,Unified School District #2,3470115,Children's Place School,Physical Science,Secondary,14,2,20,475.0,2014-15
3470015,Unified School District #2,3470115,Children's Place School,Physics,Secondary,8,1,20,581.0,2014-15
3470015,Unified School District #2,3470115,Children's Place School,U.S. History - Comprehensive,Secondary,14,2,20,882.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Algebra I,Secondary,7,3,19,1386.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Biology,Secondary,7,8,20,1889.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Chemistry,Secondary,8,1,21,1368.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Earth Science,Secondary,8,3,19,334.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,English/Language Arts I (9th grade),Secondary,6,1,19,1684.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Geometry,Secondary,6,1,20,1660.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Integrated Math - multi-year equivalent,Secondary,7,12,14,112.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Literature,Secondary,12,14,15,128.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Mathematics Proficiency Development,Secondary,13,3,11,71.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Physical Science,Secondary,8,2,20,475.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,Strategic Reading,Secondary,11,8,12,227.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,U.S. History - Comprehensive,Secondary,8,6,20,882.0,2014-15
3470015,Unified School District #2,3470315,Riverview School,World History - Overview,Secondary,9,6,20,1125.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Algebra I,Secondary,7,3,19,1386.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Biology,Secondary,10,11,20,1889.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Civics,Secondary,8,4,20,822.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Contemporary U.S. Issues,Secondary,8,3,16,53.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Creative Writing,Secondary,8,2,19,145.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,English Language and Literature - Other,Secondary,23,2,18,135.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Environmental Science,Secondary,7,1,18,289.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Geometry,Secondary,6,2,20,1660.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Integrated Math - multi-year equivalent,Secondary,13,29,14,112.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Integrated Science,Secondary,41,2,19,587.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Life and Physical Sciences - Other,Secondary,23,2,17,115.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Literature,Secondary,13,30,15,128.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Mathematics - Other,Secondary,23,2,16,140.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Mathematics Proficiency Development,Secondary,9,8,11,71.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Physical Science,Secondary,10,11,20,475.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Social Sciences and History - Other,Secondary,62,2,19,54.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,Strategic Reading,Secondary,15,17,12,227.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,U.S. History - Comprehensive,Secondary,10,13,20,882.0,2014-15
3470015,Unified School District #2,3476715,Walter G. Cady School,World History - Overview,Secondary,9,12,20,1125.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Algebra I,Secondary,18,1,19,1386.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Algebra I - Part 1,Secondary,17,11,16,194.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Algebra I - Part 2,Secondary,16,11,17,158.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Algebra II,Secondary,15,6,20,1597.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Anatomy and Physiology,Secondary,21,1,19,291.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Biology,Secondary,17,21,20,1889.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Chemistry,Secondary,23,2,21,1368.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Creative Writing,Secondary,11,1,19,145.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,English/Literature (freshmen and sophomores),Secondary,16,24,18,521.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,English/Literature (juniors and seniors),Secondary,16,12,17,217.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Geometry,Secondary,16,1,20,1660.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Informal Geometry,Secondary,16,11,17,204.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Informal Mathematics,Secondary,19,33,17,354.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Language Arts Laboratory,Secondary,21,20,16,426.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Law Studies,Secondary,20,3,17,89.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Life and Physical Sciences - Proficiency Development,Secondary,17,12,17,215.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Literature of a Genre,Secondary,16,3,20,117.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Modern U.S. History,Secondary,21,9,21,582.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Particular Topics in Biology,Secondary,16,9,18,131.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Particular Topics in Foundation Math,Secondary,7,2,10,86.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Pre-Calculus,Secondary,25,1,20,867.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Psychology,Secondary,21,6,21,309.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,Transition Algebra,Secondary,18,5,16,59.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,World Area Studies,Secondary,17,12,19,376.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,World History - Overview,Secondary,16,12,20,1125.0,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,World Literature,Secondary,16,12,19,422.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Algebra I,Secondary,19,1,19,1386.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Algebra I - Part 1,Secondary,21,7,16,194.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Algebra I - Part 2,Secondary,18,6,17,158.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Algebra II,Secondary,20,5,20,1597.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Anatomy and Physiology,Secondary,12,2,19,291.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Astronomy,Secondary,12,4,20,75.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Biology,Secondary,23,5,20,1889.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Contemporary U.S. Issues,Secondary,16,9,16,53.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,English as a Second Language,Secondary,17,1,16,146.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,English/Literature (freshmen and sophomores),Secondary,23,15,18,521.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,English/Literature (juniors and seniors),Secondary,21,7,17,217.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Geometry,Secondary,17,4,20,1660.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Informal Geometry,Secondary,18,6,17,204.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Informal Mathematics,Secondary,19,18,17,354.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Language Arts Laboratory,Secondary,20,17,16,426.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Life and Physical Sciences - Proficiency Development,Secondary,28,3,17,215.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Modern U.S. History,Secondary,19,8,21,582.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Particular Topics in Biology,Secondary,17,3,18,131.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Particular Topics in Foundation Math,Secondary,10,2,10,86.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Pre-Calculus,Secondary,19,3,20,867.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Transition Algebra,Secondary,8,2,16,59.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,Trigonometry,Secondary,18,1,18,84.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,World Area Studies,Secondary,24,7,19,376.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,World History - Overview,Secondary,19,9,20,1125.0,2014-15
9000016,Connecticut Technical High School System,9001216,Henry Abbott Technical High School,World Literature,Secondary,16,9,19,422.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Algebra I,Secondary,10,1,19,1386.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Algebra I - Part 1,Secondary,16,10,16,194.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Algebra I - Part 2,Secondary,14,6,17,158.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Algebra II,Secondary,21,4,20,1597.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Anatomy and Physiology,Secondary,18,1,19,291.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Biology,Secondary,17,10,20,1889.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Chemistry,Secondary,21,5,21,1368.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Economics,Secondary,24,3,20,101.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,English/Literature (freshmen and sophomores),Secondary,18,19,18,521.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,English/Literature (juniors and seniors),Secondary,18,7,17,217.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Geometry,Secondary,22,2,20,1660.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Informal Geometry,Secondary,15,4,17,204.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Informal Mathematics,Secondary,17,15,17,354.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Language Arts Laboratory,Secondary,16,21,16,426.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Life and Physical Sciences - Proficiency Development,Secondary,17,10,17,215.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Modern U.S. History,Secondary,21,6,21,582.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Particular Topics in Biology,Secondary,20,5,18,131.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Physics,Secondary,21,2,20,581.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Pre-Calculus,Secondary,16,2,20,867.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,Trigonometry,Secondary,17,4,18,84.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,World Area Studies,Secondary,17,10,19,376.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,World History - Other,Secondary,22,3,20,63.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,World History - Overview,Secondary,17,10,20,1125.0,2014-15
9000016,Connecticut Technical High School System,9001316,H. H. Ellis Technical High School,World Literature,Secondary,23,6,19,422.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,AP English Language and Composition,Secondary,17,1,19,310.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,AP English Literature and Composition,Secondary,7,1,17,272.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,AP U.S. History,Secondary,11,1,18,270.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Algebra I,Secondary,17,2,19,1386.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Algebra I - Part 1,Secondary,17,8,16,194.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Algebra I - Part 2,Secondary,12,4,17,158.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Algebra II,Secondary,19,3,20,1597.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Anatomy and Physiology,Secondary,20,2,19,291.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Biology,Secondary,17,1,20,1889.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Chemistry,Secondary,16,3,21,1368.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Economics,Secondary,12,2,20,101.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,English/Literature (freshmen and sophomores),Secondary,16,20,18,521.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,English/Literature (juniors and seniors),Secondary,12,8,17,217.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Geometry,Secondary,26,2,20,1660.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Informal Geometry,Secondary,14,7,17,204.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Informal Mathematics,Secondary,20,16,17,354.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Language Arts Laboratory,Secondary,33,9,16,426.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Law Studies,Secondary,18,3,17,89.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Life and Physical Sciences - Proficiency Development,Secondary,17,19,17,215.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Modern U.S. History,Secondary,15,7,21,582.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Particular Topics in Biology,Secondary,17,7,18,131.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Particular Topics in Foundation Math,Secondary,8,1,10,86.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Psychology,Secondary,15,2,21,309.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,Trigonometry,Secondary,20,1,18,84.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,World Area Studies,Secondary,16,10,19,376.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,World History - Overview,Secondary,18,9,20,1125.0,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,World Literature,Secondary,15,7,19,422.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Algebra I,Secondary,11,1,19,1386.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Algebra I - Part 1,Secondary,17,11,16,194.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Algebra I - Part 2,Secondary,20,4,17,158.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Algebra II,Secondary,21,4,20,1597.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Astronomy,Secondary,19,5,20,75.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Biology,Secondary,17,12,20,1889.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Chemistry,Secondary,22,4,21,1368.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Contemporary World Issues,Secondary,13,1,19,123.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Economics,Secondary,23,3,20,101.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,English as a Second Language,Secondary,19,2,16,146.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,English/Literature (freshmen and sophomores),Secondary,23,18,18,521.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,English/Literature (juniors and seniors),Secondary,20,9,17,217.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Environmental Science,Secondary,17,3,18,289.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Geometry,Secondary,14,1,20,1660.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Informal Geometry,Secondary,17,8,17,204.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Informal Mathematics,Secondary,14,28,17,354.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Language Arts Laboratory,Secondary,17,45,16,426.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Life and Physical Sciences - Proficiency Development,Secondary,18,12,17,215.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Modern U.S. History,Secondary,15,12,21,582.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Particular Topics in Biology,Secondary,23,3,18,131.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Particular Topics in Foundation Math,Secondary,20,3,10,86.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Physics,Secondary,22,3,20,581.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Pre-Calculus,Secondary,12,1,20,867.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Probability and Statistics - Other,Secondary,24,2,18,23.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Psychology,Secondary,17,7,21,309.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Scientific Research and Design,Secondary,16,2,15,42.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Sociology,Secondary,17,2,20,136.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Transition Algebra,Secondary,20,6,16,59.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,Trigonometry,Secondary,25,1,18,84.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,World Area Studies,Secondary,18,12,19,376.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,World History - Overview,Secondary,17,12,20,1125.0,2014-15
9000016,Connecticut Technical High School System,9001516,A. I. Prince Technical High School,World Literature,Secondary,21,9,19,422.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Algebra I,Secondary,16,1,19,1386.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Algebra I - Part 1,Secondary,18,8,16,194.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Algebra I - Part 2,Secondary,20,7,17,158.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Algebra II,Secondary,19,4,20,1597.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Anatomy and Physiology,Secondary,13,2,19,291.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Biology,Secondary,18,4,20,1889.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Chemistry,Secondary,21,4,21,1368.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Economics,Secondary,19,1,20,101.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,English/Literature (freshmen and sophomores),Secondary,21,12,18,521.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,English/Literature (juniors and seniors),Secondary,20,8,17,217.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Environmental Science,Secondary,18,2,18,289.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Geometry,Secondary,19,1,20,1660.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Informal Geometry,Secondary,21,7,17,204.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Informal Mathematics,Secondary,21,16,17,354.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Language Arts Laboratory,Secondary,14,19,16,426.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Law Studies,Secondary,17,2,17,89.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Life and Physical Sciences - Proficiency Development,Secondary,21,16,17,215.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Modern U.S. History,Secondary,20,8,21,582.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Particular Topics in Biology,Secondary,21,2,18,131.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Particular Topics in Foundation Math,Secondary,7,3,10,86.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Physics,Secondary,20,2,20,581.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Pre-Calculus,Secondary,23,1,20,867.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Psychology,Secondary,21,1,21,309.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Sociology,Secondary,20,2,20,136.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Transition Algebra,Secondary,9,2,16,59.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,Trigonometry,Secondary,17,3,18,84.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,World Area Studies,Secondary,20,8,19,376.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,World History - Overview,Secondary,21,4,20,1125.0,2014-15
9000016,Connecticut Technical High School System,9001616,Howell Cheney Technical High School,World Literature,Secondary,19,8,19,422.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,AP U.S. History,Secondary,31,1,18,270.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Algebra I,Secondary,15,3,19,1386.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Algebra I - Part 1,Secondary,13,9,16,194.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Algebra I - Part 2,Secondary,15,8,17,158.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Algebra II,Secondary,16,11,20,1597.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Biology,Secondary,20,3,20,1889.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Calculus,Secondary,11,1,19,185.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Chemistry,Secondary,18,7,21,1368.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Economics,Secondary,16,6,20,101.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,English as a Second Language,Secondary,7,1,16,146.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,English/Literature (freshmen and sophomores),Secondary,13,29,18,521.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,English/Literature (juniors and seniors),Secondary,14,13,17,217.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Environmental Science,Secondary,9,4,18,289.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Geometry,Secondary,22,2,20,1660.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Informal Geometry,Secondary,16,10,17,204.0,2014-15
9000016,Connecticut Technical High School System,9001716,H. C. Wilcox Technical High School,Informal Mathematics,Secondary,11,35,17,354.0,2014-15
