district,school,assignment_category,educator_type,dist_code,check_dist_col,district_code,school_code,check_sch_col,drg,year,count,total,pct
Area Cooperative Educational Services,Whitney High School West,General Education - Teachers and Instructors,Certified,2440014,Area Cooperative Educational Services,2440014,2449314,Whitney High School West,,2015-16,0.5,26.9,0.0185873605948
Area Cooperative Educational Services,Whitney High School West,Library/Media - Support Staff,Non-Certified,2440014,Area Cooperative Educational Services,2440014,2449314,Whitney High School West,,2015-16,0.0,26.9,0.0
Area Cooperative Educational Services,Whitney High School West,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,2440014,Area Cooperative Educational Services,2440014,2449314,Whitney High School West,,2015-16,2.0,26.9,0.0743494423792
Area Cooperative Educational Services,Whitney High School West,School Nurses,Non-Certified,2440014,Area Cooperative Educational Services,2440014,2449314,Whitney High School West,,2015-16,0.0,26.9,0.0
Area Cooperative Educational Services,Whitney High School West,Special Education - Paraprofessional Instructional Assistants,Non-Certified,2440014,Area Cooperative Educational Services,2440014,2449314,Whitney High School West,,2015-16,15.6,26.9,0.579925650558
Area Cooperative Educational Services,Whitney High School West,Special Education - Teachers and Instructors,Certified,2440014,Area Cooperative Educational Services,2440014,2449314,Whitney High School West,,2015-16,6.0,26.9,0.223048327138
Area Cooperative Educational Services,Whitney High School West,Instructional Specialists Who Support Teachers,Certified,2440014,Area Cooperative Educational Services,2440014,2449314,Whitney High School West,,2015-16,0.8,26.9,0.0297397769517
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,Administrators  Coordinators and Department Chairs - School Level,Certified,2440014,,2440014,,,,2015-16,2.0,69.3,0.02886002886
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,Counselors  Social Workers  and School Psychologists,Certified,2440014,,2440014,,,,2015-16,4.0,69.3,0.0577200577201
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,General Education - Paraprofessional Instructional Assistants,Non-Certified,2440014,,2440014,,,,2015-16,3.0,69.3,0.04329004329
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,General Education - Teachers and Instructors,Certified,2440014,,2440014,,,,2015-16,38.0,69.3,0.548340548341
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,Library/Media - Support Staff,Non-Certified,2440014,,2440014,,,,2015-16,0.0,69.3,0.0
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,2440014,,2440014,,,,2015-16,7.6,69.3,0.109668109668
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,School Nurses,Non-Certified,2440014,,2440014,,,,2015-16,1.0,69.3,0.01443001443
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,2440014,,2440014,,,,2015-16,7.6,69.3,0.109668109668
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,Special Education - Teachers and Instructors,Certified,2440014,,2440014,,,,2015-16,4.0,69.3,0.0577200577201
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,Instructional Specialists Who Support Teachers,Certified,2440014,,2440014,,,,2015-16,2.1,69.3,0.030303030303
Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,Library/Media - Specialists (Certified),Certified,2440014,,2440014,,,,2015-16,,69.3,
Area Cooperative Educational Services,A.C.E.S. Educational Center for the Arts - Part Time,Administrators  Coordinators and Department Chairs - School Level,Certified,2440014,Area Cooperative Educational Services,2440014,2449900,A.C.E.S. Educational Center for the Arts - Part Time,,2015-16,1.0,5.8,0.172413793103
Area Cooperative Educational Services,A.C.E.S. Educational Center for the Arts - Part Time,Counselors  Social Workers  and School Psychologists,Certified,2440014,Area Cooperative Educational Services,2440014,2449900,A.C.E.S. Educational Center for the Arts - Part Time,,2015-16,1.0,5.8,0.172413793103
Area Cooperative Educational Services,A.C.E.S. Educational Center for the Arts - Part Time,General Education - Teachers and Instructors,Certified,2440014,Area Cooperative Educational Services,2440014,2449900,A.C.E.S. Educational Center for the Arts - Part Time,,2015-16,3.8,5.8,0.655172413793
Ashford School District,Ashford School,Administrators  Coordinators and Department Chairs - School Level,Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,,84.1,
Ashford School District,Ashford School,Counselors  Social Workers  and School Psychologists,Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,1.4,84.1,0.0166468489893
Ashford School District,Ashford School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,6.0,84.1,0.0713436385256
Ashford School District,Ashford School,General Education - Teachers and Instructors,Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,38.0,84.1,0.451843043995
Ashford School District,Ashford School,Library/Media - Support Staff,Non-Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,1.0,84.1,0.0118906064209
Ashford School District,Ashford School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,19.7,84.1,0.234244946492
Ashford School District,Ashford School,School Nurses,Non-Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,1.0,84.1,0.0118906064209
Ashford School District,Ashford School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,13.0,84.1,0.154577883472
Ashford School District,Ashford School,Special Education - Teachers and Instructors,Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,4.0,84.1,0.0475624256837
Ashford School District,Ashford School,Instructional Specialists Who Support Teachers,Certified,0030011,Ashford School District,0030011,0030111,Ashford School,E,2015-16,,84.1,
Avon School District,Avon High School,Administrators  Coordinators and Department Chairs - School Level,Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,3.0,139.6,0.0214899713467
Avon School District,Avon High School,Counselors  Social Workers  and School Psychologists,Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,9.0,139.6,0.0644699140401
Avon School District,Avon High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,6.0,139.6,0.0429799426934
Avon School District,Avon High School,General Education - Teachers and Instructors,Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,71.6,139.6,0.512893982808
Avon School District,Avon High School,Library/Media - Support Staff,Non-Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,1.0,139.6,0.00716332378223
Avon School District,Avon High School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,21.8,139.6,0.156160458453
Avon School District,Avon High School,School Nurses,Non-Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,2.2,139.6,0.0157593123209
Avon School District,Avon High School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,13.0,139.6,0.0931232091691
Avon School District,Avon High School,Special Education - Teachers and Instructors,Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,9.0,139.6,0.0644699140401
Avon School District,Avon High School,Instructional Specialists Who Support Teachers,Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,2.0,139.6,0.0143266475645
Avon School District,Avon High School,Library/Media - Specialists (Certified),Certified,0040011,Avon School District,0040011,0046111,Avon High School,B,2015-16,1.0,139.6,0.00716332378223
Avon School District,Avon Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,2.0,77.1,0.0259403372244
Avon School District,Avon Middle School,Counselors  Social Workers  and School Psychologists,Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,3.0,77.1,0.0389105058366
Avon School District,Avon Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,2.0,77.1,0.0259403372244
Avon School District,Avon Middle School,General Education - Teachers and Instructors,Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,39.5,77.1,0.512321660182
Avon School District,Avon Middle School,Library/Media - Support Staff,Non-Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,0.0,77.1,0.0
Avon School District,Avon Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,10.6,77.1,0.137483787289
Avon School District,Avon Middle School,School Nurses,Non-Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,1.0,77.1,0.0129701686122
Avon School District,Avon Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,11.0,77.1,0.142671854734
Avon School District,Avon Middle School,Special Education - Teachers and Instructors,Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,6.0,77.1,0.0778210116732
Avon School District,Avon Middle School,Instructional Specialists Who Support Teachers,Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,1.0,77.1,0.0129701686122
Avon School District,Avon Middle School,Library/Media - Specialists (Certified),Certified,0040011,Avon School District,0040011,0045111,Avon Middle School,B,2015-16,1.0,77.1,0.0129701686122
Avon School District,Pine Grove School,Administrators  Coordinators and Department Chairs - School Level,Certified,0040011,Avon School District,0040011,0040411,Pine Grove School,B,2015-16,2.0,74.8,0.0267379679144
Avon School District,Pine Grove School,Counselors  Social Workers  and School Psychologists,Certified,0040011,Avon School District,0040011,0040411,Pine Grove School,B,2015-16,,74.8,
Avon School District,Pine Grove School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0040011,Avon School District,0040011,0040411,Pine Grove School,B,2015-16,6.8,74.8,0.0909090909091
Avon School District,Pine Grove School,General Education - Teachers and Instructors,Certified,0040011,Avon School District,0040011,0040411,Pine Grove School,B,2015-16,35.6,74.8,0.475935828877
Avon School District,Pine Grove School,Library/Media - Support Staff,Non-Certified,0040011,Avon School District,0040011,0040411,Pine Grove School,B,2015-16,0.0,74.8,0.0
Avon School District,Pine Grove School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0040011,Avon School District,0040011,0040411,Pine Grove School,B,2015-16,8.4,74.8,0.112299465241
