district_code,district,school_code,school,grade,diff,drg,year
1100011,Plainville School District,1105211,Middle School of Plainville,73.6178896999,-1.45645450321,F,2014-15
1100011,Plainville School District,1105211,Middle School of Plainville,72.1614351966,-1.45645450321,F,2015-16
1440011,Trumbull School District,1440311,Middlebrook School,85.620434722,0.300885200084,B,2014-15
1610011,Wilton School District,1615211,Middlebrook School,87.7731250284,-4.6084317854,A,2014-15
1440011,Trumbull School District,1440311,Middlebrook School,85.9213199221,0.300885200084,B,2015-16
1610011,Wilton School District,1615211,Middlebrook School,83.164693243,-4.6084317854,A,2015-16
2150012,Regional School District 15,2150612,Middlebury Elementary School,75.0539353767,-12.2941649991,B,2015-16
2150012,Regional School District 15,2150612,Middlebury Elementary School,87.3481003758,-12.2941649991,B,2014-15
2130012,Regional School District 13,2130412,Middlefield Memorial School,77.7153249477,-8.36817489887,C,2015-16
2130012,Regional School District 13,2130412,Middlefield Memorial School,86.0834998466,-8.36817489887,C,2014-15
0350011,Darien School District,0355111,Middlesex Middle School,85.9829068318,-8.17348264524,A,2015-16
0350011,Darien School District,0355111,Middlesex Middle School,94.156389477,-8.17348264524,A,2014-15
0830011,Middletown School District,0836211,Middletown High School,70.2786975978,3.32826538701,G,2014-15
0830011,Middletown School District,0836211,Middletown High School,73.6069629848,3.32826538701,G,2015-16
2180012,Regional School District 18,2180212,Mile Creek School,91.2584181542,-4.3154163835,C,2014-15
2180012,Regional School District 18,2180212,Mile Creek School,86.9430017707,-4.3154163835,C,2015-16
0510011,Fairfield School District,0510711,Mill Hill School,87.9997907331,-11.0037573561,B,2014-15
0510011,Fairfield School District,0510711,Mill Hill School,76.996033377,-11.0037573561,B,2015-16
0340011,Danbury School District,0340511,Mill Ridge Primary School,82.0787611673,9.94248217359,H,2014-15
0340011,Danbury School District,0340511,Mill Ridge Primary School,92.0212433409,9.94248217359,H,2015-16
1610011,Wilton School District,1610511,Miller-Driscoll School,100.0,0.526315789474,A,2015-16
1610011,Wilton School District,1610511,Miller-Driscoll School,99.4736842105,0.526315789474,A,2014-15
0640011,Hartford School District,0641911,Milner Elementary School,44.491963204,1.84381437995,I,2015-16
0640011,Hartford School District,0641911,Milner Elementary School,42.648148824,1.84381437995,I,2014-15
2140012,Regional School District 14,2140212,Mitchell Elementary School,75.3263278462,-11.9697828308,C,2015-16
2140012,Regional School District 14,2140212,Mitchell Elementary School,87.296110677,-11.9697828308,C,2014-15
1260011,Shelton School District,1260911,Mohegan School,85.9703134672,1.79542394767,D,2015-16
0860011,Montville School District,0860111,Mohegan School,77.7284336815,0.215854144234,F,2015-16
1260011,Shelton School District,1260911,Mohegan School,84.1748895195,1.79542394767,D,2014-15
0860011,Montville School District,0860111,Mohegan School,77.5125795373,0.215854144234,F,2014-15
0440011,East Haven School District,0440711,Momauguin School,67.814720163,-4.78527578412,G,2015-16
0440011,East Haven School District,0440711,Momauguin School,72.5999959472,-4.78527578412,G,2014-15
0850011,Monroe School District,0850111,Monroe Elementary School,83.4711976753,-7.8129321881,B,2015-16
0850011,Monroe School District,0850111,Monroe Elementary School,91.2841298634,-7.8129321881,B,2014-15
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,75.9840507691,-5.37713950647,,2014-15
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,70.6069112626,-5.37713950647,,2015-16
0640011,Hartford School District,0643711,Montessori Magnet at Fisher School,61.6184315977,-15.5807890881,I,2015-16
0640011,Hartford School District,0643711,Montessori Magnet at Fisher School,77.1992206857,-15.5807890881,I,2014-15
0640011,Hartford School District,0640511,Montessori Magnet at Moylan School,71.3960774504,-0.486623093976,I,2015-16
0640011,Hartford School District,0640511,Montessori Magnet at Moylan School,71.8827005443,-0.486623093976,I,2014-15
1010011,North Haven School District,1010211,Montowese Elementary School,83.7570759521,0.794960655477,D,2015-16
1010011,North Haven School District,1010211,Montowese Elementary School,82.9621152966,0.794960655477,D,2014-15
0860011,Montville School District,0866111,Montville High School,78.3659156273,2.36603221641,F,2015-16
0860011,Montville School District,0866111,Montville High School,75.9998834109,2.36603221641,F,2014-15
0830011,Middletown School District,0831211,Moody School,87.1668133167,-4.45603977146,G,2014-15
0830011,Middletown School District,0831211,Moody School,82.7107735453,-4.45603977146,G,2015-16
1090011,Plainfield School District,1090111,Moosup Elementary School,86.9335853011,2.00517200845,G,2014-15
1090011,Plainfield School District,1090111,Moosup Elementary School,88.9387573095,2.00517200845,G,2015-16
1040011,Norwich School District,1042011,Moriarty Magnet School,67.5512846902,2.40611889264,H,2015-16
1040011,Norwich School District,1042011,Moriarty Magnet School,65.1451657975,2.40611889264,H,2014-15
1550011,West Hartford School District,1550911,Morley School,92.6893674612,-8.70260916737,B,2014-15
1550011,West Hartford School District,1550911,Morley School,83.9867582938,-8.70260916737,B,2015-16
0340011,Danbury School District,0340611,Morris Street School,76.0252570102,8.28946188696,H,2014-15
0340011,Danbury School District,0340611,Morris Street School,84.3147188972,8.28946188696,H,2015-16
1480011,Wallingford School District,1480111,Moses Y. Beach School,100.0,0.0,D,2014-15
1480011,Wallingford School District,1480111,Moses Y. Beach School,100.0,0.0,D,2015-16
0170011,Bristol School District,0171711,Mountain View School,77.2441662751,-6.61175136421,G,2015-16
0170011,Bristol School District,0171711,Mountain View School,83.8559176393,-6.61175136421,G,2014-15
0150011,Bridgeport School District,0154611,Multicultural Magnet School,74.6740172722,-9.4000180088,I,2015-16
0150011,Bridgeport School District,0154611,Multicultural Magnet School,84.074035281,-9.4000180088,I,2014-15
2410014,Capitol Region Education Council,2410514,Museum Academy,76.7001749474,-2.47177704759,,2014-15
2410014,Capitol Region Education Council,2410514,Museum Academy,74.2283978998,-2.47177704759,,2015-16
1190011,Rocky Hill School District,1190411,Myrtle H. Stevens School,81.1580263084,-4.50687095613,D,2015-16
1190011,Rocky Hill School District,1190411,Myrtle H. Stevens School,85.6648972645,-4.50687095613,D,2014-15
1370011,Stonington School District,1375211,Mystic Middle School,70.926461244,-11.559983087,D,2015-16
1370011,Stonington School District,1375211,Mystic Middle School,82.4864443311,-11.559983087,D,2014-15
1030011,Norwalk School District,1032111,Naramake Elementary School,76.6420668575,-6.44198959164,H,2014-15
1030011,Norwalk School District,1032111,Naramake Elementary School,70.2000772658,-6.44198959164,H,2015-16
1630011,Windham School District,1630111,Natchaug School,66.8534225217,1.23779763326,I,2015-16
1630011,Windham School District,1630111,Natchaug School,65.6156248885,1.23779763326,I,2014-15
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,64.5942155545,-6.96959622088,I,2014-15
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,57.6246193337,-6.96959622088,I,2015-16
1030011,Norwalk School District,1035211,Nathan Hale Middle School,73.2026408566,-9.00122906773,H,2014-15
1030011,Norwalk School District,1035211,Nathan Hale Middle School,64.2014117889,-9.00122906773,H,2015-16
0930011,New Haven School District,0931411,Nathan Hale School,67.46115877,-5.20179580682,I,2015-16
0930011,New Haven School District,0931411,Nathan Hale School,72.6629545769,-5.20179580682,I,2014-15
0800011,Meriden School District,0800711,Nathan Hale School,65.2262792443,5.38289324574,H,2014-15
0490011,Enfield School District,0491111,Nathan Hale School,74.8163548164,3.4598525742,F,2015-16
0800011,Meriden School District,0800711,Nathan Hale School,70.60917249,5.38289324574,H,2015-16
0490011,Enfield School District,0491111,Nathan Hale School,71.3565022422,3.4598525742,F,2014-15
0410011,East Haddam School District,0416111,Nathan Hale-Ray High School,80.16068444,0.272764071237,E,2015-16
0410011,East Haddam School District,0416111,Nathan Hale-Ray High School,79.8879203688,0.272764071237,E,2014-15
0410011,East Haddam School District,0415111,Nathan Hale-Ray Middle School,71.1126095251,-14.2402227193,E,2015-16
0410011,East Haddam School District,0415111,Nathan Hale-Ray Middle School,85.3528322444,-14.2402227193,E,2014-15
0540011,Glastonbury School District,0540711,Naubuc School,74.1811392136,-10.885619536,B,2015-16
0540011,Glastonbury School District,0540711,Naubuc School,85.0667587496,-10.885619536,B,2014-15
0880011,Naugatuck School District,0886111,Naugatuck High School,64.0146720042,-1.43843243377,G,2014-15
0880011,Naugatuck School District,0886111,Naugatuck High School,62.5762395704,-1.43843243377,G,2015-16
0540011,Glastonbury School District,0540911,Nayaug Elementary School,94.1834385816,-7.75398671395,B,2014-15
0540011,Glastonbury School District,0540911,Nayaug Elementary School,86.4294518677,-7.75398671395,B,2015-16
2800013,New Beginnings Inc Family Academy District,2800113,New Beginnings Inc Family Academy,68.732941449,-5.4901502197,,2014-15
2800013,New Beginnings Inc Family Academy District,2800113,New Beginnings Inc Family Academy,63.2427912293,-5.4901502197,,2015-16
0890011,New Britain School District,0896111,New Britain High School,55.0618446733,-0.711348872971,I,2015-16
0890011,New Britain School District,0896111,New Britain High School,55.7731935463,-0.711348872971,I,2014-15
0900011,New Canaan School District,0906111,New Canaan High School,92.110080961,0.235663147122,A,2014-15
0900011,New Canaan School District,0906111,New Canaan High School,92.3457441081,0.235663147122,A,2015-16
0910011,New Fairfield School District,0916111,New Fairfield High School,85.5384582608,-1.43254706062,B,2014-15
0910011,New Fairfield School District,0916111,New Fairfield High School,84.1059112002,-1.43254706062,B,2015-16
0910011,New Fairfield School District,0915211,New Fairfield Middle School,79.2378388989,-1.24745377796,B,2015-16
0910011,New Fairfield School District,0915211,New Fairfield Middle School,80.4852926768,-1.24745377796,B,2014-15
0920011,New Hartford School District,0920211,New Hartford Elementary School,100.0,0.0,C,2015-16
0920011,New Hartford School District,0920211,New Hartford Elementary School,100.0,0.0,C,2014-15
0930011,New Haven School District,0937011,New Haven Academy,62.1891614783,0.518650672401,I,2014-15
0930011,New Haven School District,0937011,New Haven Academy,62.7078121507,0.518650672401,I,2015-16
0570011,Greenwich School District,0570611,New Lebanon School,78.6084036404,-3.28576111665,B,2015-16
0570011,Greenwich School District,0570611,New Lebanon School,81.8941647571,-3.28576111665,B,2014-15
0950011,New London School District,0956111,New London High School,57.7134899853,-4.67398566631,I,2015-16
0950011,New London School District,0956111,New London High School,62.3874756516,-4.67398566631,I,2014-15
0960011,New Milford School District,0966111,New Milford High School,80.4244708135,1.50666048227,D,2015-16
0960011,New Milford School District,0966111,New Milford High School,78.9178103313,1.50666048227,D,2014-15
1350011,Stamford School District,1350611,Newfield School,70.8802816971,-4.9424572631,H,2015-16
1350011,Stamford School District,1350611,Newfield School,75.8227389602,-4.9424572631,H,2014-15
0940011,Newington School District,0946111,Newington High School,80.2208312154,2.81285130324,D,2015-16
0940011,Newington School District,0946111,Newington High School,77.4079799122,2.81285130324,D,2014-15
0970011,Newtown School District,0976111,Newtown High School,79.1903097374,8.69893067859,B,2014-15
0970011,Newtown School District,0976111,Newtown High School,87.889240416,8.69893067859,B,2015-16
0970011,Newtown School District,0975111,Newtown Middle School,74.7337296364,-5.94819224142,B,2015-16
0970011,Newtown School District,0975111,Newtown Middle School,80.6819218778,-5.94819224142,B,2014-15
0450011,East Lyme School District,0450211,Niantic Center School,97.0864631895,-4.75084329992,D,2014-15
0450011,East Lyme School District,0450211,Niantic Center School,92.3356198896,-4.75084329992,D,2015-16
1380011,Stratford School District,1380911,Nichols School,73.2743620956,3.41841246369,G,2014-15
1380011,Stratford School District,1380911,Nichols School,76.6927745593,3.41841246369,G,2015-16
0520011,Farmington School District,0520211,Noah Wallace School,91.3105859398,2.62327952922,B,2015-16
0520011,Farmington School District,0520211,Noah Wallace School,88.6873064106,2.62327952922,B,2014-15
0640011,Hartford School District,0642011,Noah Webster Micro Society School,71.4723025069,-5.77770065367,I,2015-16
0640011,Hartford School District,0642011,Noah Webster Micro Society School,77.2500031606,-5.77770065367,I,2014-15
2140012,Regional School District 14,2146112,Nonnewaug High School,79.9089300999,-0.19645903762,C,2014-15
2140012,Regional School District 14,2146112,Nonnewaug High School,79.7124710622,-0.19645903762,C,2015-16
1550011,West Hartford School District,1551011,Norfeldt School,82.1501528662,-7.24923451006,B,2015-16
1550011,West Hartford School District,1551011,Norfeldt School,89.3993873763,-7.24923451006,B,2014-15
0990011,North Branford School District,0996111,North Branford High School,76.9090246634,1.00188502979,E,2014-15
0990011,North Branford School District,0996111,North Branford High School,77.9109096932,1.00188502979,E,2015-16
0990011,North Branford School District,0995111,North Branford Intermediate School,73.6216870941,1.89350013854,E,2015-16
0990011,North Branford School District,0995111,North Branford Intermediate School,71.7281869556,1.89350013854,E,2014-15
1000011,North Canaan School District,1000111,North Canaan Elementary School,78.4657335458,-1.13869781413,F,2014-15
