district_code,district,school_code,school,grade,diff,drg,year
2410014,Capitol Region Education Council,2410414,International Magnet School for Global Citizenship,71.6450914425,-1.98991031072,,2014-15
0570011,Greenwich School District,0571311,International School At Dundee,98.1786633713,-5.09350371633,B,2014-15
0570011,Greenwich School District,0571311,International School At Dundee,93.085159655,-5.09350371633,B,2015-16
0520011,Farmington School District,0525111,Irving A. Robbins Middle School,79.1454112044,-12.5390879521,B,2015-16
0520011,Farmington School District,0525111,Irving A. Robbins Middle School,91.6844991565,-12.5390879521,B,2014-15
0370011,Derby School District,0370411,Irving School,68.5523225961,-6.24934809638,H,2014-15
0370011,Derby School District,0370411,Irving School,62.3029744997,-6.24934809638,H,2015-16
0760011,Madison School District,0760211,Island Avenue Elementary School,98.2045277127,-16.8761072911,B,2014-15
0760011,Madison School District,0760211,Island Avenue Elementary School,81.3284204216,-16.8761072911,B,2015-16
0800011,Meriden School District,0800411,Israel Putnam School,66.5921480211,-1.00402384441,H,2015-16
0800011,Meriden School District,0800411,Israel Putnam School,67.5961718655,-1.00402384441,H,2014-15
0170011,Bristol School District,0171911,Ivy Drive School,81.8370820922,-6.54123648233,G,2014-15
0170011,Bristol School District,0171911,Ivy Drive School,75.2958456099,-6.54123648233,G,2015-16
0840011,Milford School District,0841911,J. F. Kennedy School,78.4819325752,0.650802176038,D,2014-15
0840011,Milford School District,0841911,J. F. Kennedy School,79.1327347512,0.650802176038,D,2015-16
9000016,Connecticut Technical High School System,9002116,J. M. Wright Technical High School,62.178030303,8.10467448295,,2014-15
9000016,Connecticut Technical High School System,9002116,J. M. Wright Technical High School,70.282704786,8.10467448295,,2015-16
0760011,Madison School District,0760111,J. Milton Jeffrey Elementary School,87.9596539538,-5.78300780866,B,2015-16
0760011,Madison School District,0760111,J. Milton Jeffrey Elementary School,93.7426617625,-5.78300780866,B,2014-15
0280011,Colchester School District,0280211,Jack Jackter Intermediate School,88.0463174241,-3.61815549817,D,2014-15
0280011,Colchester School District,0280211,Jack Jackter Intermediate School,84.428161926,-3.61815549817,D,2015-16
1480011,Wallingford School District,1485311,James H. Moran Middle School,69.7226079757,-8.16829109106,D,2015-16
1480011,Wallingford School District,1485311,James H. Moran Middle School,77.8908990668,-8.16829109106,D,2014-15
0930011,New Haven School District,0936211,James Hillhouse High School,46.3136085738,3.44251234542,I,2014-15
0930011,New Haven School District,0936211,James Hillhouse High School,49.7561209192,3.44251234542,I,2015-16
2060012,Regional School District 06,2060212,James Morris School,79.8796848844,-7.17789745361,E,2014-15
2060012,Regional School District 06,2060212,James Morris School,72.7017874308,-7.17789745361,E,2015-16
1440011,Trumbull School District,1440411,Jane Ryan School,92.9843440601,-5.33427332525,B,2014-15
1440011,Trumbull School District,1440411,Jane Ryan School,87.6500707349,-5.33427332525,B,2015-16
0270011,Clinton School District,0275111,Jared Eliot School,72.7363936893,-11.4361213548,D,2015-16
0270011,Clinton School District,0275111,Jared Eliot School,84.1725150441,-11.4361213548,D,2014-15
1030011,Norwalk School District,1030711,Jefferson Magnet School,74.1520270451,-2.85211711788,H,2015-16
1030011,Norwalk School District,1030711,Jefferson Magnet School,77.004144163,-2.85211711788,H,2014-15
0890011,New Britain School District,0890711,Jefferson School,70.0684194822,-5.08581754213,I,2014-15
0890011,New Britain School District,0890711,Jefferson School,64.9826019401,-5.08581754213,I,2015-16
0950011,New London School District,0950311,Jennings School,56.4319634787,-0.622040617249,I,2014-15
0510011,Fairfield School District,0511711,Jennings School,87.7112439922,-0.817425454325,B,2015-16
0510011,Fairfield School District,0511711,Jennings School,88.5286694465,-0.817425454325,B,2014-15
0950011,New London School District,0950311,Jennings School,55.8099228614,-0.622040617249,I,2015-16
0990011,North Branford School District,0990411,Jerome Harrison School,100.0,0.0,E,2014-15
0990011,North Branford School District,0990411,Jerome Harrison School,100.0,0.0,E,2015-16
0150011,Bridgeport School District,0152211,Jettie S. Tisdale School,55.0532952768,5.4845640407,I,2015-16
0150011,Bridgeport School District,0152211,Jettie S. Tisdale School,49.5687312361,5.4845640407,I,2014-15
0850011,Monroe School District,0855211,Jockey Hollow School,75.7123812138,-9.2178671794,B,2015-16
0850011,Monroe School District,0855211,Jockey Hollow School,84.9302483932,-9.2178671794,B,2014-15
2090012,Regional School District 09,2096112,Joel Barlow High School,88.2435624592,-3.24388406839,A,2014-15
2090012,Regional School District 09,2096112,Joel Barlow High School,84.9996783908,-3.24388406839,A,2015-16
0140011,Branford School District,0141611,John B. Sliney School,82.603790336,-9.27621511257,D,2015-16
0140011,Branford School District,0141611,John B. Sliney School,91.8800054486,-9.27621511257,D,2014-15
1040011,Norwich School District,1041411,John B. Stanton Network School,68.8729767903,1.11445377673,H,2015-16
1040011,Norwich School District,1041411,John B. Stanton Network School,67.7585230136,1.11445377673,H,2014-15
0800011,Meriden School District,0800511,John Barry School,72.8224568922,13.1864642056,H,2015-16
0800011,Meriden School District,0800511,John Barry School,59.6359926866,13.1864642056,H,2014-15
0930011,New Haven School District,0931311,John C. Daniels,69.0098493292,2.92728588752,I,2015-16
0930011,New Haven School District,0931311,John C. Daniels,66.0825634417,2.92728588752,I,2014-15
1510011,Waterbury School District,1516411,John F. Kennedy High School,52.786090391,-1.19453951055,I,2014-15
1510011,Waterbury School District,1516411,John F. Kennedy High School,51.5915508805,-1.19453951055,I,2015-16
1310011,Southington School District,1315311,John F. Kennedy Middle School,83.4121516195,-11.5824449527,D,2014-15
0490011,Enfield School District,0495211,John F. Kennedy Middle School,67.2815448781,-3.63966083534,F,2014-15
1310011,Southington School District,1315311,John F. Kennedy Middle School,71.8297066668,-11.5824449527,D,2015-16
0490011,Enfield School District,0495211,John F. Kennedy Middle School,63.6418840428,-3.63966083534,F,2015-16
1640011,Windsor School District,1640811,John F. Kennedy School,69.7110260933,-6.69544694932,D,2015-16
1640011,Windsor School District,1640811,John F. Kennedy School,76.4064730426,-6.69544694932,D,2014-15
2130012,Regional School District 13,2130512,John Lyman School,88.3335018289,-4.59585691813,C,2014-15
2130012,Regional School District 13,2130512,John Lyman School,83.7376449108,-4.59585691813,C,2015-16
0940011,Newington School District,0940811,John Paterson School,89.3438172308,-14.537682199,D,2014-15
0940011,Newington School District,0940811,John Paterson School,74.8061350318,-14.537682199,D,2015-16
1170011,Redding School District,1175111,John Read Middle School,87.5381073908,-9.15431722636,A,2014-15
1170011,Redding School District,1175111,John Read Middle School,78.3837901645,-9.15431722636,A,2015-16
0930011,New Haven School District,0930811,John S. Martinez School,58.371989111,13.4649447205,I,2014-15
0930011,New Haven School District,0930811,John S. Martinez School,71.8369338315,13.4649447205,I,2015-16
1530011,Watertown School District,1530211,John Trumbull Primary School,82.5630252101,3.73651588295,D,2014-15
1530011,Watertown School District,1530211,John Trumbull Primary School,86.299541093,3.73651588295,D,2015-16
0940011,Newington School District,0945311,John Wallace Middle School,83.9788053067,-14.2914508072,D,2014-15
0940011,Newington School District,0945311,John Wallace Middle School,69.6873544995,-14.2914508072,D,2015-16
2040012,Regional School District 04,2045112,John Winthrop Middle School,70.5578912867,-12.1499459302,C,2015-16
2040012,Regional School District 04,2045112,John Winthrop Middle School,82.707837217,-12.1499459302,C,2014-15
0840011,Milford School District,0846211,Jonathan Law High School,77.5093503415,3.34165297199,D,2015-16
0840011,Milford School District,0846211,Jonathan Law High School,74.1676973695,3.34165297199,D,2014-15
1310011,Southington School District,1315111,Joseph A. Depaolo Middle School,80.1901371503,-13.4843555526,D,2014-15
1310011,Southington School District,1315111,Joseph A. Depaolo Middle School,66.7057815977,-13.4843555526,D,2015-16
0840011,Milford School District,0846311,Joseph A. Foran High School,76.6958632349,-5.49353326396,D,2015-16
0840011,Milford School District,0846311,Joseph A. Foran High School,82.1893964989,-5.49353326396,D,2014-15
0440011,East Haven School District,0445111,Joseph Melillo Middle School,67.3665388934,-0.0692044762616,G,2014-15
0440011,East Haven School District,0445111,Joseph Melillo Middle School,67.2973344171,-0.0692044762616,G,2015-16
0430011,East Hartford School District,0430411,Joseph O. Goodwin School,67.6974384844,6.97767734379,H,2014-15
0430011,East Hartford School District,0430411,Joseph O. Goodwin School,74.6751158282,6.97767734379,H,2015-16
0640011,Hartford School District,0647711,Journalism and Media Academy Magnet School,57.9946735557,1.11302218176,I,2015-16
0640011,Hartford School District,0647711,Journalism and Media Academy Magnet School,56.8816513739,1.11302218176,I,2014-15
1350011,Stamford School District,1351211,Julia A. Stark School,70.820587052,0.558581586439,H,2015-16
1350011,Stamford School District,1351211,Julia A. Stark School,70.2620054655,0.558581586439,H,2014-15
0570011,Greenwich School District,0570311,Julian Curtiss School,86.8989936863,-9.11596214033,B,2014-15
0570011,Greenwich School District,0570311,Julian Curtiss School,77.783031546,-9.11596214033,B,2015-16
0720011,Ledyard School District,0720311,Juliet W. Long School,75.8525889145,-6.89598387373,D,2015-16
0720011,Ledyard School District,0720311,Juliet W. Long School,82.7485727882,-6.89598387373,D,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,69.4682930364,-6.49442475455,,2014-15
2610013,Jumoke Academy District,2610113,Jumoke Academy,62.9738682818,-6.49442475455,,2015-16
1350011,Stamford School District,1350511,K. T. Murphy School,77.104663014,1.82100515926,H,2014-15
1350011,Stamford School District,1350511,K. T. Murphy School,78.9256681733,1.82100515926,H,2015-16
0930011,New Haven School District,0932111,Katherine Brennan/Clarence Rogers School,58.4342895409,-0.616267525357,I,2014-15
0930011,New Haven School District,0932111,Katherine Brennan/Clarence Rogers School,57.8180220156,-0.616267525357,I,2015-16
1060011,Old Saybrook School District,1060211,Kathleen E. Goodwin School,85.0469831636,3.12935080243,D,2014-15
1060011,Old Saybrook School District,1060211,Kathleen E. Goodwin School,88.176333966,3.12935080243,D,2015-16
0760011,Madison School District,0760311,Kathleen H. Ryerson Elementary School,94.7467600966,-5.44285627333,B,2014-15
0760011,Madison School District,0760311,Kathleen H. Ryerson Elementary School,89.3039038233,-5.44285627333,B,2015-16
0770011,Manchester School District,0770611,Keeney School,62.2244008394,-12.8748920618,G,2015-16
0770011,Manchester School District,0770611,Keeney School,75.0992929012,-12.8748920618,G,2014-15
0830011,Middletown School District,0831511,Keigwin Middle School,65.1960928364,-14.4247566958,G,2015-16
0830011,Middletown School District,0831511,Keigwin Middle School,79.6208495323,-14.4247566958,G,2014-15
0560011,Granby School District,0560411,Kelly Lane Intermediate School,95.4692433556,-12.3863244122,B,2014-15
0560011,Granby School District,0560411,Kelly Lane Intermediate School,83.0829189435,-12.3863244122,B,2015-16
1040011,Norwich School District,1045111,Kelly Middle School,62.7831362249,-1.29728063324,H,2015-16
1040011,Norwich School District,1045111,Kelly Middle School,64.0804168582,-1.29728063324,H,2014-15
1030011,Norwalk School District,1030811,Kendall Elementary School,67.141776069,-5.79383866832,H,2015-16
1030011,Norwalk School District,1030811,Kendall Elementary School,72.9356147374,-5.79383866832,H,2014-15
0640011,Hartford School District,0641011,Kennelly School,58.5776895776,1.63432887816,I,2015-16
0640011,Hartford School District,0641011,Kennelly School,56.9433606995,1.63432887816,I,2014-15
0680011,Kent School District,0680111,Kent Center School,89.4774328064,-16.0913855242,E,2014-15
0680011,Kent School District,0680111,Kent Center School,73.3860472822,-16.0913855242,E,2015-16
0690011,Killingly School District,0690111,Killingly Central School,80.6365058218,-6.28404962117,G,2014-15
0690011,Killingly School District,0690111,Killingly Central School,74.3524562006,-6.28404962117,G,2015-16
0690011,Killingly School District,0696111,Killingly High School,63.0412965211,4.3155662031,G,2014-15
0690011,Killingly School District,0696111,Killingly High School,67.3568627242,4.3155662031,G,2015-16
0690011,Killingly School District,0695211,Killingly Intermediate School,70.3805007281,-3.66396656157,G,2015-16
0690011,Killingly School District,0695211,Killingly Intermediate School,74.0444672897,-3.66396656157,G,2014-15
0690011,Killingly School District,0690311,Killingly Memorial School,79.6521125667,-4.13923354008,G,2014-15
0690011,Killingly School District,0690311,Killingly Memorial School,75.5128790266,-4.13923354008,G,2015-16
2170012,Regional School District 17,2170312,Killingworth Elementary School,82.117429267,-8.6519685231,C,2015-16
2170012,Regional School District 17,2170312,Killingworth Elementary School,90.7693977901,-8.6519685231,C,2014-15
1550011,West Hartford School District,1555111,King Philip Middle School,82.2407881609,-11.0574855692,B,2014-15
1550011,West Hartford School District,1555111,King Philip Middle School,71.1833025917,-11.0574855692,B,2015-16
0340011,Danbury School District,0341711,King Street Intermediate School,67.8691656476,-5.36611375086,H,2015-16
0340011,Danbury School District,0341711,King Street Intermediate School,73.2352793984,-5.36611375086,H,2014-15
0340011,Danbury School District,0341311,King Street Primary School,83.3247734079,-2.84915842588,H,2014-15
0340011,Danbury School District,0341311,King Street Primary School,80.475614982,-2.84915842588,H,2015-16
1580011,Westport School District,1580511,King's Highway Elementary School,77.4072610205,-11.3436550067,A,2015-16
1580011,Westport School District,1580511,King's Highway Elementary School,88.7509160273,-11.3436550067,A,2014-15
0930011,New Haven School District,0933011,King/Robinson Magnet School,59.7042833518,2.56103364028,I,2014-15
0930011,New Haven School District,0933011,King/Robinson Magnet School,62.2653169921,2.56103364028,I,2015-16
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,70.5695090765,-3.47644894256,I,2014-15
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,67.093060134,-3.47644894256,I,2015-16
2100012,Regional School District 10,2100212,Lake Garda Elementary School,84.423357418,-9.58962314948,C,2015-16
2100012,Regional School District 10,2100212,Lake Garda Elementary School,94.0129805675,-9.58962314948,C,2014-15
1460011,Vernon School District,1460111,Lake Street School,76.2257613363,-3.2749328369,G,2015-16
1460011,Vernon School District,1460111,Lake Street School,79.5006941732,-3.2749328369,G,2014-15
1280011,Simsbury School District,1280611,Latimer Lane School,86.1813660019,-10.9377028469,B,2014-15
1280011,Simsbury School District,1280611,Latimer Lane School,75.243663155,-10.9377028469,B,2015-16
2160012,Regional School District 16,2160112,Laurel Ledge School,79.4428165902,-0.367465987949,E,2015-16
2160012,Regional School District 16,2160112,Laurel Ledge School,79.8102825781,-0.367465987949,E,2014-15
0110011,Bloomfield School District,0110611,Laurel School,75.1814918229,-12.5114163765,G,2015-16
0110011,Bloomfield School District,0110611,Laurel School,87.6929081994,-12.5114163765,G,2014-15
0830011,Middletown School District,0831311,Lawrence School,83.2496470576,-7.19314080182,G,2014-15
0830011,Middletown School District,0831311,Lawrence School,76.0565062558,-7.19314080182,G,2015-16
0710011,Lebanon School District,0710111,Lebanon Elementary School,85.1671255514,-0.545103511171,E,2015-16
0710011,Lebanon School District,0710111,Lebanon Elementary School,85.7122290626,-0.545103511171,E,2014-15
0710011,Lebanon School District,0715111,Lebanon Middle School,75.3585766521,-5.59557086722,E,2015-16
0710011,Lebanon School District,0715111,Lebanon Middle School,80.9541475193,-5.59557086722,E,2014-15
0720011,Ledyard School District,0720111,Ledyard Center School,72.135075598,-10.5680293662,D,2015-16
0720011,Ledyard School District,0720111,Ledyard Center School,82.7031049642,-10.5680293662,D,2014-15
0720011,Ledyard School District,0726111,Ledyard High School,78.7192442315,-7.05223463383,D,2015-16
0720011,Ledyard School District,0726111,Ledyard High School,85.7714788653,-7.05223463383,D,2014-15
0720011,Ledyard School District,0725111,Ledyard Middle School,72.711972341,-6.72575173324,D,2015-16
0720011,Ledyard School District,0725111,Ledyard Middle School,79.4377240742,-6.72575173324,D,2014-15
0210011,Canaan School District,0210111,Lee H. Kellogg School,69.8722037953,-17.0334570747,E,2015-16
0210011,Canaan School District,0210111,Lee H. Kellogg School,86.90566087,-17.0334570747,E,2014-15
0860011,Montville School District,0865111,Leonard J. Tyl Middle School,70.4344715054,-9.23890962304,F,2015-16
0860011,Montville School District,0865111,Leonard J. Tyl Middle School,79.6733811284,-9.23890962304,F,2014-15
0270011,Clinton School District,0270311,Lewin G. Joel Jr. School,88.1877987671,0.586888459201,D,2014-15
0270011,Clinton School District,0270311,Lewin G. Joel Jr. School,88.7746872263,0.586888459201,D,2015-16
2100012,Regional School District 10,2106112,Lewis S. Mills High School,80.341829434,-4.70320200549,C,2015-16
2100012,Regional School District 10,2106112,Lewis S. Mills High School,85.0450314395,-4.70320200549,C,2014-15
0450011,East Lyme School District,0450411,Lillie B. Haynes School,93.7899945279,-8.7245014606,D,2014-15
0450011,East Lyme School District,0450411,Lillie B. Haynes School,85.0654930673,-8.7245014606,D,2015-16
0800011,Meriden School District,0805211,Lincoln Middle School,60.7062682916,5.2267944055,H,2014-15
0800011,Meriden School District,0805211,Lincoln Middle School,65.9330626971,5.2267944055,H,2015-16
0890011,New Britain School District,0890811,Lincoln School,63.7506680623,-5.54779471534,I,2014-15
0890011,New Britain School District,0890811,Lincoln School,58.202873347,-5.54779471534,I,2015-16
0930011,New Haven School District,0932011,Lincoln-Bassett School,72.4496166428,23.5556036709,I,2015-16
0930011,New Haven School District,0932011,Lincoln-Bassett School,48.8940129719,23.5556036709,I,2014-15
1100011,Plainville School District,1100211,Linden Street School,72.0501712916,-4.72014315822,F,2015-16
1100011,Plainville School District,1100211,Linden Street School,76.7703144498,-4.72014315822,F,2014-15
0730011,Lisbon School District,0730111,Lisbon Central School,81.023046528,-6.89963018326,E,2014-15
0730011,Lisbon School District,0730111,Lisbon Central School,74.1234163448,-6.89963018326,E,2015-16
0740011,Litchfield School District,0746111,Litchfield High School,80.2417625213,-0.416716533476,E,2015-16
0740011,Litchfield School District,0746111,Litchfield High School,80.6584790547,-0.416716533476,E,2014-15
0740011,Litchfield School District,0740311,Litchfield Intermediate School,88.9400963028,-1.54990839306,E,2015-16
0740011,Litchfield School District,0740311,Litchfield Intermediate School,90.4900046959,-1.54990839306,E,2014-15
0840011,Milford School District,0841611,Live Oaks School,72.0172406087,-12.6306467153,D,2015-16
0840011,Milford School District,0841611,Live Oaks School,84.6478873239,-12.6306467153,D,2014-15
1260011,Shelton School District,1260811,Long Hill School,78.7746726326,-2.35619111474,D,2015-16
1260011,Shelton School District,1260811,Long Hill School,81.1308637473,-2.35619111474,D,2014-15
1580011,Westport School District,1580711,Long Lots School,94.0535009104,-0.0888793515227,A,2015-16
1580011,Westport School District,1580711,Long Lots School,94.1423802619,-0.0888793515227,A,2014-15
2150012,Regional School District 15,2150712,Long Meadow Elementary School,92.6476565118,-9.52897078597,B,2014-15
2150012,Regional School District 15,2150712,Long Meadow Elementary School,83.1186857259,-9.52897078597,B,2015-16
2160012,Regional School District 16,2165112,Long River Middle School,75.492486027,-5.13330591978,E,2014-15
2160012,Regional School District 16,2165112,Long River Middle School,70.3591801072,-5.13330591978,E,2015-16
1380011,Stratford School District,1380811,Lordship School,71.8134372475,7.11851576494,G,2014-15
1380011,Stratford School District,1380811,Lordship School,78.9319530125,7.11851576494,G,2015-16
1100011,Plainville School District,1100511,Louis Toffolon School,76.3467480851,-9.33867035615,F,2015-16
1100011,Plainville School District,1100511,Louis Toffolon School,85.6854184412,-9.33867035615,F,2014-15
0150011,Bridgeport School District,0151011,Luis Munoz Marin School,43.7366822437,2.59701487518,I,2015-16
0150011,Bridgeport School District,0151011,Luis Munoz Marin School,41.1396673685,2.59701487518,I,2014-15
1480011,Wallingford School District,1486111,Lyman Hall High School,78.3088493627,-2.3246090403,D,2014-15
1480011,Wallingford School District,1486111,Lyman Hall High School,75.9842403224,-2.3246090403,D,2015-16
0710011,Lebanon School District,0716211,Lyman Memorial High School,70.6153440912,6.08024236584,E,2014-15
0710011,Lebanon School District,0716211,Lyman Memorial High School,76.695586457,6.08024236584,E,2015-16
2180012,Regional School District 18,2180112,Lyme Consolidated School,86.7443602857,-4.70230478503,C,2015-16
2180012,Regional School District 18,2180112,Lyme Consolidated School,91.4466650708,-4.70230478503,C,2014-15
2180012,Regional School District 18,2186112,Lyme-Old Lyme High School,86.8828585319,-0.801628567995,C,2015-16
2180012,Regional School District 18,2186112,Lyme-Old Lyme High School,87.6844870999,-0.801628567995,C,2014-15
2180012,Regional School District 18,2185112,Lyme-Old Lyme Middle School,86.6574951709,-10.7512610922,C,2014-15
2180012,Regional School District 18,2185112,Lyme-Old Lyme Middle School,75.9062340787,-10.7512610922,C,2015-16
0640011,Hartford School District,0640811,M. D. Fox Elementary School,56.644606451,10.1379062076,I,2015-16
0640011,Hartford School District,0640811,M. D. Fox Elementary School,46.5067002434,10.1379062076,I,2014-15
0640011,Hartford School District,0641611,M. L. King School,56.9011368617,2.82204052667,I,2015-16
0640011,Hartford School District,0641611,M. L. King School,54.079096335,2.82204052667,I,2014-15
1290011,Somers School District,1295111,Mabelle B. Avery Middle School,65.9721688443,-1.25585057868,C,2015-16
1290011,Somers School District,1295111,Mabelle B. Avery Middle School,67.228019423,-1.25585057868,C,2014-15
0830011,Middletown School District,0830911,MacDonough School,60.3154288275,-7.34281869094,G,2015-16
0830011,Middletown School District,0830911,MacDonough School,67.6582475185,-7.34281869094,G,2014-15
1440011,Trumbull School District,1445111,Madison Middle School,80.7529153306,-4.25331900089,B,2015-16
1440011,Trumbull School District,1445111,Madison Middle School,85.0062343315,-4.25331900089,B,2014-15
0150011,Bridgeport School District,0152011,Madison School,61.4152712754,-3.62966099075,I,2015-16
0150011,Bridgeport School District,0152011,Madison School,65.0449322661,-3.62966099075,I,2014-15
1510011,Waterbury School District,1513111,Maloney Interdistrict Magnet School,80.8201967035,-8.64775799676,I,2014-15
1510011,Waterbury School District,1513111,Maloney Interdistrict Magnet School,72.1724387068,-8.64775799676,I,2015-16
0770011,Manchester School District,0776111,Manchester High School,64.8229526468,-0.975756595876,G,2015-16
0770011,Manchester School District,0776111,Manchester High School,65.7987092427,-0.975756595876,G,2014-15
0780011,Mansfield School District,0785111,Mansfield Middle School School,79.8128540071,-12.4396976492,C,2015-16
0780011,Mansfield School District,0785111,Mansfield Middle School School,92.2525516563,-12.4396976492,C,2014-15
0880011,Naugatuck School District,0880311,Maple Hill School,83.9483757925,-11.2154034982,G,2014-15
0880011,Naugatuck School District,0880311,Maple Hill School,72.7329722942,-11.2154034982,G,2015-16
1460011,Vernon School District,1460211,Maple Street School,79.053436934,12.5443535032,G,2015-16
1460011,Vernon School District,1460211,Maple Street School,66.5090834308,12.5443535032,G,2014-15
1510011,Waterbury School District,1511111,Margaret M. Generali Elementary School,65.9876207741,0.54357938143,I,2014-15
1510011,Waterbury School District,1511111,Margaret M. Generali Elementary School,66.5312001556,0.54357938143,I,2015-16
2450014,Learn,2456114,Marine Science Magnet High School of Southeastern Connecticut,84.2931149935,5.38802631199,,2014-15
2450014,Learn,2456114,Marine Science Magnet High School of Southeastern Connecticut,89.6811413055,5.38802631199,,2015-16
1480011,Wallingford School District,1486211,Mark T. Sheehan High School,77.472970582,-1.33367032502,D,2014-15
1480011,Wallingford School District,1486211,Mark T. Sheehan High School,76.1393002569,-1.33367032502,D,2015-16
0940011,Newington School District,0945111,Martin Kellogg Middle School,80.4343054011,-13.3832454712,D,2014-15
0940011,Newington School District,0945111,Martin Kellogg Middle School,67.0510599299,-13.3832454712,D,2015-16
0770011,Manchester School District,0771611,Martin School,71.9123526897,-11.5662469182,G,2014-15
0770011,Manchester School District,0771611,Martin School,60.3461057716,-11.5662469182,G,2015-16
1030011,Norwalk School District,1032211,Marvin Elementary School,80.9230584135,-5.85749004326,H,2014-15
1030011,Norwalk School District,1032211,Marvin Elementary School,75.0655683703,-5.85749004326,H,2015-16
0070011,Berlin School District,0070511,Mary E. Griswold School,80.1985331756,-6.59469654994,D,2015-16
0070011,Berlin School District,0070511,Mary E. Griswold School,86.7932297256,-6.59469654994,D,2014-15
1070011,Orange School District,1070211,Mary L. Tracy School,98.5714285714,1.42857142857,B,2014-15
1070011,Orange School District,1070211,Mary L. Tracy School,100.0,1.42857142857,B,2015-16
0590011,Groton School District,0591711,Mary Morrisson School,76.7125834577,4.97924453798,G,2015-16
0590011,Groton School District,0591711,Mary Morrisson School,71.7333389197,4.97924453798,G,2014-15
1620011,Winchester School District,1620211,Mary P. Hinsdale School,79.119366077,-18.46194411,G,2014-15
1620011,Winchester School District,1620211,Mary P. Hinsdale School,60.657421967,-18.46194411,G,2015-16
1410011,Thompson School District,1410111,Mary R. Fisher Elementary School,60.2527297078,-21.9457074857,F,2015-16
1410011,Thompson School District,1410111,Mary R. Fisher Elementary School,82.1984371936,-21.9457074857,F,2014-15
0140011,Branford School District,0141511,Mary R. Tisko School,91.4902524579,-2.4511400375,D,2014-15
0140011,Branford School District,0141511,Mary R. Tisko School,89.0391124204,-2.4511400375,D,2015-16
0140011,Branford School District,0141411,Mary T. Murphy School,77.2715711113,-12.4684201813,D,2015-16
0140011,Branford School District,0141411,Mary T. Murphy School,89.7399912926,-12.4684201813,D,2014-15
0850011,Monroe School District,0856111,Masuk High School,85.2011212179,-4.4321543457,B,2015-16
0850011,Monroe School District,0856111,Masuk High School,89.6332755636,-4.4321543457,B,2014-15
0840011,Milford School District,0841711,Mathewson School,82.873388581,-1.10344539579,D,2015-16
0840011,Milford School District,0841711,Mathewson School,83.9768339768,-1.10344539579,D,2014-15
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,65.0781690224,6.38605065922,I,2014-15
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,71.4642196816,6.38605065922,I,2015-16
1390011,Suffield School District,1390311,McAlister Intermediate School,70.8543308356,-11.970907995,C,2015-16
1390011,Suffield School District,1390311,McAlister Intermediate School,82.8252388306,-11.970907995,C,2014-15
0640011,Hartford School District,0641211,McDonough Expeditionary Learning School,50.1998339424,1.88698964032,I,2014-15
0640011,Hartford School District,0641211,McDonough Expeditionary Learning School,52.0868235827,1.88698964032,I,2015-16
0510011,Fairfield School District,0510611,McKinley School,76.4318523521,-5.51070154688,B,2015-16
0510011,Fairfield School District,0510611,McKinley School,81.942553899,-5.51070154688,B,2014-15
0020011,Ansonia School District,0020311,Mead School,66.1739723862,-6.86923035771,H,2014-15
0020011,Ansonia School District,0020311,Mead School,59.3047420285,-6.86923035771,H,2015-16
0840011,Milford School District,0840711,Meadowside School,84.3751268221,-8.40860313352,D,2014-15
0840011,Milford School District,0840711,Meadowside School,75.9665236886,-8.40860313352,D,2015-16
0910011,New Fairfield School District,0910211,Meeting House Hill School,79.7322893066,-3.74749860663,B,2015-16
0910011,New Fairfield School District,0910211,Meeting House Hill School,83.4797879132,-3.74749860663,B,2014-15
0600011,Guilford School District,0600311,Melissa Jones School,94.5827876524,-10.9967736692,B,2014-15
0600011,Guilford School District,0600311,Melissa Jones School,83.5860139832,-10.9967736692,B,2015-16
2150012,Regional School District 15,2155212,Memorial Middle School,83.1045247323,-5.13075755266,B,2014-15
2150012,Regional School District 15,2155212,Memorial Middle School,77.9737671797,-5.13075755266,B,2015-16
0420011,East Hampton School District,0420111,Memorial School,83.1418279764,-1.35403913271,D,2015-16
0420011,East Hampton School District,0420111,Memorial School,84.4958671092,-1.35403913271,D,2014-15
0110011,Bloomfield School District,0110511,Metacomet School,77.0131175053,-1.15144347223,G,2014-15
0110011,Bloomfield School District,0110511,Metacomet School,75.8616740331,-1.15144347223,G,2015-16
0930011,New Haven School District,0936011,Metropolitan Business Academy,62.51545631,0.0639591390404,I,2014-15
0930011,New Haven School District,0936011,Metropolitan Business Academy,62.579415449,0.0639591390404,I,2015-16
2410014,Capitol Region Education Council,2416114,Metropolitan Learning Center for Global and International Studies,79.491536635,-5.67962234241,,2014-15
2410014,Capitol Region Education Council,2416114,Metropolitan Learning Center for Global and International Studies,73.8119142926,-5.67962234241,,2015-16
1510011,Waterbury School District,1515111,Michael F. Wallace Middle School,52.1960374864,-6.37280551899,I,2015-16
1510011,Waterbury School District,1515111,Michael F. Wallace Middle School,58.5688430054,-6.37280551899,I,2014-15
0970011,Newtown School District,0970311,Middle Gate Elementary School,83.4467439288,-9.60795825409,B,2015-16
0970011,Newtown School District,0970311,Middle Gate Elementary School,93.0547021829,-9.60795825409,B,2014-15
