american_indian,american_indian_or_alaska_native,asian,black_not_of_hispanic_origin,black_or_african_american,district,district_code,hispanic_latino,hispanic_latino_of_any_race,native_hawaiian_or_other_pacific_islander,not_reported,school,school_code,total,two_or_more_races,white,white_not_of_hispanic_origin,year,tot_check,hispanic,other,black,oth_total,oth_tot_check
0.0,0.0,16.0,0.0,0.0,Ridgefield School District,1180011,0.0,18.0,0.0,0.0,Veterans Park Elementary School,1180211,337,6.0,297.0,0.0,2012-13,0.0,18.0,6.0,0.0,6.0,0.0
0.0,0.0,68.0,0.0,0.0,Rocky Hill School District,1190011,0.0,47.0,0.0,0.0,Albert D. Griswold Middle School,1195111,563,0.0,432.0,0.0,2012-13,16.0,47.0,0.0,0.0,16.0,0.0
0.0,0.0,65.0,0.0,0.0,Rocky Hill School District,1190011,0.0,54.0,0.0,0.0,Myrtle H. Stevens School,1190411,536,10.0,396.0,0.0,2012-13,11.0,54.0,10.0,0.0,21.0,0.0
0.0,0.0,59.0,0.0,36.0,Rocky Hill School District,1190011,0.0,58.0,0.0,0.0,Rocky Hill High School,1196111,732,0.0,572.0,0.0,2012-13,7.0,58.0,0.0,36.0,7.0,0.0
0.0,0.0,216.0,0.0,19.0,Rocky Hill School District,1190011,0.0,24.0,0.0,0.0,West Hill School,1190511,631,0.0,363.0,0.0,2012-13,9.0,24.0,0.0,19.0,9.0,0.0
0.0,0.0,21.0,0.0,13.0,Salem School District,1210011,0.0,14.0,0.0,0.0,Salem Elementary School,1210111,422,6.0,364.0,0.0,2012-13,4.0,14.0,6.0,13.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,Salisbury School District,1220011,0.0,20.0,0.0,0.0,Salisbury Central School,1220111,309,30.0,250.0,0.0,2012-13,9.0,20.0,30.0,0.0,39.0,0.0
0.0,0.0,0.0,0.0,0.0,Scotland School District,1230011,0.0,0.0,0.0,0.0,Scotland Elementary School,1230111,127,0.0,119.0,0.0,2012-13,8.0,0.0,0.0,0.0,8.0,0.0
0.0,0.0,28.0,0.0,13.0,Seymour School District,1240011,0.0,35.0,0.0,0.0,Bungay School,1240111,507,0.0,427.0,0.0,2012-13,4.0,35.0,0.0,13.0,4.0,0.0
0.0,0.0,21.0,0.0,35.0,Seymour School District,1240011,0.0,83.0,0.0,0.0,Chatfield-LoPresti School,1240211,570,0.0,422.0,0.0,2012-13,9.0,83.0,0.0,35.0,9.0,0.0
0.0,0.0,0.0,0.0,25.0,Seymour School District,1240011,0.0,63.0,0.0,0.0,Seymour High School,1246111,610,0.0,504.0,0.0,2012-13,18.0,63.0,0.0,25.0,18.0,0.0
0.0,0.0,21.0,0.0,0.0,Seymour School District,1240011,0.0,51.0,0.0,0.0,Seymour Middle School,1245111,599,0.0,504.0,0.0,2012-13,23.0,51.0,0.0,0.0,23.0,0.0
0.0,0.0,0.0,0.0,0.0,Sharon School District,1250011,0.0,0.0,0.0,0.0,Sharon Center School,1250111,188,0.0,177.0,0.0,2012-13,11.0,0.0,0.0,0.0,11.0,0.0
0.0,0.0,19.0,0.0,0.0,Shelton School District,1260011,0.0,15.0,0.0,0.0,Mohegan School,1260911,326,0.0,286.0,0.0,2012-13,6.0,15.0,0.0,0.0,6.0,0.0
0.0,0.0,20.0,0.0,0.0,Shelton School District,1260011,0.0,20.0,0.0,0.0,Booth Hill School,1261011,323,0.0,276.0,0.0,2012-13,7.0,20.0,0.0,0.0,7.0,0.0
0.0,0.0,40.0,0.0,20.0,Shelton School District,1260011,0.0,46.0,0.0,0.0,Elizabeth Shelton School,1260511,460,0.0,349.0,0.0,2012-13,5.0,46.0,0.0,20.0,5.0,0.0
0.0,0.0,49.0,0.0,27.0,Shelton School District,1260011,0.0,69.0,0.0,0.0,Intermediate School,1265111,875,0.0,726.0,0.0,2012-13,4.0,69.0,0.0,27.0,4.0,0.0
0.0,0.0,42.0,0.0,25.0,Shelton School District,1260011,0.0,80.0,0.0,0.0,Long Hill School,1260811,451,0.0,292.0,0.0,2012-13,12.0,80.0,0.0,25.0,12.0,0.0
0.0,0.0,46.0,0.0,28.0,Shelton School District,1260011,0.0,97.0,0.0,0.0,Perry Hill Elementary School,1261111,862,0.0,688.0,0.0,2012-13,3.0,97.0,0.0,28.0,3.0,0.0
0.0,0.0,72.0,0.0,59.0,Shelton School District,1260011,0.0,138.0,0.0,0.0,Shelton High School,1266111,1578,0.0,1299.0,0.0,2012-13,10.0,138.0,0.0,59.0,10.0,0.0
0.0,0.0,26.0,0.0,16.0,Shelton School District,1260011,0.0,25.0,0.0,0.0,Sunnyside School,1260611,237,0.0,163.0,0.0,2012-13,7.0,25.0,0.0,16.0,7.0,0.0
0.0,0.0,0.0,0.0,0.0,Sherman School District,1270011,0.0,7.0,0.0,0.0,Sherman School,1270111,383,11.0,358.0,0.0,2012-13,7.0,7.0,11.0,0.0,18.0,0.0
0.0,0.0,21.0,0.0,67.0,Side By Side Charter School District,2700013,0.0,83.0,0.0,0.0,Side By Side Charter School,2700113,233,0.0,47.0,0.0,2012-13,15.0,83.0,0.0,67.0,15.0,0.0
0.0,0.0,29.0,0.0,14.0,Simsbury School District,1280011,0.0,34.0,0.0,0.0,Central School,1280111,397,11.0,309.0,0.0,2012-13,0.0,34.0,11.0,14.0,11.0,0.0
0.0,0.0,50.0,0.0,39.0,Simsbury School District,1280011,0.0,0.0,0.0,0.0,Henry James Memorial School,1285111,748,0.0,634.0,0.0,2012-13,25.0,0.0,0.0,39.0,25.0,0.0
0.0,0.0,27.0,0.0,17.0,Simsbury School District,1280011,0.0,26.0,0.0,0.0,Latimer Lane School,1280611,444,6.0,368.0,0.0,2012-13,0.0,26.0,6.0,17.0,6.0,0.0
0.0,0.0,55.0,0.0,75.0,Simsbury School District,1280011,0.0,70.0,0.0,0.0,Simsbury High School,1286111,1559,7.0,1352.0,0.0,2012-13,0.0,70.0,7.0,75.0,7.0,0.0
0.0,0.0,42.0,0.0,0.0,Simsbury School District,1280011,0.0,30.0,0.0,0.0,Squadron Line School,1280711,659,0.0,556.0,0.0,2012-13,31.0,30.0,0.0,0.0,31.0,0.0
0.0,0.0,0.0,0.0,31.0,Simsbury School District,1280011,0.0,21.0,0.0,0.0,Tariffville School,1280311,286,0.0,214.0,0.0,2012-13,20.0,21.0,0.0,31.0,20.0,0.0
0.0,0.0,25.0,0.0,26.0,Simsbury School District,1280011,0.0,31.0,0.0,0.0,Tootin' Hills School,1280411,435,6.0,347.0,0.0,2012-13,0.0,31.0,6.0,26.0,6.0,0.0
0.0,0.0,0.0,0.0,7.0,Somers School District,1290011,0.0,16.0,0.0,0.0,Mabelle B. Avery Middle School,1295111,363,0.0,330.0,0.0,2012-13,10.0,16.0,0.0,7.0,10.0,0.0
0.0,0.0,0.0,0.0,14.0,Somers School District,1290011,0.0,23.0,0.0,0.0,Somers Elementary School,1290411,674,12.0,616.0,0.0,2012-13,9.0,23.0,12.0,14.0,21.0,0.0
0.0,0.0,9.0,0.0,14.0,Somers School District,1290011,0.0,15.0,0.0,0.0,Somers High School,1296111,540,0.0,491.0,0.0,2012-13,11.0,15.0,0.0,14.0,11.0,0.0
0.0,0.0,61.0,0.0,20.0,South Windsor School District,1320011,0.0,34.0,0.0,0.0,Pleasant Valley School,1320211,360,16.0,229.0,0.0,2012-13,0.0,34.0,16.0,20.0,16.0,0.0
0.0,0.0,23.0,0.0,26.0,South Windsor School District,1320011,0.0,36.0,0.0,0.0,Eli Terry School,1320711,423,47.0,291.0,0.0,2012-13,0.0,36.0,47.0,26.0,47.0,0.0
0.0,0.0,75.0,0.0,26.0,South Windsor School District,1320011,0.0,22.0,0.0,0.0,Orchard Hill School,1320611,366,0.0,232.0,0.0,2012-13,11.0,22.0,0.0,26.0,11.0,0.0
0.0,0.0,64.0,0.0,19.0,South Windsor School District,1320011,0.0,17.0,0.0,0.0,Philip R. Smith School,1320111,343,0.0,240.0,0.0,2012-13,3.0,17.0,0.0,19.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,South Windsor School District,1320011,0.0,0.0,0.0,0.0,Project Worth Young Adult Academy,1329011,*,0.0,0.0,0.0,2012-13,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,131.0,0.0,65.0,South Windsor School District,1320011,0.0,96.0,0.0,0.0,South Windsor High School,1326211,1409,25.0,1086.0,0.0,2012-13,6.0,96.0,25.0,65.0,31.0,0.0
0.0,0.0,111.0,0.0,59.0,South Windsor School District,1320011,0.0,83.0,0.0,0.0,Timothy Edwards School,1325111,1065,32.0,775.0,0.0,2012-13,5.0,83.0,32.0,59.0,37.0,0.0
0.0,0.0,38.0,0.0,22.0,South Windsor School District,1320011,0.0,28.0,0.0,0.0,Wapping Elementary School,1320411,306,0.0,212.0,0.0,2012-13,6.0,28.0,0.0,22.0,6.0,0.0
0.0,0.0,24.0,0.0,17.0,Southington School District,1310011,0.0,32.0,0.0,0.0,John F. Kennedy Middle School,1315311,845,25.0,743.0,0.0,2012-13,4.0,32.0,25.0,17.0,29.0,0.0
0.0,0.0,18.0,0.0,11.0,Southington School District,1310011,0.0,27.0,0.0,0.0,Derynoski Elementary School,1311511,666,20.0,590.0,0.0,2012-13,0.0,27.0,20.0,11.0,20.0,0.0
0.0,0.0,13.0,0.0,0.0,Southington School District,1310011,0.0,23.0,0.0,0.0,Flanders Elementary School,1311311,280,0.0,227.0,0.0,2012-13,17.0,23.0,0.0,0.0,17.0,0.0
0.0,0.0,0.0,0.0,7.0,Southington School District,1310011,0.0,26.0,0.0,0.0,Hatton Elementary School,1310211,458,16.0,403.0,0.0,2012-13,6.0,26.0,16.0,7.0,22.0,0.0
0.0,0.0,25.0,0.0,6.0,Southington School District,1310011,0.0,49.0,0.0,0.0,Joseph A. Depaolo Middle School,1315111,735,14.0,641.0,0.0,2012-13,0.0,49.0,14.0,6.0,14.0,0.0
0.0,0.0,9.0,0.0,12.0,Southington School District,1310011,0.0,12.0,0.0,0.0,Plantsville Elementary School,1310611,283,0.0,244.0,0.0,2012-13,6.0,12.0,0.0,12.0,6.0,0.0
0.0,0.0,0.0,0.0,14.0,Southington School District,1310011,0.0,20.0,0.0,0.0,South End Elementary School,1310711,235,8.0,187.0,0.0,2012-13,6.0,20.0,8.0,14.0,14.0,0.0
0.0,0.0,56.0,0.0,43.0,Southington School District,1310011,0.0,114.0,0.0,0.0,Southington High School,1316211,2037,37.0,1787.0,0.0,2012-13,0.0,114.0,37.0,43.0,37.0,0.0
0.0,0.0,0.0,0.0,10.0,Southington School District,1310011,0.0,14.0,0.0,0.0,Strong Elementary School,1310811,356,11.0,311.0,0.0,2012-13,10.0,14.0,11.0,10.0,21.0,0.0
0.0,0.0,26.0,0.0,0.0,Southington School District,1310011,0.0,24.0,0.0,0.0,Thalberg Elementary School,1310911,428,10.0,363.0,0.0,2012-13,5.0,24.0,10.0,0.0,15.0,0.0
0.0,0.0,12.0,0.0,0.0,Southington School District,1310011,0.0,17.0,0.0,0.0,Urbin T. Kelley School,1311411,374,7.0,333.0,0.0,2012-13,5.0,17.0,7.0,0.0,12.0,0.0
0.0,0.0,0.0,0.0,7.0,Sprague School District,1330011,0.0,46.0,0.0,0.0,Sayles School,1330111,370,33.0,282.0,0.0,2012-13,2.0,46.0,33.0,7.0,35.0,0.0
0.0,8.0,13.0,0.0,0.0,Stafford School District,1340011,0.0,22.0,0.0,0.0,Stafford Elementary School,1340611,477,0.0,425.0,0.0,2012-13,9.0,22.0,8.0,0.0,17.0,0.0
0.0,0.0,0.0,0.0,0.0,Stafford School District,1340011,0.0,14.0,0.0,0.0,Stafford High School,1346111,480,9.0,447.0,0.0,2012-13,10.0,14.0,9.0,0.0,19.0,0.0
0.0,0.0,0.0,0.0,0.0,Stafford School District,1340011,0.0,26.0,0.0,0.0,Stafford Middle School,1345211,383,6.0,344.0,0.0,2012-13,7.0,26.0,6.0,0.0,13.0,0.0
0.0,0.0,0.0,0.0,0.0,Stafford School District,1340011,0.0,10.0,0.0,0.0,Staffordville School,1340311,178,0.0,162.0,0.0,2012-13,6.0,10.0,0.0,0.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,Stafford School District,1340011,0.0,15.0,0.0,0.0,West Stafford School,1340411,198,0.0,168.0,0.0,2012-13,15.0,15.0,0.0,0.0,15.0,0.0
0.0,0.0,0.0,0.0,79.0,Stamford Academy District,2820013,0.0,51.0,0.0,0.0,Stamford Academy,2826013,138,0.0,0.0,0.0,2012-13,8.0,51.0,0.0,79.0,8.0,0.0
0.0,0.0,0.0,0.0,154.0,Stamford School District,1350011,0.0,188.0,0.0,0.0,Cloonan School,1355611,597,0.0,204.0,0.0,2012-13,51.0,188.0,0.0,154.0,51.0,0.0
0.0,0.0,0.0,0.0,88.0,Stamford School District,1350011,0.0,183.0,0.0,0.0,Davenport Ridge School,1352011,542,0.0,208.0,0.0,2012-13,63.0,183.0,0.0,88.0,63.0,0.0
0.0,0.0,0.0,0.0,124.0,Stamford School District,1350011,0.0,219.0,0.0,0.0,Dolan School,1355311,531,0.0,162.0,0.0,2012-13,26.0,219.0,0.0,124.0,26.0,0.0
0.0,0.0,113.0,0.0,119.0,Stamford School District,1350011,0.0,221.0,0.0,0.0,Hart School,1352211,587,7.0,127.0,0.0,2012-13,0.0,221.0,7.0,119.0,7.0,0.0
0.0,0.0,45.0,0.0,106.0,Stamford School District,1350011,0.0,279.0,0.0,0.0,Julia A. Stark School,1351211,612,0.0,170.0,0.0,2012-13,12.0,279.0,0.0,106.0,12.0,0.0
0.0,0.0,106.0,0.0,65.0,Stamford School District,1350011,0.0,267.0,0.0,0.0,K. T. Murphy School,1350511,556,9.0,109.0,0.0,2012-13,0.0,267.0,9.0,65.0,9.0,0.0
0.0,0.0,84.0,0.0,121.0,Stamford School District,1350011,0.0,236.0,0.0,0.0,Newfield School,1350611,690,10.0,239.0,0.0,2012-13,0.0,236.0,10.0,121.0,10.0,0.0
0.0,0.0,45.0,0.0,110.0,Stamford School District,1350011,0.0,231.0,0.0,0.0,Northeast School,1351811,686,0.0,292.0,0.0,2012-13,8.0,231.0,0.0,110.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,Stamford School District,1350011,0.0,20.0,0.0,0.0,Preschool Team,1358011,48,0.0,19.0,0.0,2012-13,9.0,20.0,0.0,0.0,9.0,0.0
0.0,0.0,0.0,0.0,163.0,Stamford School District,1350011,0.0,206.0,0.0,0.0,Rippowam Middle School,1355811,654,0.0,244.0,0.0,2012-13,41.0,206.0,0.0,163.0,41.0,0.0
0.0,0.0,37.0,0.0,100.0,Stamford School District,1350011,0.0,299.0,0.0,0.0,Rogers International School,1350811,823,0.0,374.0,0.0,2012-13,13.0,299.0,0.0,100.0,13.0,0.0
0.0,0.0,0.0,0.0,156.0,Stamford School District,1350011,0.0,257.0,0.0,0.0,Roxbury School,1350911,647,0.0,183.0,0.0,2012-13,51.0,257.0,0.0,156.0,51.0,0.0
0.0,0.0,50.0,0.0,97.0,Stamford School District,1350011,0.0,197.0,0.0,0.0,Scofield Middle School,1355711,624,0.0,273.0,0.0,2012-13,7.0,197.0,0.0,97.0,7.0,0.0
0.0,0.0,40.0,0.0,93.0,Stamford School District,1350011,0.0,300.0,0.0,0.0,Springdale School,1351111,654,7.0,214.0,0.0,2012-13,0.0,300.0,7.0,93.0,7.0,0.0
0.0,0.0,90.0,0.0,559.0,Stamford School District,1350011,0.0,621.0,0.0,0.0,Stamford High School,1356111,1952,9.0,673.0,0.0,2012-13,0.0,621.0,9.0,559.0,9.0,0.0
0.0,0.0,55.0,0.0,110.0,Stamford School District,1350011,0.0,323.0,0.0,0.0,Stillmeadow School,1352111,767,0.0,255.0,0.0,2012-13,24.0,323.0,0.0,110.0,24.0,0.0
0.0,0.0,76.0,0.0,117.0,Stamford School District,1350011,0.0,166.0,0.0,0.0,The Academy of Information Technology,1356411,684,7.0,318.0,0.0,2012-13,0.0,166.0,7.0,117.0,7.0,0.0
0.0,0.0,78.0,0.0,117.0,Stamford School District,1350011,0.0,307.0,0.0,0.0,Toquam Magnet School,1351911,680,0.0,172.0,0.0,2012-13,6.0,307.0,0.0,117.0,6.0,0.0
0.0,0.0,0.0,0.0,85.0,Stamford School District,1350011,0.0,223.0,0.0,0.0,Turn of River School,1355511,578,0.0,224.0,0.0,2012-13,46.0,223.0,0.0,85.0,46.0,0.0
0.0,0.0,0.0,0.0,424.0,Stamford School District,1350011,0.0,787.0,0.0,0.0,Westhill High School,1356311,2130,0.0,774.0,0.0,2012-13,145.0,787.0,0.0,424.0,145.0,0.0
0.0,0.0,117.0,0.0,191.0,Stamford School District,1350011,0.0,218.0,0.0,0.0,Westover School,1351411,716,16.0,174.0,0.0,2012-13,0.0,218.0,16.0,191.0,16.0,0.0
0.0,0.0,0.0,0.0,0.0,Sterling School District,1360011,0.0,20.0,0.0,0.0,Sterling Community School,1360311,498,15.0,454.0,0.0,2012-13,9.0,20.0,15.0,0.0,24.0,0.0
0.0,0.0,15.0,0.0,10.0,Stonington School District,1370011,0.0,19.0,0.0,0.0,Deans Mill School,1370511,485,7.0,432.0,0.0,2012-13,2.0,19.0,7.0,10.0,9.0,0.0
0.0,0.0,11.0,0.0,0.0,Stonington School District,1370011,0.0,0.0,0.0,0.0,Mystic Middle School,1375211,416,0.0,390.0,0.0,2012-13,15.0,0.0,0.0,0.0,15.0,0.0
0.0,0.0,11.0,0.0,0.0,Stonington School District,1370011,0.0,11.0,0.0,0.0,Pawcatuck Middle School,1375111,332,0.0,302.0,0.0,2012-13,8.0,11.0,0.0,0.0,8.0,0.0
0.0,0.0,31.0,0.0,26.0,Stonington School District,1370011,0.0,22.0,0.0,0.0,Stonington High School,1376111,771,0.0,687.0,0.0,2012-13,5.0,22.0,0.0,26.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,Stonington School District,1370011,0.0,10.0,0.0,0.0,West Broad Street School,1370411,131,0.0,109.0,0.0,2012-13,12.0,10.0,0.0,0.0,12.0,0.0
0.0,0.0,6.0,0.0,0.0,Stonington School District,1370011,0.0,14.0,0.0,0.0,West Vine Street School,1370611,210,0.0,184.0,0.0,2012-13,6.0,14.0,0.0,0.0,6.0,0.0
0.0,0.0,18.0,0.0,87.0,Stratford School District,1380011,0.0,116.0,0.0,0.0,Eli Whitney School,1381311,520,7.0,292.0,0.0,2012-13,0.0,116.0,7.0,87.0,7.0,0.0
0.0,0.0,32.0,0.0,239.0,Stratford School District,1380011,0.0,297.0,0.0,0.0,Bunnell High School,1386211,1210,27.0,609.0,0.0,2012-13,6.0,297.0,27.0,239.0,33.0,0.0
0.0,0.0,17.0,0.0,126.0,Stratford School District,1380011,0.0,133.0,0.0,0.0,Chapel School,1380311,555,13.0,264.0,0.0,2012-13,2.0,133.0,13.0,126.0,15.0,0.0
0.0,0.0,0.0,0.0,109.0,Stratford School District,1380011,0.0,120.0,0.0,0.0,David Wooster Middle School,1385211,529,15.0,268.0,0.0,2012-13,17.0,120.0,15.0,109.0,32.0,0.0
0.0,0.0,9.0,0.0,70.0,Stratford School District,1380011,0.0,109.0,0.0,0.0,Franklin School,1380411,293,11.0,94.0,0.0,2012-13,0.0,109.0,11.0,70.0,11.0,0.0
0.0,0.0,14.0,0.0,120.0,Stratford School District,1380011,0.0,158.0,0.0,0.0,Harry B. Flood Middle School,1385311,556,0.0,253.0,0.0,2012-13,11.0,158.0,0.0,120.0,11.0,0.0
0.0,0.0,10.0,0.0,47.0,Stratford School District,1380011,0.0,51.0,0.0,0.0,Honeyspot School,1381611,218,12.0,98.0,0.0,2012-13,0.0,51.0,12.0,47.0,12.0,0.0
0.0,0.0,0.0,0.0,65.0,Stratford School District,1380011,0.0,65.0,0.0,0.0,Lordship School,1380811,232,0.0,91.0,0.0,2012-13,11.0,65.0,0.0,65.0,11.0,0.0
0.0,0.0,17.0,0.0,78.0,Stratford School District,1380011,0.0,146.0,0.0,0.0,Nichols School,1380911,437,0.0,185.0,0.0,2012-13,11.0,146.0,0.0,78.0,11.0,0.0
0.0,0.0,22.0,0.0,121.0,Stratford School District,1380011,0.0,190.0,0.0,0.0,Second Hill Lane School,1381011,678,0.0,322.0,0.0,2012-13,23.0,190.0,0.0,121.0,23.0,0.0
0.0,0.0,0.0,0.0,9.0,Stratford School District,1380011,0.0,0.0,0.0,0.0,Secondary STEPS Program,1389111,13,0.0,0.0,0.0,2012-13,4.0,0.0,0.0,9.0,4.0,0.0
0.0,0.0,23.0,0.0,114.0,Stratford School District,1380011,0.0,98.0,0.0,0.0,Stratford Academy - Johnson House,1381511,470,15.0,220.0,0.0,2012-13,0.0,98.0,15.0,114.0,15.0,0.0
0.0,0.0,20.0,0.0,275.0,Stratford School District,1380011,0.0,307.0,0.0,0.0,Stratford High School,1386111,1075,0.0,455.0,0.0,2012-13,18.0,307.0,0.0,275.0,18.0,0.0
0.0,0.0,0.0,0.0,0.0,Stratford School District,1380011,0.0,0.0,0.0,0.0,Strive-Stratford,1389011,17,0.0,7.0,0.0,2012-13,10.0,0.0,0.0,0.0,10.0,0.0
0.0,0.0,17.0,0.0,55.0,Stratford School District,1380011,0.0,89.0,0.0,0.0,Wilcoxson School,1381411,376,11.0,204.0,0.0,2012-13,0.0,89.0,11.0,55.0,11.0,0.0
0.0,0.0,13.0,0.0,20.0,Suffield School District,1390011,0.0,28.0,0.0,0.0,A. Ward Spaulding School,1390411,444,7.0,376.0,0.0,2012-13,0.0,28.0,7.0,20.0,7.0,0.0
0.0,0.0,12.0,0.0,19.0,Suffield School District,1390011,0.0,26.0,0.0,0.0,McAlister Intermediate School,1390311,541,0.0,482.0,0.0,2012-13,2.0,26.0,0.0,19.0,2.0,0.0
0.0,0.0,20.0,0.0,27.0,Suffield School District,1390011,0.0,29.0,0.0,0.0,Suffield High School,1396111,860,0.0,781.0,0.0,2012-13,3.0,29.0,0.0,27.0,3.0,0.0
0.0,0.0,18.0,0.0,26.0,Suffield School District,1390011,0.0,28.0,0.0,0.0,Suffield Middle School,1395111,599,0.0,523.0,0.0,2012-13,4.0,28.0,0.0,26.0,4.0,0.0
0.0,0.0,0.0,0.0,148.0,The Bridge Academy District,2690013,0.0,104.0,0.0,0.0,The Bridge Academy,2696113,276,17.0,0.0,0.0,2012-13,7.0,104.0,17.0,148.0,24.0,0.0
0.0,0.0,0.0,0.0,14.0,The Gilbert School District,9020022,0.0,62.0,0.0,0.0,The Gilbert School,9026122,505,24.0,394.0,0.0,2012-13,11.0,62.0,24.0,14.0,35.0,0.0
0.0,0.0,0.0,0.0,0.0,Thomaston School District,1400011,0.0,6.0,0.0,0.0,Black Rock School,1400111,310,7.0,291.0,0.0,2012-13,6.0,6.0,7.0,0.0,13.0,0.0
0.0,0.0,0.0,0.0,0.0,Thomaston School District,1400011,0.0,6.0,0.0,0.0,Thomaston Center School,1400211,256,0.0,238.0,0.0,2012-13,12.0,6.0,0.0,0.0,12.0,0.0
0.0,0.0,0.0,0.0,0.0,Thomaston School District,1400011,0.0,11.0,0.0,0.0,Thomaston High School,1406211,438,0.0,418.0,0.0,2012-13,9.0,11.0,0.0,0.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,Thompson School District,1410011,0.0,16.0,0.0,0.0,Mary R. Fisher Elementary School,1410111,471,19.0,434.0,0.0,2012-13,2.0,16.0,19.0,0.0,21.0,0.0
0.0,0.0,0.0,0.0,0.0,Thompson School District,1410011,0.0,11.0,0.0,0.0,Thompson Middle School,1415111,380,10.0,353.0,0.0,2012-13,6.0,11.0,10.0,0.0,16.0,0.0
0.0,0.0,0.0,0.0,0.0,Thompson School District,1410011,0.0,7.0,0.0,0.0,Tourtellotte Memorial High School,1416111,302,6.0,287.0,0.0,2012-13,2.0,7.0,6.0,0.0,8.0,0.0
0.0,0.0,29.0,0.0,12.0,Tolland School District,1420011,0.0,15.0,0.0,0.0,Birch Grove Primary School,1420111,582,0.0,523.0,0.0,2012-13,3.0,15.0,0.0,12.0,3.0,0.0
0.0,0.0,35.0,0.0,0.0,Tolland School District,1420011,0.0,16.0,0.0,0.0,Tolland High School,1426111,900,0.0,833.0,0.0,2012-13,16.0,16.0,0.0,0.0,16.0,0.0
0.0,0.0,19.0,0.0,0.0,Tolland School District,1420011,0.0,22.0,0.0,0.0,Tolland Intermediate School,1420211,666,0.0,618.0,0.0,2012-13,7.0,22.0,0.0,0.0,7.0,0.0
0.0,0.0,22.0,0.0,0.0,Tolland School District,1420011,0.0,17.0,0.0,0.0,Tolland Middle School,1425111,688,0.0,635.0,0.0,2012-13,14.0,17.0,0.0,0.0,14.0,0.0
0.0,0.0,15.0,0.0,14.0,Torrington School District,1430011,0.0,23.0,0.0,0.0,East School,1430111,392,0.0,330.0,0.0,2012-13,10.0,23.0,0.0,14.0,10.0,0.0
0.0,0.0,13.0,0.0,8.0,Torrington School District,1430011,0.0,120.0,0.0,0.0,Forbes School,1430211,395,23.0,231.0,0.0,2012-13,0.0,120.0,23.0,8.0,23.0,0.0
0.0,0.0,11.0,0.0,19.0,Torrington School District,1430011,0.0,71.0,0.0,0.0,Southwest School,1430811,328,16.0,211.0,0.0,2012-13,0.0,71.0,16.0,19.0,16.0,0.0
0.0,0.0,27.0,0.0,19.0,Torrington School District,1430011,0.0,76.0,0.0,0.0,Torringford School,1430911,610,19.0,465.0,0.0,2012-13,4.0,76.0,19.0,19.0,23.0,0.0
0.0,0.0,44.0,0.0,58.0,Torrington School District,1430011,0.0,194.0,0.0,0.0,Torrington High School,1436111,1101,0.0,776.0,0.0,2012-13,29.0,194.0,0.0,58.0,29.0,0.0
0.0,0.0,30.0,0.0,44.0,Torrington School District,1430011,0.0,182.0,0.0,0.0,Torrington Middle School,1435111,1056,26.0,768.0,0.0,2012-13,6.0,182.0,26.0,44.0,32.0,0.0
0.0,0.0,0.0,0.0,24.0,Torrington School District,1430011,0.0,159.0,0.0,0.0,Vogel-Wetmore School,1431311,473,19.0,257.0,0.0,2012-13,14.0,159.0,19.0,24.0,33.0,0.0
0.0,0.0,0.0,0.0,91.0,Trailblazers Academy District,2780013,0.0,70.0,0.0,0.0,Trailblazers Academy,2785113,168,0.0,7.0,0.0,2012-13,0.0,70.0,0.0,91.0,0.0,0.0
0.0,0.0,31.0,0.0,17.0,Trumbull School District,1440011,0.0,42.0,0.0,0.0,Booth Hill School,1440111,526,0.0,429.0,0.0,2012-13,7.0,42.0,0.0,17.0,7.0,0.0
0.0,0.0,47.0,0.0,13.0,Trumbull School District,1440011,0.0,23.0,0.0,0.0,Daniels Farm School,1440811,468,0.0,380.0,0.0,2012-13,5.0,23.0,0.0,13.0,5.0,0.0
0.0,0.0,73.0,0.0,44.0,Trumbull School District,1440011,0.0,66.0,0.0,0.0,Frenchtown Elementary School,1441011,637,0.0,450.0,0.0,2012-13,4.0,66.0,0.0,44.0,4.0,0.0
0.0,0.0,44.0,0.0,0.0,Trumbull School District,1440011,0.0,47.0,0.0,0.0,Hillcrest Middle School,1445211,777,0.0,648.0,0.0,2012-13,38.0,47.0,0.0,0.0,38.0,0.0
0.0,0.0,16.0,0.0,9.0,Trumbull School District,1440011,0.0,26.0,0.0,0.0,Jane Ryan School,1440411,392,0.0,341.0,0.0,2012-13,0.0,26.0,0.0,9.0,0.0,0.0
0.0,0.0,58.0,0.0,34.0,Trumbull School District,1440011,0.0,72.0,0.0,0.0,Madison Middle School,1445111,848,0.0,680.0,0.0,2012-13,4.0,72.0,0.0,34.0,4.0,0.0
0.0,0.0,28.0,0.0,23.0,Trumbull School District,1440011,0.0,43.0,0.0,0.0,Middlebrook School,1440311,464,0.0,365.0,0.0,2012-13,5.0,43.0,0.0,23.0,5.0,0.0
0.0,0.0,36.0,0.0,0.0,Trumbull School District,1440011,0.0,21.0,0.0,0.0,Tashua School,1440911,386,0.0,320.0,0.0,2012-13,9.0,21.0,0.0,0.0,9.0,0.0
